YLR451W	YKL038W	YER028C	YGL181W	YNL103W	YIR017C	YDR253C	YKL015W	YOR344C	YDL020C	YHR006W	YML007W	YGL254W	YGL013C	YOR032C	YPL038W	YBL005W	YOR140W	YER040W	YOR113W	YFL021W	YCR040W	YLR098C	YJL056C	YDL170W	YFL017C	YEL072W	YLL034C	YGL255W	YFL056C	YCR041W	YML048W	YPL251W	YAL022C	YOR328W	YDR210WD	YFR030W	YOL041C	YNR007C	YDL027C	YJR110W	YER002W	YOL013WB	YNL142W	YMR196W	YJR138W	YLR373C	YPR170C	YDR077W	YCR006C
0.3508074	0.1669712	0.6388821	0.3223959	0.2911078	0.2143859	0.7066043	0.3205237	0.7081427	0.4496466	0.3773124	0.5534087	0.7785886	0.1264663	0.6384030	0.7350119	0.6473335	0.6911989	0.7350926	0.6332726	0.2367260	0.4395585	0.7401178	0.6832012	0.4370030	0.2980655	0.1596923	0.3125648	0.4236137	0.3164540	0.7486080	0.7774751	0.2835846	0.0755864	0.4072840	0.6730371	0.4141618	0.7588074	0.6433663	0.2964588	0.7635159	0.4986834	0.1614455	0.3770564	0.8768100	0.5010531	0.0408407	0.2115764	0.2346532	0.0164554
0.7565455	0.2585780	0.8285558	0.1700184	0.6230050	0.2983899	0.6203219	0.2559947	0.7337092	0.3706981	0.3013394	0.7022603	0.8890076	0.1467442	0.7878370	0.7525401	0.5548468	0.4925863	0.7483716	0.7078968	0.2723615	0.4208100	0.8301485	0.7583478	0.5982990	0.2622337	0.1152679	0.5914293	0.3961610	0.4019229	0.7327754	0.6215545	0.2060961	0.0731876	0.5949984	0.8604869	0.5070299	0.6274196	0.5164687	0.5222814	0.7053511	0.4277912	0.0010597	0.4281993	0.6964082	0.5750692	0.0401985	0.3276780	0.2609649	0.0144588
0.7293423	0.6691825	0.2133991	0.1714302	0.5981609	0.1681640	0.8078261	0.2804445	0.9155733	0.3859988	0.4807699	0.5752520	0.6954703	0.1507764	0.6992244	0.7605112	0.6357284	0.5256445	0.8748545	0.5998174	0.2321504	0.2857982	0.7024905	0.8724733	0.5012392	0.3644560	0.1158788	0.4996130	0.5270981	0.3557624	0.6406771	0.6772622	0.2124375	0.0961934	0.6442450	0.6036807	0.5508478	0.7837531	0.4219342	0.3854978	0.6428725	0.4701996	0.0161024	0.4419745	0.8158838	0.5317779	0.0231736	0.3973923	0.2437312	0.0135496
0.7445192	0.6021623	0.4782580	0.0716498	0.5231613	0.2422032	0.7324732	0.2220204	0.7317986	0.3552627	0.4727045	0.5463294	0.8037008	0.1370198	0.6969687	0.7821037	0.6715721	0.3678052	0.7928673	0.7644815	0.2050568	0.3235846	0.7523714	0.9183657	0.5163336	0.2380732	0.0746445	0.6293661	0.4386733	0.4599559	0.6890691	0.7127816	0.2938775	0.1914705	0.7555808	0.7016780	0.4623847	0.6736925	0.5468182	0.3544162	0.7193111	0.4662537	0.0224134	0.3900089	0.8167876	0.5930163	0.0234643	0.5463060	0.2316002	0.0201165
0.8270717	0.5299210	0.3816561	0.1278199	0.2457325	0.2621874	0.6832668	0.2419319	0.7316227	0.6190071	0.3768168	0.6350206	0.5614112	0.1629110	0.8772516	0.8202037	0.6835683	0.5290194	0.7700649	0.7134648	0.2129472	0.3647239	0.7044438	0.8248457	0.5553609	0.3808638	0.0833478	0.2058012	0.5988023	0.3506700	0.7819375	0.5766844	0.2451143	0.1030042	0.6562431	0.6226341	0.3810811	0.6774092	0.4584408	0.4627754	0.5881648	0.4495542	0.0004758	0.3655122	0.7745583	0.4992123	0.0535895	0.4043570	0.2503293	0.0247136
0.6119795	0.5669515	0.4513331	0.1523796	0.4965581	0.1387643	0.7303080	0.2217306	0.8215906	0.3933481	0.3418984	0.6196678	0.5645874	0.1819317	0.7854925	0.6935603	0.7343705	0.4833679	0.6904801	0.6689329	0.3101375	0.3491949	0.6818661	0.6512715	0.5093185	0.3063019	0.1569327	0.7096656	0.3930067	0.2987909	0.7035420	0.5876472	0.2469239	0.1018043	0.5121375	0.6543209	0.3574370	0.7449642	0.5996294	0.3955118	0.7888148	0.5176588	0.0015956	0.5038297	0.7514326	0.6097570	0.0289516	0.2897791	0.3358261	0.0306500
0.6595237	0.5947168	0.4358549	0.1504220	0.6576250	0.1550236	0.4081896	0.2973234	0.8099260	0.3636673	0.3656750	0.6546872	0.6960081	0.1188119	0.7403430	0.6544330	0.7464141	0.5190406	0.7609087	0.6776764	0.1729123	0.2926295	0.7359256	0.6835049	0.5005415	0.2507802	0.0937644	0.5768374	0.3777885	0.4470624	0.6851824	0.6351242	0.2467499	0.1538655	0.5007924	0.7458932	0.3666227	0.6693846	0.4953607	0.4247051	0.8221917	0.4231321	0.0089526	0.3873768	0.7483346	0.4016585	0.0378060	0.3255911	0.2179506	0.0255397
0.7109696	0.5600437	0.3820473	0.0825301	0.6641296	0.2324942	0.7877711	0.1818036	0.6728394	0.4101033	0.4361035	0.7218563	0.7997607	0.1040959	0.7521489	0.7907768	0.6537655	0.4753263	0.6947187	0.7148892	0.2034370	0.3759301	0.6576712	0.6461830	0.4074206	0.2399823	0.0846671	0.4938774	0.4406328	0.2769512	0.8509460	0.5400638	0.2187470	0.1338506	0.6429843	0.6059914	0.5699003	0.7267173	0.5068867	0.3923217	0.6623171	0.4208576	0.0029995	0.3904562	0.7602732	0.4344418	0.0498108	0.4059814	0.2622806	0.0107283
0.7828682	0.4827102	0.3308224	0.1845803	0.5485603	0.2354195	0.6860564	0.2727688	0.4421154	0.3819925	0.3717844	0.5694581	0.7804401	0.2363449	0.7175685	0.6507318	0.6650654	0.6663749	0.5590184	0.7166001	0.2190471	0.3860558	0.8566241	0.8166965	0.4566607	0.1250294	0.0683887	0.6333633	0.5257776	0.3728744	0.6238222	0.7121616	0.2316353	0.0978236	0.6989860	0.6278438	0.4217686	0.6729102	0.5810685	0.2513857	0.7793767	0.4206529	0.0143044	0.3979065	0.7354506	0.4881242	0.0286908	0.3543926	0.3642465	0.0351958
0.6654078	0.6095154	0.5163011	0.0686430	0.5531546	0.2275440	0.8283574	0.1619821	0.7236398	0.2577569	0.3825650	0.4943131	0.8446742	0.2801928	0.7051025	0.7647608	0.4486879	0.4991204	0.7948624	0.8857075	0.2611007	0.3902854	0.6870590	0.8158147	0.5546212	0.1496222	0.1010432	0.5041710	0.3989216	0.6099548	0.7005391	0.6929751	0.2317897	0.2223518	0.6953943	0.6998130	0.4058971	0.8144588	0.4994185	0.4803588	0.6482993	0.5460425	0.0018380	0.3732822	0.7305189	0.4936710	0.0509287	0.4779562	0.2390325	0.0583861
0.7228858	0.5580593	0.3604849	0.1069709	0.4632062	0.1842114	0.8128868	0.2796912	0.7943026	0.3424236	0.1854132	0.7200272	0.7474531	0.1494887	0.9078657	0.7562939	0.7450835	0.4917380	0.6827288	0.6454816	0.2368280	0.4476765	0.6315140	0.6682310	0.4764382	0.0644699	0.0716832	0.7080908	0.4202193	0.4313216	0.6299378	0.5542199	0.1892813	0.1565369	0.5530297	0.6877650	0.6606577	0.7890006	0.5916670	0.3645471	0.7753178	0.5693798	0.0116876	0.3971230	0.7730797	0.4736577	0.0133943	0.3528609	0.2114081	0.0350824
0.8050120	0.5918400	0.3770723	0.1571526	0.5804520	0.2079776	0.7610560	0.2682189	0.6385749	0.5268250	0.3494554	0.3648127	0.6876684	0.0963530	0.9434545	0.8604190	0.6501879	0.5622228	0.9032771	0.8440092	0.1729584	0.4178967	0.7631005	0.7060844	0.5527037	0.2703537	0.1095107	0.5644659	0.3714818	0.5251147	0.5803779	0.4942217	0.3064934	0.0690581	0.4142661	0.8250295	0.5937052	0.7021068	0.6540785	0.3797038	0.7561897	0.5291561	0.0104732	0.4078682	0.7547791	0.5603713	0.0147702	0.1378795	0.2353158	0.0100768
0.8345787	0.5467613	0.3327040	0.1203539	0.6016706	0.2450409	0.6951882	0.1916898	0.7032144	0.4026284	0.4417594	0.5560364	0.4020775	0.2077534	0.7546674	0.8406459	0.6334589	0.3841387	0.7591214	0.6527195	0.1878108	0.2872073	0.7310939	0.7491859	0.6766270	0.3443561	0.0530986	0.4719409	0.4407780	0.4042450	0.6409191	0.6552161	0.2725038	0.2409414	0.6225219	0.6834369	0.4045410	0.8288119	0.5497410	0.3392903	0.8224189	0.4593814	0.0295665	0.2608749	0.7955546	0.5761121	0.0408110	0.4751602	0.2320737	0.0191374
0.7124920	0.4924506	0.4604434	0.0934677	0.6702046	0.2517949	0.6719192	0.2720546	0.8004559	0.3489804	0.3657046	0.6006237	0.7942165	0.0520891	0.7059570	0.6925879	0.5814201	0.6993156	0.9020492	0.7444402	0.2980024	0.3468698	0.7858969	0.7856349	0.6070904	0.1673124	0.0773998	0.4937745	0.4090566	0.4276446	0.7937857	0.6568592	0.2472800	0.0718894	0.1864706	0.7423654	0.4712996	0.6821911	0.5402351	0.4274350	0.6728828	0.4722577	0.0203747	0.4734723	0.8052248	0.5376370	0.0470759	0.1203145	0.3130775	0.0219407
0.6020341	0.5145222	0.4086979	0.1231946	0.5205539	0.2607541	0.7344831	0.2973459	0.6374457	0.4173281	0.5636738	0.5614896	0.6960880	0.1591451	0.3041358	0.6694594	0.6686517	0.4837409	0.6961002	0.7836789	0.1887331	0.2199111	0.7217689	0.7202868	0.5420226	0.5711140	0.0587989	0.6817766	0.4494105	0.3023358	0.6453233	0.5689390	0.2639022	0.1428724	0.5672885	0.6780206	0.4509104	0.7145186	0.5371459	0.4140224	0.7759101	0.4514499	0.0098537	0.4678641	0.8217848	0.7081819	0.0220304	0.4565515	0.2728737	0.0219987
0.8833993	0.7334882	0.3155655	0.0554612	0.7523969	0.3087931	0.7516073	0.1918185	0.8933244	0.4091636	0.4125078	0.5661336	0.6201224	0.1660210	0.6757793	0.3295498	0.6533065	0.5520972	0.8015858	0.7025644	0.1753808	0.3956335	0.7348668	0.8420040	0.5400292	0.2577157	0.0783309	0.6394223	0.3609076	0.4075116	0.6860271	0.6555621	0.2324563	0.1357594	0.7374884	0.7853304	0.5559039	0.8183677	0.4528226	0.5417608	0.7076122	0.3687344	0.0048294	0.3771695	0.7210641	0.3390072	0.0283240	0.3133849	0.2700097	0.0244960
0.7881456	0.3769469	0.4462738	0.1227213	0.6067146	0.1345702	0.7379510	0.3178278	0.7565906	0.4427451	0.3372025	0.7176401	0.6596182	0.1493828	0.6835081	0.7420892	0.3346915	0.4653618	0.8769977	0.7276923	0.2401538	0.4248107	0.8493682	0.5978952	0.4742012	0.1553358	0.0863159	0.5973750	0.4353379	0.3974795	0.6241097	0.6149429	0.2253027	0.1881651	0.7213632	0.6133331	0.5520008	0.7117248	0.3565201	0.3646415	0.6388480	0.4195932	0.0052925	0.4958333	0.5964631	0.5046691	0.0280031	0.3627184	0.2457949	0.0445984
0.9085804	0.5574038	0.3197062	0.0893392	0.5998195	0.1757050	0.6804475	0.2697607	0.9146969	0.4692894	0.3618377	0.5241919	0.7837214	0.1533327	0.6219335	0.7508410	0.6102466	0.1977481	0.8477421	0.8067360	0.3500012	0.3824526	0.7844755	0.7269749	0.4273869	0.1848293	0.0810793	0.4930791	0.4371952	0.3435632	0.7375324	0.7558089	0.1990476	0.1270988	0.5493108	0.6899661	0.4400898	0.7282441	0.5652312	0.3425457	0.7327639	0.4806254	0.0003193	0.5317977	0.8844641	0.5182550	0.0630935	0.3382711	0.2809312	0.0329056
0.8628030	0.5430718	0.4311387	0.1428031	0.5479430	0.2443096	0.7092621	0.3399475	0.6406216	0.3345516	0.4198633	0.6668675	0.7299504	0.1534876	0.7202952	0.6520589	0.7207820	0.5398260	0.5177694	0.8969418	0.1906536	0.4414489	0.7039575	0.8162456	0.1601178	0.2962175	0.0460853	0.5746406	0.4925070	0.3563935	0.7862046	0.6265358	0.6592053	0.1513166	0.5959145	0.1351099	0.4864374	0.6691944	0.5550730	0.3913382	0.6685725	0.4268783	0.0026066	0.5557498	0.7659233	0.6100292	0.0461325	0.3868308	0.4063330	0.0164753
0.7203537	0.5768616	0.4733356	0.1141091	0.6527540	0.2087469	0.7094698	0.2075607	0.7209580	0.4474362	0.4359857	0.5421665	0.8422546	0.1352118	0.6390181	0.7248794	0.6382681	0.5036334	0.6084780	0.3658335	0.1979442	0.3850182	0.7065983	0.8662146	0.4812007	0.3473298	0.0833052	0.5958917	0.3533389	0.3074899	0.7743332	0.5737676	0.2667667	0.0856496	0.3546143	0.5682900	0.4359159	0.7805218	0.5784200	0.3407512	0.7523195	0.4624813	0.0099139	0.4091613	0.7321910	0.4090867	0.0213944	0.3321544	0.2650313	0.0112417
0.6979987	0.5203915	0.5128641	0.1041052	0.5245320	0.2394701	0.8191107	0.2461330	0.6147770	0.4203927	0.4981624	0.6963402	0.6459263	0.1487806	0.6945556	0.7057480	0.7403163	0.4669781	0.7688461	0.6424640	0.1402030	0.3357177	0.7084464	0.6701197	0.6572494	0.3189690	0.0905351	0.6217150	0.4792036	0.4002098	0.7778339	0.6609329	0.2133774	0.1280357	0.5914479	0.8631944	0.4680398	0.7730556	0.6295428	0.4468621	0.7526044	0.4132300	0.0019507	0.2661226	0.8210528	0.4529383	0.0482807	0.3008890	0.2577521	0.0079058
0.8390070	0.6174187	0.5060800	0.0745630	0.4193293	0.2353247	0.7560816	0.2237300	0.7088849	0.4024729	0.3968935	0.6527545	0.7113655	0.1760768	0.7293499	0.6831191	0.6626435	0.4805455	0.6703752	0.7676467	0.1528199	0.1651933	0.6569197	0.8637634	0.5384634	0.2025492	0.0894637	0.4496240	0.3845472	0.3970144	0.6900748	0.7329339	0.2321341	0.1578141	0.6552459	0.6627661	0.4824583	0.7499188	0.5142539	0.4070069	0.7464858	0.4865944	0.0097467	0.4009527	0.6874467	0.4829662	0.0298010	0.3163773	0.2693608	0.0768382
0.8063675	0.5880551	0.4470056	0.1122780	0.5571258	0.1913437	0.8118794	0.2448450	0.6743755	0.3484427	0.4922444	0.6073576	0.6626554	0.2082179	0.8234611	0.6932084	0.6595845	0.5564839	0.7031992	0.7857595	0.2103065	0.3806873	0.3959799	0.7292838	0.5116894	0.1754333	0.1162745	0.5282944	0.4224887	0.3434071	0.7336977	0.6096672	0.2067812	0.1130021	0.6894227	0.6603073	0.4643659	0.6991204	0.5876185	0.4611983	0.8233278	0.5528726	0.0008348	0.4952856	0.7611350	0.4861940	0.0411633	0.2776997	0.2257059	0.0573357
