YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6576546	0.0119281	0.6782963	0.5809654	1.0000000	0.6676769	0.9992982	0.7032618	0.0620853	1.0000000	0.4911154	0.6249753	1.0000000	1.0000000	0.1239981	0.9977304	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.9487052	0.9949033	0.9007965	0.8522938	0.7180678	0.7893733	0.7606065	0.5379441	0.2123752	0.9999215	0.3952933	0.1472188	0.0479258	0.2354677	0.5763278	0.7949240	0.2064942	0.9668464	0.3886702	0.4732152	0.6147389
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676769	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.4863104	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7398451	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676769	0.9992982	0.7032618	0.0529278	1.0000000	0.5068061	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	0.5000095	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7469621	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7784541	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676769	0.9992982	0.7032618	0.0288186	1.0000000	0.5081574	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	0.5000002	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.1298451	0.2354677	0.5763278	0.7770810	0.2064942	0.9668464	0.3837322	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5798154	1.0000000	0.6676769	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	0.5000016	0.0194118	0.3899960	0.6091930	0.9949127	0.6644990	0.7907611	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.8878333	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786741	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0097067	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786741	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.1950030	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676769	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.3046134	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.4974600	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.3323460	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
