YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.6798342	0.9999000	0.9506948	0.5096367	1.0000000	0.7614211	0.6874565	0.0119281	0.6782923	0.5791005	1.0000000	0.6675812	0.9992982	0.7033108	0.0529337	1.0000000	0.4964032	0.6249753	1.0000000	1.0000000	0.2479963	0.9726094	1.0000000	1.0000000	1.0000000	0.0194119	0.3899960	0.6091879	0.9948840	0.6644922	0.9949033	0.9007925	0.8522930	0.7089691	0.7885024	0.3614911	0.5379419	0.2124859	0.9949293	0.3952942	0.2821505	0.0479502	0.2354678	0.5763255	0.7894272	0.2065203	0.9668451	0.3837247	0.4732153	0.6749188
