YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.5373840	0.9996900	0.9597107	0.5077492	0.6891664	0.7316582	0.6209848	0.0129925	0.7127287	0.4538907	1.0000000	0.4627444	0.9983324	0.6748254	0.2214024	1.0000000	0.5905338	0.5657807	1.0000000	1.0000000	0.5083719	0.7268142	0.8069706	1.0000000	1.0000000	0.0194118	0.3337014	0.4361121	0.9948001	0.2153428	0.9963052	0.8505302	0.8103201	0.4598831	0.9413949	0.0226916	0.3695179	0.1890833	0.5907895	0.3953603	0.3444347	0.0218087	0.0027297	0.7270326	0.7965777	0.2232556	0.9584017	0.3948100	0.4732152	0.7001576
0.6525247	0.9187918	0.9516808	0.5850443	1.0000000	0.7995171	0.6239257	0.0119281	0.5849672	0.4713988	0.9082933	0.7497901	0.9993237	0.5101938	0.0323729	1.0000000	0.7218624	0.7076972	1.0000000	1.0000000	0.2479963	0.9726134	0.6449365	0.9289994	1.0000000	0.0194118	0.4423721	0.6408169	0.9948847	0.6644990	0.9942186	0.9094278	0.8600749	0.7357534	0.6975879	0.4643340	0.5347515	0.2959751	0.9952432	0.4225937	0.4422024	0.0407997	0.2387566	0.4506422	0.5748839	0.1921726	0.9353491	0.0000044	0.4732152	0.5218421
0.7502170	0.9187918	0.9400038	0.4935966	1.0000000	0.6803185	0.8488523	0.0119281	0.5661676	0.5003488	1.0000000	0.5488625	0.9993085	0.6547238	0.0003077	0.6786420	0.6122173	0.6505735	1.0000000	1.0000000	0.1876702	0.9898626	1.0000000	1.0000000	1.0000000	0.0048577	0.3899960	0.7350149	0.9948843	0.7912852	0.9942186	0.8427105	0.7955537	0.5607439	0.8334323	0.4465807	0.5347497	0.2034581	0.7893194	0.3528291	0.1724247	0.3280682	0.0332572	0.6804302	0.5604602	0.2591428	0.9353491	0.3689556	0.3142391	0.9007959
0.5092406	0.9187102	0.9399911	0.4935835	0.8512638	0.8078924	0.6121593	0.0003100	0.5660567	0.4266179	0.8928140	0.6897690	0.9951758	0.6457369	0.0379419	0.8954760	0.6035519	0.5287560	1.0000000	1.0000000	0.3161483	0.9365245	0.7934759	0.8668718	1.0000000	0.0194118	0.4519182	0.8255583	0.9947913	0.5177898	0.9942186	0.9012460	0.7955369	0.7635445	0.8678059	0.3714922	0.4518083	0.3174069	0.8926077	0.3557786	0.2637974	0.3433711	0.2387612	0.4995881	0.7688396	0.0455540	0.9462231	0.4046345	0.3625401	0.4936199
0.6800618	0.9998499	0.9505208	0.6560385	0.8867661	0.7317495	0.7396214	0.0120680	0.7092248	0.5510798	1.0000000	0.6771902	0.9990210	0.6777191	0.0974186	0.9584319	0.3555848	0.6594206	1.0000000	0.7141702	0.2368703	0.9768341	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.5727341	0.9945510	0.4957017	0.9942186	0.9164741	0.8103471	0.7930195	0.8491864	0.3362623	0.4734328	0.1237239	0.9961702	0.3953092	0.5977841	0.0012509	0.2354692	0.4947512	0.9583286	0.2231898	0.9584353	0.1215905	0.4732152	0.8400568
0.5091815	0.9185514	0.9399673	0.5540003	0.7183653	0.6801460	0.7656156	0.0007969	0.5658471	0.6183650	0.6854512	0.5905620	0.9980587	0.7941216	0.0382917	1.0000000	0.3450220	0.6238517	0.8118276	1.0000000	0.4141047	0.7813189	0.8890488	0.9353103	1.0000000	0.0100524	0.5992652	0.6801275	0.9948564	0.3223956	0.9973331	0.8426825	0.8700585	0.7565830	0.8022240	0.2413736	0.3651973	0.2030659	0.6683363	0.4141397	0.2980961	0.0419373	0.0765205	0.5928505	0.9398160	0.2592850	0.9442491	0.3011683	0.4732152	0.8150231
0.5374653	0.9999200	0.9657309	0.6605616	1.0000000	0.7317901	0.9259096	0.0119281	0.6904950	0.4317307	0.8756922	0.6571747	0.9956754	0.6931934	0.0317729	0.8228324	0.6415586	0.6216144	1.0000000	0.9931594	0.2479963	0.9726134	0.8263409	0.8093023	0.6357724	0.0055599	0.4627032	0.5944634	0.9948192	0.4518081	0.9469265	0.8505645	0.8103597	0.8180702	0.9827833	0.0676713	0.5343030	0.1980620	0.9949294	0.3952869	0.2899874	0.0134533	0.2354671	0.5812125	0.6247152	0.1950409	0.9703792	0.1187454	0.7873798	0.9084630
0.5374704	0.9999358	0.9675421	0.5132819	1.0000000	0.7317990	0.6614904	0.0000914	0.6636164	0.4203640	1.0000000	0.3609604	0.9994263	0.4056182	0.0004301	1.0000000	0.5234709	0.7005699	0.8985644	0.8365196	0.2479963	0.7783302	0.9660616	0.9427498	1.0000000	0.0062837	0.3378110	0.6505862	0.8528437	0.6644990	0.9942186	0.9146685	0.8103624	0.5344080	0.6546362	0.2894072	0.5439916	0.2234056	0.8597800	0.3555856	0.6105307	0.0329855	0.0036482	0.7409716	0.5433410	0.0181583	0.9839231	0.3147764	0.4732152	0.6061762
0.6188866	0.9999124	0.9505278	0.5011887	1.0000000	0.7877399	0.8964805	0.0001223	0.6635909	0.5781119	1.0000000	0.6633568	0.9956754	0.7153876	0.4867865	1.0000000	0.4445555	0.7044032	1.0000000	1.0000000	0.1813416	0.9910363	1.0000000	0.9101018	1.0000000	0.0194118	0.3579224	0.6385996	0.9948026	0.5860287	0.9942186	0.9044498	0.8103576	0.3375236	0.8853948	0.1565096	0.5343020	0.1928286	0.9213999	0.3952894	0.5433589	0.0435935	0.0635898	0.6637510	0.7818500	0.1536792	0.9765403	0.3512722	0.4732152	0.8939242
0.5091750	0.9185337	0.9399647	0.4935626	0.7085686	0.7117378	0.6212039	0.0128136	0.5658239	0.3012526	1.0000000	0.7756884	0.9941615	0.4154063	0.0060388	0.7931234	0.2514162	0.5872345	1.0000000	0.9854462	0.4869765	0.7562925	1.0000000	1.0000000	1.0000000	0.0058646	0.3899960	0.4544623	0.9947682	0.2127448	0.9942186	0.9498026	0.8568862	0.5405232	0.6573166	0.1822506	0.5149791	0.3177198	0.7980930	0.4226863	0.5351799	0.1532339	0.2387708	0.5913659	0.5429282	0.2417468	0.9352495	0.4008566	0.3931982	0.5603784
