YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.3021331	0.9843560	0.9626077	0.5362725	1.0094778	0.8462433	0.6408022	0.0138321	0.7858358	0.5739626	0.9854491	0.6964716	0.9563884	0.7177746	0.0446652	1.0667930	0.5684903	0.6411879	0.9871207	1.0232142	0.2639016	1.0209432	1.0411587	0.9522609	0.9591735	0.0250920	0.4426026	0.5039318	0.9725214	0.6278951	1.0764001	0.9492256	0.9507003	0.7357170	0.7426755	0.3278502	0.4550378	0.1594924	0.9698987	0.3995558	0.2581222	0.0600750	0.1809600	0.6605092	0.7198228	0.1803741	0.9267331	0.3712228	0.5284806	0.5876632
0.4900212	0.4690820	0.8919928	0.5121733	0.9920057	0.3177139	0.7261874	0.0053460	0.0870721	0.8293991	1.1451771	0.5968681	0.9070369	1.0568138	0.0520713	1.0178083	0.5416237	0.5437949	0.9481630	0.9949341	0.2145114	0.9252282	1.0524443	0.9902460	1.0394833	0.0206070	0.3411604	0.6070886	0.9006160	0.7168840	1.0223210	0.8194263	0.6756014	0.8664595	0.8934435	1.0523515	0.5017181	1.0920105	0.9384978	0.5431704	0.2237264	0.0477994	0.4157204	0.3518285	0.6915324	0.5251578	0.2715924	0.4413060	0.4156768	0.7182471
0.6893443	0.9663985	0.5437709	0.1764866	1.0405857	0.7035077	0.6594049	0.0136573	0.6399496	0.6269864	1.0503984	0.7203218	0.9905272	0.8113484	0.0555219	0.9711948	0.4808178	0.6921915	1.0185060	1.1355228	0.2545942	0.9949385	0.9735690	0.8954544	1.0717984	0.0231679	0.3509063	0.6248585	1.0090555	0.8077195	0.9320317	0.9859517	0.8840532	0.8006580	0.8611405	0.4976404	0.4547870	0.2541166	0.9689746	0.3797714	0.2864888	0.0713950	0.1951747	0.5687466	0.9034274	0.1553114	1.0532515	0.3576156	0.3641447	0.7202913
0.6210196	1.0355426	0.9380155	0.2830562	1.0648901	0.7245756	0.7115620	0.0172468	0.6610778	0.5491317	1.0180788	0.7365457	1.0425097	0.8065820	0.0529001	0.9919902	0.6242714	0.5798327	0.8921361	0.9149940	0.2468831	0.8824853	0.9275947	0.9898515	1.0679262	0.0323875	0.4409490	0.6404352	1.0015474	0.6265256	0.9474279	0.9287708	0.7937539	0.8028408	0.8521953	0.3602768	0.5383919	0.2938056	0.9124985	0.4552438	0.3475672	0.0590052	0.2345852	0.6363277	0.8231807	0.3074109	1.0123575	0.4358857	0.3648345	0.6785003
0.6538573	1.0426928	1.0161877	0.4927338	0.4806759	0.6966092	0.7309221	0.0314108	0.6909568	0.5957925	0.9672019	0.6769521	0.9835200	0.6286572	0.0021171	0.9514342	0.4620227	0.7464079	1.0277556	1.0679645	0.7853192	0.4716641	1.0500151	1.0263312	1.1145747	0.0217382	0.3823458	0.3676654	0.9924353	0.1257705	1.0373323	0.8811879	0.8506870	0.6598298	0.7855120	0.2056662	0.1704247	0.2085671	0.3793752	0.4137142	0.4063933	0.0547775	0.2922866	0.5627793	0.7600321	0.3198460	0.9613008	0.4009255	0.4157880	0.7980227
0.6808093	0.9776718	0.9912787	0.5217917	0.9588730	0.3541367	0.8043846	0.0347072	0.8274527	0.5313164	1.0205744	0.7640278	1.1254466	0.6199058	0.0493684	0.9620569	0.4951442	0.6216954	0.9803809	1.0933194	0.2639097	0.9592421	0.8979824	0.9599356	1.0440164	0.0259328	0.4426885	0.5582400	1.0097617	0.6481101	0.9694082	0.8526805	0.8214572	0.6864697	0.7807736	0.2555741	0.6295433	0.1322362	0.8903657	0.4235651	0.3315777	0.0732593	0.2400668	0.6398564	0.8066473	0.3375436	1.0071093	0.3773689	0.4374598	0.8566134
0.6746751	0.9462902	0.9042781	0.5692852	0.9082712	0.8419508	0.3144046	0.0199946	0.7892260	0.7500402	0.9651315	0.6764254	0.9730797	0.6814355	0.0808290	1.1191820	0.5329981	0.6451577	1.0557571	1.0058937	0.2995542	1.0036357	1.0613273	0.9691245	1.0154037	0.0275459	0.4110357	0.5680359	0.8908363	0.6398750	0.9228198	0.8849716	0.8905449	0.8239868	0.7335320	0.8059227	0.6034243	0.2285975	1.0367604	0.4124086	0.3409679	0.0542582	0.2428046	0.5466866	0.8523725	0.2076664	0.9263169	0.5173500	0.4969470	0.0637180
0.7293771	0.9702031	0.9056934	0.4732690	0.9761533	0.6962248	0.6439380	0.0141875	0.7426561	0.6385183	0.9976484	0.7125586	0.9043376	0.7160998	0.0405027	0.9613949	0.5374262	0.6342751	1.0806292	0.8853171	0.2652825	0.9067396	1.0321514	1.0937528	0.9673252	0.0077105	0.3628623	0.5696224	1.0409677	0.5528512	0.9976897	0.9266939	0.9089003	0.7742386	0.8271272	0.3176938	0.5077451	0.1938933	1.1044643	0.3743335	0.3427218	0.0411803	0.2680519	0.5391224	0.8513037	0.2293658	0.9107653	0.4250791	0.4825531	0.7551838
0.6861360	1.0333916	0.9430111	0.4777956	1.1720493	0.8777126	0.6643331	0.0210902	0.3542720	0.5842323	0.9645463	0.6009495	1.0289843	0.8529288	0.0422432	0.9985874	0.4360275	0.7209799	1.0126379	0.9551974	0.2220710	1.0101534	1.0098036	0.9535488	0.9784568	0.0111637	0.3791594	0.6630866	1.0312604	0.6552990	0.9767173	0.8538046	0.8641704	0.7910952	0.8816232	0.6948130	0.5399810	0.6919116	0.9592018	0.4059873	0.2603372	0.0396877	0.2679331	0.5912015	0.8765650	0.1977804	0.9908649	0.3824188	0.4749796	0.4746166
0.6952161	1.0506022	1.0827022	0.6268444	1.0220933	0.8189130	0.6940348	0.0115861	0.7306514	0.2785556	0.9954409	0.6289903	0.9525078	0.7914357	0.0767736	0.9866681	0.4811318	0.6947132	0.9562238	1.0912611	0.2019446	0.9760490	1.0818202	0.9749399	1.0286397	0.0102768	0.4111773	0.5773573	0.9846956	0.5844158	1.0405877	0.9846089	0.9243990	0.7490128	0.9557628	0.4024993	0.6190075	0.2416458	0.8983311	0.4026820	0.2972077	0.0664435	0.2559748	0.6078072	0.8271124	0.2782588	1.0081655	0.3761028	0.5728187	0.5873731
