YGR288W	YCR065W	YDR026C	YDR049W	YER040W	YLR228C	YJL110C	YGL254W	YGL209W	YCL066W	YJL056C	YOR140W	YDL170W	YPL248C	YCR096C	YLR098C	YCR040W	YDR310C	YHR006W	YKL020C	YFL021W	YML099C	YPR199C	YML113W	YDR421W	YDR101C	YML065W	YOR315W	YPL253C	YNL142W	YHR135C	YDR039C	YIL144W	YBL111C	YMR087W	YMR098C	YNR068C	YJR010CA	YPL216W	YNL108C	YLR048W	YJR011C	YER107C	YJR157W	YGL169W	YMR202W	YHR109W	YNL339C	YJR080C	YLL048C
0.3400184	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786742	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883537	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893829	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.4434433	0.4999524	0.7829692	0.3801001	1.0000000	0.2762054	0.6874560	0.0119281	0.0742583	0.7467710	1.0000000	0.5817724	0.9992982	0.9989128	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.8195065	0.6965288	0.7965035	0.8650559	0.9815105	0.5379441	0.9965345	0.9986047	0.6232230	0.2821500	0.0479502	0.4730565	0.2600048	0.7893828	0.4747972	0.2437787	0.4305740	0.4732152	0.6749145
0.6798362	0.9999002	0.4753492	0.1389547	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786740	1.0000000	0.6676769	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.2549107	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5786742	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883537	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893829	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6794427	0.9987001	0.9505593	0.5095512	0.5000019	0.7607391	0.6705612	0.0194860	0.6769941	0.5805916	1.0000000	0.6671593	0.9929308	0.7043319	0.0051802	1.0000000	0.5138179	0.6249753	1.0000000	1.0000000	0.7359230	0.4195244	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.3448334	0.9947400	0.1405619	0.9949033	0.9006890	0.8520918	0.7130819	0.7228093	0.2043688	0.2089178	0.2133207	0.3590446	0.3956762	0.4100885	0.0479579	0.2355035	0.5757044	0.7710373	0.2069676	0.9665941	0.3866639	0.4732152	0.6414784
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.3807439	0.6874560	0.0119281	0.6782963	0.5786741	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.3438324	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.3437341	0.0119281	0.6782963	0.6907758	1.0000000	0.6676769	0.9992982	0.7032618	0.0677432	1.0000000	0.4963828	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.8043431	0.7883536	0.7701022	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7890666	0.2064942	0.9668464	0.4312119	0.4732152	0.0465316
0.6798362	0.9999002	0.9506955	0.5096484	1.0000000	0.7614241	0.6874560	0.0059669	0.6782963	0.5786817	1.0000000	0.6677252	0.9992982	0.7032623	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726133	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644989	0.9949033	0.9007964	0.8522938	0.7089212	0.7883558	0.3614803	0.5379441	0.2123768	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763277	0.7893836	0.2064945	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.3391495	0.7167504	1.0000000	0.5961425	0.9992982	0.9387817	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7813084	0.8534462	0.6479523	0.5379441	0.6989023	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837244	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.2894051	1.0000000	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4964034	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.3899960	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7893828	0.2064942	0.9668464	0.3837248	0.4732152	0.6749145
0.6798362	0.9999002	0.9506955	0.5096485	1.0000000	0.7614242	0.6874560	0.0119281	0.6782963	0.5791569	0.5000075	0.6676768	0.9992982	0.7032618	0.0529338	1.0000000	0.4962670	0.6249753	1.0000000	1.0000000	0.2479963	0.9726134	1.0000000	1.0000000	1.0000000	0.0194118	0.7529068	0.6091930	0.9948841	0.6644990	0.9949033	0.9007965	0.8522938	0.7089206	0.7883536	0.3614802	0.5379441	0.2123752	0.9949294	0.3952933	0.2821500	0.0479502	0.2354677	0.5763278	0.7895229	0.2064942	0.9668464	0.4075018	0.4732152	0.6749145
