YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.0861217	0.0019775	0.9221787	1.0782823	0.5712849	0.9813698	1.0559709	1.1148022	0.6345871	0.9959206	0.2583810	0.8120645	0.9669164	1.0457720	0.9670385	1.0912185	0.3518088	0.8618570	1.0065861	0.9799275	0.9988320	0.9829060	1.1093185	1.0907092	1.0813983	0.6794488	0.0583266	0.2400478	0.3518426	0.9953945	0.4262279	0.1923923	0.5875202	0.2997645	1.0781050	0.3314468	0.6651370	0.3316836	0.4031220	0.2284128	0.0595300	0.2662193	0.7810625	0.3216614	0.9128649	0.4884953	0.4376641	0.7468601	0.7117559	0.9050145
0.1984090	0.0067591	1.0260253	0.9896372	0.3557281	1.0451995	1.0762828	0.9978583	0.5988741	0.9157040	0.2102616	0.7426780	1.0248965	0.9721399	0.9793789	0.9973635	0.3096351	0.7611084	1.0446599	0.9518105	0.9379264	1.0610635	0.9640789	1.0380554	1.0239912	0.6464084	0.0660224	0.2541736	0.2848335	1.0284012	0.4372107	0.1698952	0.4902734	0.3508398	0.9938676	0.3243794	0.6049184	0.2090638	0.5421769	0.2457013	0.0429430	0.2130493	0.7873452	0.2645815	0.9940133	0.4373361	0.5173197	0.7442283	0.6828619	0.9333728
0.2239756	0.0025478	0.5370305	0.9977164	0.5754150	1.0617660	0.9547014	1.0793745	0.6777146	1.1600335	0.2258144	0.8467711	1.0365290	0.9715791	1.0699023	1.0585735	0.3480628	0.7483797	0.9825004	0.9515540	0.9406693	1.0644599	0.9577181	1.1141130	0.9747641	0.7925137	0.0462805	0.2368929	0.3058290	1.0561078	0.3902916	0.1960269	0.4935338	0.2724691	0.9729911	0.3097426	0.7443246	0.2968721	0.5751928	0.2478967	0.0720561	0.1624274	0.7951320	0.2736838	1.0137366	0.4836946	0.4564862	0.7498888	0.5681238	0.9315240
0.2324910	0.0090757	0.9500693	0.4612263	0.4535204	0.8949130	1.0622303	0.9965738	0.6663819	1.0273458	0.2533944	0.7519320	0.9579514	0.9905263	1.0126417	1.0196822	0.2319734	0.8280727	1.0459687	0.9959891	0.9785112	0.9738191	0.9526790	0.9345147	1.0073791	0.6307926	0.0764135	0.2220947	0.3168637	1.0830333	0.4071407	0.3975377	0.5214175	0.3449384	0.9817764	0.2873453	0.6586851	0.2495980	0.3778969	0.2732448	0.0952336	0.2062829	0.8429581	0.2734190	1.0045054	0.4174099	0.4220179	0.7337159	0.7320860	0.8977506
0.2205099	0.0073477	1.0879240	1.1018275	0.1710204	1.0490656	0.9902110	0.9683725	0.6144731	0.8751895	0.2660393	0.7458300	1.1186609	1.0113865	1.0760976	0.9716924	0.3620503	0.7923351	0.9657707	1.0730602	1.0392759	1.0675015	1.0486619	1.0138799	0.9682773	0.6031817	0.0887990	0.2493676	0.3604153	1.0205772	0.4592048	0.1763522	0.5631451	0.2681230	1.0290471	0.3128715	0.7014549	0.1699152	0.4342454	0.2379673	0.0726444	0.1782469	0.8866498	0.2831892	0.9317868	0.4803983	0.4207446	0.7736357	0.6115521	0.9664644
0.2169807	0.1774070	0.9705380	0.9795894	0.1927869	0.5204152	1.0640203	1.0430450	0.8495676	1.0519307	0.2336463	0.7633444	0.9878951	1.0280458	1.0305378	0.9478666	0.3967795	0.8118424	1.0072120	1.0133289	1.0279499	0.9544284	1.0249504	0.9472189	1.0226498	0.6123648	0.0667512	0.2296176	0.2757264	0.9683147	0.3570127	0.2337470	0.4518164	0.6490867	1.0462474	0.3470422	0.6436839	0.2324598	0.6778386	0.3075060	0.0675491	0.3495860	0.7750054	0.2196272	0.9976325	0.5063099	0.4656894	0.5017807	0.5207070	0.9349826
0.2008187	0.0097657	0.9863990	1.0578321	0.3666555	0.8961746	0.5292865	0.9687692	0.7200623	1.1366337	0.2397600	0.7686748	1.0709953	0.9761837	1.0037562	0.9721780	0.3001873	0.8322939	0.9020290	1.0359136	0.9577244	1.0294200	1.0109258	1.0372168	1.0387571	0.6551381	0.0726928	0.2154863	0.3320750	0.9571484	0.4300916	0.2149393	0.5102872	0.3152231	0.9915944	0.3444853	0.6160982	0.1490003	0.3975119	0.2765369	0.0551822	0.2079220	0.8189336	0.2921012	0.9480231	0.4198556	0.4557758	0.6051212	0.7179900	0.9816573
0.1996900	0.0037066	0.9129147	0.9507617	0.4763041	1.0715672	0.9809295	0.4632172	0.5995185	1.1021556	0.2697594	0.6839357	1.0137979	1.0443767	1.0120318	1.1123591	0.3335534	0.8025599	0.9456171	0.9293863	0.9869259	0.9920942	1.0355690	0.9374821	0.9891662	0.6356786	0.0599923	0.1981601	0.8704636	0.9562165	0.3920141	0.1501218	0.8909816	0.3166066	1.0060007	0.3916310	0.6123089	0.2077319	0.4462219	0.2601174	0.0592980	0.1819953	0.8157642	0.3161511	0.9567770	0.5192655	0.4587970	0.8205076	0.7996544	0.8994672
0.2365538	0.0042625	1.0590906	1.0128716	0.4694650	0.9923052	1.0407143	0.9764301	0.3518324	1.0226802	0.2320044	0.7211293	1.0237146	0.9442719	1.0252800	1.1131735	0.2864101	0.8250426	0.9856568	1.0431502	1.0060986	1.0470057	1.0497575	1.0279776	1.0564743	0.6827777	0.0645832	0.1939197	0.3104421	0.9968209	0.4134510	0.2415737	0.5376459	0.3029827	1.0366296	0.3065882	0.6308559	0.2556975	0.4595589	0.3056803	0.0664187	0.1927380	0.8410882	0.3189519	0.9406838	0.4486965	0.4846825	0.7427790	0.7813888	0.9150825
0.2239529	0.0153688	0.9961405	0.9578205	0.4256114	1.0097858	1.0267347	0.8933419	0.6803107	0.5207992	0.1934835	0.7300123	0.9862165	0.9463663	0.9997021	1.1097329	0.3254736	0.8819624	0.9392267	1.0387394	0.9821206	0.9974975	0.9398793	1.0566989	1.1021868	0.6117255	0.0785562	0.2608766	0.3442067	0.9767891	0.3924450	0.1941652	0.5748272	0.3404628	1.0202469	0.3282390	0.6768145	0.2186657	0.4899357	0.2578359	0.0769013	0.6306116	0.8205988	0.2459174	0.8288192	0.5077886	0.4530121	0.7387936	0.7005311	0.9565089
