YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.1877160	0.1261338	0.8770826	0.9998130	0.4654754	1.0000000	1.0000000	1.0000000	0.5783450	0.8807900	0.2781153	0.2407718	0.7654513	1.0000000	0.9931833	0.9230112	0.0173175	0.6742623	1.0000000	0.6305644	1.0000000	1.0000000	0.7134455	0.8020525	0.8557174	0.6325250	0.7078773	0.2512295	0.3191371	0.9385945	0.3056264	0.1251312	0.4786398	0.3367779	0.9905254	0.6143921	0.2982777	0.5341509	0.5256439	0.2931980	0.0590042	0.2539999	0.9941022	0.5366823	0.9515748	0.6973920	0.9244381	0.7838532	0.7138494	0.7763808
0.1877160	0.0050287	0.9837426	0.9320913	0.7340085	1.0000000	1.0000000	0.9167237	0.5260862	1.0000000	0.3763241	0.3563828	1.0000000	1.0000000	0.9968266	0.9998052	0.4402412	0.6605201	0.6391251	1.0000000	1.0000000	1.0000000	1.0000000	0.7648823	0.9561299	0.5405695	0.0595571	0.2286435	0.3932956	0.9999781	0.3425669	0.1849654	0.5603061	0.0860657	0.9903820	0.3148126	0.7412293	0.2810368	0.5330431	0.2093331	0.0634875	0.5277617	0.8088013	0.2994870	0.9401015	0.3771299	0.7701903	0.7341618	0.6653517	0.8583591
0.0840755	0.1533572	0.7491773	0.9392986	0.8431907	0.9691040	1.0000000	0.7690171	0.6082740	0.8867210	0.2228172	0.3229447	0.7335628	1.0000000	0.9328356	0.6625125	0.4857786	0.6827132	1.0000000	0.5512020	0.9326104	0.9386672	0.8816394	0.8263384	0.9648038	0.6691900	0.0001152	0.1387768	0.3590200	0.9999750	0.4315590	0.0017591	0.6624745	0.3167614	0.9990442	0.4958605	0.2311560	0.4367225	0.4964599	0.2673018	0.0605556	0.1985568	0.6934981	0.1961164	0.9556714	0.4156659	0.3391337	0.7194460	0.6200905	0.8289282
0.3596490	0.0111493	0.7223965	0.9972867	0.7400311	0.8932200	1.0000000	0.6595035	0.7252005	0.7139300	0.5999994	0.8715843	1.0000000	0.6372774	0.9970926	0.9998089	0.4626581	0.6455928	1.0000000	1.0000000	0.6920618	0.3695342	1.0000000	0.7277464	1.0000000	0.6670870	0.0346595	0.1914055	0.5912019	0.8994543	0.3730943	0.1879485	0.6951504	0.3815233	0.9905206	0.3148126	0.7219192	0.5040531	0.5828017	0.0078492	0.0591582	0.2358655	0.8921774	0.5834232	0.9379378	0.0579112	0.2374723	0.6805216	0.9374296	0.9390999
0.1052618	0.1140129	1.0000000	0.9975155	0.6973833	1.0000000	1.0000000	1.0000000	0.8110239	0.9918630	0.1469525	0.5057291	1.0000000	1.0000000	0.9336810	0.9994918	0.2814852	0.7962047	0.8555288	0.7949842	0.4565996	1.0000000	1.0000000	1.0000000	1.0000000	0.6345172	0.0011760	0.2199902	0.2399145	0.9821847	0.4455848	0.0594931	0.4506565	0.2761283	0.9905211	0.3699715	0.4526741	0.7164932	0.4625087	0.1270670	0.0591438	0.1333795	0.8149158	0.4640082	0.9634500	0.9485969	0.3592698	0.7341618	0.6676162	0.8896429
0.1877160	0.0839060	0.8967960	0.9980172	0.4374458	0.9948751	1.0000000	0.9360453	0.7539357	0.7551360	0.5716090	0.7605631	1.0000000	1.0000000	0.9962083	0.9998052	0.5441782	0.7326527	0.9022883	1.0000000	1.0000000	0.8576044	0.8696267	1.0000000	1.0000000	0.6454590	0.0594656	0.1528250	0.3747053	0.9999579	0.3223235	0.0209822	0.5478169	0.1236778	0.9905220	0.2507016	0.6136648	0.2805386	0.1899630	0.0260030	0.0591124	0.3952461	0.8046340	0.6332792	0.9106436	0.1648937	0.2582941	0.8819948	0.7143733	0.9275554
0.1877160	0.0820683	0.6391344	0.9810896	0.5718342	1.0000000	0.6764688	1.0000000	0.8538554	1.0000000	0.2468902	0.9041919	1.0000000	1.0000000	0.9971283	0.7899786	0.4330799	0.7326527	0.7275446	1.0000000	1.0000000	0.5757309	0.9884167	1.0000000	0.8852973	0.7167003	0.0235160	0.2441340	0.3191371	0.9999965	0.2229790	0.1989290	0.3816263	0.3181823	0.9904885	0.2841162	0.7468753	0.1080740	0.4944956	0.2846596	0.0601898	0.4246843	0.9483483	0.2175684	0.9401015	0.1639286	0.0029801	0.9515111	0.7436102	0.9396675
0.2383316	0.1773049	1.0000000	0.9911261	0.5237343	0.6199403	1.0000000	0.9315844	0.6493127	0.5652027	0.4116740	0.7699250	0.8540515	0.8707949	0.9339611	0.4691361	0.3161236	0.8054329	0.8020876	1.0000000	1.0000000	1.0000000	0.7822466	1.0000000	0.6981654	0.6289719	0.0639524	0.1946465	0.3789278	0.8993824	0.4055151	0.2189604	0.5506796	0.5494922	0.9905085	0.2732593	0.6234481	0.1094189	0.6298844	0.3707995	0.0595486	0.6200834	0.8494488	0.3566279	0.8978739	0.3097217	0.8163489	0.5993963	0.8783149	0.9284756
0.2388609	0.0029810	1.0000000	0.9999998	0.6900399	1.0000000	0.6836738	1.0000000	0.5933977	0.9819280	0.1103135	0.6624484	1.0000000	0.7708310	0.9987540	0.9996949	0.2087225	0.8396843	0.9986371	0.8972952	0.5714453	1.0000000	0.9732084	1.0000000	1.0000000	0.5771237	0.0094813	0.2199902	0.2540574	0.9999941	0.6225376	0.1935986	0.5082235	0.2899046	0.9905258	0.3800913	0.6708035	0.0570015	0.4420975	0.2615952	0.0136246	0.2194749	0.8373982	0.1387433	0.9643923	0.6091986	0.2783511	0.7253749	0.6676162	0.9268209
0.0966216	0.4182128	0.8846252	0.9358915	0.5980475	1.0000000	0.9083718	1.0000000	0.8766988	1.0000000	0.3801614	0.8623497	0.8045129	1.0000000	0.9928066	0.7494541	0.3330485	0.8138786	0.7443411	1.0000000	1.0000000	0.7748073	0.8326648	0.8737863	1.0000000	0.6711542	0.0320208	0.1117736	0.3191371	0.9999473	0.2578958	0.0987929	0.3085737	0.2960820	0.9903905	0.3148126	0.8487724	0.0766017	0.4006542	0.2615952	0.0632297	0.2971650	0.7265726	0.5498750	0.9401015	0.6457550	0.6192460	0.7214478	0.6504213	0.9375051
