YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.1752025	0.0039613	0.7608621	0.6752908	0.3499960	0.7250524	0.7458495	0.6756435	0.4756291	0.7370547	0.1499704	0.5421198	0.6799848	0.6332970	0.7104332	0.6230868	0.3481611	0.6107319	0.5696828	0.6381986	0.6394196	0.7452903	0.7995585	0.7317886	0.7397297	0.5326598	0.0247884	0.1879506	0.2598497	0.7773708	0.3338861	0.1644769	0.3272640	0.1881111	0.6901384	0.1630454	0.4923007	0.1828559	0.2829533	0.1621766	0.0255120	0.1335483	0.5785013	0.1988775	0.7092921	0.3404090	0.2947055	0.5823852	0.4840480	0.7075011
