YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.0000000	0.1211913	1.0000000	0.9974878	0.5912263	1.0000000	1.0000000	1.0000000	0.6612864	1.0000000	0.2405936	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.3134828	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0585300	0.2199902	0.3191371	0.9999787	0.4055151	0.1931321	0.5082235	0.3015580	0.9990161	0.3148126	0.6512542	0.3469126	0.4643900	0.2615952	0.0591457	0.2128180	0.6661627	0.3257947	0.9627383	0.4594532	0.4370003	0.7445611	0.6904889	0.9275376
0.1877160	0.0000000	1.0000000	0.9974878	0.4249582	1.0000000	1.0000000	1.0000000	0.6612864	1.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.3134828	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0601537	0.2199902	0.3191371	0.9999787	0.4055151	0.1931321	0.5082235	0.3015580	0.9990161	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4370003	0.7445611	0.6904889	0.9275376
0.1877160	0.1211910	0.0000000	0.7596374	0.5912263	1.0000000	1.0000000	1.0000000	0.6612864	1.0000000	0.2405938	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.2959686	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0603909	0.2199902	0.3191371	0.9999787	0.4055151	0.2812728	0.5082235	0.3015580	0.9983247	0.3148126	0.6512542	0.5926999	0.4643900	0.2615952	0.0778227	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4370003	0.7445611	0.3411515	0.9275376
0.1877160	0.0089408	1.0000000	0.0000000	0.4249582	1.0000000	1.0000000	1.0000000	0.6612864	1.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.0427238	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.9292629	0.2199902	0.3191371	0.9999787	0.4055151	0.3836856	0.5082235	0.3015580	0.0084953	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.2461312	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4370003	0.7445611	0.6904889	0.9275376
0.1877160	0.0089408	1.0000000	0.9974878	0.0000009	1.0000000	1.0000000	1.0000000	0.6612864	1.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.3134828	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0601537	0.2199902	0.3191371	0.9999787	0.4055151	0.1931321	0.5082235	0.3015580	0.9990161	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4370003	0.7445611	0.6904889	0.9275376
0.1877160	0.2487792	1.0000000	0.9974878	0.1686437	0.0000015	1.0000000	1.0000000	0.9618685	1.0000000	0.2345603	0.7584986	1.0000000	1.0000000	0.9965175	0.9998052	0.3137638	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0601505	0.2199902	0.3191371	0.9999787	0.4055151	0.7383987	0.5082235	0.6273616	0.9990161	0.3148126	0.6512542	0.2051060	0.7374582	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4369749	0.4494869	0.4072048	0.9275809
0.1877160	0.0000001	1.0000000	0.9974878	0.4249582	1.0000000	0.0000000	1.0000000	0.6612864	1.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.3134828	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0601537	0.2199902	0.3191371	0.9999787	0.4055151	0.1931321	0.5082235	0.3015580	0.9990161	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.4370003	0.3408768	0.6904889	0.9275376
0.1877160	0.0089408	1.0000000	0.9974878	0.6504291	1.0000000	1.0000000	0.0000000	0.6612864	1.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9965175	0.9998052	0.3134828	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0601537	0.2199902	0.9999502	0.9999787	0.4055151	0.1931321	0.9999997	0.3015580	0.9990161	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.9446586	0.4370003	0.7445611	0.6904889	0.9275376
0.1877160	0.0089408	1.0000000	0.9974878	0.4249582	1.0000000	1.0000000	1.0000000	0.0000000	1.0000000	0.2406778	0.2093981	1.0000000	1.0000000	0.9965175	0.9998052	0.0546247	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.8011979	0.2199902	0.3191371	0.9999787	0.4055151	0.1931321	0.5082235	0.3015580	0.9990161	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0591457	0.2128180	0.8106901	0.2630989	0.9627383	0.4566113	0.9412090	0.7445611	0.6904889	0.7478983
0.1877160	0.0089408	1.0000000	0.5862011	0.4249582	1.0000000	1.0000000	1.0000000	0.6612864	0.0000000	0.2406778	0.7580684	1.0000000	1.0000000	0.9693213	0.9998052	0.2749125	0.7923281	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.6423434	0.0608088	0.2199902	0.3191371	0.6298294	0.4055151	0.3363600	0.5082235	0.3015580	0.9972214	0.3148126	0.6512542	0.2252355	0.4643900	0.2615952	0.0981745	0.9999997	0.8106901	0.2630989	0.0226368	0.4566113	0.0093552	0.7445611	0.6904889	0.9275376
