YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.0462646	0.0006968	0.6191131	0.7091935	0.3809907	0.6979781	0.7832915	0.7390270	0.4530098	0.7326662	0.1821354	0.5289453	0.6471901	0.8346482	0.7357313	0.8371378	0.2134123	0.7206722	0.8215542	0.8462384	0.6542185	0.6584704	0.8083869	0.8149029	0.8445166	0.5430437	0.0259943	0.1668210	0.2587445	0.6159423	0.2671224	0.1518098	0.4740803	0.2016615	0.6843016	0.2097980	0.3927071	0.1471850	0.2386706	0.1608589	0.0472644	0.1783405	0.5315183	0.2189205	0.6261246	0.3565942	0.2764128	0.5070937	0.5037696	0.6736057
0.1629773	0.0052753	0.6358067	0.7563928	0.2262815	0.7527199	0.7004769	0.7139515	0.5139734	0.6464566	0.1251375	0.5599385	0.6413459	0.7021625	0.5795693	0.6860908	0.2102544	0.5203779	0.6509376	0.6198229	0.6144505	0.8062282	0.6924309	0.7107482	0.7267635	0.3987013	0.0482277	0.2408239	0.1610786	0.7364502	0.2578721	0.0913552	0.3675289	0.2126440	0.6626571	0.2018779	0.4413895	0.1028829	0.4043609	0.1597563	0.0334994	0.1143415	0.5461368	0.2306934	0.6539534	0.3092119	0.3304244	0.5886797	0.5476280	0.6702063
0.1611325	0.0014928	0.4018732	0.7242739	0.4417557	0.7371784	0.6339520	0.7732835	0.4855711	0.8664879	0.1286579	0.5529422	0.7180820	0.6420227	0.6743033	0.8055360	0.2658006	0.5814569	0.6625077	0.7201844	0.7111911	0.7992102	0.6822120	0.7906271	0.5773406	0.4499690	0.0218508	0.1620322	0.1995371	0.6588493	0.2458162	0.1427036	0.3597367	0.2050840	0.6681255	0.2451838	0.5294258	0.2006117	0.3871927	0.1370444	0.0591396	0.0871690	0.5301980	0.2479485	0.7018182	0.3694552	0.3146086	0.4944540	0.5316652	0.6509267
0.1385722	0.0089329	0.6744168	0.4278490	0.3355301	0.5781193	0.7596801	0.7893703	0.4439576	0.7140599	0.1729774	0.4390028	0.7398553	0.5761445	0.5641818	0.6133952	0.1883288	0.5017034	0.7333426	0.7270715	0.7388496	0.6992933	0.7013308	0.6142843	0.7672426	0.4932228	0.0468863	0.1396381	0.2444564	0.8094960	0.3051624	0.3286735	0.3324227	0.2405232	0.6598185	0.1892289	0.4869090	0.1954268	0.2089232	0.2031739	0.0551750	0.1367903	0.6143805	0.1994741	0.7408195	0.3039599	0.3433573	0.4462856	0.4868115	0.6904073
0.1650599	0.0040481	0.6983256	0.6338217	0.0826298	0.7120992	0.7311335	0.6205201	0.4639687	0.5780861	0.2361757	0.5228251	0.7777157	0.7945010	0.7817642	0.7257154	0.2436197	0.4136198	0.6725361	0.7477025	0.7345287	0.6216114	0.7489396	0.6458334	0.6738662	0.3866393	0.0569843	0.2074456	0.2463874	0.8429081	0.2604691	0.1195861	0.4256810	0.1605176	0.7020235	0.2666508	0.4383250	0.1284108	0.2563735	0.1454454	0.0737070	0.1143656	0.6460921	0.2728711	0.5842237	0.3213208	0.3777607	0.5424189	0.4046370	0.6357762
0.1583144	0.1581204	0.6154624	0.6183975	0.1321034	0.3407380	0.7614151	0.7482799	0.5015308	0.7585592	0.1604413	0.4585305	0.7332730	0.6050857	0.6361865	0.5494786	0.2868363	0.4945625	0.7250945	0.8190154	0.7297156	0.6488915	0.6329448	0.6330012	0.6276795	0.4309106	0.0418545	0.1660825	0.1843137	0.6761799	0.2442839	0.1718471	0.3211118	0.3731990	0.7592263	0.2630511	0.4154799	0.1938008	0.5258270	0.2152976	0.0547350	0.2769384	0.5652687	0.1537776	0.7328282	0.3794040	0.2862552	0.3803735	0.3892274	0.7646260
0.1158061	0.0061158	0.7795740	0.7871842	0.3208491	0.5388027	0.3469803	0.7957717	0.4611699	0.7928926	0.1986580	0.5020009	0.8015887	0.6793015	0.6081457	0.6298842	0.2018702	0.4752229	0.5202049	0.7455417	0.6859969	0.7104232	0.7479774	0.6439427	0.7683465	0.4809829	0.0497769	0.1590808	0.2654315	0.8790294	0.2634295	0.1261237	0.3239786	0.1993655	0.6962389	0.2331761	0.5193564	0.1049133	0.3291035	0.2219445	0.0679241	0.1139296	0.6045486	0.1999802	0.6121774	0.3658086	0.3015839	0.4430866	0.4148213	0.6426838
0.1055315	0.0032209	0.5620426	0.6338442	0.2554848	0.6962627	0.7167442	0.2760729	0.4233971	0.8214959	0.2083948	0.4687581	0.8222746	0.8234616	0.6953764	0.7196283	0.1873197	0.5711715	0.5367848	0.6195388	0.7283558	0.8143593	0.6956480	0.6449620	0.6642091	0.4059557	0.0384784	0.1724011	0.6017772	0.6506146	0.3164364	0.0735739	0.5406426	0.2392704	0.6716037	0.2867846	0.4285863	0.1316963	0.2744945	0.1963411	0.0685021	0.1285606	0.6830465	0.2253966	0.6078965	0.3842507	0.2884389	0.5987005	0.6130473	0.6497034
0.1211673	0.0064419	0.7819471	0.7091678	0.2932125	0.5807068	0.6521973	0.6828217	0.2261996	0.7687294	0.2024136	0.5066714	0.6601255	0.7208854	0.6996759	0.7247060	0.1934880	0.5540237	0.6204275	0.7187650	0.6486870	0.6691767	0.6691597	0.5779301	0.9233321	0.4964460	0.0379085	0.1381061	0.2155202	0.6714296	0.2612591	0.1747270	0.4016377	0.2178299	0.6854314	0.2267489	0.4451674	0.1285743	0.3477597	0.2333975	0.0221000	0.1725166	0.6564988	0.2334869	0.6185099	0.3280321	0.3587125	0.4456378	0.5410033	0.5852962
0.2021672	0.0068979	0.6970914	0.5956233	0.3395039	0.6573077	0.7914577	0.6306285	0.4722006	0.3866505	0.1402967	0.4723102	0.7355699	0.7294739	0.6480666	0.8011311	0.2472936	0.5815649	0.5959579	0.7887681	0.7278695	0.5757206	0.5275103	0.7109157	0.9129791	0.3925924	0.0571165	0.1635470	0.2107150	0.6948335	0.2501952	0.1522838	0.3974838	0.2213917	0.6901008	0.2284964	0.3703306	0.1474282	0.3763042	0.1937616	0.0416201	0.4582963	0.5780264	0.1662658	0.5997302	0.3292106	0.2918473	0.5289608	0.5793576	0.6942418
