YKL062W	YCR096C	YOL067C	YGL254W	YMR019W	YBL103C	YKL020C	YJR147W	YCR097W	YDR253C	YCR040W	YGR044C	YPR199C	YOL089C	YIR017C	YCL067C	YOR140W	YDR463W	YPL038W	YJL056C	YDR421W	YKR034W	YNL103W	YDR081C	YHR006W	YLR262C	YIL162W	YFL002WA	YNL014W	YLR180W	YDR375C	YGR271CA	YOR115C	YCR095C	YMR238W	YHR145C	YML065W	YMR228W	YDR078C	YDR101C	YJR044C	YPR168W	YJL188C	YDR098CA	YGR206W	YBR166C	YIL014W	YDR041W	YLR304C	YLR065C
0.1877160	0.1261356	0.8770817	0.9998130	0.4654795	1.0000000	1.0000000	1.0000000	0.5783445	0.8807899	0.2781153	0.2407733	0.7654509	1.0000000	0.9931826	0.9230081	0.0173086	0.6742609	1.0000000	0.6305615	1.0000000	1.0000000	0.7134455	0.8020520	0.8557174	0.6325245	0.7078787	0.2512296	0.3191371	0.9385943	0.3056264	0.1251277	0.4786398	0.3367845	0.9905254	0.6144867	0.2982087	0.5341539	0.5256471	0.2932000	0.0590042	0.2540023	0.9941008	0.5366764	0.9515747	0.6973920	0.9244302	0.7838532	0.7138476	0.7763854
0.1877160	0.0050392	0.9837405	0.9320880	0.7340525	1.0000000	1.0000000	0.9167237	0.5260702	1.0000000	0.3763253	0.3563824	1.0000000	1.0000000	0.9968244	0.9998052	0.4401841	0.6604848	0.6391238	1.0000000	1.0000000	1.0000000	1.0000000	0.7648705	0.9561298	0.5405539	0.0595571	0.2286447	0.3933123	0.9999781	0.3425665	0.1850394	0.5603070	0.0861136	0.9903815	0.3148126	0.7412366	0.2810717	0.5331102	0.2093317	0.0634947	0.5279645	0.8088012	0.2993803	0.9401015	0.3771299	0.7704320	0.7341618	0.6653480	0.8583553
0.0840755	0.1533582	0.7491766	0.9392986	0.8431918	0.9691040	1.0000000	0.7690171	0.6082744	0.8867210	0.2228171	0.3229479	0.7335626	1.0000000	0.9328350	0.6625080	0.4857919	0.6827128	1.0000000	0.5512007	0.9326104	0.9386672	0.8816394	0.8263382	0.9648038	0.6691901	0.0001152	0.1387768	0.3590206	0.9999750	0.4315590	0.0017548	0.6624745	0.3167638	0.9990442	0.4958980	0.2311213	0.4367247	0.4964610	0.2673019	0.0605557	0.1985576	0.6934943	0.1961147	0.9556714	0.4156659	0.3390041	0.7194460	0.6200881	0.8289343
0.3596504	0.0111590	0.7223910	0.9972867	0.7400364	0.8932189	1.0000000	0.6595035	0.7251946	0.7139294	0.6000098	0.8715843	1.0000000	0.6372773	0.9970923	0.9998089	0.4626736	0.6455865	1.0000000	1.0000000	0.6920616	0.3695327	1.0000000	0.7277447	1.0000000	0.6670864	0.0346606	0.1914055	0.5912123	0.8994538	0.3730970	0.1879551	0.6951507	0.3815593	0.9905205	0.3148126	0.7219200	0.5040447	0.5828169	0.0078447	0.0591583	0.2358806	0.8922024	0.5833984	0.9379375	0.0579084	0.2374661	0.6805203	0.9374253	0.9390999
0.1052617	0.1140180	1.0000000	0.9975154	0.6973864	1.0000000	1.0000000	1.0000000	0.8110307	0.9918630	0.1469523	0.5057295	1.0000000	1.0000000	0.9336749	0.9994908	0.2814404	0.7962047	0.8555287	0.7949733	0.4565986	1.0000000	1.0000000	1.0000000	1.0000000	0.6345172	0.0011766	0.2199902	0.2399131	0.9821844	0.4456007	0.0594592	0.4506565	0.2761282	0.9905210	0.3701490	0.4524941	0.7165003	0.4625087	0.1270606	0.0591439	0.1333885	0.8149070	0.4640100	0.9634500	0.9485969	0.3592862	0.7341618	0.6676159	0.8896427
0.1877160	0.0839076	0.8967939	0.9980171	0.4374485	0.9948751	1.0000000	0.9360453	0.7539377	0.7551356	0.5716096	0.7605631	1.0000000	1.0000000	0.9962077	0.9998052	0.5441888	0.7326527	0.9022882	1.0000000	1.0000000	0.8576041	0.8696266	1.0000000	1.0000000	0.6454595	0.0594656	0.1528250	0.3747070	0.9999579	0.3223234	0.0209625	0.5478169	0.1236781	0.9905219	0.2507005	0.6136643	0.2805396	0.1899631	0.0259987	0.0591125	0.3952715	0.8046340	0.6332791	0.9106434	0.1648935	0.2582892	0.8819948	0.7143697	0.9275554
0.1877160	0.0820688	0.6391316	0.9810895	0.5718380	1.0000000	0.6764688	1.0000000	0.8538567	1.0000000	0.2468922	0.9041936	1.0000000	1.0000000	0.9971282	0.7899738	0.4331155	0.7326527	0.7275446	1.0000000	1.0000000	0.5757305	0.9884167	1.0000000	0.8852973	0.7167015	0.0235160	0.2441341	0.3191371	0.9999965	0.2229790	0.1989331	0.3816263	0.3181824	0.9904885	0.2841160	0.7468758	0.1080755	0.4944956	0.2846609	0.0601900	0.4246939	0.9483485	0.2175684	0.9401015	0.1639278	0.0029761	0.9515111	0.7436037	0.9396680
0.2383317	0.1773438	1.0000000	0.9911259	0.5237297	0.6199388	1.0000000	0.9315844	0.6493441	0.5652024	0.4116714	0.7699335	0.8540512	0.8707949	0.9339585	0.4691239	0.3162851	0.8054329	0.8020875	1.0000000	1.0000000	1.0000000	0.7822466	1.0000000	0.6981654	0.6289719	0.0639514	0.1946468	0.3789285	0.8993822	0.4055151	0.2189955	0.5506796	0.5495024	0.9905085	0.2732591	0.6234480	0.1094168	0.6298870	0.3708079	0.0595489	0.6201060	0.8494521	0.3566269	0.8978737	0.3097217	0.8163423	0.5993948	0.8783109	0.9284790
0.2388629	0.0029806	1.0000000	0.9999998	0.6900228	1.0000000	0.6836738	1.0000000	0.5933780	0.9819279	0.1103133	0.6624482	1.0000000	0.7708310	0.9987542	0.9996947	0.2086875	0.8396843	0.9986371	0.8972897	0.5714444	1.0000000	0.9732084	1.0000000	1.0000000	0.5771237	0.0094842	0.2199902	0.2540562	0.9999941	0.6225542	0.1935989	0.5082235	0.2899039	0.9905257	0.3801825	0.6707444	0.0569893	0.4420973	0.2615952	0.0136232	0.2194767	0.8374419	0.1387342	0.9643923	0.6091979	0.2783458	0.7253749	0.6676159	0.9268208
0.0966215	0.4182335	0.8846193	0.9358909	0.5980582	1.0000000	0.9083718	1.0000000	0.8767087	1.0000000	0.3801464	0.8623666	0.8045101	1.0000000	0.9928040	0.7494242	0.3332939	0.8138742	0.7443409	1.0000000	1.0000000	0.7748056	0.8326646	0.8737840	1.0000000	0.6711539	0.0320196	0.1117734	0.3191371	0.9999473	0.2578955	0.0987836	0.3085736	0.2960929	0.9903904	0.3148126	0.8487785	0.0766040	0.4006618	0.2615952	0.0632317	0.2972033	0.7265628	0.5498633	0.9401015	0.6457519	0.6192490	0.7214478	0.6504105	0.9375103
