YOR032C	YHR006W	YOR344C	YLR182W	YGL073W	YER111C	YMR043W	YKL015W	YDR216W	YLR131C	YKL185W	YFL021W	YDR520C	YGR249W	YKR099W	YGL162W	YMR070W	YCR040W	YLR013W	YER045C	YKR034W	YML099C	YJL089W	YPR196W	YJL110C	YAL025C	YNL298W	YPL126W	YGR109WB	YPL169C	YOR247W	YNL289W	YJR088C	YOR138C	YCR019W	YJR148W	YKL079W	YPL025C	YOL113W	YER078WA	YOL043C	YDR158W	YNL241C	YKL175W	YHR005CA	YLR128W	YMR134W	YPR038W	YHR152W	YCR041W
0.5000011	0.0466255	0.5929923	1.0000000	1.0000000	0.8548246	1.0000000	0.4352655	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2541398	0.9187205	1.0000000	0.4699586	0.9786379	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0375561	0.4782835	0.3596792	0.4266662	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8600409	0.1215824	0.6177446	0.6517066	0.2038788	0.7788812	0.5624820	0.1065181	0.7809975
1.0000000	0.1832086	0.5929923	1.0000000	1.0000000	0.8548246	1.0000000	0.4352655	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2541398	0.9187205	1.0000000	0.4699586	0.9074495	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0375561	0.4782835	0.3596792	0.4266661	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8600409	0.1215824	0.6177446	0.4469240	0.2038788	0.7788812	0.5624820	0.1065181	0.7589842
1.0000000	0.0521258	0.2964966	1.0000000	1.0000000	0.8548246	1.0000000	0.3361233	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2541398	0.9187205	1.0000000	0.4699586	0.9758774	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0375561	0.4782835	0.3596792	0.0757847	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8600409	0.1215824	0.7224444	0.3671224	0.2038788	0.7788812	0.7867597	0.1065181	0.7808193
1.0000000	0.1932240	0.4696128	0.5000000	1.0000000	0.4962372	1.0000000	0.4287339	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2980051	0.9187205	1.0000000	0.2620056	0.9024979	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2662364	0.4119658	0.9575028	0.0375561	0.6845278	0.1729380	0.2698307	0.4210185	0.6116213	0.3424941	1.0000000	0.6677081	0.7001920	0.9962876	0.9873755	0.8600409	0.3333540	0.6241938	0.4244279	0.2038788	0.6784905	0.5775230	0.1065214	0.7554801
1.0000000	0.2637258	0.5231975	1.0000000	0.5000006	0.8548246	1.0000000	0.4328368	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.4225563	0.9187205	1.0000000	0.4699586	0.8687052	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0647011	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0696970	0.4782835	0.3596792	0.3642246	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8321733	0.1215824	0.6201335	0.4354524	0.2038788	0.4113255	0.8969393	0.1065181	0.7226432
1.0000000	0.0966431	0.3725375	1.0000000	1.0000000	0.4274124	1.0000000	0.4049556	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.3177391	0.9187205	1.0000000	0.2043763	0.9523350	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.3733041	0.4532588	0.8941956	0.0375561	0.7227782	0.3684418	0.1536127	0.5265760	0.6116213	0.1576823	1.0000000	0.8106721	0.7965917	0.9905618	0.9873755	0.8600409	0.1215824	0.6482029	0.3974640	0.2038788	0.6321591	0.6328575	0.1065181	0.7776713
1.0000000	0.3481783	0.5809302	1.0000000	1.0000000	0.8360411	0.5000006	0.4349796	1.0000000	0.2381275	0.0637787	0.9833575	0.2370373	0.2552379	0.9183816	1.0000000	0.4634054	0.8316324	1.0000000	0.0870073	0.0023898	0.9044777	1.0000000	0.0458522	0.1233429	0.0190489	0.2126844	0.7579670	0.9794526	0.0375561	0.4865518	0.4379151	0.4119018	0.2182148	0.6074467	0.2865525	0.9999998	0.8110336	0.8865086	0.1021602	0.9873755	0.6763282	0.1162048	0.6180203	0.4451491	0.2038788	0.7764846	0.5631323	0.1065519	0.6667021
1.0000000	0.3662896	0.5929923	1.0000000	1.0000000	0.8548246	1.0000000	0.2176360	1.0000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2541398	0.9187205	1.0000000	0.4699586	0.8242935	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0375561	0.4782835	0.3596792	0.4266662	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8600409	0.1215824	0.8552319	0.4469240	0.2038788	0.7788812	0.9562714	0.1065181	0.6531819
1.0000000	0.3662896	0.5929923	1.0000000	1.0000000	0.8548246	1.0000000	0.8009846	0.5000000	0.0776594	0.0252731	0.9997847	0.2362945	0.2541398	0.9187205	1.0000000	0.4699586	0.8242935	1.0000000	0.0870073	0.0023898	0.9096400	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656434	0.9805927	0.0375561	0.4782835	0.3596792	0.4266662	0.1579490	0.6116213	0.2913199	1.0000000	0.8106710	0.8885759	0.7862669	0.9873755	0.8600409	0.1215824	0.3560720	0.4469240	0.2038788	0.7788812	0.1006704	0.1065181	0.6531818
1.0000000	0.3662893	0.5929923	1.0000000	1.0000000	0.8548246	1.0000000	0.4352655	1.0000000	0.0388404	0.0247502	0.9999855	0.2362859	0.2541398	0.9187245	1.0000000	0.4699586	0.8242952	1.0000000	0.0870073	0.0023898	0.9097009	1.0000000	0.0458522	0.1233429	0.0190489	0.2632636	0.7656433	0.9805927	0.0375561	0.4782835	0.3596811	0.4266660	0.1573902	0.6116714	0.2913199	1.0000000	0.8106707	0.8885769	0.9764097	0.9873755	0.9334959	0.1224055	0.6177447	0.4469239	0.2038788	0.7788812	0.5624820	0.1065181	0.6531829
