YOR032C	YHR006W	YOR344C	YLR182W	YGL073W	YER111C	YMR043W	YKL015W	YDR216W	YLR131C	YKL185W	YFL021W	YDR520C	YGR249W	YKR099W	YGL162W	YMR070W	YCR040W	YLR013W	YER045C	YKR034W	YML099C	YJL089W	YPR196W	YJL110C	YAL025C	YNL298W	YPL126W	YGR109WB	YPL169C	YOR247W	YNL289W	YJR088C	YOR138C	YCR019W	YJR148W	YKL079W	YPL025C	YOL113W	YER078WA	YOL043C	YDR158W	YNL241C	YKL175W	YHR005CA	YLR128W	YMR134W	YPR038W	YHR152W	YCR041W
0.2847794	0.0370759	0.3663581	0.6333353	0.6183049	0.4241113	0.7428089	0.3152597	0.6105975	0.0578014	0.0191299	0.5969286	0.1542330	0.1557510	0.6435875	0.8601685	0.3265628	0.7071640	0.7708065	0.0595970	0.0142964	0.6454001	0.7253819	0.0183327	0.0905827	0.0064648	0.1758541	0.5142647	0.6482518	0.0342371	0.3326469	0.2431371	0.2410465	0.1516890	0.3646558	0.1915823	0.7233671	0.6007392	0.7130687	0.3343410	0.5643722	0.7353511	0.0992050	0.3628781	0.4623942	0.1871522	0.5393688	0.2897112	0.0705671	0.5303026
0.7180472	0.2525697	0.3410776	0.6408158	0.6371624	0.4591674	0.6314583	0.2734321	0.8094307	0.0552362	0.0193209	0.5626415	0.1524982	0.1837531	0.5249967	0.6811931	0.3125438	0.5656240	0.6411491	0.0822782	0.0137208	0.5696760	0.6120697	0.0354694	0.1250167	0.0209235	0.1617258	0.5278240	0.7367979	0.0194493	0.2554265	0.1936774	0.3067371	0.1218568	0.2812674	0.1956145	0.6913325	0.5462372	0.6006910	0.5785201	0.7148757	0.6368894	0.0895197	0.4199971	0.2588305	0.1086855	0.5242748	0.4503768	0.0639825	0.5954997
0.8585181	0.0236716	0.1974452	0.7742125	0.7058275	0.4600843	0.6148821	0.2540503	0.6099611	0.0343161	0.0172573	0.8418316	0.1671117	0.1892700	0.6181652	0.6175137	0.2789422	0.6596504	0.6669508	0.0377306	0.0074314	0.6516428	0.6749544	0.0267523	0.0793099	0.0154260	0.1834729	0.4463407	0.6262471	0.0212713	0.3394710	0.2122637	0.0388401	0.0491079	0.4343734	0.1520293	0.7384290	0.5089143	0.5707822	0.4751740	0.6954820	0.6217889	0.0954745	0.4523998	0.2773925	0.1521802	0.5282908	0.5267522	0.0424725	0.4822869
0.6592558	0.1815681	0.3200174	0.2945011	0.5937084	0.2890150	0.8418485	0.2301562	0.7627650	0.0492273	0.0252177	0.6705340	0.1763269	0.1620506	0.5927813	0.6470999	0.1248756	0.5495419	0.6092803	0.0719648	0.0054563	0.5933422	0.6451844	0.0504848	0.0838484	0.0045028	0.2272666	0.2307303	0.5868253	0.0100358	0.5164337	0.0976303	0.1636795	0.4364704	0.4121961	0.2079167	0.6554128	0.4693647	0.4217449	0.6795695	0.7177024	0.6429035	0.1821835	0.4918832	0.2415976	0.1725121	0.5563224	0.4198229	0.1037919	0.4633706
0.8268262	0.2691657	0.3550994	0.6531736	0.3214328	0.6068972	0.6500759	0.2294252	0.7634408	0.0543113	0.0285585	0.7054315	0.2071626	0.2697652	0.5635174	0.7432027	0.3151800	0.6930718	0.6054104	0.0461169	0.0005858	0.7965115	0.7403617	0.0303064	0.1327382	0.0246180	0.1326315	0.4849482	0.6309234	0.0479482	0.3316503	0.2167627	0.2992432	0.1145854	0.3998484	0.2454130	0.7029128	0.5187582	0.5569909	0.5882445	0.6319942	0.6296329	0.0812627	0.3609569	0.3057676	0.1880491	0.3022565	0.5884569	0.0543591	0.4679880
0.5866828	0.0864780	0.1684428	0.5829717	0.5817362	0.2438620	0.4975039	0.2958963	0.7205077	0.0991316	0.0238371	0.5892114	0.1741588	0.2273158	0.5095957	0.6256519	0.1836666	0.5665812	0.6129843	0.0540893	0.0054408	0.6881114	0.7247822	0.0468199	0.0872848	0.0082705	0.2999562	0.3070872	0.6690854	0.0538781	0.5835188	0.2388055	0.1228311	0.3958870	0.3980450	0.0622511	0.6882141	0.5008044	0.5357661	0.6473893	0.5842708	0.4453011	0.0591062	0.3819817	0.3223846	0.2174452	0.5306745	0.4306834	0.0967958	0.5474530
0.7833278	0.1746880	0.3285754	0.7805201	0.7210932	0.4347500	0.3388945	0.2216659	0.5569933	0.1448513	0.0468683	0.5810514	0.2056671	0.1092889	0.6289689	0.6459427	0.3359475	0.4983767	0.6689233	0.0415903	0.0016398	0.6272324	0.7515638	0.1078944	0.0688826	0.0129605	0.1446484	0.4981155	0.5701758	0.0128721	0.3515861	0.3101690	0.2376431	0.2040480	0.4356063	0.2254119	0.6710930	0.4864623	0.5935530	0.0608801	0.5651071	0.3878908	0.0635522	0.3608440	0.2534728	0.1816941	0.6055565	0.2980023	0.1668574	0.4717889
0.6635941	0.2583569	0.4366559	0.7076825	0.6597765	0.5167599	0.6594471	0.0951280	0.7005892	0.0450175	0.0158197	0.7581267	0.1602100	0.1779051	0.6027255	0.8695029	0.2926253	0.4949177	0.7529546	0.0805015	0.0034080	0.4859658	0.5692228	0.0304806	0.0584770	0.0069965	0.1507430	0.3743568	0.7306645	0.0280381	0.2772467	0.2670619	0.3300755	0.1141249	0.4264317	0.2156013	0.6516201	0.6367393	0.5534552	0.6204805	0.6326328	0.6107275	0.0998659	0.5381139	0.2294633	0.1025435	0.4311756	0.6315453	0.0746368	0.4548944
0.7227759	0.3103398	0.3195337	0.5993484	0.5882263	0.5427204	0.6591701	0.5999865	0.3813908	0.0484457	0.0145745	0.7325235	0.1832323	0.2064616	0.5857069	0.6523251	0.3206398	0.6211673	0.6862100	0.0575189	0.0120318	0.5574914	0.5766419	0.0503518	0.0923156	0.0091775	0.1747278	0.4844227	0.5959321	0.0349855	0.3520980	0.2818536	0.2718371	0.1557659	0.4090786	0.2312269	0.6984582	0.6068389	0.5842104	0.5415335	0.6273680	0.7209080	0.0948183	0.2461907	0.2877916	0.1410854	0.4901321	0.0581745	0.0791976	0.3866980
0.7042437	0.1599005	0.4216314	0.5531464	0.7537509	0.6362277	0.7389039	0.2227559	0.6203774	0.1135573	0.0063109	0.5880930	0.1610157	0.1904751	0.6393926	0.5680641	0.2911443	0.5718834	0.6099710	0.0520543	0.0017931	0.6790225	0.6282078	0.0586034	0.0386176	0.0232692	0.2030826	0.4187503	0.6972918	0.0173104	0.2492322	0.3162970	0.2453327	0.1046976	0.3761129	0.1584267	0.6965194	0.6841180	0.6320193	0.6033805	0.5610650	0.7059156	0.0599119	0.3615295	0.3745392	0.0809851	0.5205360	0.3843152	0.0732470	0.4525176
