YOR032C	YHR006W	YOR344C	YLR182W	YGL073W	YER111C	YMR043W	YKL015W	YDR216W	YLR131C	YKL185W	YFL021W	YDR520C	YGR249W	YKR099W	YGL162W	YMR070W	YCR040W	YLR013W	YER045C	YKR034W	YML099C	YJL089W	YPR196W	YJL110C	YAL025C	YNL298W	YPL126W	YGR109WB	YPL169C	YOR247W	YNL289W	YJR088C	YOR138C	YCR019W	YJR148W	YKL079W	YPL025C	YOL113W	YER078WA	YOL043C	YDR158W	YNL241C	YKL175W	YHR005CA	YLR128W	YMR134W	YPR038W	YHR152W	YCR041W
0.6700349	0.4741718	0.6656266	0.6512488	0.6294157	0.5533950	0.6157099	0.1787304	0.6394973	0.0203254	0.0800642	0.7454717	0.1129093	0.2475228	0.5977709	0.6145592	0.2166975	0.3820420	0.5227434	0.0804916	0.0014404	0.6704210	0.6212103	0.0097209	0.0102021	0.1118249	0.2140442	0.2807461	0.5713854	0.0032856	0.2973679	0.3586046	0.5199054	0.0567357	0.3913027	0.4421992	0.5505820	0.4971811	0.6302170	0.6760171	0.5329257	0.6114868	0.0872733	0.5167973	0.1098585	0.1322871	0.4981575	0.5652380	0.0000525	0.3112329
0.5607297	0.0735793	0.3396488	0.6861181	0.6262290	0.4694457	0.4419915	0.3053750	0.5589728	0.0563499	0.0003409	0.5775377	0.0089145	0.2368792	0.6823606	0.5757640	0.1688990	0.5107050	0.6198119	0.0627167	0.0712295	0.5697574	0.6735613	0.0440934	0.0393304	0.0168326	0.0016172	0.3934797	0.5819954	0.0064912	0.3603610	0.1850399	0.1872062	0.1128348	0.4686436	0.3529835	0.4389588	0.6415582	0.7904703	0.5814317	0.4482769	0.6021630	0.0365332	0.3635654	0.3710526	0.1380505	0.3928672	0.1217400	0.0696853	0.6054398
0.1500494	0.0009631	0.3402495	0.4464584	0.5859856	0.6394871	0.6398152	0.5802518	0.5946812	0.0113695	0.0000227	0.5380183	0.1047383	0.1671305	0.5762491	0.2759173	0.0842936	0.1883614	0.6486317	0.1794741	0.7599187	0.6034011	0.5732078	0.0288276	0.5472135	0.5540358	0.1089634	0.3138362	0.6851161	0.0626422	0.3014941	0.0921984	0.2624291	0.0947293	0.2750415	0.2556245	0.4067979	0.5727478	0.5958478	0.7186347	0.0431255	0.6617008	0.2317918	0.1565748	0.3526759	0.1015134	0.5479750	0.0474900	0.0680827	0.7286518
0.5253051	0.1018140	0.3937738	0.2631487	0.7644027	0.2048343	0.7575239	0.5883530	0.6548613	0.0123554	0.0763506	0.6536843	0.0952332	0.1137826	0.5530157	0.5092270	0.2797563	0.0000870	0.5569602	0.0921919	0.5721747	0.5798902	0.7278825	0.0075910	0.7020250	0.5030768	0.3511397	0.0463100	0.5791598	0.0121550	0.2385938	0.0586510	0.4207712	0.6225375	0.1923203	0.1979224	0.3847858	0.4439404	0.4832227	0.5769260	0.1058310	0.6094964	0.6069385	0.2568043	0.1225632	0.0767414	0.4572968	0.0680182	0.0286931	0.4657909
0.6657197	0.4428849	0.5323970	0.6803474	0.6599508	0.6391256	0.4637787	0.4256257	0.5417084	0.0754307	0.0048026	0.6285325	0.1301064	0.1855233	0.5761626	0.6513672	0.3048183	0.2456378	0.6389672	0.1428131	0.6126177	0.5345247	0.6345899	0.0285547	0.5185644	0.6387952	0.0242260	0.4409625	0.4927789	0.0109003	0.2837710	0.1995168	0.3840863	0.0694952	0.2386593	0.2361790	0.6184401	0.5661848	0.5971782	0.4140456	0.1098136	0.5314949	0.1087889	0.2625379	0.3209994	0.0850744	0.5272499	0.0550818	0.0621368	0.2643032
0.6381467	0.5269335	0.3944892	0.6898285	0.5971122	0.4646698	0.6585689	0.2486599	0.5875183	0.0659675	0.0015279	0.7800021	0.1708079	0.1820243	0.7463382	0.7683111	0.4617548	0.1392744	0.6651894	0.0633172	0.5533669	0.5609531	0.7575724	0.0324691	0.5459617	0.4842096	0.0016410	0.4393946	0.6455241	0.0207590	0.1782357	0.3407046	0.3581936	0.0669623	0.1840511	0.0584154	0.3345465	0.6884517	0.6038252	0.1026329	0.1020973	0.5319261	0.1597635	0.4796083	0.1963364	0.1170774	0.4285213	0.4092905	0.0252230	0.4709055
0.6684337	0.2393637	0.4180587	0.6369897	0.5592675	0.5132432	0.5522749	0.6173664	0.5065226	0.0558842	0.0022531	0.7231701	0.1543952	0.1892729	0.6257576	0.7251579	0.2934372	0.7209666	0.5562570	0.0349532	0.0147015	0.5933523	0.7081719	0.0318302	0.1528008	0.0006354	0.0038956	0.4027808	0.2289401	0.0253090	0.3347602	0.3700225	0.3665268	0.0613297	0.4357138	0.0479924	0.5520469	0.5413239	0.5192359	0.3895784	0.4557159	0.4794156	0.0952667	0.2389176	0.1607926	0.0584873	0.3728589	0.0935508	0.1031108	0.5440661
0.7118349	0.4102822	0.4448308	0.6706165	0.6563081	0.4448836	0.5079667	0.3408989	0.7381661	0.0844254	0.0731107	0.7151899	0.1396827	0.0160941	0.6566448	0.6471598	0.2435871	0.3888308	0.6872078	0.0536917	0.0000053	0.5689831	0.6000304	0.0089819	0.0001928	0.0532712	0.1346475	0.5374637	0.5513147	0.0467950	0.3556286	0.1365620	0.4192588	0.1430833	0.4276025	0.2822092	0.5937367	0.4875284	0.4846437	0.5158388	0.6427039	0.5890813	0.2922765	0.3487690	0.3325894	0.1703234	0.6011950	0.2969990	0.0117216	0.2294892
0.5228289	0.4369874	0.3910052	0.7899390	0.5779093	0.5852181	0.4192427	0.3689285	0.4721269	0.2133675	0.0998249	0.7063913	0.1727055	0.3468930	0.6143407	0.3110000	0.1382146	0.3342422	0.5376868	0.2294698	0.0556043	0.6834116	0.7748839	0.0141885	0.1259450	0.0867102	0.0148978	0.5386615	0.4065155	0.0282550	0.3847558	0.4495581	0.4003779	0.1207634	0.4395631	0.3942575	0.6801215	0.6417811	0.6891327	0.1511558	0.3507946	0.6636479	0.0808779	0.3466870	0.5621194	0.1557894	0.2776875	0.1492349	0.1149958	0.3790218
0.5190165	0.0435273	0.3859979	0.5867056	0.3940587	0.7203401	0.4733440	0.0466552	0.6305531	0.0662130	0.3078594	0.6710497	0.2166276	0.2155495	0.6698021	0.7092500	0.3270547	0.6406578	0.5527875	0.0382425	0.0016384	0.6429096	0.6406184	0.0214557	0.0500350	0.0001142	0.1826551	0.5782708	0.4176755	0.0353876	0.1759878	0.2410139	0.2383462	0.0406349	0.4365087	0.0930647	0.6607798	0.7012154	0.4206239	0.1770016	0.3634395	0.3873184	0.2025931	0.6226750	0.4109071	0.2011360	0.3817245	0.6104069	0.0236951	0.4255206
0.5460007	0.0240039	0.2616592	0.8106787	0.6598158	0.6163367	0.6035704	0.2436874	0.3440331	0.0194004	0.2587474	0.6879872	0.1831632	0.1808116	0.7528489	0.4590011	0.2571337	0.5920921	0.6900676	0.0469112	0.0026980	0.5290117	0.6099120	0.0024326	0.1699411	0.0000658	0.2003089	0.5182227	0.5978604	0.0454433	0.3456059	0.0155775	0.0909976	0.0920019	0.4352908	0.3229681	0.5858248	0.6109303	0.6048628	0.7275153	0.4228734	0.5967790	0.4117778	0.4985096	0.2067342	0.0808745	0.3886236	0.5570879	0.0000555	0.6257974
0.6189375	0.2049453	0.2572994	0.8458491	0.4521595	0.5411059	0.4901399	0.4911623	0.8386482	0.1046586	0.0642582	0.7552506	0.1428785	0.3714245	0.3708140	0.4888491	0.1159622	0.2142433	0.3828346	0.1563232	0.6942005	0.6003221	0.3877043	0.0133186	0.6157107	0.5113873	0.0162250	0.6273318	0.6727548	0.0286864	0.2407022	0.3014129	0.2126571	0.1399847	0.1834257	0.3177863	0.6570874	0.5018568	0.7247655	0.2701955	0.0730106	0.6390503	0.1002083	0.3272225	0.3372022	0.3197474	0.2279668	0.0740007	0.0003840	0.6046403
0.6801213	0.2724016	0.4157570	0.8028579	0.6404972	0.4971686	0.5202164	0.2671697	0.6058060	0.0126209	0.0004130	0.6701034	0.1240676	0.2020792	0.6336065	0.6557135	0.1825294	0.1290856	0.7561129	0.0589345	0.6283245	0.7030626	0.7296964	0.0369022	0.5703908	0.6513641	0.1529124	0.4872918	0.7918043	0.0323376	0.2859235	0.3473541	0.3119792	0.0903517	0.4804772	0.2551959	0.4245843	0.4487201	0.6528653	0.6669828	0.1221781	0.3449322	0.2824024	0.3261702	0.0964504	0.1708239	0.2414988	0.2323967	0.1080741	0.3721468
0.7687719	0.2197992	0.3150318	0.7621436	0.5369887	0.5861429	0.5976353	0.6419665	0.5922605	0.0091760	0.0012094	0.7755317	0.0894981	0.1970229	0.6602770	0.6394631	0.3693782	0.2162497	0.5238559	0.0719871	0.6833616	0.4925184	0.6207636	0.0015384	0.4985046	0.5718532	0.2607938	0.4875240	0.5871274	0.0187401	0.2819861	0.0671495	0.2454849	0.1084161	0.2215174	0.0807278	0.5310253	0.6167100	0.5642676	0.5806354	0.0904150	0.5696423	0.2237528	0.2174383	0.3738319	0.0554539	0.2927365	0.0625675	0.0019582	0.3893823
0.5876553	0.0648361	0.2804075	0.6878333	0.5851332	0.5617207	0.7897845	0.3747946	0.5717159	0.0587781	0.4586872	0.7168110	0.1193455	0.2210613	0.6144235	0.6745164	0.2666572	0.2913053	0.7876901	0.0664077	0.6482961	0.8234576	0.6086769	0.0274475	0.5548239	0.5803577	0.2780276	0.4915010	0.4159426	0.0247100	0.1172050	0.0400456	0.1931627	0.0728232	0.1763486	0.1424833	0.6088558	0.5082975	0.5333271	0.6334252	0.0802721	0.6448054	0.2115687	0.4428139	0.1502855	0.1240486	0.4468611	0.1880082	0.0995992	0.3166603
0.5678303	0.0334706	0.2406784	0.6197846	0.5086024	0.6643646	0.6659141	0.2273496	0.5070657	0.0841257	0.4461088	0.8526513	0.1021407	0.1905168	0.5748209	0.5921639	0.3128444	0.3071841	0.2854076	0.0187594	0.7264357	0.7705350	0.6242942	0.0283419	0.3827520	0.6408987	0.0028825	0.5292625	0.7729020	0.0230619	0.1907407	0.0056242	0.2979782	0.1762223	0.3693744	0.1468536	0.6309809	0.6827209	0.5882607	0.3484416	0.1411859	0.5866107	0.1501858	0.4326607	0.1201830	0.1204546	0.4470969	0.4510974	0.0548829	0.4914160
0.5542870	0.2804321	0.5393075	0.5613779	0.7068062	0.4227220	0.7246812	0.1617440	0.5363902	0.0292535	0.2315166	0.5612905	0.0147310	0.2160133	0.5822925	0.5633256	0.4209790	0.1731639	0.6990511	0.0740960	0.6156756	0.5934958	0.5402699	0.0015293	0.3926525	0.6369846	0.1170234	0.5386754	0.6122665	0.0214212	0.3403706	0.0334295	0.4373885	0.1340063	0.2981999	0.3535679	0.5950336	0.4696358	0.4326710	0.6391268	0.0872759	0.5580763	0.1990622	0.3629919	0.3430991	0.2835325	0.5251366	0.5504844	0.0670540	0.2922708
0.6414392	0.4039039	0.5665711	0.5981488	0.4654611	0.4969308	0.6295032	0.5448464	0.8042146	0.0404378	0.0022215	0.3953137	0.0345627	0.1778779	0.5868301	0.7258240	0.2937374	0.4032822	0.6151808	0.0789407	0.0003660	0.4640606	0.5794910	0.0047300	0.0002198	0.0255451	0.0066603	0.4451003	0.6014268	0.0051646	0.3705481	0.0433545	0.6877416	0.1716420	0.2620618	0.2218314	0.8282667	0.5993584	0.6173150	0.5515231	0.5797042	0.6454625	0.1740671	0.1806543	0.4435857	0.2531240	0.3996201	0.0630379	0.0601996	0.3599274
0.7261100	0.0101732	0.1228310	0.5562926	0.4143263	0.6192626	0.5938261	0.0048510	0.6984026	0.0326955	0.1161018	0.6750218	0.1458776	0.4376220	0.5195627	0.3898156	0.0848000	0.4556626	0.6073150	0.1817000	0.0023902	0.5239255	0.4206125	0.0504285	0.0001665	0.1708919	0.3490817	0.5148461	0.4413866	0.0052661	0.2574818	0.3235942	0.0814659	0.1129451	0.3705048	0.5137935	0.5065807	0.6040770	0.5534537	0.5737483	0.6965653	0.6249216	0.1691831	0.5558459	0.1539884	0.4833732	0.2230847	0.7103602	0.0436186	0.4553188
0.5188426	0.0515596	0.2298686	0.7136503	0.6018556	0.6399484	0.7290290	0.3216822	0.6964383	0.0202002	0.2774219	0.5571389	0.0999131	0.0770279	0.5106751	0.5888221	0.4426693	0.6550573	0.5544688	0.0696339	0.0001981	0.6365484	0.3916234	0.0230427	0.0429000	0.0964242	0.0824089	0.6225291	0.5571994	0.0384537	0.2304670	0.3661249	0.5350540	0.0775140	0.3643173	0.2370286	0.6642931	0.6398633	0.7340380	0.6145990	0.6337035	0.6007859	0.0992744	0.2542448	0.1074687	0.3774087	0.6639603	0.3530531	0.0567057	0.5111102
0.5973382	0.0821660	0.3293006	0.7001564	0.3788662	0.6101588	0.6714419	0.2469007	0.5485159	0.0350352	0.0868770	0.7261210	0.1030166	0.0432886	0.4725635	0.5608283	0.2090528	0.4699586	0.6828185	0.1049803	0.0093957	0.6329736	0.5871647	0.0357728	0.1865812	0.0024003	0.0555612	0.5726492	0.7686467	0.0543891	0.4627722	0.2448565	0.2737968	0.0685192	0.5247424	0.2957548	0.6749820	0.5401303	0.6422227	0.4661594	0.6479939	0.3973246	0.3859927	0.3957618	0.5106641	0.1155744	0.6235158	0.3598989	0.0000081	0.6001240
0.5964800	0.2039019	0.3463801	0.6485108	0.5526708	0.5340871	0.5871783	0.1229635	0.5924729	0.0584663	0.1763308	0.4734610	0.2085891	0.1751689	0.4960436	0.6456841	0.3658699	0.2073383	0.5831958	0.0486191	0.6593117	0.4874527	0.5746851	0.0012589	0.4674726	0.4979556	0.2153257	0.4118344	0.6468892	0.0041739	0.2538894	0.4877166	0.2709884	0.1201670	0.2385235	0.2655301	0.7739630	0.6309875	0.5354683	0.3441536	0.0765658	0.6694760	0.0989904	0.3701548	0.3121947	0.1672407	0.4374236	0.6403383	0.0890885	0.3403668
0.7526083	0.4259619	0.4543362	0.4037638	0.6881399	0.4591663	0.6803157	0.2434938	0.6397112	0.0525870	0.0009555	0.5205929	0.1844483	0.2110176	0.4363714	0.6563477	0.2369313	0.1980714	0.6721223	0.0359575	0.6012392	0.4091023	0.4073713	0.0011221	0.4304546	0.5877774	0.1581644	0.4463908	0.7325596	0.0121622	0.4030085	0.1812068	0.2972984	0.1815883	0.2256628	0.0482075	0.5845686	0.4556616	0.5561457	0.4360157	0.0330950	0.5491055	0.3311763	0.4949784	0.2232471	0.3448412	0.4139312	0.4298834	0.1152948	0.4998132
0.7315759	0.2937429	0.3453551	0.7086856	0.4067907	0.4774638	0.6475828	0.2743345	0.4814238	0.0133823	0.1262471	0.4947312	0.1936578	0.1478047	0.5073582	0.7401093	0.3718593	0.3331744	0.7449327	0.0474115	0.0477950	0.6131807	0.6842453	0.0106345	0.1593213	0.0041058	0.1244320	0.3539168	0.3864556	0.0186193	0.3437944	0.5916156	0.4760442	0.1125252	0.3532046	0.4676973	0.7711798	0.5581232	0.5172401	0.4721057	0.3053102	0.3789130	0.3621113	0.4878687	0.3976695	0.1644053	0.6055449	0.6202659	0.0661106	0.4760332
0.6107851	0.0031991	0.1732245	0.4772899	0.5414315	0.5053264	0.6212698	0.2557758	0.6076494	0.0122374	0.0006275	0.7177355	0.1725574	0.1595529	0.1789636	0.7130926	0.3246963	0.5019800	0.7182199	0.0415444	0.0000304	0.5363752	0.2619381	0.0356380	0.0001116	0.0000384	0.3923151	0.5525048	0.6095277	0.0056531	0.2955664	0.1841933	0.0612353	0.1240071	0.2467638	0.1838142	0.6304405	0.4822706	0.6253134	0.5992601	0.6509521	0.4259223	0.2776649	0.3331770	0.0918011	0.5158644	0.5455848	0.4316688	0.0259819	0.5463676
0.6881976	0.3052391	0.4758021	0.5435752	0.6444988	0.5614180	0.6350837	0.4975198	0.6549145	0.0326139	0.0006341	0.6009354	0.1677330	0.1282302	0.5531928	0.6490449	0.3108444	0.1266834	0.6757454	0.0408474	0.6640676	0.6391859	0.6347087	0.0089457	0.6511651	0.6238110	0.2654250	0.4849046	0.4966903	0.0062622	0.3035898	0.0032777	0.4199408	0.0840407	0.2631364	0.2364827	0.5492773	0.7474655	0.6177168	0.4453383	0.1153306	0.4044467	0.2770607	0.2896412	0.1045250	0.2932942	0.4318539	0.0775044	0.0544613	0.4885868
0.6557951	0.2665143	0.4938652	0.6805345	0.4367777	0.5874708	0.6108596	0.2681206	0.6309585	0.0536875	0.2580499	0.5744416	0.1447842	0.1203969	0.6319377	0.7123624	0.4350075	0.3647806	0.6416466	0.0773465	0.0000528	0.4934750	0.5881932	0.0482640	0.0004011	0.0000530	0.2006941	0.6737907	0.5451321	0.0314021	0.2539481	0.3535542	0.3489896	0.1001373	0.4058496	0.0484785	0.5763629	0.4834412	0.8271299	0.5770495	0.5593225	0.7800361	0.0926148	0.4393780	0.3647187	0.1607757	0.2757310	0.2377407	0.0692587	0.3803196
0.6899869	0.4300684	0.4849220	0.6026839	0.6578008	0.5274812	0.5905659	0.3873083	0.6714191	0.0678931	0.1586763	0.5177940	0.1492705	0.2127556	0.5218539	0.6189514	0.2829710	0.5873037	0.6551704	0.0638029	0.0000307	0.5523655	0.5130020	0.0311948	0.0189636	0.0008687	0.3915181	0.4288291	0.5650589	0.0097983	0.3342633	0.4298961	0.3326026	0.0807535	0.3078726	0.1300156	0.7176056	0.6465286	0.5457063	0.6603353	0.5457786	0.7537260	0.0490101	0.3360456	0.5144341	0.2793377	0.6067690	0.3446644	0.0550040	0.2107458
0.3489872	0.1406510	0.2116579	0.5583357	0.7163407	0.4943130	0.6709587	0.0593915	0.6771618	0.0330634	0.0496839	0.5637834	0.2287872	0.1880817	0.5314837	0.4033747	0.1773788	0.1691808	0.7076797	0.2087198	0.7077209	0.5573842	0.6724207	0.0073609	0.5344519	0.5373979	0.2608259	0.2813032	0.5693724	0.0382418	0.2291991	0.3186015	0.1529910	0.2226585	0.2489295	0.3428760	0.6657826	0.5415198	0.6296454	0.7173824	0.1316693	0.5651658	0.1109297	0.6019153	0.3373952	0.0519958	0.2074895	0.6826229	0.0430520	0.7225611
0.7312220	0.1819699	0.2511860	0.6131929	0.6785289	0.6481400	0.7213532	0.2808238	0.6823555	0.0120271	0.0005596	0.6260241	0.1429425	0.1505748	0.5060840	0.6920073	0.3523181	0.2154912	0.6877924	0.0400963	0.6387014	0.5214460	0.6173219	0.0021730	0.4416600	0.4850474	0.3375275	0.4576303	0.6067919	0.0390077	0.3134041	0.3165797	0.1860716	0.0500207	0.2160872	0.2316700	0.7889433	0.5113786	0.5946853	0.7644880	0.0405648	0.7529045	0.2722721	0.1325866	0.3455468	0.0547986	0.5370083	0.2900885	0.0652148	0.4080167
0.5506451	0.2202459	0.5103601	0.6237953	0.6552129	0.5390834	0.5075988	0.3089390	0.6611047	0.0609766	0.0038532	0.5676598	0.1306319	0.2595361	0.7614431	0.5992221	0.4475374	0.0774059	0.4160871	0.0632426	0.6967759	0.5936129	0.7339940	0.0111548	0.5486467	0.4757541	0.0793060	0.5204974	0.6604224	0.0191938	0.4322117	0.3121352	0.4527556	0.0728758	0.1988983	0.1557074	0.6799250	0.5296315	0.5842935	0.4484343	0.1241780	0.3357853	0.0939594	0.4222279	0.3293239	0.1736395	0.3678041	0.3608420	0.0217963	0.3343765
0.5094914	0.0804730	0.3464963	0.6155137	0.7397166	0.4909011	0.6076582	0.2744788	0.6380042	0.0146861	0.0599790	0.5470143	0.1346135	0.3017289	0.6314220	0.5500434	0.3250878	0.7104224	0.6758132	0.0545949	0.0003053	0.5612949	0.6939780	0.0042020	0.0618252	0.0009789	0.5736413	0.5359361	0.6786729	0.0067975	0.2945881	0.5059555	0.2693131	0.0810357	0.3609577	0.2671912	0.6149529	0.6057795	0.5517595	0.5876412	0.5100151	0.6604118	0.1188658	0.3487434	0.4813309	0.1392071	0.3192672	0.3975606	0.0660412	0.5266226
0.7110574	0.2717932	0.4889984	0.5762947	0.6906279	0.4723591	0.5916886	0.4816427	0.4729947	0.0723279	0.0232953	0.7145478	0.1538451	0.2147086	0.5451766	0.4650074	0.1129848	0.1987389	0.6540719	0.1306728	0.0256392	0.5948550	0.5864923	0.0123692	0.1042194	0.1301257	0.1487629	0.3593056	0.6659064	0.0104407	0.3079514	0.3858828	0.3437678	0.1216878	0.4088315	0.2280864	0.7179829	0.6532868	0.5636133	0.4720220	0.3734984	0.3391525	0.3672033	0.2705249	0.2580716	0.1702383	0.5032042	0.1857260	0.0397182	0.1259912
0.5622342	0.2985391	0.3831550	0.4881210	0.7169688	0.3899536	0.6244453	0.2343022	0.6547546	0.0815582	0.1786464	0.7720058	0.0039590	0.1458007	0.5865633	0.5868960	0.2084791	0.1915611	0.5755837	0.0540916	0.6483711	0.6566016	0.5467441	0.0018449	0.5681577	0.4787552	0.1897618	0.3190336	0.4992170	0.0360964	0.3795282	0.0342580	0.3292850	0.0927984	0.2457767	0.3615317	0.5771677	0.5837178	0.6812901	0.3018898	0.1001965	0.5414721	0.6686920	0.5177579	0.4455337	0.1362027	0.6421932	0.4741427	0.0533003	0.3484898
0.5766797	0.2128977	0.3389411	0.6851570	0.4056212	0.4200131	0.4859800	0.2297389	0.7008836	0.0609391	0.0495720	0.6528448	0.1602974	0.3905025	0.5843355	0.4888830	0.3403766	0.3101298	0.6128988	0.1036623	0.4986397	0.5857113	0.7320023	0.0341170	0.4815535	0.4947750	0.3123229	0.5145616	0.6283513	0.0317625	0.2711181	0.3577690	0.2404372	0.0896037	0.4569074	0.1656086	0.6741880	0.6337344	0.5283122	0.4174697	0.1265337	0.1901722	0.1028796	0.4629117	0.2420149	0.1100944	0.2227590	0.3910234	0.0653250	0.5976457
