YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.1299137	0.7504772	0.1064962	0.6668395	0.6133947	0.6312058	0.1729200	0.0237608	0.4529982	0.6181448	0.0562589	0.1566409	0.7547310	0.8487480	0.0435530	0.2737258	0.6108476	0.4189431	0.7084969	0.0382757	0.7708906	0.7108242	0.7280019	0.7365193	0.6659004	0.1401249	0.4655049	0.5412832	0.0043033	0.4953141	0.0309554	0.4004204	0.1004723	0.1322019	0.7683925	0.1747583	0.7842796	0.0726966	0.5610099	0.2350949	0.6290481	0.0410693	0.1125747	0.0067466	0.1759457	0.7228830	0.5827883	0.4336771	0.4329867	0.1140450
0.3958582	0.4553765	0.3080811	0.7272981	0.6402666	0.6516824	0.2007675	0.1261085	0.4834000	0.5642600	0.0446274	0.1275996	0.6652122	0.7266974	0.0587597	0.2702882	0.6130288	0.3820445	0.6908885	0.0309946	0.6864581	0.7260485	0.7842146	0.5949540	0.6893540	0.1519729	0.4385973	0.8702409	0.0119447	0.4726554	0.0543145	0.6011262	0.1584816	0.4277157	0.3113949	0.2954495	0.6948419	0.0774919	0.6449298	0.2399391	0.4090554	0.0335000	0.1290888	0.1330687	0.1423426	0.6340101	0.7834026	0.5380903	0.4581338	0.2570294
0.2551046	0.8926642	0.0641363	0.7226450	0.5342055	0.6156154	0.1543161	0.0868240	0.4896465	0.5630164	0.0828360	0.1097311	0.7198434	0.8745241	0.0682469	0.2964855	0.6352581	0.4769540	0.6182493	0.0305093	0.7920667	0.6658094	0.6302703	0.5920395	0.6359857	0.1023743	0.5111997	0.6786624	0.0356667	0.5148692	0.0354125	0.5227619	0.1049290	0.0920554	0.6840593	0.1773547	0.8069871	0.0444661	0.6910848	0.3070144	0.7165360	0.0518624	0.1106586	0.0159528	0.1751323	0.7266259	0.7522580	0.4409175	0.4117443	0.1073570
0.2772240	0.6853394	0.1586157	0.3403416	0.4242884	0.7701636	0.2013319	0.0908159	0.5445277	0.5688882	0.0460882	0.1679355	0.6842967	0.7395998	0.0372314	0.5041043	0.5667346	0.4065851	0.6957421	0.0304690	0.7356059	0.7668174	0.5876649	0.8433976	0.7092848	0.1667956	0.4940406	0.6328414	0.0027322	0.5063934	0.1791809	0.2137195	0.1039154	0.1110699	0.6681824	0.4168682	0.7240354	0.2142099	0.5724327	0.1606636	0.4995704	0.1798797	0.1379068	0.0229581	0.1913146	0.5403800	0.6073836	0.2711212	0.4045271	0.0838011
0.2420495	0.7585873	0.1232525	0.6615476	0.3403615	0.6406652	0.4181894	0.0380306	0.4766027	0.7650100	0.0286418	0.1376370	0.9583488	0.7373214	0.0324175	0.3711158	0.5798084	0.4371684	0.6826066	0.0193681	0.6922507	0.7580967	0.6414707	0.7154156	0.8746382	0.2551690	0.4688865	0.6062042	0.0114682	0.4409076	0.0695238	0.3502516	0.0799086	0.1183597	0.5749820	0.4397163	0.7007393	0.0802640	0.4316461	0.1844812	0.5731755	0.0430977	0.0805662	0.0242516	0.1782430	0.6297962	0.5820199	0.4092451	0.2873141	0.1219180
0.2670976	0.6708935	0.0905032	0.7450751	0.3931787	0.3378748	0.4273886	0.0390559	0.4118543	0.5623049	0.0338636	0.2036219	0.7474499	0.6669617	0.0524085	0.3087187	0.5843932	0.3529546	0.7128709	0.0207501	0.7573373	0.6775701	0.6847501	0.8103278	0.6773765	0.2699655	0.4545606	0.6298689	0.0049721	0.6287863	0.0641342	0.5434336	0.1067564	0.1909567	0.6135566	0.5177013	0.7278535	0.0868581	0.5708572	0.1977311	0.6298602	0.0497192	0.1267409	0.0561173	0.2113948	0.8172378	0.6825723	0.4695231	0.4049867	0.1099450
0.3582979	0.6203920	0.1315190	0.8054248	0.5815346	0.8739973	0.1444076	0.0976184	0.4170159	0.6961002	0.0705828	0.1675131	0.6006050	0.7017906	0.0635467	0.2524647	0.6248341	0.3769120	0.6346417	0.0222199	0.7393830	0.7744805	0.7232691	0.7423032	0.6441055	0.0367353	0.5341640	0.7570141	0.0071150	0.6239418	0.0637846	0.5874218	0.1204340	0.1457751	0.5455646	0.1061709	0.6809982	0.0804068	0.6648688	0.2902171	0.5860721	0.0372868	0.0890556	0.0133785	0.2139164	0.6148236	0.5550195	0.5681058	0.4563935	0.1288638
0.3469196	0.7673296	0.0996966	0.6885605	0.4860808	0.6270130	0.1916357	0.0525848	0.6022519	0.7816388	0.0777400	0.1648498	0.6771171	0.7028242	0.0444077	0.2727778	0.6276346	0.4212856	0.7739430	0.0486872	0.7199818	0.7166548	0.7550545	0.7108598	0.7300263	0.1111359	0.4901466	0.6900975	0.0167239	0.5615862	0.0433226	0.5315853	0.0966664	0.1388957	0.6073162	0.1238094	0.6948500	0.0987291	0.6172431	0.2538071	0.5928639	0.0381952	0.1109268	0.0162043	0.1387374	0.6507541	0.6535355	0.5655313	0.4039788	0.1192628
0.2632542	0.7680770	0.0791742	0.7007161	0.5327241	0.7108649	0.2212515	0.0154803	0.2211489	0.5804583	0.1203288	0.1730702	0.8981825	0.7248408	0.0355807	0.3023491	0.6709865	0.3909752	0.6593289	0.0288759	0.7316888	0.7813001	0.7581650	0.6983760	0.7484106	0.1577021	0.4307540	0.6421478	0.0020254	0.5443713	0.0998703	0.6065895	0.0854152	0.1243983	0.5899361	0.1845384	0.6403193	0.1438288	0.5563407	0.2220548	0.6440766	0.0501045	0.1005183	0.0142376	0.2183955	0.6056481	0.6677433	0.4078847	0.4816925	0.0811188
0.3158629	0.8747391	0.2457923	0.7513249	0.4528362	0.7129401	0.2964197	0.1631028	0.4983732	0.3176350	0.0478826	0.0946011	0.7000804	0.6707756	0.0455573	0.3163320	0.8242507	0.5931683	0.6529603	0.0249068	0.7431129	0.7527396	0.6472246	0.7210805	0.6744519	0.0793540	0.5157466	0.6657061	0.0046522	0.5058431	0.0425332	0.5046860	0.0703863	0.1991942	0.5728576	0.1990932	0.6641104	0.0963273	0.5039665	0.2098258	0.6861271	0.0370352	0.1701454	0.0217692	0.2772037	0.6754637	0.8087699	0.5316075	0.6208514	0.1246628
0.3281772	0.7717145	0.0951964	0.7582852	0.5573739	0.6665720	0.2458243	0.0199537	0.6123722	0.7475152	0.0268672	0.1736580	0.7140505	0.5453387	0.0381668	0.2934080	0.7901495	0.3701822	0.7089781	0.0295116	0.6384130	0.6998624	0.7426918	0.6847365	0.7727848	0.1012810	0.5303246	0.6501880	0.0046683	0.5502985	0.0772563	0.4056360	0.0735790	0.1703582	0.5985401	0.2233074	0.6278679	0.0840361	0.5237551	0.2203579	0.5175128	0.0286920	0.1271493	0.0168372	0.3339249	0.8209641	0.7702596	0.3819374	0.4594120	0.1191094
