YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.1973086	1.0000000	0.1447638	1.0000000	0.7678172	1.0000000	0.2636253	0.0770357	0.7052056	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.9825160	0.2670843	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.9888139	0.6538583	0.7056903	0.2030043
0.7128178	0.5000000	0.2504185	1.0000000	0.7678172	1.0000000	0.2636253	0.0770357	0.7052056	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.6401848	0.5518470	0.2670843	0.9450397	0.0945925	0.8090965	0.3130928	0.6472320	0.0530571	0.1497976	0.1833263	0.1981252	0.9862747	0.9888139	0.6538583	0.7056903	0.3805934
0.3946140	1.0000000	0.0723890	1.0000000	0.7678172	1.0000000	0.2636253	0.0770357	0.7052056	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.2670843	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.9888139	0.6538583	0.7056903	0.2030043
0.3946140	1.0000000	0.1328443	0.5000000	0.6091357	1.0000000	0.3203710	0.0770357	0.7687307	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.7275036	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.2003623	0.6672248	0.9786048	0.0092419	0.7450759	0.2251867	0.2329209	0.1371906	0.2539900	0.8769625	0.3846834	0.9872930	0.2021729	0.7842759	0.1570559	0.8044659	0.2349272	0.1497976	0.0306497	0.2752416	0.9862747	0.9779966	0.2703656	0.6188161	0.1277776
0.3946140	1.0000000	0.1447638	1.0000000	0.3839092	1.0000000	0.4131137	0.0770357	0.8816316	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.2943307	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.5663809	0.9872930	0.0945925	0.6936473	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.9479879	0.6538583	0.4314432	0.2030043
0.3946140	1.0000000	0.1447638	1.0000000	0.5961539	0.5000000	0.5328177	0.0770357	0.5082806	0.8618791	0.0720011	0.2642521	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0455225	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.4138853	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.7355823	0.9872930	0.1432895	0.7792565	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.8834836	0.6538583	0.6102865	0.2030043
0.3946140	1.0000000	0.1447638	1.0000000	0.7678172	1.0000000	0.1318126	0.0770357	0.7052056	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0540877	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.0747977	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.9990297	0.6538583	0.7056903	0.2030043
0.3946140	1.0000000	0.1222159	1.0000000	0.7678172	1.0000000	0.2636253	0.0385208	0.7052056	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.2670843	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9957310	0.9888139	0.6538583	0.7056903	0.2030043
0.3946140	1.0000000	0.1447638	1.0000000	0.7678172	1.0000000	0.2636253	0.0770357	0.3526314	0.8618791	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9814207	0.5853830	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.2670843	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9862747	0.9888139	0.6538583	0.7056903	0.2030043
0.3946140	1.0000000	0.1849543	1.0000000	0.7678172	1.0000000	0.2636253	0.1125018	0.7052056	0.4309396	0.0720011	0.2164510	1.0000000	1.0000000	0.0571691	0.3999941	0.9824326	0.7645134	1.0000000	0.0453170	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.1471836	0.6672248	0.9992242	0.0064600	0.7450759	0.0752981	0.7396594	0.1371906	0.1967420	0.8769625	0.2670843	0.9872930	0.0945925	0.8389740	0.3130928	0.8097819	0.0530571	0.1497976	0.0306497	0.2752416	0.9741704	0.9888139	0.6538583	0.7056903	0.2030043
