YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.4547278	0.7798206	0.1209238	0.8052132	0.4481048	0.7352514	0.2126157	0.0221239	0.5106566	0.5689264	0.0445752	0.1977374	0.6218486	0.6677955	0.0176957	0.2446884	0.6900137	0.4002636	0.6572104	0.0195029	0.7867623	0.6939780	0.5832519	0.8130585	0.7577477	0.0619317	0.3845789	0.6542717	0.0046427	0.4578898	0.0389122	0.5478115	0.1100795	0.1440672	0.5734675	0.1611071	0.6706086	0.0942146	0.6070572	0.2183295	0.6432791	0.0459413	0.0833023	0.0476658	0.1621011	0.7847873	0.7244912	0.5368760	0.5236995	0.1704821
