YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.3739258	0.9787847	0.3868988	1.1486014	0.6693077	0.7080674	0.1340531	0.3703329	0.4686404	0.8113681	0.0721927	0.2060744	1.0565695	1.1740525	0.0072296	0.4540429	1.0419529	0.5110170	0.9791682	0.0021633	1.1125592	1.0628833	0.9841579	1.0560964	0.9900235	0.0245067	0.6820032	1.0046180	0.0023491	0.7915327	0.0851051	0.6350332	0.1025071	0.1277276	0.5043824	0.0283163	1.0934429	0.1406213	0.7052909	0.0019691	0.7801739	0.0231630	0.1923418	0.0342331	0.5107861	0.8661316	0.9492467	0.6404828	0.6582397	0.2028934
0.3782940	1.0715225	0.1476843	0.9046520	0.8677350	0.9901569	0.2309397	0.3636313	0.2539164	0.8919963	0.0652884	0.0257427	0.9172311	1.0981583	0.0793034	0.3807412	1.0305955	0.6330146	1.1077603	0.0006681	0.6395495	0.9496522	1.0285976	1.0269905	0.9807937	0.1911292	0.5889851	1.0273085	0.0168001	0.6727324	0.0068261	0.6583318	0.1044379	0.1707916	0.9544145	0.2134378	0.8703477	0.5288807	0.8186276	0.0425320	0.8121132	0.0638418	0.1506285	0.0088675	0.7290477	0.7912241	0.9678899	0.6197086	0.6838055	0.6139514
0.3254744	0.9790791	0.1003063	1.0643868	0.6810924	0.6187113	0.3943515	0.0475208	0.6122817	0.7872658	0.0810967	0.2082256	0.8455093	0.9616869	0.0328374	0.1795018	0.8094505	0.1187601	1.0327986	0.0767961	0.6138252	0.6739218	0.9008665	0.8763390	0.9234449	0.3405859	0.6935400	1.0108719	0.0072252	0.4672336	0.0923724	0.8767366	0.1030403	0.2214376	0.9278989	0.5093478	0.9309156	0.2583777	0.8587834	0.4234597	0.8402250	0.0203136	0.2444401	0.0111782	0.3854857	0.7459708	0.9060388	0.6156761	0.6380813	0.1946509
0.4243543	1.0852817	0.6047244	1.0442786	0.8673691	1.1164041	0.2389782	0.1620596	0.3569943	0.8030135	0.0467093	0.2069007	0.8655091	1.0880777	0.0703297	0.2328939	0.9924260	0.7873936	0.8448655	0.0023358	1.0107833	1.0495484	0.8676489	0.7288807	0.8625347	0.4511548	0.8233585	1.0988816	0.0110840	0.8107638	0.0638166	0.7637265	0.0612458	0.1610673	0.5034210	0.4912496	0.9017627	0.0401720	0.9330867	0.6120469	0.7746837	0.0353240	0.2116294	0.0471910	0.8653406	1.0649679	0.9987520	0.6542815	0.6761428	0.2264959
0.4724866	0.7975267	0.3235708	0.9600814	0.7656071	0.9383200	0.3149257	0.2588366	0.3054177	0.7305184	0.2760577	0.0336032	0.8183513	0.6811498	0.0017946	0.4469715	0.8354154	0.4996590	0.9825944	0.0007539	1.0176863	1.0368838	1.0238926	0.7978410	0.5383693	0.1251582	0.7667373	0.9950826	0.0053425	0.8404196	0.0908008	0.7337686	0.0698286	0.2428874	0.7940827	0.2518804	0.9910023	0.3166340	1.0270096	0.5472806	0.7462466	0.0312538	0.1615406	0.0331049	0.1877059	0.8506193	0.5927939	0.6057463	0.7394978	0.3073124
0.3849914	1.0022037	0.1513863	0.4683150	0.5771172	0.8952893	0.2630660	0.6737208	0.8572696	0.7838450	0.1104866	0.0175940	0.9872392	0.9223980	0.0045151	0.8120513	1.0455850	0.7208342	0.9773088	0.0423900	0.9473395	0.6624722	0.4972408	1.0304922	0.8045632	0.1626211	0.2714187	1.0096173	0.0114822	0.3626551	0.2420452	0.1177133	0.1863558	0.2866752	0.8657841	0.4125135	1.1952430	0.1871309	0.8013212	0.1047365	0.9027925	0.3020444	0.7667923	0.0145914	0.4212000	0.4623753	0.9276485	0.6253301	0.5730154	0.3684175
0.4214499	0.9273841	0.2208277	0.7749827	0.7842079	0.8992812	0.2286243	0.1594222	0.7721423	0.8955272	0.0481189	0.1827465	1.0504740	0.9994433	0.0482311	0.5519220	0.9670523	0.4887664	0.9953365	0.0723122	0.9002736	0.8354637	0.9402659	0.7834923	1.0836246	0.1062920	0.7745890	1.0295422	0.0056473	0.5752233	0.0347120	0.3914969	0.0744969	0.2405630	0.8040443	0.2364741	1.0158734	0.1191668	0.8134368	0.1393567	0.7133421	0.1010768	0.0898305	0.0419466	0.3802673	0.8860682	1.2114837	0.5622793	0.7190501	0.4813506
0.4157649	0.8787663	0.5123876	0.6749534	0.6538025	0.5458442	0.5089221	0.2729355	0.4601283	0.9761904	0.1540142	0.3056025	1.1038519	0.6158616	0.0004222	0.6376652	0.9433351	0.3786800	0.9585908	0.0010836	0.8538206	0.9894561	0.9380680	1.1060723	0.8439600	0.8700040	0.4779217	1.0156923	0.0245555	0.8448409	0.1769269	0.3588990	0.0804376	0.3466359	0.9498342	0.5700121	0.9421523	0.2221249	0.8625548	0.1963434	0.8750041	0.1281856	0.1544076	0.0064672	0.3886855	0.8973013	0.3956744	0.7311735	0.5579717	0.2121102
0.3679503	0.9548014	0.2286602	0.6856142	0.6154148	0.9469692	0.0860139	0.2779410	0.9710864	0.9514445	0.1030972	0.1976082	0.9500850	0.3643202	0.0023558	0.6235106	0.9396555	0.3276295	0.8721038	0.0450397	0.9119568	1.0650775	1.0619910	1.0378540	1.1321210	0.5390339	0.5827837	0.3378561	0.0037164	0.8556877	0.1262884	0.2902108	0.1761521	0.1903871	0.8573607	0.4492170	1.0366993	0.1799106	0.7858979	0.1851865	0.8511435	0.1070284	0.1613386	0.0251720	0.2040574	0.6604325	0.9382208	0.3624700	0.5222517	0.4300122
0.4412469	0.8068094	0.0762779	0.9870569	0.9768841	0.7694308	0.0698898	0.0861267	0.4204528	0.8491108	0.0909456	0.2568901	1.0456543	0.8937821	0.0466692	0.4107696	0.8966372	0.7496584	1.0793828	0.0675030	0.9645960	0.9786606	0.6543512	0.9978782	1.0268848	0.0205927	0.4753033	0.7274528	0.0029121	0.7631702	0.0377547	0.8230389	0.0738945	0.3230903	0.8226156	0.0090373	0.8777890	0.2081513	0.9006894	0.7321898	0.6905200	0.0413819	0.3724183	0.0811067	0.2165435	0.8653474	1.0143622	0.8896499	0.6822184	0.3017229
