YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.0000000	0.9368571	0.1283382	0.9676956	0.7049629	0.9615333	0.2213868	0.1199199	0.7458661	0.8799415	0.0786339	0.2071518	1.0267026	0.9916576	0.0474239	0.3985437	1.0249534	0.6121194	0.9984373	0.0759728	1.0483845	1.0574478	0.9863574	0.9929038	0.9878536	0.2160793	0.6910314	1.0194148	0.0065928	0.7362649	0.0736691	0.7219873	0.1276517	0.2474319	1.0580719	0.2999729	1.0665028	0.0952432	0.7988267	0.3312422	0.7521149	0.0782711	0.1524391	0.0433734	0.2829799	0.9942851	1.0006953	0.6340932	0.6857379	0.2466255
1.0221873	0.0000000	0.3678251	0.9819611	0.7919036	0.9489616	0.3378619	0.0509052	0.7973984	0.7934100	0.0849534	0.2288632	1.0300315	1.0351649	0.0761309	0.3971019	0.9184105	0.6673045	1.0316044	0.0395720	1.0287160	1.0104617	0.9813263	1.0103524	1.0973798	0.1915076	0.6515635	0.9446118	0.0037250	0.6276144	0.0913762	0.7265258	0.1608360	1.0181757	0.2938317	0.3613905	0.3788683	0.1215193	0.4090030	0.3083806	0.0409550	0.0533695	0.1206220	1.0068390	0.2313848	1.0328374	1.0380019	0.6944374	0.6963226	0.5490562
0.3718800	1.0525087	0.0000000	1.0680383	0.7559045	1.0190876	0.2699868	0.2303409	0.6954869	0.9330178	0.0891195	0.2270738	0.9858481	1.0499829	0.0607076	0.4042976	0.9754944	0.5556333	1.0121915	0.0451764	1.0312028	1.0589179	1.0423915	0.9807227	1.0603086	0.1494241	0.6399182	0.9447017	0.0102534	0.6728143	0.0793076	0.7715984	0.1213304	0.1953256	0.8477253	0.2708491	1.0160146	0.1132459	0.8779489	0.3177969	0.7807432	0.0382816	0.1561321	0.0283408	0.2812083	0.9062716	0.9625985	0.6671796	0.6460780	0.2148193
0.3769379	0.9482688	0.0908040	0.0000000	0.3851362	1.0656571	0.4376048	0.0328306	0.8337941	0.7849382	0.0834454	0.2235297	0.9627373	1.0797493	0.0693249	1.0395803	0.9621747	0.6068745	1.0440459	0.0424584	0.9779202	0.9609655	0.9673732	1.0433074	0.9866877	0.2821614	0.6686801	0.4650727	1.0856947	0.8584142	1.0990976	0.1227258	0.0987382	1.0024957	0.8995434	0.5608473	1.0531451	0.2870350	0.7062149	0.0030700	0.0250861	1.0410373	0.1405508	0.0287213	0.2910212	0.9686296	0.9724338	0.0477858	0.4359105	0.0026854
0.3929655	0.9738330	0.1792254	0.9299593	0.0000000	1.0404252	0.5174227	0.1029572	0.8758716	0.9251930	0.0804109	0.2653195	0.9073119	0.9836510	0.0493366	0.4709589	1.0141987	0.5467055	0.9907658	0.0397096	1.0582165	1.0368516	1.0910791	0.9410011	1.0193317	0.4339681	0.6525542	1.1470818	0.0074808	0.6370416	0.0882051	0.7969442	0.1568215	0.1860069	0.9356925	0.8542939	0.9783251	0.1054062	0.5948152	0.2887256	0.7942032	0.0676548	0.1419907	0.0287153	0.2730584	0.9774885	0.8376490	0.6634480	0.0626143	0.2371410
0.4172184	1.0716143	0.1590297	0.9349829	0.4473054	0.0000000	0.8155422	0.0603234	0.4403472	0.8636304	0.0643398	0.6980178	0.9649154	1.0270989	0.0602880	0.4225656	0.9979857	0.5699645	1.0472462	0.9787385	0.9295208	1.0141872	1.0065003	1.0466730	1.0743851	0.6722644	0.6556546	1.0363160	0.0103605	0.7438738	0.1066561	0.7669279	0.1353717	0.1647108	0.8808821	0.9138233	0.9887461	0.1970689	0.6922815	0.3319323	0.7529735	0.0456277	0.1545205	0.0288158	0.2539637	0.9985381	0.5460166	0.6793791	0.5067406	0.2242905
0.4112874	1.0396975	0.1682690	0.9701606	0.7869558	1.0679362	0.0000000	0.1195668	0.6730200	0.8893463	0.0970165	0.2060254	0.9592797	1.0602009	0.0722241	0.3870145	1.0155305	0.6028105	1.0902807	0.0626411	0.9837724	1.1040558	0.9593230	1.0215150	0.9836538	0.0246732	0.6705890	1.1086440	0.0084035	0.7295122	0.0648307	0.7858493	0.1477728	0.2431273	0.8639888	0.0414404	0.9903734	0.1125448	0.9149743	0.3238732	0.7703607	0.0747822	0.1752889	0.0322313	0.2644457	1.0056194	0.9439899	0.6413052	0.8048644	0.2615706
0.3330444	1.1149653	0.1241249	1.0593230	0.7750790	1.0494498	0.3030579	0.0000000	0.6663785	0.8971485	0.0589718	0.2009420	1.0344929	1.0271855	0.0425967	0.3444571	1.0569514	0.6449335	1.1219562	0.0417908	0.9156075	1.0322741	1.0320289	1.0158871	0.9848635	0.1937145	0.6566643	1.0517324	0.0014234	0.6963820	0.0479920	0.7543034	0.1166075	0.1498905	0.8837249	0.2931389	0.9501833	0.1080979	0.8323719	0.2643026	0.8045057	0.0558956	0.1655305	0.0438815	0.3616386	1.0658095	1.0739154	0.6172176	0.7216641	0.2008879
0.4359989	0.9707908	0.2796019	1.0185718	0.7508375	0.9258290	0.3673905	0.1845963	0.0000000	0.9215320	0.0553362	0.2406986	1.0959817	0.9818391	0.0673596	0.4257853	1.1161186	0.5535721	1.0276769	0.0421192	1.1409621	0.9697364	0.9902227	0.9631925	1.0486843	0.1709474	0.6332777	1.0191121	0.0134955	0.6782719	0.0828429	0.7380674	0.1325617	0.2138997	0.9508847	0.3559848	1.0360677	0.0916647	0.8324651	0.3252474	0.8797065	0.0399877	0.1553491	0.0442043	0.2551479	0.9303253	1.0765752	0.6467070	0.6699227	0.2154422
0.3975893	1.0519936	0.3669921	1.0128832	0.7753717	1.0549606	0.2802192	0.4853338	0.7015164	0.0000000	0.0762148	0.2088911	1.0258791	0.9764966	0.0483999	0.3483168	0.9686194	0.9015803	0.8998487	0.0314023	0.9925137	1.0573442	0.9971434	1.0752492	1.0233185	0.1321400	0.7135217	0.9997034	0.0046839	0.7976769	0.0629579	0.8381514	0.1420778	0.1947674	0.9272397	0.2462456	0.9744517	0.1066783	0.8297823	0.3645926	0.8417582	0.0487089	0.1715843	0.0438979	0.2925446	0.7272604	0.9776155	0.6553863	0.6826187	0.1819965
