YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.0000000	0.5828392	0.1122144	0.6921287	0.4967459	0.5785828	0.1736917	0.0819741	0.5938408	0.6535553	0.0473461	0.1762133	0.7029380	0.7176847	0.0191276	0.2796996	0.7434650	0.3976510	0.7779286	0.0587626	0.6877016	0.8112474	0.7136226	0.6614419	0.7576558	0.1729114	0.3644177	0.6035803	0.0054995	0.4948726	0.0461694	0.4588322	0.0845993	0.1455958	0.6707119	0.2103215	0.8737978	0.0684717	0.5197620	0.2331443	0.5896886	0.0520800	0.1068897	0.0339825	0.2258944	0.7492638	0.7175294	0.4056262	0.4015929	0.1365693
0.8165682	0.0000000	0.2550266	0.6452554	0.5622647	0.7449812	0.2486617	0.0732263	0.5852436	0.4892276	0.0563038	0.1419847	0.6788715	0.7471118	0.0591995	0.3419135	0.7252771	0.5063519	0.7131033	0.0160522	0.7102897	0.7139995	0.6552559	0.7541185	0.8757620	0.1908615	0.4409515	0.7365047	0.0020856	0.4444013	0.0545695	0.5391491	0.1158141	0.7342846	0.1917673	0.2985268	0.2555370	0.0970548	0.2878708	0.2271964	0.0343943	0.0315085	0.1113127	0.6327916	0.1524712	0.7716518	0.7209029	0.5124543	0.5508207	0.3849755
0.2312806	0.8533905	0.0000000	0.7122590	0.5010582	0.6889675	0.1995021	0.1986460	0.4627900	0.6803384	0.0677683	0.2123989	0.7515177	0.6964806	0.0725172	0.3633118	0.5936220	0.4066847	0.7653500	0.0324533	0.5613936	0.6846524	0.6917321	0.7576976	0.7605307	0.1160055	0.4340975	0.5846933	0.0076435	0.4645251	0.0440439	0.5276127	0.0606003	0.1234745	0.5576298	0.2177357	0.7200579	0.1061387	0.6221725	0.1952329	0.5572313	0.0288067	0.1067568	0.0239371	0.1977281	0.5528767	0.7442595	0.4959612	0.4965545	0.1356916
0.2437842	0.6815243	0.0939791	0.0000000	0.2798687	0.7823971	0.3160278	0.0262003	0.5786627	0.5984566	0.0613372	0.1521677	0.6002087	0.7471121	0.0514503	0.6855900	0.6678393	0.4435383	0.7198440	0.0170235	0.6630674	0.7051816	0.7031371	0.8482919	0.6716957	0.2032611	0.4882603	0.3727124	0.6451882	0.5960806	0.8641873	0.0994130	0.1010865	0.6987865	0.6176258	0.4709775	0.7825919	0.1898415	0.5086245	0.0025400	0.0298157	0.9331524	0.1027455	0.0109613	0.2710107	0.7842116	0.6808959	0.0391941	0.2848025	0.0013535
0.2918395	0.6864741	0.1475335	0.6185841	0.0000000	0.7360887	0.3590211	0.0474427	0.5544803	0.6722117	0.0600907	0.1466275	0.6947389	0.6357252	0.0252247	0.2486780	0.7275288	0.3140280	0.6962964	0.0305252	0.8086058	0.6996194	0.7862908	0.6174914	0.7794967	0.4329352	0.4263241	0.7935580	0.0057512	0.3664916	0.0558594	0.5155265	0.1152882	0.1475494	0.6501371	0.6792983	0.6804945	0.0703168	0.4735892	0.1907932	0.6189064	0.0764411	0.0788117	0.0117590	0.2557302	0.5895542	0.5853748	0.5131233	0.0335505	0.1656171
0.2921391	0.6903231	0.1636640	0.6702118	0.2805970	0.0000000	0.6263791	0.0694500	0.3443811	0.6175911	0.0743219	0.5107344	0.7565398	0.7776134	0.0371435	0.2432448	0.7341197	0.4193618	0.7034031	0.6617302	0.5978256	0.7097126	0.6082568	0.6844380	0.7465458	0.4648221	0.4468371	0.6939459	0.0047611	0.4967483	0.0724716	0.5123494	0.0862645	0.0942211	0.6533439	0.8635364	0.6891760	0.1590788	0.4725308	0.2216111	0.4630838	0.0331561	0.0863498	0.0174980	0.1575443	0.7436452	0.3114384	0.4366484	0.4085661	0.1570924
0.3112042	0.5774449	0.1269258	0.6911646	0.6241835	0.7822000	0.0000000	0.0625145	0.4553826	0.4647384	0.0401232	0.1315974	0.7557842	0.6889035	0.0485112	0.3102572	0.7582911	0.4093130	0.8390364	0.0228928	0.7928795	0.8059647	0.7235727	0.7328470	0.7329264	0.0134281	0.5779323	0.7849653	0.0052498	0.5104177	0.0459287	0.5219509	0.0876987	0.1816412	0.6498749	0.0434047	0.7179034	0.1213373	0.6091550	0.2235677	0.5467380	0.0383072	0.0920020	0.0446263	0.1652964	0.6878868	0.6888421	0.4004515	0.5609117	0.1808843
0.1977671	0.9110708	0.1107662	0.7447593	0.5395986	0.7924855	0.2174985	0.0000000	0.4488978	0.7042649	0.0467296	0.1441865	0.8437118	0.7326296	0.0335790	0.1933981	0.7917693	0.5408058	0.7198487	0.0352168	0.6871244	0.6667208	0.7516974	0.6808104	0.7040137	0.1324186	0.4358113	0.8382767	0.0003486	0.4377076	0.0354495	0.5966013	0.0929589	0.1378497	0.7623573	0.1511962	0.5659299	0.0679006	0.6689253	0.1733930	0.5070559	0.0607305	0.1007932	0.0478231	0.2359165	0.7872884	0.7763239	0.3970881	0.5009088	0.1230926
0.3145801	0.7201958	0.1869276	0.7074491	0.5295126	0.6204610	0.3094403	0.1291148	0.0000000	0.5528974	0.0527799	0.1454595	0.8016166	0.6654801	0.0399136	0.3275326	0.7314888	0.4069730	0.8368073	0.0189800	0.7381782	0.9052529	0.6999970	0.6829405	0.6502519	0.1336977	0.4971474	0.6550723	0.0039822	0.5010404	0.0555507	0.5364015	0.0909985	0.1245604	0.6021164	0.2457615	0.6613395	0.0635957	0.7220624	0.2827857	0.6404362	0.0355097	0.0858221	0.0296287	0.1953925	0.5515220	0.7368214	0.4321025	0.4354529	0.1577214
0.2804393	0.7582701	0.2508470	0.7033444	0.4901955	0.7225482	0.2074132	0.3594896	0.4796525	0.0000000	0.0217253	0.1121115	0.7264830	0.6283147	0.0400111	0.1731320	0.6448049	0.7298050	0.6412315	0.0205787	0.7327487	0.6789653	0.7891743	0.7765486	0.6277046	0.0807048	0.5548141	0.7572893	0.0024238	0.5871479	0.0498945	0.6664803	0.0683368	0.1409917	0.6196187	0.1767087	0.6395301	0.0831735	0.5576636	0.2258834	0.6511379	0.0472746	0.1657918	0.0278753	0.2185120	0.4982804	0.6822024	0.4360961	0.4215753	0.1365685
