YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.1374689	1.0490292	0.1760545	1.0498537	0.6590455	1.0289856	0.2532858	0.0302226	0.7096395	0.8312657	0.0585792	0.2039968	1.0551295	1.0339642	0.0769331	0.3714131	1.0080542	0.6243171	0.9810344	0.0255692	1.0851074	1.0300797	0.9785950	1.0238556	1.0852180	0.1558962	0.6648149	0.9865850	0.0141840	0.7556509	0.0822145	0.6994340	0.1616141	0.1966345	1.0743940	0.3934473	0.9168767	0.0920173	0.8207716	0.3827371	0.7595510	0.0463535	0.1421248	0.0111045	0.3578635	1.0081833	0.8553360	0.6221441	0.6318965	0.2050994
0.6824809	0.5296082	0.3840356	0.9688499	0.8223914	1.0014528	0.2753373	0.2153621	0.6712059	0.8973637	0.0926995	0.1943063	0.8975718	1.0630198	0.0798445	0.4052283	1.0337833	0.5532917	1.0648294	0.0357033	1.0087860	1.1212534	0.9952767	1.0321952	1.0134733	0.1669252	0.5753217	1.1129506	0.0029210	0.8437688	0.0637111	0.7455476	0.1734731	0.6567869	0.5690104	0.3112811	0.9078107	0.1317567	0.8435146	0.2737949	0.7015658	0.0562027	0.1647662	0.1441295	0.1884159	0.9646654	1.1122034	0.6083478	0.6682448	0.4144519
0.3584480	1.0810479	0.0857259	1.1361483	0.7649312	1.0686130	0.2725235	0.0905676	0.7200738	0.7838993	0.1074300	0.1956512	1.0449840	1.0262878	0.0685205	0.3873376	0.9812134	0.5968413	0.9364585	0.0293917	1.1954904	0.9916925	0.9952512	0.9571425	0.9768423	0.2009402	0.7240155	1.0226710	0.0028957	0.7452559	0.0861133	0.7908787	0.1758162	0.1437469	0.9303784	0.3177978	1.0335603	0.1183678	0.8791485	0.2824122	0.7152499	0.0865085	0.1513539	0.0314953	0.2622885	1.0556979	1.0755851	0.6173602	0.6898638	0.1529305
0.4101499	1.1355644	0.1830840	0.5686127	0.6830745	0.9576204	0.3945900	0.1277277	0.7522304	0.8581869	0.0877808	0.2139053	0.8526123	1.0062361	0.0358103	0.7172282	0.9632801	0.5663290	0.9451421	0.0424381	0.9741503	0.9865503	0.9737600	1.0496954	0.9643571	0.2304551	0.7578216	0.9277594	0.0105715	0.7381808	0.1796070	0.2506893	0.1514027	0.2598820	0.8923259	0.4568804	1.0036977	0.2112439	0.7739869	0.2267968	0.8138206	0.2513975	0.1629413	0.0342959	0.2787684	0.9563955	0.9882056	0.3989877	0.6579210	0.1442892
0.4656637	1.0680129	0.1499191	0.9252914	0.3910917	0.9167841	0.4240457	0.0596406	0.8260419	0.8617087	0.0602644	0.2393442	0.9493450	0.9813225	0.0724632	0.4358730	0.9702800	0.6231079	1.0256769	0.0274048	1.1334127	0.9898814	0.9976134	1.0224379	1.0646231	0.3517892	0.6632104	1.0596489	0.0085953	0.6828221	0.0797473	0.6202510	0.1455887	0.2187526	0.8492874	0.6568665	0.9222295	0.0895590	0.7280007	0.3543042	0.8475125	0.0570389	0.1289251	0.0351043	0.2455232	0.9395554	0.9102051	0.6237621	0.4972129	0.2009082
0.3606889	1.0112516	0.1733598	1.0494411	0.6354807	0.5091209	0.5377281	0.0862409	0.5749178	0.8555930	0.0471410	0.2446216	1.0306157	0.9997512	0.0785496	0.4111703	0.9525717	0.6005926	1.0291739	0.0690643	1.0714905	1.0425918	1.0541692	0.9196410	0.9796792	0.3644300	0.6881214	1.0412616	0.0016501	0.7313678	0.0658814	0.7418525	0.1477618	0.1912316	0.7660421	0.7518334	1.0188697	0.1267939	0.7586772	0.3284649	0.8217007	0.0574876	0.1572880	0.0439304	0.2578335	0.9447327	0.9077830	0.6913387	0.5935690	0.1855994
0.4070839	0.9879490	0.2231176	1.0360572	0.7381545	1.0143505	0.1540929	0.1169820	0.6997841	0.8326353	0.0949468	0.2113442	1.0455527	1.1239130	0.0724042	0.4398654	0.8568746	0.6188674	0.9107524	0.0372678	0.9224557	1.1175121	1.0435088	1.0261319	0.9958118	0.0696805	0.6941907	1.1537241	0.0166962	0.7793664	0.0799732	0.7377285	0.1797387	0.1767380	0.8492230	0.1000954	0.9670010	0.1667605	0.8539226	0.3707862	0.7871870	0.0555565	0.1635859	0.0416471	0.3545204	1.0433833	0.9738351	0.7351069	0.7026335	0.2107966
0.4043194	1.0765466	0.1332336	1.0027890	0.7635194	1.0168916	0.2503049	0.0641983	0.7578567	0.8813795	0.0806801	0.2242897	1.0928312	1.0699616	0.0483243	0.4308676	0.9463113	0.6443392	1.0233571	0.0507079	1.0540949	0.9526590	0.9492665	0.9527858	0.9986776	0.1834073	0.7265159	0.9677423	0.0019802	0.7359337	0.0662263	0.7242109	0.1341149	0.1791308	0.9571423	0.2759308	1.0462439	0.0967372	0.8361570	0.3050003	0.8427951	0.0598747	0.1466532	0.0448203	0.2808478	1.0536713	0.9543253	0.6853161	0.6954116	0.2087492
0.3726924	1.0719987	0.1476688	0.8961463	0.7535810	0.9776060	0.2899373	0.0441360	0.3569882	0.9319592	0.0714848	0.2174125	1.0234148	1.0596946	0.0382617	0.4873837	0.9818802	0.6024075	0.8954516	0.0341915	0.8725591	0.9740189	0.9901742	0.9640942	0.9824579	0.1553944	0.6226124	0.9180819	0.0049456	0.7969921	0.0662545	0.7218778	0.1140424	0.1335620	0.9472834	0.3295957	1.0656250	0.1583474	0.8256130	0.2975822	0.8602703	0.0690949	0.1881633	0.0257546	0.3139090	0.9872285	0.9688542	0.6382199	0.7471473	0.1411113
0.3878093	1.0434227	0.3116327	1.1178480	0.7929831	0.9774928	0.2533953	0.1997621	0.7679599	0.4130577	0.0857495	0.1860715	1.0256839	1.0665374	0.0716029	0.4131285	1.0056638	0.8503874	1.0346774	0.0441531	1.0928768	1.0501428	0.9760636	1.0372856	0.9660614	0.1227885	0.6497719	0.9440816	0.0065901	0.7907440	0.0820999	0.7865597	0.1388115	0.2008165	0.8831387	0.2095955	0.9557093	0.1066775	0.8601064	0.3085259	0.7635931	0.0407298	0.1295902	0.0316724	0.3086728	0.8323785	0.9286059	0.7042198	0.7098975	0.1770817
