YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.2790749	0.6819844	0.2256634	0.8624520	0.5204543	0.5437091	0.0858478	0.2410685	0.3105120	0.5433053	0.0462899	0.1357081	0.6755949	0.7138954	0.0025603	0.2865584	0.7406483	0.3732754	0.6762659	0.0001644	0.7365564	0.7306861	0.6089642	0.7577926	0.7472618	0.0120700	0.4989979	0.6631168	0.0005457	0.6088156	0.0963478	0.4052787	0.0705625	0.0853048	0.2999466	0.0148063	0.7079447	0.0780998	0.5650340	0.0050966	0.6185142	0.0090816	0.1882990	0.0195056	0.3241670	0.5463126	0.6575440	0.5543066	0.5189906	0.1244193
0.2287106	0.7006192	0.0897057	0.7003387	0.5762136	0.7437185	0.1230227	0.2772115	0.1774643	0.6740101	0.0410622	0.0155581	0.6321750	0.6601957	0.0330117	0.3016900	0.6295038	0.4668479	0.8050896	0.0018658	0.3973857	0.6500905	0.7773276	0.6586125	0.6465374	0.1184499	0.3765846	0.7277672	0.0035095	0.5173135	0.0107009	0.4818814	0.0427212	0.1276333	0.7028239	0.1007911	0.5623167	0.3837211	0.5055341	0.0285552	0.6222223	0.0569235	0.0401513	0.0069984	0.4558941	0.6212249	0.5390588	0.4513870	0.4887400	0.4219406
0.2672587	0.6946110	0.0491155	0.7849301	0.4200049	0.4809742	0.2720656	0.0391003	0.3685819	0.4369559	0.0517969	0.1513140	0.6084127	0.6278569	0.0363473	0.0906805	0.6178654	0.0966021	0.6294542	0.0492347	0.4943564	0.4375189	0.5915029	0.7793365	0.6543054	0.2204190	0.5474110	0.6641151	0.0002361	0.3081289	0.0845728	0.6085048	0.0907096	0.0790759	0.6538295	0.3863282	0.5721235	0.1828270	0.5796729	0.2792115	0.6411981	0.0080939	0.2051035	0.0151458	0.2238234	0.6207230	0.7197602	0.5328580	0.4088778	0.1875849
0.2354119	0.8384725	0.4170494	0.6781508	0.4819831	0.8274554	0.1904573	0.1315600	0.1824695	0.5615747	0.0426236	0.1598517	0.6254889	0.6821414	0.0304317	0.1735795	0.7491516	0.4545943	0.5245020	0.0001592	0.7315123	0.6008368	0.5553987	0.4848598	0.6171787	0.3222838	0.5075008	0.7940881	0.0042445	0.6652618	0.0338940	0.6211964	0.0630715	0.0910735	0.3477004	0.3218138	0.6856823	0.0322439	0.7227723	0.3728059	0.5148794	0.0301174	0.0565953	0.0414642	0.5876264	0.6796017	0.8253359	0.5339754	0.4375625	0.1287354
0.3135993	0.5053294	0.2252380	0.6225315	0.4815505	0.6961938	0.1937104	0.1790309	0.2586624	0.5632791	0.1656256	0.0237073	0.4357637	0.4691244	0.0003727	0.3727639	0.6441801	0.4226122	0.6036120	0.0000205	0.7702713	0.7261278	0.7558131	0.5443105	0.3777455	0.0785842	0.5060207	0.6683157	0.0053779	0.5414980	0.0586448	0.5732692	0.0438103	0.1451534	0.5136820	0.1970564	0.6441925	0.2489584	0.6727775	0.3037941	0.4827708	0.0103901	0.0589618	0.0200056	0.1366289	0.7031093	0.3731895	0.3804856	0.4403451	0.2109754
0.2479908	0.6752934	0.0756067	0.3015576	0.4429870	0.7688379	0.1693397	0.4825150	0.6863224	0.5799869	0.1076690	0.0144708	0.7095290	0.6573509	0.0010709	0.4979424	0.6644668	0.5529531	0.7027870	0.0507519	0.7030692	0.4729641	0.3857682	0.6403046	0.5084167	0.0816381	0.1558348	0.6783352	0.0119973	0.2787663	0.1964135	0.0815967	0.0651646	0.2007887	0.6971082	0.3411217	0.7258499	0.1257371	0.5417574	0.0499346	0.5492407	0.1959728	0.4817823	0.0116979	0.2565780	0.2764940	0.6846529	0.3517748	0.4060984	0.3611283
0.2622161	0.6389262	0.1108787	0.5452612	0.6353423	0.7031508	0.1340720	0.1059108	0.4614682	0.6566856	0.0210056	0.2432092	0.6043375	0.7044774	0.0146310	0.4619796	0.7436155	0.3689994	0.6753908	0.0312785	0.5904328	0.5532888	0.5733689	0.6281502	0.6595102	0.0692622	0.4723058	0.7736430	0.0012120	0.4954829	0.0106570	0.2747239	0.0360452	0.1679447	0.6354764	0.1501410	0.6690551	0.1625306	0.6379949	0.1035944	0.6918175	0.0844912	0.0660140	0.0249680	0.2322396	0.6689918	0.6971744	0.3179880	0.5924280	0.3469831
0.2795438	0.6807220	0.3632998	0.5212781	0.4623819	0.4472291	0.4256599	0.2013131	0.2713498	0.7139529	0.0568749	0.2140667	0.7298528	0.3474288	0.0016861	0.4431077	0.7275007	0.2274808	0.6520021	0.0006836	0.7006143	0.6780011	0.6158263	0.7327257	0.5521339	0.6677894	0.3250722	0.7956562	0.0027776	0.5115053	0.1369122	0.2477458	0.0214348	0.2136239	0.7492174	0.4764678	0.6691055	0.1807183	0.5706971	0.1420206	0.5145734	0.0945747	0.1209355	0.0242528	0.3155753	0.6065485	0.2787458	0.5822476	0.3524099	0.1336747
0.2543594	0.7018286	0.1613536	0.4467305	0.4962257	0.7093886	0.0416685	0.2026591	0.6788893	0.5766300	0.0439311	0.1280699	0.6824791	0.2567174	0.0007876	0.4760260	0.6497569	0.2550086	0.5680018	0.0275168	0.7212275	0.7935308	0.6365764	0.6742525	0.7364929	0.3972977	0.3797559	0.2693236	0.0035780	0.5753035	0.0716610	0.1964825	0.0853252	0.1600784	0.6293232	0.2579581	0.6301297	0.1568623	0.6287695	0.0789295	0.6191474	0.0608030	0.1631097	0.0157863	0.1201062	0.4573275	0.5785151	0.2831418	0.4140257	0.2746277
0.2707377	0.5893585	0.0615057	0.6150691	0.6431685	0.6110184	0.0331297	0.0590284	0.2640903	0.5871036	0.0455204	0.2040643	0.7444357	0.5938040	0.0600532	0.2553255	0.6517603	0.6203324	0.6280964	0.0334833	0.6380958	0.7743408	0.5281361	0.6324562	0.8285657	0.0073858	0.3001743	0.5659123	0.0001490	0.5539167	0.0287527	0.4989978	0.0429746	0.2313270	0.4766652	0.0043992	0.6917068	0.1674791	0.6804087	0.4535284	0.5315006	0.0407225	0.2342800	0.0510808	0.1759167	0.7127061	0.7632519	0.7073822	0.5378263	0.2097651
