YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.4848851	0.9891978	0.1618779	1.1185372	0.7488533	1.0362561	0.2294156	0.0405598	0.6788284	0.8207883	0.0507444	0.2242542	0.8635207	0.9609471	0.0369772	0.3643350	1.0668499	0.6645881	0.9344738	0.0227626	1.1045953	1.0036991	0.9729261	1.0043502	1.1385668	0.0988607	0.6212080	0.9976231	0.0120462	0.7201365	0.0912512	0.7336777	0.1584608	0.1908514	0.9024597	0.2144108	0.9937798	0.1581424	0.7518241	0.3079376	0.7741695	0.0527327	0.1330287	0.0592475	0.2734118	1.0001985	1.0266616	0.6807584	0.6656414	0.2579624
