YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.2095183	0.6085150	0.2722592	0.6649699	0.4668599	0.4733368	0.0889551	0.2289264	0.3701787	0.5112715	0.0529080	0.1685266	0.7059993	0.7968565	0.0053154	0.3671837	0.6223422	0.3140764	0.6522457	0.0005022	0.7598054	0.7544618	0.7423648	0.7156535	0.6366035	0.0108274	0.5936751	0.7191897	0.0007780	0.5980476	0.0660069	0.4784225	0.0632011	0.0598578	0.3870603	0.0149680	0.7079805	0.1015127	0.5092132	0.0026957	0.5692842	0.0274587	0.1370460	0.0172497	0.3120099	0.4955650	0.6108197	0.4271439	0.4207550	0.0939056
0.3048968	0.7600282	0.0926517	0.6122092	0.6904704	0.7680350	0.1268558	0.2669505	0.1439778	0.6964029	0.0576174	0.0288525	0.7175340	0.7433678	0.0721014	0.2713901	0.7951615	0.4343433	0.6446379	0.0003156	0.4153386	0.7092112	0.7529966	0.8231465	0.6626527	0.1226762	0.3823798	0.7141652	0.0094847	0.4454147	0.0041094	0.5326155	0.0903795	0.1398247	0.6973589	0.1628992	0.5577884	0.3136426	0.6235197	0.0213428	0.5377424	0.0443792	0.1140257	0.0050026	0.5772699	0.5311662	0.6292409	0.4261375	0.5133521	0.3894078
0.2230814	0.6148235	0.0686984	0.7682280	0.4507289	0.4520173	0.3100431	0.0407369	0.4675214	0.5683389	0.0661947	0.1156861	0.5594236	0.7423943	0.0261324	0.1246496	0.6209577	0.0920592	0.6889018	0.0429737	0.3672275	0.5180941	0.6113313	0.5206541	0.6377690	0.1562949	0.5338087	0.6848262	0.0027499	0.3580642	0.0533425	0.6222261	0.1123358	0.1815620	0.6005934	0.4154035	0.6038101	0.1568699	0.6282773	0.2548851	0.5590889	0.0184307	0.1914243	0.0079878	0.2777025	0.4867469	0.6004879	0.4437240	0.4023573	0.1070581
0.3113318	0.8337368	0.4881121	0.7110376	0.5562906	0.7676862	0.1524294	0.1276234	0.2368845	0.5230941	0.0221777	0.1237202	0.5579411	0.7588123	0.0616486	0.1236421	0.6827476	0.5638959	0.6594262	0.0012982	0.6803756	0.7589605	0.5320282	0.5456821	0.6096161	0.2946904	0.5735493	0.7423018	0.0109537	0.5354705	0.0378404	0.6249060	0.0256967	0.1344605	0.4192530	0.3270550	0.5835746	0.0352202	0.7019468	0.4600262	0.5750851	0.0321102	0.1186363	0.0490073	0.6185663	0.7636143	0.7651055	0.5913775	0.4278065	0.1651511
0.3312520	0.5369915	0.2260619	0.6196783	0.5650992	0.7527586	0.2195942	0.2416797	0.2797757	0.4991971	0.1611688	0.0159179	0.5725739	0.4591304	0.0003596	0.3147300	0.5565050	0.3127995	0.6873325	0.0000253	0.7942146	0.6378005	0.8418399	0.5770390	0.3593227	0.0507313	0.5625326	0.7400400	0.0023558	0.6351454	0.0631982	0.4885939	0.0350023	0.1679300	0.4878838	0.1996944	0.7128632	0.1548804	0.7052526	0.3402988	0.4995099	0.0357543	0.1389281	0.0382745	0.0917566	0.5685757	0.4511953	0.4357839	0.4386793	0.2183720
0.2749123	0.7709323	0.0927101	0.2685321	0.4316904	0.7228245	0.2444327	0.4524586	0.5619436	0.5487919	0.1031306	0.0098031	0.6725929	0.7066305	0.0023437	0.5378455	0.8099724	0.4251453	0.6665641	0.0284959	0.7347230	0.4855668	0.2662249	0.7456304	0.6237140	0.0829997	0.1918450	0.7781116	0.0186293	0.2847280	0.2083220	0.0890184	0.0904049	0.1682941	0.5808452	0.3145178	0.7796600	0.1374701	0.5275741	0.0649821	0.6707530	0.2388660	0.5001244	0.0158291	0.3442801	0.2943072	0.6352326	0.4019621	0.4219088	0.2818433
0.3983671	0.7326645	0.1884228	0.5057141	0.6079850	0.5721538	0.1638767	0.0889693	0.5776701	0.6496603	0.0486249	0.0972678	0.6722543	0.7177697	0.0252857	0.3927715	0.6741950	0.2898559	0.6916075	0.0477497	0.5939727	0.5345852	0.7266750	0.5686621	0.7594688	0.0698538	0.5838368	0.6416911	0.0025554	0.4501399	0.0204719	0.2537682	0.0363866	0.1593826	0.4824567	0.1722180	0.7584147	0.0999089	0.5521840	0.0920182	0.4600325	0.0498018	0.0376450	0.0331714	0.2877761	0.6193144	0.7960755	0.4050300	0.4985913	0.2974363
0.2712929	0.5302853	0.3713990	0.5061531	0.4756032	0.4058319	0.3991601	0.1768455	0.3363440	0.6834271	0.1175469	0.2206937	0.7008813	0.4886304	0.0002606	0.4451779	0.5636303	0.2976920	0.5701904	0.0014633	0.6026217	0.6584434	0.6284503	0.6960969	0.5830493	0.6158858	0.3834667	0.7862820	0.0093714	0.5388412	0.1700294	0.2223674	0.1070276	0.2371464	0.6419759	0.3268090	0.7246827	0.1792190	0.7518975	0.1104049	0.5777661	0.0717983	0.0828920	0.0020975	0.2856539	0.5935668	0.3355769	0.6705118	0.3696504	0.1549323
0.2334212	0.5361577	0.1337345	0.4378334	0.4628679	0.6567186	0.0905049	0.2891024	0.6604917	0.7288327	0.0543577	0.1726776	0.7650486	0.2348009	0.0131745	0.3951939	0.6842585	0.2249257	0.6344883	0.0276715	0.6166456	0.8494393	0.6375831	0.6729586	0.8227080	0.3376783	0.4652182	0.2067022	0.0025960	0.5759067	0.0618366	0.2394269	0.1311257	0.1600604	0.6758786	0.2774647	0.6929749	0.1344280	0.5305956	0.1072117	0.6385670	0.0703808	0.1302570	0.0162315	0.0905714	0.4369585	0.6158016	0.2547560	0.3786616	0.3836003
0.3390100	0.5302434	0.0571565	0.6065173	0.5815917	0.5279020	0.0438517	0.0764536	0.2995843	0.5824611	0.0639133	0.1526085	0.7419186	0.5822972	0.0480339	0.2602650	0.5492929	0.5174745	0.8291780	0.0682770	0.7873618	0.7009874	0.4327954	0.7429136	0.6849996	0.0094473	0.3121986	0.4954651	0.0035782	0.5466222	0.0309109	0.6457913	0.0452121	0.2865409	0.6075845	0.0053601	0.5816107	0.1096191	0.7015423	0.4941845	0.5534036	0.0370138	0.3078206	0.0529613	0.1484921	0.6953993	0.8045601	0.6374224	0.5586359	0.1917497
0.3492996	0.5071025	0.3828868	0.7765032	0.5624337	0.5461309	0.1398578	0.2412456	0.3468645	0.5371172	0.0775131	0.0295343	0.5848536	0.6825080	0.0098051	0.1620736	0.6802095	0.4208168	0.6998618	0.0011087	0.5275204	0.5291692	0.7619668	0.4413710	0.5760781	0.2262039	0.4656710	0.7411590	0.0015557	0.2086082	0.0576892	0.6616691	0.1269974	0.2791216	0.4466691	0.1006505	0.7892121	0.0243866	0.5872350	0.1493423	0.5310673	0.0354922	0.1468899	0.0178206	0.2524232	0.5753369	0.6210768	0.4556539	0.4104127	0.2770393
0.3025299	0.5573342	0.1872055	0.7162241	0.6336883	0.7200091	0.1594931	0.0260350	0.7966835	0.6459517	0.0555044	0.0770442	0.5551723	0.6240864	0.0307889	0.2073563	0.5036893	0.4943638	0.6195769	0.0012625	0.6475703	0.7306308	0.5885280	0.7023698	0.7986714	0.1202252	0.3341759	0.7207024	0.0095290	0.7486842	0.0014606	0.4851722	0.0789391	0.3146438	0.4821946	0.1721879	0.5897280	0.0517422	0.6054721	0.4121512	0.6450436	0.0706367	0.0949417	0.0391555	0.1612886	0.5970426	0.6710050	0.4372664	0.4310404	0.3073711
0.2831866	0.7075244	0.1857344	0.6482907	0.5924253	0.7076209	0.0863044	0.1543754	0.6755928	0.5696305	0.1065719	0.1389024	0.5804913	0.6302030	0.0479754	0.3239545	0.7356238	0.3749357	0.6510165	0.0002485	0.4870117	0.5944033	0.7381198	0.5886901	0.4192875	0.2486994	0.4033060	0.6706305	0.0006184	0.5258816	0.0170139	0.4960747	0.1342961	0.1990465	0.3160088	0.1522678	0.6780686	0.1233421	0.6358743	0.5151792	0.6625930	0.0214005	0.1031122	0.0227480	0.2897378	0.7095872	0.3558537	0.5186660	0.4996254	0.1480325
0.2414543	0.6909070	0.1316281	0.8984422	0.5569546	0.6976190	0.1636907	0.0095509	0.2412182	0.6401822	0.0214594	0.0220169	0.9705706	0.5097196	0.0737856	0.2848870	0.6241625	0.6046995	0.6105342	0.0001002	0.7863548	0.4768895	0.7157570	0.5897662	0.7626823	0.0745833	0.4641269	0.6286016	0.0160086	0.3063109	0.0056468	0.5193277	0.0269384	0.1965594	0.4441620	0.2356773	0.6717830	0.0436149	0.4826466	0.1322457	0.5293046	0.0856590	0.0826289	0.0297287	0.2695598	0.7192583	0.7232318	0.4756871	0.5373988	0.1833802
0.2661406	0.5502814	0.0785515	0.2504971	0.3389808	0.7242692	0.2262613	0.1414371	0.5851592	0.5620929	0.0411043	0.0169581	0.3594853	0.3448896	0.0709377	0.5527494	0.6631661	0.4036593	0.6920499	0.0667067	0.7717977	0.7178780	0.5121837	0.5485348	0.7225327	0.3309741	0.3659777	0.6969358	0.0165385	0.5502024	0.1469998	0.0346474	0.2738977	0.1773094	0.6343008	0.3402725	0.7121359	0.2516200	0.4523537	0.0904106	0.4934484	0.3181912	0.1655097	0.0160200	0.0804560	0.8672136	0.7018564	0.3179339	0.3536755	0.4316040
0.1973848	0.7306820	0.0804453	0.8805884	0.5562499	0.6821072	0.1671034	0.0230179	0.4249560	0.5442028	0.0194597	0.0020062	0.6773603	0.6698700	0.0005092	0.3320778	0.5437473	0.1801499	0.7403959	0.0450370	0.7401497	0.7521393	0.7892555	0.6904455	0.7475449	0.0979170	0.4566212	0.5736527	0.0074300	0.5294907	0.0585025	0.3801742	0.0166636	0.1167617	0.5720726	0.2638420	0.7269988	0.0752906	0.6169601	0.0440616	0.5726502	0.0447584	0.1208481	0.0279896	0.0373172	0.7156971	0.6810863	0.5083936	0.4712472	0.1664284
0.2833635	0.8101498	0.0550156	0.4884681	0.6221464	0.6969630	0.1273392	0.5427302	0.4939968	0.5536686	0.2153261	0.0103496	0.6224725	0.5787792	0.0650966	0.1766629	0.6916356	0.1822842	0.7849762	0.0243098	0.5229148	0.8294024	0.6945249	0.4719993	0.4433035	0.0492713	0.4570865	0.6593154	0.0015316	0.4506729	0.0198196	0.5931000	0.0488442	0.1725903	0.5447297	0.2778619	0.6436911	0.0323743	0.5962077	0.3574039	0.6061508	0.0614961	0.0191085	0.0070933	0.4674027	0.4377708	0.7223025	0.4387873	0.5381639	0.1859631
0.2986356	0.8320332	0.4244329	0.4786728	0.5661345	0.8037538	0.2924183	0.0166350	0.4094578	0.6074659	0.0125339	0.1616769	0.6509064	0.5008579	0.0034907	0.3184984	0.6435547	0.4599411	0.6933594	0.0001768	0.6343809	0.6649998	0.7646568	0.4165886	0.6757736	0.0817714	0.5372728	0.7100553	0.0011766	0.6076831	0.0173464	0.3333273	0.1266617	0.1198320	0.5813248	0.4227955	0.4084893	0.5195677	0.7032522	0.0036046	0.5385155	0.0658833	0.1430124	0.0095211	0.2887016	0.4073096	0.5514080	0.4665052	0.4467257	0.2004682
0.2220192	0.8544308	0.1602531	0.6810622	0.5551921	0.6838820	0.2694185	0.0230829	0.5784545	0.5670957	0.0867660	0.0004290	0.6818897	0.6912029	0.0787941	0.3209530	0.6569733	0.3872937	0.6522390	0.0098603	0.6452966	0.8751522	0.6433691	0.5529949	0.5377520	0.1162474	0.4723191	0.7142182	0.0046928	0.5960824	0.0016983	0.6872363	0.0176006	0.2227910	0.4837434	0.1829581	0.6205751	0.0683531	0.7556987	0.0010434	0.5311272	0.0371824	0.1226728	0.0128672	0.2693970	0.5297170	0.6530822	0.4533445	0.4501697	0.1913649
0.2234776	0.8729283	0.1232979	0.5611909	0.6634602	0.6838436	0.1507051	0.0653844	0.2537723	0.6049224	0.0538158	0.0221726	0.6189687	0.6038955	0.0970011	0.2942868	0.7013585	0.4612505	0.7833546	0.0094242	0.6974061	0.5683258	0.7087385	0.6322621	0.6545054	0.0659773	0.4242080	0.7025937	0.0015579	0.2961062	0.0048063	0.4718190	0.1208549	0.0837022	0.6211205	0.1451818	0.6179848	0.0801469	0.8072007	0.3949956	0.5352207	0.0194119	0.1285506	0.0368518	0.2857271	0.3495273	0.6977830	0.6456433	0.5879793	0.1631788
