YBL005W	YGL013C	YOR140W	YBR182C	YHL027W	YGL162W	YGR249W	YGR044C	YER045C	YCR097W	YCL067C	YPL177C	YOL089C	YML099C	YMR019W	YKL185W	YCL066W	YCR040W	YDR421W	YMR070W	YLR013W	YGL254W	YMR021C	YHR006W	YJL110C	YDR393W	YGR136W	YLR300W	YLR393W	YCL043C	YGR282C	YDR420W	YCR104W	YOR268C	YNR008W	YOR209C	YPR203W	YKR097W	YDR282C	YPR198W	YML111W	YDR351W	YDR058C	YPR169W	YBL109W	YIL014CA	YOR280C	YLR390W	YDR402C	YPL249CA
0.3824535	0.9832139	0.3655773	1.1036271	0.6641682	0.6686189	0.0910598	0.3691417	0.4724179	0.8069118	0.0808319	0.2322045	0.9743762	1.1160929	0.0042297	0.3774689	1.1220476	0.5529835	0.9705373	0.0002314	1.0475106	1.0184805	0.9581129	1.0440659	1.0800090	0.0141873	0.6453872	1.0072728	0.0008048	0.8637370	0.0946336	0.6120507	0.1285465	0.1012424	0.4902946	0.0307087	1.0865198	0.1337015	0.8210562	0.0100934	0.8144983	0.0238554	0.1825582	0.0334896	0.5026819	0.8317649	0.9273673	0.7438497	0.6890113	0.2338614
0.3970426	1.0705850	0.1447354	1.0391352	0.8363445	1.0020100	0.2236027	0.3235106	0.2310951	0.9447810	0.0652439	0.0317084	0.8992905	1.0523927	0.0582934	0.4003655	1.0591666	0.6421984	1.0326772	0.0012090	0.5508342	0.8558538	1.1065697	1.0106595	1.0705607	0.2010829	0.5945684	1.0026447	0.0060151	0.6821990	0.0191563	0.6119575	0.0784003	0.1589080	0.9743937	0.1992401	0.8506481	0.5787246	0.6921129	0.0452248	0.7990146	0.0606561	0.1146376	0.0088211	0.6581650	0.8741511	0.9311143	0.6101237	0.6681232	0.5732963
0.3300892	0.9564302	0.0887911	1.0679625	0.6636353	0.6749431	0.4187456	0.0608299	0.5616162	0.7304939	0.0626373	0.2863821	0.8627747	1.0127504	0.0630853	0.1387359	0.8885536	0.1331794	1.0540036	0.0696856	0.6251965	0.6759234	0.9070216	0.8926222	0.9941527	0.3394874	0.7152117	0.9618468	0.0005455	0.5300377	0.0773230	0.8115256	0.0818760	0.1857865	0.9236692	0.5320435	0.9079421	0.2767632	0.8680449	0.4753122	0.7967990	0.0144756	0.2662613	0.0153409	0.3796816	0.7317444	0.9057645	0.6695512	0.5812575	0.2080386
0.4201671	1.0639715	0.5730201	1.0216845	0.7814893	1.0170433	0.2316120	0.1759800	0.3241943	0.8027790	0.0439632	0.1801663	0.8338486	1.0102116	0.0607232	0.2297572	1.0487601	0.7309160	0.8151450	0.0006353	1.0598808	0.9883035	0.8636210	0.6950788	0.8192381	0.4538683	0.7533877	1.0028953	0.0088903	0.8065263	0.0365936	0.7593418	0.0867317	0.1447946	0.4253011	0.4770543	1.0160668	0.0501823	0.8991904	0.5967763	0.7266175	0.0365252	0.1654323	0.0421298	0.8385093	1.0157985	0.9818835	0.6620234	0.7089256	0.2001765
0.4857485	0.7729911	0.3133700	0.9299996	0.7487229	0.9643227	0.3053140	0.2342029	0.3401867	0.7554670	0.2673157	0.0289224	0.7818259	0.5791560	0.0008464	0.4507905	0.9528449	0.5610946	0.8979950	0.0000283	0.9773892	1.0444441	0.9795871	0.8976683	0.5517239	0.1280472	0.7751394	1.0148671	0.0088755	0.8155071	0.0887569	0.6979804	0.0662429	0.2201361	0.7575704	0.2558170	0.9796694	0.3439223	0.9302975	0.4682564	0.7648968	0.0244462	0.1304726	0.0355398	0.1909259	0.8927087	0.5972706	0.5966538	0.6688698	0.2976663
0.3730850	1.0144335	0.1417391	0.4303834	0.6086933	0.9367012	0.2952166	0.7350744	0.9222166	0.7840931	0.1004768	0.0230008	1.0197037	0.8886440	0.0006546	0.7547113	1.0150118	0.6919956	1.0038067	0.0550567	1.0213002	0.7125305	0.5151657	0.9850734	0.8101775	0.1403995	0.2796909	0.9182105	0.0077843	0.3593673	0.2146897	0.1227777	0.1470318	0.2647342	0.8767150	0.4527519	1.0615957	0.2258218	0.8402031	0.0969079	0.8953657	0.2845890	0.7446058	0.0173034	0.4467308	0.4020617	0.8868703	0.6120235	0.5102972	0.3642501
0.4005761	0.9591854	0.2228824	0.7454399	0.8577767	1.0207512	0.2298777	0.1548421	0.7675835	0.8757065	0.0430473	0.2277014	0.9882398	0.9885352	0.0338193	0.5940630	0.9277618	0.5149236	1.0525339	0.0521554	0.8344209	0.7925117	0.9174292	0.8524915	0.9947283	0.1142391	0.7297796	1.0283816	0.0035342	0.5196251	0.0239256	0.3674667	0.0498260	0.2636809	0.8846822	0.2336849	0.9800500	0.1604294	0.8701381	0.1796446	0.7465643	0.0994850	0.0915679	0.0611084	0.3230267	0.8727614	1.0419161	0.5592132	0.6842218	0.4284524
0.4276892	0.8425575	0.5044751	0.7242067	0.6458152	0.5997606	0.4864475	0.3186740	0.4164364	0.9336287	0.1099554	0.3245510	1.0334528	0.5298343	0.0019806	0.6422939	0.9493704	0.3455481	0.9552183	0.0008784	0.9177533	0.9888385	1.0178793	0.9940145	0.8410287	0.8863050	0.5071075	1.0034631	0.0060275	0.8254921	0.1869203	0.3618536	0.0536351	0.3263919	0.9324046	0.6527253	0.9541103	0.2043194	0.8517567	0.1466482	0.8406173	0.1420222	0.1748084	0.0209967	0.4428126	0.9141173	0.4316307	0.7821272	0.5428023	0.1949862
0.3725442	1.0566230	0.2469533	0.6155983	0.6803163	0.9478385	0.0766637	0.3154481	0.9077482	0.8720096	0.0702314	0.1950850	1.0109452	0.4271157	0.0012408	0.6027219	0.9330925	0.2869389	0.7847885	0.0445760	1.0215440	1.0856905	0.9417732	1.0576171	1.0541796	0.4859383	0.5301684	0.2943728	0.0113341	0.8202493	0.1108032	0.2675433	0.1342140	0.1821818	0.9438857	0.3962157	1.0100425	0.1968099	0.8170729	0.1568977	0.8682921	0.0876258	0.1289931	0.0312330	0.2301973	0.6770277	0.9278835	0.3757251	0.5462875	0.4154284
0.4412638	0.8706427	0.0631527	0.9764593	0.9394509	0.7706747	0.0636400	0.1001693	0.3898570	0.7905491	0.0742590	0.2819402	1.0528646	0.8744680	0.0647362	0.3914424	0.9778717	0.7417442	0.9798423	0.0489799	1.0123751	0.9294175	0.7545772	0.9584228	1.0645308	0.0153801	0.4262059	0.7406934	0.0004007	0.7865437	0.0552971	0.7162011	0.0572631	0.3318213	0.7173873	0.0065745	0.9165925	0.2361065	0.9672732	0.7001093	0.7361057	0.0300272	0.3870665	0.0635015	0.2253425	1.0290779	0.9996570	0.8648021	0.7192146	0.2637775
0.5445730	0.7018512	0.5620167	1.0024121	0.7564470	0.7802464	0.2253864	0.4545077	0.4835236	0.8152503	0.0942975	0.0776575	0.9537755	0.9657833	0.0072089	0.2829996	1.0790944	0.5369860	1.0593824	0.0012249	0.8660727	0.8048884	0.9149710	0.6298662	0.9653607	0.3222854	0.7427254	1.0271562	0.0007575	0.4159700	0.0916208	0.8959766	0.1313203	0.2997318	0.7091769	0.1209465	0.9518669	0.0476273	0.7564384	0.2620955	0.7163941	0.0246454	0.1499099	0.0453856	0.2835109	0.8100839	0.7750257	0.6569078	0.7294604	0.3572235
0.5994108	0.7022946	0.2645052	1.0432946	0.7640366	0.9767206	0.2339643	0.0472745	0.8976800	0.8424050	0.0574518	0.0549827	0.7711117	0.9104798	0.0668474	0.2942202	0.5830341	0.7079341	1.0236530	0.0019370	1.0818578	0.9581345	0.7604877	0.9925729	0.9905567	0.0962921	0.4563641	1.0934376	0.0031734	0.8542617	0.0211191	0.6794123	0.1175464	0.3634483	0.7283194	0.1805512	0.9920820	0.0588043	0.7343695	0.4636561	0.7788654	0.0515121	0.1176582	0.0432349	0.1597506	0.9153408	0.8739142	0.5677582	0.6709834	0.5025736
0.3970784	0.9889372	0.3537196	1.0409882	0.9091677	1.1161988	0.2030331	0.3130347	0.9057042	0.8486795	0.1873288	0.2065924	0.7470924	0.9651472	0.0438964	0.4252156	0.9948920	0.4221766	1.0413811	0.0005501	0.7644933	1.0393778	1.0043879	0.9134758	0.6450823	0.4251829	0.5289607	0.9960216	0.0008967	0.8767445	0.0346364	0.6834483	0.1874358	0.2326804	0.6478408	0.1354832	1.0354171	0.1836199	0.8425613	0.7323700	0.9622999	0.0548067	0.1305468	0.0188417	0.3843963	0.8300797	0.5553901	0.6623649	0.6925554	0.1953587
