YGL013C	YBL005W	YOR140W	YPL038W	YPL248C	YGL035C	YGR044C	YCL066W	YML051W	YDR146C	YLR013W	YGL209W	YJL056C	YCR097W	YCR018C	YCL067C	YCR040W	YHR006W	YOR032C	YOL089C	YMR280C	YCR096C	YKL020C	YBL103C	YKL185W	YCR039C	YMR240C	YOR148C	YCL074W	YAR003W	YER134C	YDL114W	YBR070C	YDR397C	YJL188C	YDR469W	YFL064C	YLR467W	YDR343C	YGL001C	YNL253W	YFL063W	YDR544C	YHR092C	YOL083W	YIL128W	YLR360W	YER078C	YMR193W	YDL082W
0.3834360	0.6325014	0.4645766	1.0515361	0.7113178	0.5534558	0.5720415	0.9880122	0.3684203	0.0011053	0.0011334	0.8902325	1.0126600	0.8841434	0.3087485	0.0959197	0.8249099	0.8946357	0.8726265	1.0533753	0.7693359	0.8477360	1.0105953	0.7300741	0.0018067	0.0004469	0.7763027	0.6017834	0.1479170	0.2302798	0.2283313	0.0029555	0.8175313	0.8680182	0.4323841	0.7963034	0.2540586	0.0025001	0.7664014	0.2881203	0.2389207	0.9753863	0.2749041	0.0008202	0.3014824	0.7670609	0.0000177	0.4770870	0.5564559	0.7696412
0.4210331	0.6383875	0.3729243	1.0890033	0.7070749	0.7275724	0.6614115	0.4874752	0.7229085	0.0011522	0.0010467	0.9782707	0.8818711	1.0029968	0.0025322	0.0000762	0.6799480	0.9997612	1.0549766	0.8939703	0.8863987	0.8773035	0.8993656	0.9294341	0.1827750	0.0000260	0.6366423	0.6321080	0.1671180	0.2583473	0.1654961	0.0020721	1.0672494	0.9550677	0.3866576	0.7007416	0.0003971	0.0412811	0.9102790	0.7206289	0.1595733	1.0253814	0.3182043	0.0011042	0.1541826	0.6448704	0.4865548	0.5381565	0.5026535	0.5944113
0.3885804	0.4808545	0.6640001	0.9878890	0.3890093	0.5409488	0.8467704	0.1448945	0.4574817	0.0001390	0.0006305	1.0133679	0.8322348	1.0637651	0.0995393	0.1284400	0.8857636	1.0342835	0.6676236	0.8032904	0.7637000	0.9260928	0.9418394	1.0608923	0.1802862	0.0045598	0.7879072	0.5610239	0.3401848	0.4375821	0.1163757	0.2940569	1.0560213	1.0447759	0.1584543	0.2883380	0.2527095	0.0161888	0.9504908	0.4683658	0.2643153	0.9877187	0.3826259	0.0023430	0.1353985	0.7723001	0.3121920	0.6007561	0.5228193	0.6086283
0.4819311	0.6174550	0.4036319	1.0543013	0.7525723	0.4645825	0.3795674	0.1056070	0.2876589	0.0014653	0.0049072	0.8121806	0.9672013	1.0250115	0.1015178	0.1011385	0.8613851	1.1000843	1.0595510	1.0361040	0.8555816	0.8479258	1.0470994	0.9197022	0.0443394	0.0000186	0.7395148	0.4295943	0.0535886	0.0843184	0.1487356	0.2737869	1.0926315	0.8690645	0.2593070	0.6391631	0.4072642	0.3648462	0.6205085	0.6235755	0.2349877	1.0435034	0.3129009	0.0020646	0.2893936	0.7118224	0.0249528	0.6992018	0.6084835	0.6793062
0.4326581	0.7756746	0.5789744	0.9006043	0.7590379	0.3578546	0.8899515	0.7021497	0.5431219	0.0031909	0.0001513	0.5134921	1.0142585	0.8734991	0.2371162	0.0017181	0.8251659	1.0464458	0.4086386	1.0588027	0.8100380	0.8919987	1.0551872	0.8439117	0.1970431	0.0007340	0.6282917	0.5281181	0.0658929	0.1524924	0.2865194	0.0084630	0.9462393	0.9781084	0.3301072	0.9801967	0.0008852	0.0167237	0.9234359	0.1596112	0.2070074	0.9983860	0.2917647	0.0202072	0.3266638	0.6428017	0.6621149	0.5639860	0.9985157	0.3554062
0.4856455	0.7326747	0.4423654	0.6426507	0.8466482	0.5166142	0.7927999	0.7115387	0.4139769	0.2171430	0.6422031	1.0692840	1.1074705	0.9081504	0.0041424	0.0146779	0.5686861	0.9436230	0.8856739	0.9687940	0.9246084	0.9973471	0.8413074	0.8588692	0.2566560	0.0009540	0.4623477	0.5481452	0.6499444	0.1522923	0.1626919	0.5789001	0.3605928	0.2813964	0.5541152	0.9030448	0.2325206	0.5337996	0.9753395	0.7853705	0.2094411	0.3914581	0.0218514	0.0013707	0.1718876	0.5907682	0.7507076	0.5039893	0.5260964	0.6870914
0.4579431	0.6855724	0.6755000	1.0761372	0.6971645	0.5329438	0.5542360	0.0012526	0.6140912	0.0009613	0.0010575	0.6254481	0.9977351	0.9864598	0.0002662	0.1165685	0.8370621	1.0549120	1.0580482	0.9825407	0.7459578	0.9475383	0.9426357	1.0899840	0.4590403	0.0000107	0.5709597	0.6999855	0.0708500	0.1464922	0.1810903	0.0029542	1.1286572	0.7738402	0.4183758	0.9873565	0.3689607	0.1023949	0.9676782	0.2095035	0.2044255	1.0895506	0.4273982	0.0013309	0.3297466	0.7256174	0.9427844	0.7658353	0.5044485	0.2697774
0.5589044	0.7766550	0.8622464	0.7719116	0.7728474	0.6412648	1.0441326	0.4004496	0.4826010	0.2801240	0.7348996	0.9952000	0.9804819	0.9651742	0.0056206	0.0000226	0.9149690	1.0019299	1.0288535	0.9971329	0.9769881	0.8305250	0.9284886	1.0799134	0.6057132	0.0048494	0.3726726	0.5830254	0.2797357	0.1485679	0.1891500	0.7616433	0.0493828	0.2785852	0.4432709	0.8827144	0.5932405	0.6191807	1.0293111	0.7766999	0.1652602	0.6077185	0.2358201	0.0010959	0.2127078	0.5027889	0.9099180	0.8772496	0.4807523	0.8097624
0.3847421	0.4811792	0.3518410	1.0210324	0.6045434	0.5147214	0.5980866	0.1337125	0.6198235	0.0000248	0.2641400	1.0674220	0.9624837	0.8402025	0.0320414	0.0169798	0.7900142	1.1538704	1.0615954	0.8593724	0.9892067	0.7902257	0.7187103	1.0475175	0.0000869	0.0000214	0.8180620	0.6154663	0.4365462	0.2277458	0.2402998	0.3459014	1.0135003	0.8255345	0.1868722	0.5160642	0.2923721	0.6945008	0.7388050	0.6824350	0.2112699	0.9186131	0.2200401	0.0006866	0.7988386	0.8312792	0.0000181	0.4855412	0.4416677	0.6116614
0.5383328	0.7415588	0.6164337	0.8185852	0.7830483	0.4082543	0.6621690	0.7101781	0.6621714	0.1030574	0.1878783	0.7095505	0.6613525	0.9725382	0.0042427	0.0771400	0.5941011	0.9871682	0.6516007	1.0385337	0.7487631	0.8018156	1.0982841	0.9527461	0.1123227	0.0000527	0.5790356	0.6414702	0.3431745	0.1965071	0.1914080	0.6746538	0.8381916	0.5377049	0.2369539	0.8594970	0.1776076	0.5182928	0.7219951	0.3958727	0.3612834	0.9733798	0.2176514	0.0091812	0.1718815	0.6394991	0.7220323	0.4368436	0.4864985	0.5638298
