YGL013C	YBL005W	YOR140W	YPL038W	YPL248C	YGL035C	YGR044C	YCL066W	YML051W	YDR146C	YLR013W	YGL209W	YJL056C	YCR097W	YCR018C	YCL067C	YCR040W	YHR006W	YOR032C	YOL089C	YMR280C	YCR096C	YKL020C	YBL103C	YKL185W	YCR039C	YMR240C	YOR148C	YCL074W	YAR003W	YER134C	YDL114W	YBR070C	YDR397C	YJL188C	YDR469W	YFL064C	YLR467W	YDR343C	YGL001C	YNL253W	YFL063W	YDR544C	YHR092C	YOL083W	YIL128W	YLR360W	YER078C	YMR193W	YDL082W
0.1797814	0.3564437	0.3839315	1.1165890	0.5871079	0.5500638	0.5144583	0.4265384	0.7386291	0.0518779	0.0631541	1.0203116	1.0972406	0.9213965	0.0100073	0.1286575	0.7335370	1.0091914	1.0428761	1.0278317	0.8973727	0.9792992	0.9658553	1.0095177	0.0565348	0.0000147	1.0053762	0.5228985	0.3152175	0.2308864	0.1580572	0.2227672	1.1433942	0.9829004	0.0894160	0.2661134	0.0623507	0.5304387	0.6064395	0.6158846	0.2150034	0.9959683	0.1997372	0.0012482	0.0956357	0.7883730	0.0076201	0.5087820	0.4860951	0.8500057
0.4515405	0.3343337	0.3322568	0.9882286	0.7010927	0.6227306	0.5851137	0.4294097	0.6463634	0.0387430	0.0840404	0.9934120	0.9821016	0.8884028	0.0081353	0.0972557	0.8497133	1.0086927	0.9443920	1.0016678	0.8526070	0.9670346	1.0623797	0.9198037	0.0569171	0.0000261	0.7107889	0.4664823	0.2209642	0.1807901	0.2241488	0.2348494	1.0315612	0.9746893	0.2816844	0.1722192	0.0529543	0.5362453	0.6217189	0.5874736	0.2156560	0.9948752	0.3373107	0.0042548	0.0924745	0.6821143	0.0634752	0.4098631	0.5610265	0.6424339
0.4408692	0.6774866	0.2075995	1.0227708	0.6402153	0.5730962	0.5550986	0.4160007	0.5515499	0.0419784	0.0900041	1.0882592	0.9882657	0.9044099	0.0275486	0.1004890	0.8413987	0.9829341	1.0063748	1.0188302	0.9635507	0.9273611	0.9847750	1.0309688	0.0426992	0.0001155	0.6517462	0.5907420	0.3401383	0.1613396	0.1833729	0.2818374	1.0717378	0.9494876	0.5096184	0.8049119	0.0462469	0.5211123	0.6545419	0.6317290	0.2135225	0.9461160	0.3107959	0.0013460	0.1195083	0.6356108	0.0721218	0.4537942	0.5275724	0.6516152
0.7156896	0.7427226	0.3341143	0.4531438	0.6377153	0.5750193	0.5875112	0.4288310	0.6695985	0.0469736	0.1019500	0.9783671	1.0303332	0.7637032	0.0098105	0.0931128	0.8146386	1.0218881	1.0081008	0.9594336	0.8392687	0.9256504	1.0248112	0.9037586	0.0842452	0.0005631	0.4153613	0.6756857	0.0919136	0.2429771	0.1752716	0.1975999	0.9681560	0.9870071	0.6036164	0.9625346	0.0669748	0.5261159	0.7044337	0.5845625	0.1866134	1.0289847	0.4397542	0.0037369	0.1809565	0.5881070	0.2601883	0.3993008	0.5796857	0.4751757
0.4132087	0.6327055	0.3562611	1.0690856	0.3213108	0.5454238	0.5986950	0.3708206	0.8779539	0.0276523	0.0329914	0.9720009	1.0456939	0.8211324	0.0093573	0.1087102	0.7376092	0.9502232	1.0488894	1.0022294	0.8950271	0.8974258	1.0793435	0.9863743	0.0473146	0.0002565	0.7552389	0.6897766	0.1140946	0.5631352	0.1508296	0.1402796	1.0095036	0.9940031	0.2928963	0.9034882	0.0677082	0.3041368	0.7733209	0.6059585	0.2610525	1.0055258	0.3083380	0.0105139	0.1692194	0.6595643	0.0922260	0.3935969	0.6234980	0.6371981
0.5077899	0.6160234	0.3973054	1.0222859	0.8666537	0.3722394	0.6606452	0.4083666	0.5458196	0.0290012	0.1033030	1.0780997	1.0995746	0.8765588	0.0168842	0.1059443	0.8330786	1.0332234	1.0097803	0.9873342	0.8809573	0.8725315	1.0427617	0.9376932	0.0573513	0.0000511	0.7782908	0.7046420	0.3237229	0.1693189	0.1765683	0.2381215	1.0445591	0.9740564	0.2718925	0.8061266	0.0686603	0.5042598	0.7496962	0.6046058	0.2225015	1.0118259	0.3211660	0.0076980	0.1348977	0.7358151	0.0585955	0.4744617	0.5505586	0.6745789
0.4172977	0.7042341	0.1685077	1.1188285	0.6917787	0.5994041	0.3089274	0.3655759	0.6652666	0.0437020	0.0667957	0.9863068	0.9425484	0.9000859	0.0084467	0.1117858	0.8525182	1.0707638	0.9815885	1.0269309	0.9156721	0.8546691	0.9471192	0.9833923	0.0472228	0.0034873	0.6527740	0.6357170	0.2751159	0.2510693	0.1395550	0.2479030	1.0549342	1.0187331	0.3146526	0.8512106	0.0496944	0.4998531	0.7462730	0.6245540	0.2165372	1.0363613	0.3426649	0.0024227	0.1544941	0.6969386	0.0465143	0.2584207	0.5865678	0.6753252
0.4859655	0.7375120	0.3584669	1.0054650	0.5769269	0.5810369	0.7141767	0.2033274	0.8074474	0.0477096	0.2266256	1.1074303	1.0121387	0.8712940	0.0164810	0.0753675	0.7784568	1.0270994	1.0604876	1.0881241	0.9037669	0.9425791	1.0338680	1.0115614	0.0513862	0.0001267	0.6491689	0.7088144	0.3633029	0.2893344	0.1902822	0.3510795	0.9834715	0.7743114	0.3815306	0.9142303	0.0329331	0.5118127	0.7173025	0.6403560	0.2324572	0.9962697	0.2891466	0.0054985	0.1320116	0.6493968	0.1324320	0.4378083	0.5151685	0.6058352
0.4581749	0.5672568	0.4190601	0.9831490	0.6162303	0.5950886	0.6843481	0.4595415	0.4575953	0.0408498	0.2513501	1.0281765	0.9877468	0.8763167	0.0038792	0.0726955	0.8004968	0.9937513	0.9625147	1.0253321	0.9269333	0.9197304	0.9855209	1.0534384	0.0854305	0.0002175	0.6931091	0.6084197	0.4140202	0.2262954	0.1816741	0.3894614	0.9956500	0.8331914	0.2755979	0.8684296	0.0589353	0.5941660	0.7362441	0.5750107	0.1800499	0.9836518	0.2921323	0.0042948	0.1099448	0.6882232	0.1259718	0.5252133	0.5117387	0.6399984
0.4458148	0.6368390	0.3031633	1.0055985	0.6206044	0.6079989	0.4847756	0.4159847	0.7377509	0.0329673	0.0087865	0.9720213	1.0293209	0.9223674	0.0034105	0.0918163	0.8500423	0.9531182	1.0050719	0.9636872	0.8760268	0.8951759	0.9939419	0.9701261	0.0544771	0.0000150	0.7235330	0.6503366	0.0925842	0.2653858	0.1923250	0.1126873	1.0028901	0.9728791	0.2633695	0.7717355	0.0686205	0.1170840	0.6988080	0.5696298	0.1940597	1.0663644	0.3542581	0.0018211	0.1327233	0.6968620	0.0420556	0.3405327	0.5744167	0.6016159
