YGL013C	YBL005W	YOR140W	YPL038W	YPL248C	YGL035C	YGR044C	YCL066W	YML051W	YDR146C	YLR013W	YGL209W	YJL056C	YCR097W	YCR018C	YCL067C	YCR040W	YHR006W	YOR032C	YOL089C	YMR280C	YCR096C	YKL020C	YBL103C	YKL185W	YCR039C	YMR240C	YOR148C	YCL074W	YAR003W	YER134C	YDL114W	YBR070C	YDR397C	YJL188C	YDR469W	YFL064C	YLR467W	YDR343C	YGL001C	YNL253W	YFL063W	YDR544C	YHR092C	YOL083W	YIL128W	YLR360W	YER078C	YMR193W	YDL082W
0.4401636	0.6500626	0.3557480	1.0000000	0.6377816	0.5666156	0.5690240	0.4092732	0.6777307	0.0370992	0.0827054	1.0000000	1.0000000	0.8787760	0.0102505	0.1068767	0.7898725	0.9999990	1.0000000	1.0000000	0.8960348	0.9102785	1.0000000	1.0000000	0.0545917	0.0000025	0.6798702	0.6518331	0.2077642	0.2261032	0.1710295	0.2023048	0.9999714	0.9717613	0.3175642	0.8833605	0.0543716	0.5071564	0.7101128	0.6076923	0.2180146	0.9996788	0.3324106	0.0015678	0.1447816	0.6761221	0.0561780	0.4272235	0.5388471	0.6541406
