YCR096C	YKL020C	YOL089C	YPR199C	YCR040W	YMR019W	YHR006W	YJR147W	YKR034W	YJL110C	YOL067C	YCL067C	YJL056C	YLR013W	YGL254W	YDR463W	YPL038W	YDR081C	YBL103C	YFL021W	YCR097W	YDL170W	YML113W	YDR421W	YBR083W	YKL095W	YLL055W	YJR110W	YBL113C	YDR180W	YPL251W	YDR068W	YJR011C	YJL195C	YDR508C	YFR042W	YCR090C	YCR041W	YDR067C	YJR080C	YCR039C	YBR292C	YFL002WA	YBR006W	YLR027C	YJR008W	YAL012W	YMR257C	YIR029W	YPL243W
0.1877094	0.8274800	0.9892016	0.9972460	0.5714690	0.2813738	0.6759146	0.9316105	0.5384753	0.4314616	0.8923985	0.4455564	0.8721864	0.7826455	0.4623596	0.2690400	1.0020352	0.9774215	1.0239344	0.6078748	0.3997036	0.9992435	1.0901383	1.0184591	1.1068690	0.1918862	0.0216448	0.0908220	0.3860710	0.5756608	0.9642622	1.0400767	0.1241581	0.8039520	0.6932554	0.0453477	0.7821187	0.2237729	0.4392106	0.8441897	0.2685311	0.8446488	0.6930980	0.8492064	0.6064706	0.2834005	0.0062957	0.2450197	0.1350267	0.9554689
0.7188545	1.0497077	0.5939178	1.0441072	0.2244959	0.1667379	0.7810109	1.0437071	0.3128579	0.0081395	1.0654546	0.5096657	0.9104998	1.0122248	0.5711571	0.2303832	0.8943519	0.9335323	0.6035522	1.0513981	0.5026629	1.0529622	0.6478501	1.1184458	0.9959751	0.3962401	0.1923836	0.4462086	0.2792250	0.6657571	0.7816886	0.6392406	0.0086009	0.8436413	0.7516430	0.0774657	0.5218642	0.1139660	0.8004886	0.8200780	0.8437002	0.5667942	0.6328887	0.6215483	0.4494945	0.3106916	0.1213061	0.1648659	0.3056965	1.0131907
0.4238484	1.0124447	0.8950212	0.5678901	0.6792894	0.2825172	1.0793642	1.0388675	0.2075330	0.0787229	1.1027047	0.4864659	0.9206784	1.0751887	0.6048925	0.3273775	1.0689990	0.6752724	0.9661718	0.8478629	0.3473891	0.7693042	1.0318984	1.0505933	0.9544050	0.3686107	0.4616409	0.4778436	0.3824718	0.5359294	0.8914814	0.8011481	0.0490889	0.8900185	0.6039489	0.1838680	0.8325833	0.5513855	0.2368296	0.7206844	0.4125201	0.9738803	0.7827779	0.4507995	0.6806756	0.2916109	0.0862090	0.2093691	0.0789206	1.0239206
0.8604675	0.6700901	0.6073557	1.1887953	0.3253369	0.4187788	1.0359307	1.0047632	0.7781081	0.1335780	0.6844971	0.2836950	0.5784320	0.9590175	0.0327542	0.0791895	0.9509934	1.0329091	0.8427019	0.7341779	0.4754706	1.0227702	0.8729548	0.9305935	0.9990093	0.2651747	0.1634594	0.1148907	0.2719202	0.6647153	0.9249748	0.8276085	0.0688512	0.7560016	0.7451731	0.4848086	0.8100064	0.2679286	0.0314610	0.7795391	0.2090987	0.7895561	0.7593548	0.9609649	0.6732330	0.0963693	0.0013112	0.5126454	0.0091927	0.9809476
0.7907386	1.0067138	0.7062187	0.8912363	0.2337474	0.0869900	0.8376027	0.8627049	0.1152594	0.0021361	0.9346912	0.3620336	0.8797924	0.8969533	0.8063199	0.2708617	0.9941358	0.8210820	0.9923679	0.6943950	0.3307205	1.0637523	0.9465961	0.9548098	1.1113481	0.2400410	0.0050382	0.2176755	0.4138890	0.6199695	0.9642682	0.9242023	0.0859454	0.9658561	0.6822005	0.7739273	0.7962336	0.5408993	0.3529387	0.8403994	1.0089741	1.0311921	0.7222936	0.8325758	0.6089558	0.3451392	0.0004509	0.4821753	0.0549547	1.0667857
0.5443619	0.9156320	0.9716059	1.0374467	0.6548551	0.0853790	0.7173853	0.8410199	0.0286251	0.0015296	0.7002991	0.3422129	1.0046544	0.7775888	0.4975662	0.3554045	0.9806054	0.9502170	0.7064671	0.9491931	0.4282601	0.9321349	0.7805546	0.9940464	0.6172690	0.7735146	0.0857616	0.3487524	0.6930228	0.4903551	0.9946184	0.4162942	0.0820134	0.8679064	0.3169623	0.1372447	0.4817187	0.4281322	0.8067287	0.7303044	0.8965271	0.9727336	0.7416399	0.4821619	0.5961826	0.2936892	0.0002003	0.9472106	0.2591530	0.9870005
0.8582130	0.7919368	0.8978390	0.9799051	0.3789646	0.1196284	0.6723555	1.0168499	0.0358870	0.0008266	0.9437462	0.4320946	1.0703608	0.9969856	0.5134363	0.2944729	0.9327344	1.0511921	0.9388584	1.0766900	0.3955745	0.9456123	0.9987836	0.6399996	0.6670897	0.7687205	0.0052733	0.5765141	0.9803862	0.7266901	0.9288534	0.7132370	0.0146868	0.9017187	0.4918873	0.0073623	0.6546859	0.1952133	0.4909582	0.5897694	0.8952168	0.6472014	0.5228984	0.6045914	0.3968092	0.4830776	0.0807761	0.7695613	0.3471061	1.0194631
0.3326980	0.8462023	1.1305473	1.0214019	0.6705977	0.2212119	1.0308493	0.8933227	0.2379154	0.3896725	0.9957462	0.1773650	1.0873946	1.0460685	0.2669850	0.2457336	0.9482219	1.0125548	1.0728792	0.9841979	0.3172647	0.8113393	1.0044104	0.8513790	1.0625664	0.3735559	0.0300386	0.6118510	0.1685322	0.6036185	0.7187710	0.9590101	0.0761030	0.9045704	0.6366488	0.0525797	0.7991947	0.6571753	0.0141151	0.6881628	0.2680951	0.5248819	0.7537125	0.4745649	0.4926119	0.2472210	0.0518361	0.2083514	0.0127032	0.9104688
0.2957782	1.0429722	0.8768419	0.8416678	0.8178800	0.2927513	1.0457155	1.0134323	0.0009213	0.0002071	0.8541675	0.4785465	1.0195817	0.9534081	0.7309908	0.2338547	0.9925627	0.9944734	0.7933753	0.7366432	0.3506920	0.9474625	0.9993402	0.8820829	0.8130429	0.5502689	0.0308535	0.1430307	0.0505247	0.4910965	0.7542749	0.6811974	0.1061926	0.7586999	0.9275884	0.0649531	0.5831779	0.4020162	0.9855533	0.7839220	0.9567192	0.8539514	0.7865508	0.4569451	0.8297919	0.2586455	0.0019756	0.9022049	0.1347506	1.0747567
0.3424629	0.8814993	0.8131400	0.6709056	0.7567780	0.2554613	0.9836054	1.0360282	0.2662783	0.0054580	0.8699181	0.5486021	0.8576206	0.9901562	0.5799396	0.3207057	0.6423639	0.6700659	0.8690179	1.0327204	0.3572714	0.9449615	1.0439367	1.0115578	0.9377152	0.2031662	0.0230009	0.4179036	0.0001564	0.6591047	0.9482264	0.5105406	0.0110190	0.8666952	0.3568191	0.3421868	0.8753699	0.3651425	0.4206749	0.8622502	0.9326859	0.8522127	0.7384125	0.6262630	0.1260446	0.3634978	0.0033178	0.2050618	0.3048200	1.1110619
