YCR096C	YKL020C	YOL089C	YPR199C	YCR040W	YMR019W	YHR006W	YJR147W	YKR034W	YJL110C	YOL067C	YCL067C	YJL056C	YLR013W	YGL254W	YDR463W	YPL038W	YDR081C	YBL103C	YFL021W	YCR097W	YDL170W	YML113W	YDR421W	YBR083W	YKL095W	YLL055W	YJR110W	YBL113C	YDR180W	YPL251W	YDR068W	YJR011C	YJL195C	YDR508C	YFR042W	YCR090C	YCR041W	YDR067C	YJR080C	YCR039C	YBR292C	YFL002WA	YBR006W	YLR027C	YJR008W	YAL012W	YMR257C	YIR029W	YPL243W
0.1708248	0.7765908	1.0260548	1.0334731	0.6065818	0.2480437	0.7310878	0.8875691	0.5846880	0.3585369	0.9497552	0.4326141	0.9588751	0.7977439	0.4982361	0.2444220	1.0089357	0.9621501	1.0520450	0.6099386	0.3337018	0.9875656	1.1313577	0.9747970	1.0864856	0.1574789	0.0332480	0.1137238	0.3511301	0.5735354	0.9758269	0.9696695	0.1630920	0.7834454	0.6794741	0.0677450	0.7548299	0.2129448	0.3541155	0.8380379	0.3087993	0.8095987	0.6995117	0.9077386	0.5788067	0.3318590	0.0015706	0.2682936	0.1990909	0.8898232
0.7274735	1.0199128	0.5611020	0.9753392	0.2732226	0.1776817	0.8747362	1.0153501	0.3112661	0.0046461	0.9876781	0.5534870	0.9521615	1.0233825	0.6153643	0.2283521	0.9147615	1.0266215	0.5763209	1.0818202	0.5318347	0.9868995	0.6912184	1.0216206	1.0751020	0.4243488	0.2180003	0.4018075	0.3422251	0.5348929	0.8644889	0.5906314	0.0124685	0.8657766	0.8381006	0.0739745	0.4767347	0.1372595	0.8048153	0.7822322	0.8658224	0.6435425	0.6521244	0.6662862	0.3987585	0.2761752	0.1064640	0.1638700	0.2951246	1.0297474
0.4812525	1.0264318	0.8994961	0.5135672	0.7919665	0.2531495	1.1569948	1.0431926	0.2023674	0.0622108	1.0875055	0.4692397	0.9369473	1.0496390	0.5977902	0.2859627	1.0403375	0.5889689	0.9431096	0.8482097	0.3645328	0.7196279	1.0089868	1.0690632	0.9453299	0.4109365	0.5350965	0.5596792	0.3666036	0.5281879	0.8478926	0.7039061	0.0698911	0.8644288	0.5739060	0.2280387	0.8190430	0.5971446	0.2628390	0.7261140	0.4570066	0.8599365	0.8171369	0.3823226	0.6952297	0.2815947	0.1099030	0.2254992	0.1298750	0.9302487
0.8622246	0.5935104	0.5678235	1.1471374	0.2998144	0.4435210	0.9038170	0.9758725	0.6926751	0.2067948	0.6943362	0.2376574	0.6262354	0.9595616	0.0355187	0.0781358	1.0129550	1.0169101	0.8568521	0.6376148	0.5146419	1.0015691	0.7546138	0.9407219	0.9933510	0.3357269	0.1288694	0.1324817	0.2236571	0.5582215	1.0311466	0.8926523	0.0480093	0.7983571	0.7498030	0.4791840	0.7922249	0.2302470	0.0450463	0.7701072	0.2482272	0.7602430	0.7312813	1.0632154	0.6658829	0.1079542	0.0043795	0.4241060	0.0038723	1.0883674
0.8508386	0.9566558	0.6528709	0.9690092	0.2439683	0.0964480	0.8771174	0.9294504	0.1137325	0.0001895	1.0502658	0.3522757	0.9564205	0.8462209	0.7973510	0.2547943	1.0205411	0.9028882	0.9717462	0.7071442	0.3388104	1.0074167	0.9667301	0.9437999	1.0445245	0.2080095	0.0024267	0.1863809	0.3904419	0.5760813	0.9639730	0.9892275	0.0881942	0.9057720	0.6967613	0.7938714	0.7417770	0.5341827	0.3726117	0.8677796	0.9443111	0.9208485	0.6107780	0.8753520	0.6451504	0.2676391	0.0004041	0.4790612	0.0497365	1.0277692
0.5648587	0.9612173	1.0198529	1.0804909	0.6193235	0.0854004	0.6856862	0.7393872	0.0262907	0.0000018	0.7051431	0.3460709	1.0160871	0.8148525	0.4464363	0.3725317	1.0509471	1.0260664	0.6709775	0.9930032	0.3882747	0.9809410	0.8495193	0.9596549	0.5987990	0.7030934	0.1146124	0.3386301	0.7395376	0.4995995	0.9847260	0.4680112	0.0590243	0.9270619	0.2953450	0.1579099	0.5555334	0.3979848	0.8613795	0.7087385	0.9649366	0.8680227	0.7867508	0.4647521	0.6143753	0.3230185	0.0000102	1.0033601	0.3044864	0.9520578
0.8500803	0.8224946	0.8855665	1.1011475	0.4061772	0.1109600	0.7006420	0.9830513	0.0445839	0.0008457	0.9907515	0.4696667	1.0433078	0.9677081	0.4614306	0.2830724	0.9087778	1.0162759	1.0339248	1.0369692	0.3532161	1.0192563	1.0165022	0.6418812	0.7614685	0.7141963	0.0005495	0.5534235	0.9991504	0.7366850	0.9124988	0.6719947	0.0096026	0.8698225	0.4643826	0.0063847	0.6934980	0.1700861	0.5509516	0.5857836	1.0180454	0.6514931	0.5600481	0.6662474	0.5036228	0.4025370	0.1005116	0.7711187	0.3241824	0.9762405
0.2873671	0.8621936	1.1031355	0.9736260	0.6815484	0.1979978	0.9613444	0.8872618	0.2287927	0.3867619	1.0253428	0.1440061	1.1103408	0.9537269	0.2109761	0.2415818	0.8123740	0.9732287	0.9569447	1.0234489	0.2962465	0.8380319	1.0433448	0.8460085	1.0084471	0.3294011	0.0248486	0.6788291	0.1654640	0.6628916	0.7117858	0.8606757	0.0474499	0.8697011	0.6302343	0.0545800	0.8216960	0.6391829	0.0128197	0.7130567	0.2123064	0.5879380	0.7305168	0.4843471	0.4916431	0.2057824	0.0783105	0.2062418	0.0055470	0.9843429
0.2889075	1.0070430	0.9270432	0.8367112	0.8926102	0.2859129	1.0223800	1.0124663	0.0011541	0.0000005	0.8672489	0.4801030	1.0393975	1.0144902	0.6729299	0.1961969	1.0192768	1.0203826	0.8817624	0.6687133	0.4136020	0.9691243	0.9542150	0.9126840	0.8368312	0.5272438	0.0308556	0.1248116	0.0394144	0.4860045	0.8513275	0.6297315	0.1109134	0.7984646	0.8648246	0.0540011	0.5614956	0.4604220	0.9422828	0.7921112	0.9643155	0.7757498	0.8195400	0.4899259	0.8648548	0.3080145	0.0002295	0.9739718	0.1338953	1.0214557
0.3879519	0.9437082	0.9050882	0.7056096	0.7351056	0.2654430	1.0210915	0.9696646	0.2737441	0.0079805	0.8811334	0.5209326	0.8376294	0.8809734	0.5097365	0.2760256	0.6452529	0.6734409	0.7952731	0.9366645	0.4097497	0.9290757	1.0700585	1.0113684	0.9608302	0.2190816	0.0325435	0.4490647	0.0002012	0.6751401	0.9464738	0.5303028	0.0142012	0.8396016	0.3513534	0.3407413	0.9050077	0.4678687	0.4617163	0.8486062	0.9195225	0.8475906	0.7694648	0.5080754	0.1587210	0.3378425	0.0000539	0.1853212	0.3161438	1.0380045
0.7976607	0.9835281	0.8837089	1.0152093	0.4920327	0.3885638	0.9661988	0.9652898	0.0012063	0.0004495	0.9503164	0.5391182	0.9336713	0.8364049	0.5400381	0.3202394	0.8258667	1.0238393	1.0904489	0.9948897	0.2378162	1.0020507	0.7822058	0.8148236	0.8030638	0.4651424	0.2864541	0.4504625	0.1330378	0.7996782	0.9686183	0.7358323	0.0655858	0.7134148	0.5584531	0.1140591	0.7472610	0.3272025	0.4498768	0.6741344	1.0351114	0.4393405	0.8173463	0.5193687	0.4720960	0.3789582	0.1123352	0.9949566	0.3766820	0.9939850
0.8133961	1.0534125	1.0239334	1.0398699	0.7237579	0.4578161	1.0800827	0.9864651	0.0005431	0.0222985	0.9038058	0.3980981	1.0516065	0.9433084	0.4374265	0.0926946	1.0743946	0.7364801	0.7381850	0.7164074	0.1125440	0.9238265	1.0696934	0.8843972	0.9870687	0.3707961	0.5229050	0.1741230	0.6363096	0.7126953	0.8612816	0.7235848	0.0499751	0.5253033	0.6662984	0.1604185	0.7999558	0.3804397	0.8545634	0.6196402	0.3766374	0.5680471	0.8134104	0.7965010	0.6539782	0.1438946	0.1051518	0.9509309	0.1820806	1.0013887
