YCR018C	YGR044C	YOR140W	YCR097W	YGL254W	YCR040W	YLR098C	YJL056C	YPR199C	YOL089C	YOL067C	YPL038W	YDR146C	YCR096C	YLR013W	YGL209W	YML113W	YPL248C	YGL035C	YJL110C	YDR253C	YDL170W	YDR463W	YKL020C	YMR019W	YLR302C	YKL001C	YEL057C	YCR039C	YDR491C	YIL162W	YNL035C	YDR112W	YNL238W	YCR018CA	YAL049C	YDR098CA	YJR138W	YMR260C	YER079W	YMR283C	YMR228W	YBR275C	YGR084C	YDR040C	YCL041C	YAR002CA	YOR236W	YFL065C	YBL074C
0.0000000	0.6163377	0.5813061	0.0509591	0.5106446	0.1767943	0.6728000	0.7008204	0.7700427	0.7396065	0.6812866	0.7550511	0.2573701	0.6885550	0.5598187	0.7836025	0.6141240	0.3419707	0.6418371	0.6941288	0.7630493	0.6746305	0.6481047	0.6308245	0.0340079	0.2860305	0.2671078	0.4656869	0.6496819	0.1896925	0.5741825	0.6073377	0.6917236	0.0936674	0.5560766	0.4174843	0.7574751	0.2863511	0.1952013	0.5727733	0.3389495	0.7003394	0.6040496	0.4966017	0.4976027	0.5943200	0.6995073	0.6517541	0.2130906	0.2139803
0.0515224	0.0000000	0.6485152	0.0310057	0.6885475	0.2079490	0.6674101	0.7658572	0.6752697	0.7504264	0.6392359	0.6820165	0.2641876	0.6622082	0.6360533	0.9458895	0.6666382	0.4362048	0.4557728	0.6377484	0.6885858	0.6344490	0.8265398	0.5484849	0.0276422	0.3424047	0.3769803	0.5068568	0.6414426	0.1867032	0.5133745	0.0073701	0.5758357	0.0984277	0.4256924	0.4238972	0.7975470	0.3162028	0.2129391	0.2120909	0.2115149	0.5370824	0.6777426	0.5682586	0.5104062	0.5452426	0.7361469	0.0474734	0.1634940	0.2227441
0.7419468	0.8173337	0.0000000	0.0431765	0.5781145	0.2436508	0.7410041	0.6867435	0.6818490	0.7023975	0.7043140	0.6526320	0.2863711	0.6698026	0.6683750	0.7742843	0.6852261	0.3655837	0.4867744	0.8274312	0.7076529	0.6064315	0.7143710	0.8013659	0.0210220	0.4839975	0.3547700	0.4747086	0.6743092	0.1799901	0.5121965	0.5558972	0.7717406	0.0997831	0.3242958	0.5634951	0.6610701	0.3247947	0.3089286	0.4139034	0.3178500	0.6372264	0.7283266	0.4857935	0.5682063	0.5770896	0.6452307	0.6010637	0.1916257	0.1331497
0.5862204	0.7491235	0.7028654	0.0000000	0.6268008	0.2148447	0.7124141	0.7039851	0.5825322	0.6939640	0.6708981	0.7275843	0.2045127	0.7842586	0.5731198	0.6485154	0.6822715	0.3432577	0.4234263	0.6249332	0.6943760	0.7139851	0.8507735	0.6134268	0.0466257	0.2840700	0.3498419	0.4153986	0.8038392	0.2744683	0.6915895	0.7546449	0.7386153	0.1051480	0.3826472	0.4909788	0.6270977	0.2144079	0.1996367	0.5296530	0.2780679	0.8234719	0.8385132	0.5301059	0.5456198	0.4753666	0.7716876	0.7316339	0.1776020	0.2935230
0.8594292	0.7861735	0.4239064	0.0160396	0.0000000	0.2711459	0.6940213	0.7790102	0.6862884	0.7754205	0.6610786	0.7625720	0.1596177	0.7674964	0.6034637	0.7211669	0.6991106	0.4392011	0.4538612	0.6463038	0.7404568	0.7366162	0.6467852	0.6664747	0.0368909	0.3335307	0.2977595	0.4946434	0.7938191	0.3037390	0.4907751	0.4476635	0.6828832	0.1055516	0.3789540	0.5323461	0.6212603	0.2803862	0.2321803	0.4536120	0.5388085	0.6776720	0.6594573	0.4959433	0.5509344	0.0263733	0.7656493	0.5869931	0.1936457	0.1861755
0.7305457	0.5747934	0.7856857	0.0583760	0.5904383	0.0000000	0.6598405	0.7570589	0.6744995	0.6142146	0.7608967	0.6954652	0.2371979	0.7035496	0.6191232	0.6827959	0.7171458	0.4753270	0.4587007	0.6230010	0.7461023	0.8033947	0.7105745	0.7112813	0.0223277	0.2764437	0.3780170	0.4189616	0.6661998	0.3202813	0.5666661	0.6358067	0.8175543	0.1482633	0.4207344	0.4447078	0.6410848	0.2349078	0.2399517	0.6259354	0.2820319	0.5631079	0.7338874	0.4881873	0.6297032	0.5804699	0.7532396	0.6471087	0.2256749	0.2898073
0.7574940	0.7076028	0.8005314	0.0630585	0.7422201	0.0648600	0.0000000	0.6141789	0.6610322	0.6986047	0.7312181	0.6858410	0.1642655	0.6190112	0.6395299	0.6132878	0.8053873	0.3344214	0.6765534	0.6778027	0.5959943	0.7575683	0.6049381	0.6453126	0.0298715	0.2074780	0.3634331	0.4923345	0.6504248	0.3060561	0.6623874	0.5783207	0.6813621	0.0953578	0.4684789	0.5489468	0.6742303	0.2815677	0.2649090	0.5439296	0.2946935	0.6400689	0.5919810	0.5373252	0.5598844	0.5356586	0.7533642	0.6636027	0.1547092	0.2571675
0.7612753	0.6786406	0.6676015	0.0455980	0.6051856	0.1829966	0.7457143	0.0000000	0.5891628	0.6755232	0.7571793	0.6894537	0.2216470	0.6563044	0.6391541	0.6654763	0.7074723	0.4122915	0.5420366	0.6595860	0.6932544	0.8074884	0.7728351	0.8765945	0.0483215	0.3152554	0.4381012	0.3938030	0.7662856	0.2288200	0.6616686	0.5260192	0.6497598	0.0842788	0.3998320	0.4810003	0.7259776	0.3654861	0.2299727	0.4618870	0.2858199	0.7160335	0.6729288	0.1431053	0.5583520	0.5041598	0.7552059	0.6988793	0.1310702	0.2115983
0.7277068	0.6394045	0.7016864	0.0428773	0.6549774	0.2053118	0.7103947	0.6573068	0.0000000	0.6885835	0.7439633	0.6847139	0.2176484	0.7101279	0.7057737	0.8149210	0.7582650	0.4523228	0.4532240	0.7315483	0.6395413	0.6439377	0.6786470	0.6615727	0.0157313	0.3355203	0.3740404	0.4946191	0.7144085	0.2279756	0.6696298	0.5801737	0.6643746	0.0546853	0.4359854	0.4339285	0.7154150	0.2923292	0.2909866	0.4453354	0.3673233	0.7435955	0.7502043	0.4427867	0.5662969	0.5552050	0.7613313	0.6510332	0.1605288	0.2608004
0.6881126	0.1577163	0.5982124	0.7005462	0.6166187	0.1596103	0.6013159	0.7069156	0.7389253	0.0000000	0.5921564	0.8416012	0.2453665	0.5819704	0.5838680	0.6556098	0.6894826	0.3451026	0.5167083	0.7455099	0.6578173	0.6344393	0.6302774	0.7226766	0.3360550	0.2976754	0.3884577	0.5350223	0.6960208	0.2898725	0.5752115	0.0108445	0.7114996	0.1152322	0.4114263	0.5203263	0.6943028	0.3738491	0.2381442	0.2702578	0.3330496	0.7125710	0.6413492	0.4561415	0.5696193	0.4577228	0.7512025	0.6843828	0.2003445	0.5826783
0.6532822	0.5794788	0.6601735	0.0275639	0.3143206	0.3195115	0.6126192	0.7581317	0.5759565	0.6171345	0.0000000	0.6159904	0.2429861	0.7794073	0.5679534	0.7209934	0.8093157	0.3711181	0.5177056	0.6009179	0.5928052	0.7614897	0.8057942	0.6692314	0.3280143	0.7191474	0.3482325	0.6236071	0.8283279	0.2209826	0.6181327	0.5468975	0.6305767	0.0597126	0.1481369	0.4132019	0.5774950	0.2484889	0.1890563	0.5308982	0.2864427	0.0250935	0.7713203	0.4736303	0.6463005	0.3981936	0.6391568	0.6367297	0.1599146	0.3456442
0.5640899	0.7265949	0.6852523	0.0259873	0.6872759	0.2709329	0.7076185	0.6597138	0.6912727	0.7141391	0.7174653	0.0000000	0.2964466	0.6790025	0.6419837	0.7087003	0.6817242	0.3930800	0.5219882	0.5944823	0.6610938	0.6858314	0.6045359	0.7684396	0.0272714	0.2720845	0.3931387	0.5606523	0.7225234	0.2437288	0.6374439	0.5072516	0.5553706	0.0784492	0.3616859	0.4553592	0.7644985	0.0203497	0.2378775	0.5020338	0.2659953	0.6663550	0.8070776	0.4917510	0.6036342	0.5812701	0.6363468	0.6138403	0.2058164	0.7192947
0.7163496	0.7471177	0.6373872	0.0758528	0.5478889	0.1550083	0.6914890	0.7862009	0.7920968	0.6935233	0.6190895	0.7669676	0.0000000	0.5352291	0.7016142	0.7733531	0.6594263	0.4061041	0.4463212	0.7493836	0.6271023	0.6324496	0.6920184	0.6651560	0.0330061	0.2807274	0.4412383	0.4518708	0.6087808	0.2094128	0.5844088	0.6959655	0.7128927	0.6597868	0.3649403	0.5339350	0.7747567	0.3377216	0.2444915	0.6607283	0.2363099	0.7338437	0.7251040	0.5864269	0.6276884	0.5504019	0.6684097	0.0718514	0.1236854	0.2563338
0.7502044	0.6823011	0.5550820	0.0834969	0.5977852	0.1008776	0.7962498	0.7474147	0.4909176	0.6211646	0.7684949	0.6424779	0.2106373	0.0000000	0.5983028	0.8046306	0.7624831	0.4094891	0.5305215	0.7164482	0.7344253	0.7336935	0.7232759	0.5351707	0.0398745	0.3063783	0.3236205	0.5848064	0.8323747	0.1814358	0.6506814	0.6308182	0.7099566	0.0778709	0.3500323	0.4358993	0.7641278	0.2989723	0.2115763	0.4690610	0.3148539	0.7494796	0.6848070	0.5176070	0.4256498	0.4619892	0.6889491	0.6751950	0.1470882	0.2594438
0.8479505	0.7194539	0.7053069	0.0714432	0.5876327	0.3310041	0.7513526	0.5420239	0.6649855	0.7813458	0.7753733	0.6207278	0.2238124	0.6657016	0.0000000	0.6729101	0.6332194	0.3101001	0.5853720	0.7346688	0.6551710	0.6263376	0.7054803	0.7779387	0.0584836	0.2946525	0.6168259	0.4050329	0.7643546	0.2572961	0.5878621	0.6230337	0.7344786	0.1003391	0.3722790	0.4741724	0.6324419	0.2518031	0.1876610	0.6296112	0.2672685	0.6284501	0.8068275	0.5468803	0.5741330	0.5593798	0.8385748	0.7988397	0.7114604	0.2266996
