YCR018C	YGR044C	YOR140W	YCR097W	YGL254W	YCR040W	YLR098C	YJL056C	YPR199C	YOL089C	YOL067C	YPL038W	YDR146C	YCR096C	YLR013W	YGL209W	YML113W	YPL248C	YGL035C	YJL110C	YDR253C	YDL170W	YDR463W	YKL020C	YMR019W	YLR302C	YKL001C	YEL057C	YCR039C	YDR491C	YIL162W	YNL035C	YDR112W	YNL238W	YCR018CA	YAL049C	YDR098CA	YJR138W	YMR260C	YER079W	YMR283C	YMR228W	YBR275C	YGR084C	YDR040C	YCL041C	YAR002CA	YOR236W	YFL065C	YBL074C
0.7498306	0.6263680	0.6466559	0.0018967	0.6138311	0.2322620	0.6355004	0.6140485	0.7517362	0.6252440	0.7222377	0.5150278	0.2012716	0.5677016	0.5058955	0.5327905	0.4088120	0.3650706	0.6096881	0.3212114	0.9276242	0.6455517	0.7269931	0.6311330	0.0176490	0.2832315	0.2166785	0.3085051	0.6545172	0.1830805	0.6787587	0.5980584	0.4855872	0.1000833	0.3583268	0.5853981	0.5528486	0.0746787	0.3605415	0.7471924	0.3301470	0.7634028	0.7208857	0.5047505	0.5248876	0.4942567	0.7157200	0.6133102	0.1917032	0.2841311
0.7830943	0.5935149	0.5566647	0.0050505	0.1652108	0.2602004	0.7107859	0.6616880	0.7646593	0.7236872	0.6641617	0.7971106	0.3041781	0.7239736	0.6657360	0.5115378	0.6526653	0.3992769	0.5244817	0.6946759	0.5146069	0.8778919	0.3878835	0.6650060	0.0934198	0.4639085	0.2744859	0.5013428	0.6837636	0.2640495	0.6567890	0.5778383	0.6008473	0.0992247	0.5630429	0.4586864	0.7078878	0.2906391	0.3299377	0.5242007	0.2325394	0.5040642	0.6931062	0.5761135	0.4730505	0.2335591	0.6479469	0.6884732	0.1436332	0.1921141
0.6060404	0.7527136	0.3979902	0.0045802	0.6236618	0.0836643	0.5835331	0.6090087	0.3112932	0.5511263	0.6565807	0.7342309	0.1897477	0.5324397	0.5534338	0.5324615	0.4061773	0.3545663	0.4182738	0.6271934	0.4310188	0.5416825	0.6746740	0.6927832	0.0343710	0.2442660	0.2094137	0.4974381	0.7532644	0.4049259	0.7176120	0.7590506	0.6095129	0.0891129	0.4508994	0.5333441	0.7496271	0.2721374	0.1886536	0.6231068	0.4727384	0.6794866	0.5892398	0.5334579	0.5562891	0.3919784	0.7095896	0.7260303	0.0279290	0.3054362
0.7030364	0.5659036	0.2923507	0.0453243	0.4473797	0.1547226	0.6048679	0.6757700	0.8739303	0.6277315	0.7178813	0.7947976	0.0010986	0.6343430	0.6934817	0.7753084	0.7560487	0.0497776	0.5363539	0.6429136	0.8741512	0.5903606	0.7205621	0.6860635	0.0238307	0.2760047	0.4920634	0.7498627	0.6731767	0.0066048	0.7341219	0.2894674	0.3620928	0.4493499	0.3568274	0.0546566	0.6395638	0.2876324	0.2204989	0.5174670	0.1781914	0.8237084	0.7757800	0.4127543	0.6210397	0.4245603	0.5165304	0.2844390	0.1370761	0.2567621
0.7824738	0.7664132	0.5270922	0.0011752	0.7006778	0.0799562	0.4198777	0.3793912	0.6564177	0.5734167	0.6410307	0.6342879	0.4282731	0.7273826	0.3422201	0.7194556	0.7646784	0.3229800	0.5214248	0.6985780	0.3939183	0.7878728	0.7202425	0.8228855	0.0484183	0.3165814	0.1702153	0.6605079	0.5999718	0.3388479	0.7918063	0.4833981	0.3065571	0.0424739	0.4759926	0.6137832	0.7745128	0.2408201	0.3147336	0.4197183	0.2853558	0.7497529	0.7071902	0.4536217	0.5314539	0.5209168	0.5182674	0.7660281	0.2970615	0.2688325
0.8466970	0.7509371	0.4894870	0.0157184	0.4470959	0.3118350	0.6158652	0.6994706	0.7261491	0.4807533	0.5583643	0.6292020	0.4161461	0.5112595	0.4036553	0.7982986	0.7314603	0.4041829	0.5590447	0.7772414	0.7728190	0.6001859	0.7097199	0.5937674	0.0198883	0.2757942	0.6366374	0.4169142	0.7853211	0.2475596	0.4146805	0.6018140	0.5639721	0.0222777	0.4033211	0.4098797	0.6179515	0.2521299	0.1246711	0.2898545	0.3995947	0.6314615	0.7312202	0.6706126	0.6115388	0.4526438	0.7520252	0.6076310	0.3224412	0.4397946
0.8769638	0.7746517	0.6013167	0.0016641	0.6901913	0.3585584	0.7169676	0.5304570	0.4468993	0.6623414	0.5798962	0.5623921	0.4411629	0.5002791	0.2205872	0.8004662	0.5612507	0.3351299	0.5309963	0.6852008	0.6078274	0.7119109	0.4536015	0.5378477	0.0766945	0.4183904	0.5834417	0.2620595	0.6567180	0.1297137	0.6791541	0.5837214	0.2945750	0.0534760	0.7372584	0.4144386	0.6297106	0.5730103	0.1359719	0.3937722	0.1451021	0.4381915	0.6481844	0.2949288	0.1455611	0.5978977	0.6391867	0.6066851	0.2953028	0.4045110
0.7311177	0.5219390	0.4711237	0.0840502	0.3656719	0.1432082	0.6860150	0.7705457	0.5468351	0.8669918	0.5103373	0.5799116	0.1646840	0.5937403	0.7617542	0.5989069	0.6108933	0.4490099	0.4648315	0.6856344	0.6362145	0.4734187	0.7830470	0.5770444	0.0532178	0.1341511	0.3812844	0.4912162	0.2763278	0.5354164	0.6391955	0.3539701	0.6129963	0.0936843	0.2546796	0.6149265	0.6657158	0.2071994	0.3132189	0.4354415	0.5155761	0.7094387	0.6623249	0.3953477	0.5171677	0.4277843	0.5713914	0.7621322	0.0672597	0.1999338
0.7738123	0.7521976	0.5028255	0.0438543	0.5621190	0.1294109	0.7385107	0.6113312	0.4113181	0.5650502	0.6266828	0.5674451	0.0475471	0.2977318	0.6822827	0.6970860	0.4778852	0.2845550	0.5070768	0.7375725	0.6080014	0.2599792	0.6683373	0.7007984	0.0123610	0.1901155	0.6086144	0.4034831	0.7065330	0.1720089	0.5091100	0.5336054	0.6696244	0.3393740	0.4499115	0.4403290	0.6349360	0.2387426	0.2175449	0.2663747	0.2968440	0.7294673	0.7178315	0.3188520	0.5145172	0.5475261	0.5742041	0.5204964	0.1247460	0.3309584
0.6448223	0.4838929	0.8513917	0.0437130	0.5792169	0.2284846	0.6934191	0.6036749	0.8018274	0.5557536	0.5816321	0.6930475	0.3500384	0.4292338	0.6898939	0.6928506	0.8127206	0.2059761	0.5171651	0.7213419	0.6748688	0.7870163	0.6514524	0.7495726	0.0244204	0.2386265	0.2330307	0.5724585	0.6635030	0.1560896	0.7272714	0.4747937	0.5659303	0.0534300	0.4016464	0.4677790	0.6699206	0.1163224	0.1988638	0.5577322	0.2915409	0.6230266	0.5702123	0.5302320	0.4662178	0.5586945	0.8012029	0.6462835	0.2947358	0.4862790
0.5807022	0.7257999	0.6416321	0.0013635	0.5714384	0.0577525	0.4222955	0.5858118	0.7397932	0.6825525	0.7738766	0.8193624	0.1544535	0.6642817	0.7081000	0.6737051	0.6783394	0.3705024	0.6091022	0.5709635	0.5734569	0.8340139	0.6186461	0.6119645	0.0404869	0.3206257	0.2018192	0.4165987	0.7571583	0.2743678	0.3157003	0.5860327	0.8318993	0.0368819	0.5956437	0.4410770	0.7193353	0.4169924	0.1956272	0.5497953	0.2903856	0.6567436	0.7546167	0.2330982	0.5001638	0.4690282	0.7303021	0.6834411	0.0244469	0.2815979
0.5745847	0.6696313	0.6076371	0.0003706	0.6558960	0.1633546	0.7066087	0.4437384	0.7178833	0.7295651	0.6848995	0.6355626	0.0393807	0.6757260	0.7029768	0.8086494	0.6341363	0.3041792	0.5212389	0.6499290	0.5494686	0.7335561	0.6459911	0.7169098	0.0136853	0.2448275	0.3619712	0.3413359	0.6831221	0.4656114	0.5613935	0.6401209	0.7991768	0.1591319	0.3668991	0.5066792	0.7137448	0.2746157	0.1752869	0.8490305	0.2949261	0.6868481	0.7160523	0.2602966	0.4773116	0.4395803	0.6221631	0.6560297	0.1349277	0.1698911
0.6215873	0.6143057	0.6200079	0.0007901	0.3035183	0.1538706	0.5427481	0.7140134	0.8257638	0.7151933	0.5718749	0.7405913	0.1957559	0.4685706	0.4562842	0.5401817	0.7089986	0.4056020	0.4462899	0.6598553	0.6454177	0.6239527	0.5317352	0.6062618	0.0359519	0.1630660	0.2039969	0.3903891	0.6663784	0.1618881	0.6695117	0.4983458	0.5644672	0.0864930	0.4318464	0.4195426	0.5744209	0.2584612	0.2707390	0.4510316	0.4538281	0.6622215	0.8046672	0.2486324	0.5310200	0.4795374	0.7132354	0.5159542	0.1258685	0.2046310
0.7432268	0.6994177	0.5932718	0.0065739	0.6486449	0.0819606	0.5862668	0.7603584	0.5522906	0.5813793	0.6774063	0.4427515	0.1654097	0.4994601	0.5483501	0.5772091	0.6514050	0.3019891	0.5298442	0.6491103	0.7767423	0.3674951	0.6297676	0.5760179	0.0165664	0.3133394	0.3752600	0.5594337	0.5854434	0.1126161	0.5941832	0.6387955	0.7299683	0.0269496	0.5187843	0.4225866	0.7594976	0.4285592	0.2452586	0.5849445	0.3406539	0.6210646	0.6291649	0.5963741	0.5760737	0.6781288	0.6771427	0.6309030	0.1592776	0.1798981
0.7067551	0.6354688	0.7156520	0.0218362	0.4995942	0.3851594	0.6842926	0.6067651	0.6496958	0.6538320	0.5684659	0.5407869	0.3895716	0.4985477	0.3864262	0.6877954	0.6503958	0.3670509	0.4633988	0.6977801	0.6385223	0.2669004	0.6894030	0.6292668	0.0462888	0.3477142	0.2725404	0.4056795	0.7744881	0.3985917	0.5431935	0.4203625	0.6158188	0.0893111	0.3739495	0.3466537	0.7562350	0.1366792	0.2819735	0.3772371	0.2699910	0.5280911	0.6167050	0.4079191	0.5223821	0.4865249	0.7044661	0.6764660	0.3025954	0.2411665
0.7051631	0.7015058	0.7047827	0.0703781	0.6217868	0.0717932	0.5726593	0.5070751	0.5469987	0.5636566	0.3267675	0.7771475	0.4159992	0.5316720	0.5483656	0.5053574	0.5126641	0.4906304	0.3840101	0.3901977	0.5991316	0.6442261	0.7768288	0.7657897	0.0382798	0.3198295	0.2376601	0.4482945	0.8125612	0.3561171	0.6770963	0.5300687	0.5273948	0.0246306	0.2848831	0.4760335	0.5725668	0.5585202	0.2866109	0.1538217	0.3799222	0.6026905	0.8165348	0.5734857	0.2531765	0.6688544	0.7548525	0.5887608	0.2331011	0.3877055
0.7034877	0.5360855	0.7584326	0.0003025	0.4150052	0.1340811	0.6021066	0.6626387	0.4270584	0.6755894	0.5214420	0.8655638	0.3618581	0.4112735	0.6134304	0.6198574	0.4740156	0.2813475	0.5014934	0.6633809	0.6018663	0.6178346	0.5866393	0.6796620	0.0686522	0.4114352	0.3533868	0.4113910	0.5944458	0.2813948	0.4076362	0.5892028	0.6556070	0.0701587	0.3568135	0.4517957	0.1800793	0.3300951	0.1574258	0.4447176	0.2935580	0.4648489	0.7670729	0.4951042	0.7338492	0.5268946	0.6764908	0.7108718	0.2040755	0.2177405
0.8528228	0.6079223	0.6588705	0.0476776	0.6351439	0.3341075	0.7427700	0.6924003	0.5236478	0.6501458	0.5711647	0.8316841	0.1444784	0.6684559	0.5566820	0.6540814	0.5951979	0.3873790	0.4476651	0.5241181	0.6990722	0.6461090	0.7245372	0.3665955	0.0185501	0.4154183	0.5859257	0.3117032	0.5867927	0.2450864	0.6178485	0.5252178	0.8682321	0.0756144	0.3918160	0.5326361	0.4413459	0.1841497	0.3520193	0.4229852	0.2895651	0.7040915	0.7209956	0.6845664	0.5010745	0.5910840	0.5724125	0.6354023	0.0639883	0.1591788
0.6568426	0.3999377	0.6889637	0.0402625	0.6426197	0.2394981	0.7967039	0.5064744	0.5602922	0.7350498	0.6833260	0.6053363	0.3855789	0.7018985	0.4205503	0.6069537	0.8155775	0.2617662	0.5485561	0.6807908	0.6415683	0.7610360	0.7259250	0.5409565	0.0133638	0.2440367	0.5296197	0.4807335	0.3449753	0.0888388	0.2386294	0.1987156	0.5663695	0.1137400	0.6136170	0.2351284	0.7070475	0.1378011	0.1628395	0.6776436	0.3403226	0.5617320	0.7541556	0.2093554	0.6291466	0.5294286	0.5818273	0.5754473	0.3218160	0.2181498
0.7561526	0.7767528	0.6580085	0.0534499	0.7177517	0.2446139	0.6983407	0.8602215	0.7234224	0.4633648	0.6992883	0.6883086	0.3075110	0.6580162	0.7505610	0.4526137	0.6840827	0.4386705	0.4971992	0.7113065	0.7255302	0.4488798	0.4986324	0.6992401	0.1049130	0.5025312	0.4967736	0.2559675	0.5932626	0.4562688	0.6262067	0.6573964	0.6513822	0.0840626	0.5110850	0.5273923	0.7683029	0.4582713	0.2454398	0.5538312	0.3543506	0.6573194	0.7242699	0.6120165	0.6300373	0.4805378	0.5741749	0.5858998	0.0729733	0.4708202
0.7723107	0.5980647	0.6787344	0.0745962	0.3902555	0.0889369	0.5294026	0.7950070	0.6307141	0.5304157	0.6810279	0.7381277	0.5678779	0.4324920	0.2787260	0.8795720	0.6498216	0.4280567	0.5073351	0.3816528	0.7180417	0.7185135	0.6425103	0.6960220	0.0291698	0.4105020	0.3815017	0.5004211	0.7420915	0.3004287	0.6171629	0.5947986	0.4001441	0.0623960	0.5354144	0.4733991	0.7432287	0.0451808	0.3239516	0.1432658	0.2214353	0.5589508	0.6026500	0.3270334	0.6191269	0.4938822	0.5894658	0.5268151	0.3438046	0.3769243
0.6220108	0.4249547	0.5740065	0.0018726	0.5500010	0.1124444	0.5383317	0.6619103	0.7938640	0.7174576	0.7168596	0.4351629	0.0555350	0.5074794	0.6326462	0.7831292	0.5028317	0.4869549	0.6962146	0.6365732	0.6460028	0.7879628	0.6342264	0.7730774	0.0149166	0.2374562	0.2339360	0.5612539	0.7360295	0.2672451	0.5720165	0.1428057	0.7682029	0.2227191	0.3997568	0.6162766	0.6456046	0.0825988	0.2996956	0.6605831	0.2183210	0.6394892	0.7825611	0.2156917	0.7246007	0.5400062	0.6305471	0.3669066	0.0024565	0.3874457
0.6900652	0.4075519	0.4228335	0.0545572	0.8370609	0.1853728	0.5019634	0.7002724	0.3787843	0.4321777	0.6934287	0.6524734	0.1684476	0.4315110	0.6393247	0.6571254	0.4895547	0.2971848	0.4359380	0.6121015	0.7109637	0.4718447	0.5812864	0.8267920	0.0535063	0.1659730	0.2339917	0.5701458	0.7369108	0.1044306	0.5776088	0.1641564	0.5337462	0.1341870	0.5448150	0.1613133	0.6908606	0.5628110	0.1541464	0.6280572	0.2040364	0.7081878	0.7942624	0.5727392	0.3834751	0.4783668	0.6985341	0.6774472	0.0207232	0.3836854
0.8538019	0.6345180	0.8669474	0.0594785	0.4177605	0.6505853	0.6322873	0.7268652	0.7776398	0.4213649	0.5481104	0.6877925	0.2707995	0.7258040	0.1844748	0.8751488	0.6013110	0.2333303	0.6951993	0.6617799	0.8403552	0.5717703	0.5621634	0.6975197	0.0474305	0.5062940	0.6157583	0.4026612	0.5231390	0.3871854	0.7395579	0.4723774	0.5328028	0.1074312	0.3197566	0.4766275	0.5413049	0.1187252	0.2216963	0.5858472	0.2434020	0.5094441	0.8208669	0.5173229	0.4716150	0.2444303	0.7317305	0.7694402	0.2658443	0.3340432
0.6185436	0.5873935	0.7604583	0.0479307	0.5767386	0.1156264	0.6745000	0.7790853	0.6507318	0.4216021	0.6554243	0.7303754	0.2525555	0.5912527	0.4110694	0.7084049	0.6669581	0.3737806	0.5461226	0.4252202	0.6478214	0.7437699	0.4929666	0.5943052	0.0339916	0.3027487	0.6413470	0.5104523	0.6187884	0.2606853	0.6627567	0.5617199	0.5524693	0.0649653	0.4592381	0.7079651	0.4605416	0.3572969	0.2075212	0.2972733	0.2749387	0.5936013	0.6602387	0.4009394	0.5968111	0.4770412	0.6498107	0.6415697	0.1834870	0.6144569
0.6870770	0.6493634	0.6220082	0.0490083	0.7486449	0.1211734	0.5622744	0.5543832	0.6576580	0.5695523	0.6031658	0.7769498	0.4181391	0.6594343	0.3860286	0.6563712	0.5630211	0.3533302	0.4661823	0.7396624	0.8507477	0.7592717	0.5268235	0.4997305	0.0483850	0.3155078	0.3288462	0.4773248	0.7437575	0.3994407	0.6837013	0.6160517	0.4899961	0.0672279	0.3898461	0.4458783	0.5297094	0.2783259	0.1602423	0.3770954	0.2266439	0.6980180	0.7656894	0.2406481	0.5773605	0.5365887	0.6721718	0.6500041	0.1727518	0.2102212
0.7202111	0.3193097	0.4292020	0.0026037	0.2404424	0.0871151	0.6242663	0.7898617	0.7078977	0.8066531	0.7126441	0.3040224	0.4009123	0.3616161	0.7546343	0.7597351	0.7107356	0.3892297	0.4916275	0.6271388	0.7989822	0.5613345	0.7915151	0.4767174	0.0351084	0.2105376	0.4790777	0.4481085	0.5911469	0.2304477	0.2191556	0.0387260	0.4366465	0.0423068	0.4659441	0.4700838	0.7684923	0.2078962	0.2932942	0.1663412	0.2759126	0.6549787	0.8613211	0.4131401	0.5060502	0.1864498	0.5660812	0.5210307	0.0515772	0.4268734
0.7169572	0.7278625	0.6471303	0.0044525	0.6122411	0.3140011	0.6737328	0.7988406	0.7042627	0.8077355	0.5508252	0.4773281	0.2180134	0.4485806	0.8048858	0.6875681	0.6249987	0.2455162	0.6378472	0.5746823	0.7317985	0.7814885	0.5697169	0.5832342	0.0739715	0.3145330	0.4265251	0.3851576	0.2984255	0.3925051	0.2923002	0.5736338	0.7651899	0.0476762	0.5418407	0.4304556	0.6126511	0.2262476	0.2523214	0.7849396	0.3508006	0.7248123	0.6254293	0.5169060	0.5689317	0.4418047	0.6840522	0.7105050	0.1743589	0.3665191
0.7465000	0.6569542	0.6828418	0.0638678	0.5182322	0.3638314	0.8054944	0.6375504	0.4582589	0.7559262	0.7483671	0.4131792	0.2913819	0.8652547	0.4038230	0.7463897	0.6222975	0.2477473	0.4269436	0.6811669	0.7133307	0.7697192	0.5357672	0.6301408	0.0375003	0.3218569	0.3463627	0.4944348	0.7825990	0.6358299	0.8329693	0.4341554	0.5015389	0.0343405	0.5254515	0.3440782	0.6685440	0.0543651	0.1840591	0.5156383	0.2835391	0.6661378	0.7091657	0.4386178	0.5506605	0.4183582	0.7456746	0.6388964	0.2223515	0.3714454
0.6312175	0.5671897	0.5277774	0.0031807	0.6668416	0.3032423	0.7176760	0.6090648	0.7339276	0.5593478	0.6591864	0.6192191	0.1725899	0.7073925	0.4262218	0.7504267	0.6441634	0.3744689	0.5882800	0.7421403	0.5818256	0.5496549	0.7698648	0.5871064	0.0087074	0.2315226	0.4564785	0.5263614	0.6023393	0.3690819	0.6335350	0.4288099	0.5555030	0.0617993	0.3555711	0.5723528	0.7130327	0.5001596	0.1810813	0.3369629	0.2845070	0.8051059	0.6603236	0.2260211	0.5447430	0.5624169	0.6923058	0.5695285	0.1548748	0.3212018
0.6767455	0.7426347	0.5558066	0.0081580	0.5549854	0.1809211	0.5704706	0.6966103	0.7265445	0.6947799	0.5787096	0.6784622	0.4895662	0.7424767	0.4401966	0.3181460	0.6102608	0.5718564	0.4127851	0.2533014	0.7506603	0.5836956	0.5958625	0.2850504	0.0355541	0.3329358	0.3756487	0.3353541	0.4977970	0.5400712	0.4776110	0.5503032	0.5369293	0.0440339	0.3023163	0.6439565	0.6360346	0.2387231	0.4131863	0.2210361	0.5856745	0.6251224	0.6353825	0.5539713	0.4465275	0.5837420	0.6501166	0.7065844	0.3319962	0.2354880
0.6440380	0.5907798	0.6313018	0.0029070	0.3892442	0.0839459	0.7447720	0.7188306	0.8128354	0.6877399	0.6794330	0.3714242	0.1705015	0.5819068	0.6761215	0.6963447	0.6317579	0.3232257	0.4540026	0.5179916	0.6730137	0.5750065	0.5946147	0.4641616	0.0655299	0.3800516	0.1914123	0.4324008	0.6963748	0.2153427	0.3633889	0.5598077	0.6636894	0.0963778	0.4344389	0.5664569	0.5346156	0.2123101	0.2124506	0.5914583	0.4410103	0.7575968	0.7404416	0.4812623	0.4122844	0.4222093	0.6520487	0.6717043	0.0439781	0.4730882
0.7579151	0.7099542	0.6059638	0.0050368	0.6202682	0.1539265	0.7010788	0.7902017	0.6945896	0.8463414	0.9070369	0.6843278	0.2745857	0.5935299	0.5452154	0.6855250	0.7736160	0.3495034	0.4733351	0.7455668	0.5877078	0.7181590	0.6308971	0.7780524	0.0435611	0.3013900	0.4201639	0.4582918	0.5516286	0.2003396	0.6670735	0.5113480	0.7663563	0.0352835	0.4878805	0.5352259	0.6969272	0.6041638	0.1896920	0.2104269	0.2955893	0.6957304	0.6385930	0.5358201	0.7424308	0.5603705	0.8530583	0.6213560	0.1872984	0.2829818
0.7501192	0.8311631	0.6947248	0.0607114	0.7275871	0.1541365	0.8374005	0.4219896	0.6917660	0.6750680	0.6151638	0.7387130	0.1739890	0.4509265	0.3376026	0.4432088	0.5751491	0.4375448	0.4781700	0.6757710	0.6794208	0.4767879	0.4562196	0.6977599	0.0248258	0.0750609	0.3713254	0.4123139	0.7157561	0.2564812	0.6169391	0.6437987	0.7024308	0.0556343	0.3537311	0.6038247	0.7306632	0.2195566	0.2510854	0.7435870	0.4384314	0.7164585	0.7197621	0.2894195	0.2626205	0.5794491	0.6795963	0.6518478	0.1095986	0.1907840
0.6721576	0.6312455	0.6345149	0.0568052	0.5339392	0.0437363	0.4777794	0.6969011	0.7319391	0.5831482	0.5385935	0.5105194	0.2447581	0.5083268	0.7179886	0.5648082	0.5685878	0.3704083	0.3730933	0.6325932	0.4525483	0.5715606	0.7432489	0.6328925	0.0357719	0.3490402	0.4251070	0.4020535	0.3984443	0.2236178	0.6825148	0.5155747	0.5877611	0.0909624	0.4266921	0.4167918	0.7911174	0.2587044	0.2265487	0.3794886	0.3127987	0.7137436	0.6864022	0.4986093	0.5402329	0.5711156	0.8160704	0.6466077	0.0184994	0.2860689
0.5428731	0.5304386	0.6647759	0.0081312	0.5879134	0.3796795	0.5899852	0.8303542	0.7346160	0.8078405	0.5789451	0.5637226	0.1522688	0.7261228	0.3247503	0.7373350	0.5953022	0.4545566	0.5362426	0.8361003	0.5207607	0.7136174	0.6860077	0.7637974	0.0295541	0.3159429	0.4302203	0.3307732	0.6954102	0.2020279	0.7298170	0.4559934	0.5324393	0.0745091	0.3607883	0.5188236	0.5084134	0.0661236	0.2467918	0.3931036	0.3334559	0.7458042	0.6645909	0.3402797	0.5482149	0.6714515	0.7430028	0.6174816	0.1582033	0.1458014
