YCR018C	YGR044C	YOR140W	YCR097W	YGL254W	YCR040W	YLR098C	YJL056C	YPR199C	YOL089C	YOL067C	YPL038W	YDR146C	YCR096C	YLR013W	YGL209W	YML113W	YPL248C	YGL035C	YJL110C	YDR253C	YDL170W	YDR463W	YKL020C	YMR019W	YLR302C	YKL001C	YEL057C	YCR039C	YDR491C	YIL162W	YNL035C	YDR112W	YNL238W	YCR018CA	YAL049C	YDR098CA	YJR138W	YMR260C	YER079W	YMR283C	YMR228W	YBR275C	YGR084C	YDR040C	YCL041C	YAR002CA	YOR236W	YFL065C	YBL074C
0.0000000	0.8774996	0.9491098	0.0691260	0.8532694	0.2467509	1.0939285	0.9541048	1.0325904	1.0386917	0.9854860	0.9858406	0.3907120	0.8761308	0.9004950	1.0723101	0.9674390	0.5595637	0.7328047	1.0035457	1.0082071	0.9302208	0.9612852	1.0076320	0.0412495	0.5049479	0.5552803	0.6733212	0.9688608	0.3200203	0.8047373	0.8216425	0.9260908	0.1514627	0.6033762	0.7480210	1.0477966	0.4209171	0.3085840	0.7398105	0.4095069	0.8880172	1.0547337	0.6594007	0.8339311	0.8099339	1.0043229	0.9547229	0.3269094	0.3207287
0.0579625	0.0000000	0.9421085	0.0456911	0.9129177	0.2615605	0.9855987	1.0135479	0.9811849	1.0836844	0.9695474	1.0993805	0.3716810	0.9843465	0.9238605	1.0247323	1.0529021	0.4628427	0.7781156	1.1051776	1.0681119	0.9801109	1.0386193	0.9922156	0.0596835	0.4437786	0.5733442	0.7577159	0.9203283	0.2327572	0.9354346	0.0079785	1.0203475	0.1612388	0.5720484	0.6603140	0.9762680	0.4095891	0.2891483	0.3674608	0.2981128	0.9349696	0.9721127	0.7340468	0.7912672	0.8844706	1.0549460	0.0745943	0.2073709	0.3331388
1.0152143	0.9618813	0.0000000	0.0425796	0.8424126	0.3522695	1.0674437	1.0371428	1.0238627	1.0563707	0.9411396	1.1485237	0.4331360	1.0786453	0.8989337	0.9655457	0.9545376	0.4907113	0.7174049	0.9511889	1.0712876	0.9679241	1.0007542	1.0181733	0.0385625	0.4751125	0.4672491	0.7342933	1.0410993	0.3454474	0.7545769	0.8387489	0.8476237	0.1683670	0.6647480	0.7206449	1.0621303	0.4298009	0.4025613	0.7595086	0.3911523	0.8359720	0.9928031	0.7561357	0.9220720	0.8535702	1.0550587	0.8591722	0.2895677	0.2935009
1.0160146	1.1158201	1.0183199	0.0000000	0.9321945	0.3940566	1.0670951	1.1323228	1.0438418	0.9493829	0.9764393	0.8965662	0.3689250	0.9400069	0.8967728	1.0626696	0.9699730	0.5159447	0.7021610	1.0569231	1.0080197	1.1466312	0.9770787	1.0317182	0.0624688	0.4085725	0.5013093	0.6449378	1.0795399	0.3400626	0.8415375	0.7086034	0.9461759	0.1478478	0.5857294	0.7355327	0.9949450	0.3065681	0.3177852	0.6962764	0.4441121	0.9899139	0.9644294	0.7212785	0.8533667	0.7388220	1.0062758	0.8606902	0.2500230	0.3397641
1.0565353	0.9078072	0.7528091	0.0380778	0.0000000	0.2651502	1.0698242	0.9809832	0.9610680	1.0293060	1.0762232	1.0325400	0.3078276	1.0239213	0.9164446	0.9058283	1.0011555	0.5333815	0.6654080	1.0670371	1.0213581	1.0577612	0.9398822	1.0047329	0.0328978	0.4931183	0.4970333	0.7049415	0.9647897	0.3496204	0.8270086	0.8273090	0.8773009	0.1521741	0.6062667	0.6739245	0.9834227	0.4501518	0.2756735	0.7391635	0.5477043	1.1120148	1.0012655	0.7110410	0.8236067	0.0455264	0.9765312	1.0437285	0.2359973	0.3630629
1.0566178	0.9508580	0.9115789	0.0668683	0.8915195	0.0000000	1.0507797	0.9957976	0.9940270	1.0127757	1.0381631	0.9637908	0.2958279	1.0320110	0.9038545	1.0444083	0.9000350	0.6213108	0.7082015	0.8941498	1.0440086	1.0616153	1.0611718	1.0313172	0.0602497	0.4086327	0.4957118	0.6498642	1.0190829	0.4095454	0.8993492	0.8698447	1.0322092	0.1435882	0.6439473	0.6461952	0.9582076	0.4595402	0.3052493	0.9267280	0.3904939	1.0258073	1.0203496	0.7468474	0.9045129	0.8074901	1.1227869	0.9173858	0.2536527	0.3457540
1.1558047	0.9524825	0.9479078	0.0703314	0.9412364	0.0811305	0.0000000	0.9702284	0.9639987	1.0305204	1.0673489	0.9997152	0.3546140	0.9123185	0.8786936	1.0240524	1.0150429	0.7088922	0.7623903	0.9580807	0.8958878	1.0199890	1.0695059	1.0200927	0.0495886	0.4377623	0.4625954	0.6724023	1.1747590	0.4043057	0.9035147	0.8285049	0.9601959	0.1217773	0.5842241	0.7085260	0.9871984	0.3950089	0.3707485	0.7841524	0.4068353	0.8800062	1.0419872	0.8921161	0.7860154	0.7781048	1.0708518	0.9289105	0.2728179	0.3179846
1.0108101	0.9923410	0.9220192	0.0731820	0.9218088	0.4401165	0.9374740	0.0000000	0.9661750	0.9982155	1.1136841	0.9676302	0.3446131	1.0406825	0.9087990	1.0325685	1.0168184	0.5310548	0.8080421	1.0578107	1.0394309	1.0544321	1.0420353	0.9929500	0.0328916	0.4947926	0.5700827	0.6539998	0.9723965	0.3422931	0.8197736	0.7930263	1.0940403	0.1615758	0.6160970	0.7555080	0.9448314	0.4014573	0.3234975	0.7828378	0.3637270	1.0257098	0.8988746	0.1776905	0.8556827	0.8159023	1.0557713	1.0210391	0.2389862	0.3048531
0.9421040	0.9921845	1.0011064	0.0322085	0.9736978	0.3607287	1.1535912	1.1141630	0.0000000	1.0160245	1.0057967	1.0016531	0.3713485	0.9847065	0.9436430	0.9617134	1.0028643	0.5659721	0.6022535	0.9610722	1.0364009	0.9749944	1.0614206	1.0359415	0.0495947	0.4062796	0.5347220	0.6412251	0.8811791	0.2862163	0.9555778	0.9926946	1.0671046	0.1385597	0.5656560	0.7234400	1.1004510	0.3473931	0.3478079	0.7274914	0.4407985	1.0520119	1.0731853	0.8128311	0.8900810	0.8228243	0.9670722	1.0282544	0.2268793	0.4017778
1.0708171	0.2565709	0.9251347	0.9381976	0.9148847	0.2809497	1.0208163	1.0399598	1.0272497	0.0000000	1.0612876	1.0218789	0.3402469	0.7953241	0.8529768	1.0334618	1.0028480	0.5394654	0.7410911	1.0662105	1.0621430	1.0061799	0.9813740	1.0591959	0.3895012	0.4204439	0.5410465	0.6608321	0.9609676	0.3874569	0.8445109	0.0157373	0.8852652	0.1197988	0.5762257	0.6607926	0.9424694	0.3890395	0.2857830	0.3382706	0.4750081	0.9591904	0.9811800	0.7412490	0.7543864	0.7903593	1.0661840	0.8950280	0.2368190	0.8784453
1.1029359	0.9947738	0.9882442	0.0627438	0.5816912	0.3050998	0.9658157	0.9882528	0.9757905	0.8708605	0.0000000	1.0368543	0.3304453	1.1084464	0.9170899	1.0627965	0.8774473	0.4260873	0.7550114	1.1009122	1.0282434	0.9796743	0.9465976	0.9859586	0.5100680	1.1515268	0.6025991	0.7670248	1.0413578	0.3264618	0.8791811	0.8133935	1.0312689	0.0970295	0.1636947	0.5668121	0.9949747	0.3976684	0.3010259	0.6783424	0.3191932	0.0612226	1.0431319	0.7455759	0.8137901	0.6251884	1.0360676	0.9664850	0.3088913	0.4267008
0.8970630	0.9740201	0.9521832	0.0735617	1.1056435	0.3727570	1.0782354	1.0781171	1.0746572	1.0013957	1.0316657	0.0000000	0.3439338	0.9996843	0.8988613	1.1028336	0.9781626	0.5927935	0.8034307	0.9711690	1.0273137	1.0179736	1.0504876	1.0318573	0.0586757	0.4786768	0.5232940	0.7045660	0.9988118	0.2414120	0.9333024	0.8645817	1.0299686	0.1177880	0.5562796	0.7635659	0.8372253	0.0304133	0.2829041	0.8457189	0.3514478	0.9310526	0.9203158	0.8600574	0.8141212	0.7462485	1.0795288	0.9478703	0.2461704	0.9380178
1.0248753	1.0483556	0.9649122	0.0426179	0.8593327	0.2855604	1.0822297	1.0122048	1.0319301	1.0393529	1.0132958	1.0210574	0.0000000	0.9894204	0.9413059	1.1051259	1.0411582	0.4986996	0.7035824	1.0872754	1.0606998	0.9107146	0.9728858	0.9734361	0.0653547	0.4929328	0.5169807	0.6640983	1.1542990	0.2635320	0.8698163	0.8687746	1.0474981	1.0680709	0.5806396	0.7049678	1.0993384	0.3455624	0.3413780	1.0039629	0.3973194	0.9569333	1.0274097	0.7912351	0.7985919	0.7936810	1.0582851	0.0780876	0.1657426	0.3430304
0.9926798	1.0186180	1.0483023	0.0594977	0.8207173	0.1753994	1.0862867	0.9451521	0.9339039	1.0504128	1.0570372	0.8836940	0.3667101	0.0000000	0.9403919	1.0312133	1.0120558	0.5095965	0.8531268	1.0489818	1.0262057	1.1824250	1.1800898	0.9887306	0.0403702	0.4172926	0.4607577	0.6938835	1.0782796	0.2805681	0.8774511	0.8314486	0.9994180	0.1135002	0.6319446	0.6877504	1.0342525	0.4249531	0.2711900	0.7681444	0.4538371	1.0278158	0.9941721	0.7870163	0.8277087	0.8240113	0.9685164	0.9327747	0.2386325	0.3709535
0.9512793	1.0266090	0.9240219	0.0736909	0.9224591	0.4598734	1.0281458	0.9768588	0.9829831	0.9853062	1.0534735	1.0350856	0.2670446	0.9579898	0.0000000	0.9459329	0.9050899	0.6137324	0.7217732	1.1113966	0.9870693	1.0258523	1.0484319	0.9871144	0.0661133	0.4703558	0.8141284	0.7075711	1.1205087	0.3390123	0.8011908	0.8655446	0.9372745	0.1043929	0.6850090	0.6854978	0.9995299	0.3727993	0.3230421	0.7401756	0.4195352	1.0130633	0.9791997	0.6992691	0.7424453	0.7162715	1.0849298	0.9323851	1.0185180	0.3557912
