YLR183C	YCL066W	YJL056C	YCR040W	YML076C	YHR006W	YCR097W	YLR098C	YCR096C	YML113W	YOL067C	YMR019W	YLR013W	YJR147W	YFL021W	YDR310C	YOR032C	YDR463W	YJL110C	YKR034W	YOL089C	YCL067C	YDR520C	YDL170W	YDR081C	YPL193W	YOR240W	YER148W	YMR272WB	YKR035WA	YDR543C	YOL042W	YGR296W	YCR104W	YHR184W	YLL048C	YDR102C	YHR156C	YOR212W	YLR261C	YAR061W	YDR098CA	YGR020C	YLR023C	YKL137W	YPR188C	YDR099W	YER188CA	YPR054W	YOL102C
0.0000000	0.6973535	0.6709898	0.3629923	0.6947991	0.6041960	0.1086112	0.6588717	0.0839139	0.7797713	0.5921222	0.0230784	0.6367839	0.5750205	0.0464949	0.4528053	0.6698402	0.0340184	0.1092187	0.1131481	0.6149792	0.4287191	0.0353060	0.7624640	0.6226265	0.6936703	0.0702332	0.7543749	0.0472511	0.4556729	0.3579055	0.5657535	0.4759444	0.6604587	0.0284614	0.6354120	0.1382478	0.3565610	0.3610456	0.4322521	0.6254901	0.2748046	0.0209516	0.0199605	0.6251377	0.0507256	0.2887193	0.5432940	0.1514473	0.4029000
0.7005646	0.0000000	0.6817695	0.3714814	0.0896065	0.7845839	0.0391913	0.7176100	0.0439836	0.7330322	0.7221877	0.0535692	0.8097745	0.7016374	0.0363887	0.4483220	0.9323667	0.0214582	0.1091264	0.0618030	0.6172300	0.1933361	0.0243639	0.7358052	0.6277523	0.2153561	0.0492648	0.2451711	0.0745058	0.4328561	0.4189803	0.7025365	0.6388157	0.6554143	0.0167259	0.5849525	0.1164480	0.3871481	0.1699130	0.4692495	0.2085799	0.1735748	0.4307915	0.0086394	0.1164301	0.4002352	0.2204045	0.4850586	0.0931758	0.4074208
0.7205718	0.6002860	0.0000000	0.4148518	0.0274160	0.6523432	0.0513232	0.7087449	0.0464750	0.7873063	0.6447525	0.0369817	0.6599256	0.7400483	0.0187392	0.4703735	0.7403238	0.0258823	0.1023551	0.1008273	0.6481350	0.4723507	0.0166743	0.5675161	0.5835272	0.2211138	0.0619747	0.1942822	0.0544254	0.2886637	0.4260333	0.7052102	0.5753801	0.5804739	0.0185932	0.5790802	0.1468684	0.4258907	0.4561227	0.5794147	0.1988855	0.2067663	0.5692612	0.0159534	0.0844331	0.5014636	0.3578065	0.0588160	0.1269095	0.4185806
0.8318731	0.4734520	0.6439328	0.0000000	0.0906324	0.5495586	0.0653829	0.6602889	0.0511323	0.7070037	0.5901927	0.0353653	0.6694617	0.6483937	0.0147123	0.4505719	0.5964348	0.0293960	0.1869822	0.1205338	0.6381483	0.1882677	0.0105025	0.6739042	0.6534047	0.2523180	0.0597027	0.2100990	0.0146064	0.4569119	0.3606018	0.5588429	0.5830035	0.6695084	0.0380010	0.7030507	0.1165943	0.4064550	0.1996421	0.5104549	0.1837701	0.2454831	0.4696116	0.0399271	0.0923065	0.4847876	0.2623820	0.6056554	0.1115285	0.5419101
0.6478820	0.4799133	0.6282377	0.3278969	0.0000000	0.7092747	0.0781861	0.8147197	0.0584756	0.6549286	0.6630522	0.0553816	0.7012970	0.6874396	0.0369879	0.4361850	0.7486369	0.0244067	0.1032266	0.0978914	0.7418817	0.1870948	0.0058387	0.6504609	0.7374375	0.2682531	0.0998443	0.3126045	0.0506773	0.4164035	0.4316522	0.6800253	0.4962941	0.5956875	0.0304647	0.5980102	0.0721875	0.3908145	0.1603617	0.4929050	0.2447281	0.1925405	0.4561240	0.0439150	0.0521416	0.3774661	0.2181617	0.5733857	0.1501116	0.5077707
0.6169316	0.5880218	0.7211256	0.5314332	0.1080938	0.0000000	0.0999664	0.6494619	0.0662822	0.7493727	0.7214808	0.0441644	0.7184711	0.5877246	0.0415544	0.4524080	0.7629347	0.0216269	0.1650753	0.1412691	0.8018488	0.2607710	0.0121478	0.7405826	0.7377114	0.2600361	0.0962066	0.1933547	0.0836885	0.4358365	0.3711987	0.6151566	0.5708341	0.6618245	0.0308589	0.6913417	0.6119544	0.3051719	0.2578510	0.4633093	0.2154897	0.2427570	0.5577326	0.0217624	0.0519916	0.4119705	0.3223777	0.5635853	0.1815552	0.3734511
0.6845109	0.5042254	0.8354087	0.4287520	0.0854745	0.6478194	0.0000000	0.7718213	0.0537383	0.5972854	0.6768003	0.0239852	0.5895782	0.6056224	0.0111589	0.4905883	0.7020445	0.0417532	0.1373056	0.1724617	0.6305853	0.2048862	0.0147036	0.6560118	0.6774020	0.2788691	0.0714421	0.2231447	0.0189203	0.4669103	0.3996091	0.6014197	0.4923380	0.6225143	0.0366513	0.6043949	0.0790782	0.3593835	0.1798403	0.5823762	0.3065366	0.2731331	0.4539349	0.0430075	0.0843410	0.4761814	0.3113912	0.4961135	0.0996606	0.4716899
0.7151390	0.2336980	0.6725814	0.2852286	0.1103496	0.6197011	0.1125853	0.0000000	0.0586271	0.7359183	0.7125088	0.0424567	0.6155737	0.6403677	0.0321143	0.0432143	0.6381016	0.0128198	0.1086615	0.1602668	0.7320602	0.3389597	0.0067418	0.7151184	0.7137647	0.1896113	0.0584523	0.1450173	0.3886867	0.6720283	0.4927318	0.5892465	0.4465952	0.6603474	0.7058128	0.6098668	0.1123537	0.3127323	0.2893330	0.4531557	0.2311581	0.2569511	0.5530542	0.0173601	0.0884638	0.3822355	0.2901262	0.5158666	0.6451725	0.5903069
0.7840231	0.7104771	0.7263568	0.3597677	0.0721614	0.6302451	0.0774697	0.7274255	0.0000000	0.6242971	0.6213791	0.0286095	0.6383796	0.6373399	0.0134571	0.5597120	0.9370651	0.0095214	0.0791903	0.1192731	0.7068317	0.1916586	0.0324322	0.6543907	0.7295865	0.2111354	0.0610704	0.2174487	0.0388686	0.5875433	0.4355608	0.7626253	0.5966028	0.5147260	0.0303114	0.7400979	0.0755681	0.3649868	0.1672421	0.5062206	0.2446835	0.1834477	0.4912382	0.0228983	0.1136334	0.3477250	0.2694244	0.5448370	0.1148783	0.4922952
0.7843690	0.4201210	0.6239640	0.3390852	0.0730175	0.7170369	0.1176114	0.6091142	0.0743914	0.0000000	0.6422881	0.0492838	0.7914492	0.7456202	0.0227079	0.4272795	0.5678899	0.0223382	0.1106359	0.1067501	0.6654346	0.1809171	0.2855657	0.5743502	0.6868759	0.2055733	0.0757085	0.2473744	0.0681756	0.4464748	0.3878577	0.6418295	0.0560045	0.6470005	0.0183297	0.6589501	0.1235954	0.4475895	0.1045273	0.5569956	0.2443578	0.2194491	0.3931135	0.0250281	0.0665979	0.4653742	0.3219244	0.5008877	0.1328630	0.4521157
