YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.0000000	0.0082265	0.0458693	0.3251239	0.0662109	0.6697413	0.7093783	0.1831582	0.0512775	0.6938917	0.8393210	0.7197898	0.5899871	0.1722783	0.6513398	0.6414334	0.2029985	0.7548001	0.1894390	0.5414218	0.6764170	0.3543681	0.6373925	0.6492167	0.6156683	0.2961239	0.6813103	0.3895659	0.8257125	0.1008194	0.2504541	0.0741784	0.5361633	0.7355630	0.1172956	0.2940671	0.8726340	0.3599863	0.4780323	0.2616486	0.4113458	0.1280225	0.0172671	0.7073037	0.5404249	0.0150176	0.0525109	0.4813896	0.3902904	0.0585425
0.5350261	0.0000000	0.0242978	0.2485108	0.0565870	0.7909214	0.7160860	0.2039413	0.0547768	0.6754605	0.7990760	0.7540614	0.7611443	0.1860477	0.0479836	0.6119469	0.1945539	0.7159288	0.2162864	0.4444803	0.8314134	0.3474872	0.7698375	0.7288703	0.7094846	0.3863012	0.0144235	0.3872831	0.0427153	0.1256343	0.3010215	0.7605837	0.6814680	0.5474690	0.1009049	0.3857156	0.0254341	0.3470488	0.4178553	0.2288386	0.4765387	0.0959269	0.4030518	0.7131529	0.5990668	0.6999545	0.7168592	0.5033795	0.3839834	0.2106708
0.8066092	0.3377193	0.0000000	0.2581721	0.0330132	0.6779622	0.6021872	0.1847856	0.0946117	0.6803157	0.7065111	0.7934607	0.7972310	0.2411030	0.0507535	0.5265304	0.1646155	0.9211520	0.1731349	0.4406179	0.7099622	0.3477528	0.7131405	0.7774080	0.6118866	0.3726695	0.0115810	0.4013169	0.0201250	0.1284775	0.3051315	0.5778146	0.4431831	0.6973672	0.0917469	0.3779789	0.0246644	0.3566435	0.2822692	0.3119705	0.5979725	0.0865460	0.3638609	0.6822611	0.5603259	0.7784675	0.6619779	0.4472765	0.3621818	0.2406598
0.7849785	0.2390061	0.0246736	0.0000000	0.0213553	0.6874591	0.7300913	0.1553090	0.0583256	0.6962613	0.6695841	0.7875713	0.6759365	0.1830396	0.0147770	0.5625051	0.1291125	0.7638816	0.2013758	0.6294433	0.6991004	0.3377891	0.9210843	0.8323684	0.6395248	0.2824154	0.0357777	0.2844308	0.0356291	0.1403594	0.2730782	0.6225549	0.5853208	0.6971492	0.1344064	0.3764812	0.0614355	0.2754716	0.3279368	0.2796397	0.3136877	0.0661587	0.3893552	0.6822038	0.6988424	0.7375538	0.7761201	0.4832811	0.3948523	0.1520889
0.7090014	0.2151233	0.0110607	0.1855167	0.0000000	0.6731500	0.8146938	0.1316569	0.0633050	0.6473098	0.7369624	0.6959138	0.7152310	0.1734940	0.0059824	0.4394123	0.1391726	0.7189144	0.2535736	0.4041578	0.7323141	0.2953135	0.8466426	0.6686458	0.7617264	0.2474950	0.0188843	0.3122018	0.0264144	0.1792699	0.3039553	0.4532288	0.4679017	0.6013903	0.0430021	0.2899244	0.0190081	0.3255611	0.3932586	0.2098157	0.4057150	0.0861637	0.2849017	0.6979226	0.6815860	0.7348369	0.8165620	0.5420480	0.4148131	0.2351987
0.6290974	0.4220270	0.5870463	0.1990200	0.4114636	0.0000000	0.7327935	0.1606477	0.0931404	0.7223099	0.6257128	0.7143990	0.8590859	0.1461898	0.0145981	0.5968407	0.1518688	0.7686881	0.1836227	0.5998103	0.7229279	0.2424623	0.6982486	0.7808183	0.7194769	0.3236702	0.0156812	0.0889101	0.0395543	0.3181154	0.5012789	0.5643864	0.6606309	0.0098496	0.7097214	0.3920789	0.0279223	0.3542502	0.3793159	0.2647915	0.4054127	0.0787864	0.4025290	0.7052052	0.5678776	0.7002697	0.7296137	0.3827242	0.0080381	0.7619414
0.7574612	0.0833530	0.0215866	0.7153087	0.0505218	0.6299006	0.0000000	0.1701094	0.7131480	0.7025895	0.7158731	0.5855211	0.7442781	0.2786390	0.0201196	0.5836213	0.2105459	0.7600408	0.2802384	0.5822285	0.7399032	0.4390920	0.6225174	0.6935062	0.9190338	0.3296436	0.0140568	0.3484590	0.0238846	0.1340222	0.2557957	0.5985084	0.6157640	0.7862940	0.1287636	0.3169539	0.0488584	0.7176233	0.3725449	0.2044222	0.4867281	0.0899571	0.5886211	0.6120882	0.5221634	0.7454846	0.7165543	0.4586911	0.3422201	0.6703487
0.7436673	0.4141301	0.6661782	0.3191632	0.5260824	0.6789890	0.7337030	0.0000000	0.0424074	0.6214150	0.9120709	0.8695570	0.7519612	0.2411762	0.0080467	0.4770523	0.0959991	0.6891542	0.2242628	0.5008276	0.6953711	0.3515539	0.7037399	0.8291688	0.6683799	0.2931091	0.0208202	0.3982697	0.0223347	0.0802687	0.2858460	0.5932378	0.4400536	0.5950589	0.0991691	0.2059061	0.0410203	0.3050858	0.3597643	0.1887139	0.4741205	0.0763475	0.3769196	0.7472122	0.6363785	0.5495541	0.7866204	0.4572116	0.3942072	0.2565726
0.6028435	0.2438768	0.0703481	0.2369031	0.0552629	0.8017535	0.7110368	0.1702807	0.0000000	0.6302987	0.5604596	0.6038431	0.7683215	0.1859552	0.0101846	0.4657634	0.1488901	0.6795262	0.1918397	0.5026423	0.6715708	0.2221833	0.6591031	0.7424676	0.6998469	0.3970268	0.0132757	0.2809047	0.0122936	0.1338792	0.3815551	0.7338132	0.5495224	0.5923473	0.1288422	0.4145199	0.0631779	0.3487687	0.3501861	0.3122060	0.4301434	0.1239278	0.4151251	0.6439668	0.5438835	0.6456389	0.7382799	0.5082762	0.3576029	0.2376971
0.6229323	0.1736258	0.0389218	0.2029507	0.0787691	0.6575176	0.7951407	0.1607203	0.0531318	0.0000000	0.7324786	0.7578398	0.7240102	0.2632737	0.0292611	0.6246524	0.1318090	0.8786052	0.2344205	0.4397098	0.6707729	0.3969597	0.7459835	0.7018024	0.7501917	0.4194247	0.0224708	0.3724954	0.0561620	0.0927455	0.2775759	0.8040944	0.5075357	0.6590284	0.1309340	0.2188494	0.0311753	0.3437412	0.3315196	0.2249657	0.4833107	0.0733211	0.3756122	0.6875669	0.6074923	0.7896649	0.7637421	0.4960441	0.3002143	0.1340104
