YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.0000000	0.0083538	0.0438938	0.3462074	0.0884317	0.9968910	0.9590651	0.2289346	0.0892266	1.0244411	1.0064611	1.0288376	0.9576083	0.2544619	0.8394591	0.7913924	0.2357029	1.0403127	0.3103667	0.8231223	0.9786356	0.4484088	1.0710280	0.9746810	0.9493335	0.4480334	1.0503351	0.5906564	1.0856922	0.1366500	0.4719330	0.1184508	0.8419561	0.9575505	0.1538102	0.4560578	1.0198068	0.5503048	0.4839713	0.3477081	0.6346132	0.1222764	0.0304722	0.9582277	0.8349181	0.0388125	0.0427513	0.6145059	0.5345289	0.0938825
0.9350650	0.0000000	0.0134785	0.3400367	0.0592200	1.0253784	0.9523821	0.2330050	0.0649440	0.9574389	1.0861253	1.0157164	1.0197658	0.2209364	0.0370916	0.7931214	0.2217495	1.0657397	0.2556419	0.7227137	0.9834490	0.5368736	1.0275938	0.9174973	1.0279890	0.4202531	0.0239444	0.4688343	0.0602408	0.2046315	0.4205372	0.7689618	0.7152610	0.9566585	0.1262678	0.4425526	0.0772209	0.4929054	0.4861689	0.3686325	0.5997566	0.1363028	0.5222934	0.9273805	0.8327672	0.9956076	0.9387669	0.7122437	0.5909530	0.2908260
1.0330952	0.3266094	0.0000000	0.3616497	0.0613528	0.9753839	1.0268210	0.2290189	0.1016385	1.0278071	0.9802676	1.0006386	1.0520186	0.2726996	0.0130716	0.7463951	0.2444554	0.9734232	0.2149625	0.6941668	0.9950515	0.5047995	1.0008679	0.9823375	0.9817025	0.5114604	0.0202689	0.6057049	0.0424909	0.1405317	0.4711703	0.8465160	0.7362080	0.9944931	0.1398453	0.4822793	0.0990081	0.5737976	0.4369082	0.3302995	0.6445666	0.1352366	0.5835426	1.0258494	0.6749969	1.0772641	0.9497238	0.7161709	0.5637206	0.3548291
1.0827699	0.4004429	0.0220380	0.0000000	0.0524272	0.9598453	1.0148191	0.2176150	0.0926254	0.9511645	1.0026304	1.1271244	1.0191185	0.2600470	0.0260576	0.6662556	0.1988287	1.0253374	0.3021554	0.6840176	1.1040872	0.5306104	1.0009351	1.0796259	0.9952110	0.4036522	0.0260075	0.4615318	0.0691316	0.1836159	0.4490265	0.8969424	0.7623564	0.8656643	0.1685830	0.4149095	0.0766832	0.4965562	0.4660382	0.3442718	0.5980129	0.1250316	0.5245191	0.9429459	0.9193417	1.1377711	1.0030620	0.7078234	0.5466925	0.2590068
1.0243238	0.2493970	0.0700711	0.3583039	0.0000000	0.9172270	1.0882697	0.2469001	0.0786182	1.0211912	1.0609632	0.9060736	1.0192560	0.2384236	0.0216909	0.7190268	0.2108153	1.0247112	0.3089710	0.7284970	0.9757571	0.5128305	1.0586739	0.9772002	0.9815462	0.4148014	0.0288188	0.4560851	0.0375333	0.1492759	0.4662791	0.6743996	0.6479132	0.8840402	0.1273001	0.4757796	0.0775034	0.5400813	0.4963894	0.3390246	0.5978189	0.0915645	0.4790493	1.0381006	0.8369888	0.9020017	1.0218032	0.7351937	0.5460694	0.3177676
1.0983293	0.7707557	1.0102998	0.3222670	0.6010837	0.0000000	1.0436127	0.3032928	0.0950199	1.0654135	0.9644448	1.0950916	0.9638258	0.2567939	0.0204434	0.7912125	0.1747764	0.9527260	0.2664883	0.9737612	1.0453116	0.3297555	1.0612305	1.0825295	0.9810532	0.5422763	0.0189646	0.1102461	0.0407514	0.3754276	0.6180228	0.9175408	0.8378494	0.0107909	1.0202152	0.5132180	0.0570941	0.5757032	0.4024976	0.3436525	0.6273515	0.1301769	0.5879740	0.9716056	0.8893892	0.9712721	0.9367500	0.6361371	0.0129155	0.9954666
1.0258743	0.1325306	0.0372385	1.0116459	0.0470363	1.0014175	0.0000000	0.2175748	0.9810085	1.0262501	1.0550361	1.0415791	0.9696166	0.3174598	0.0334464	0.7081120	0.2169662	1.0612413	0.2930214	0.7671678	1.0049619	0.5350154	0.9765602	0.9970288	1.1226962	0.4661319	0.0211239	0.5240197	0.0589021	0.1670842	0.3903203	0.8763530	0.8975249	0.9975891	0.1401261	0.5066676	0.0553479	0.9887218	0.4906097	0.3910834	0.6498159	0.1150001	0.6440571	1.0115446	0.8048160	0.9729408	0.9724964	0.6986707	0.6127263	0.9136675
0.9877543	0.6042000	1.1035385	0.3223142	0.5862946	0.9948109	1.1724693	0.0000000	0.0803920	0.9786242	0.9961736	1.0683399	1.0446694	0.2323350	0.0152330	0.7699316	0.2255502	0.9436114	0.3305298	0.7387958	0.9194195	0.5604729	0.8927995	1.1182337	0.9590964	0.4549746	0.0313051	0.5345070	0.0364732	0.1260097	0.4331481	0.8025753	0.8216754	0.9243358	0.1253621	0.4322151	0.0677061	0.5003778	0.3878415	0.3400825	0.6656389	0.0813096	0.6703419	1.0689049	0.7753315	1.0533650	0.9531287	0.7441996	0.5078197	0.3676961
1.0116976	0.2638503	0.0290214	0.3533634	0.1022813	1.0040403	0.9357840	0.2140314	0.0000000	1.0369302	0.9896815	0.9914260	0.9899279	0.2508094	0.0271897	0.7316941	0.1883861	0.9931515	0.3133026	0.6691190	1.1320503	0.4625695	1.0124449	1.0164373	1.0359119	0.4847601	0.0162686	0.3923328	0.0589796	0.2006875	0.5160266	0.8421973	0.7311610	0.9199289	0.1533891	0.5090284	0.0693203	0.5414663	0.4865167	0.3758925	0.6619727	0.1478710	0.4935155	0.9980299	0.8333196	1.0576166	1.0422111	0.6756444	0.5636615	0.3024648
1.0437180	0.2680789	0.0727875	0.3439715	0.0834170	0.9475722	0.9335672	0.2141880	0.1061618	0.0000000	0.9924334	1.0386940	0.9704717	0.3002097	0.0207481	0.6868053	0.2135951	1.0520619	0.3121237	0.7878800	1.0173432	0.4563822	1.0441635	1.1014314	1.1352085	0.4930111	0.0276013	0.6135054	0.0524409	0.1429947	0.4269595	1.0351998	0.8759336	0.8799592	0.1810647	0.4482354	0.0868561	0.5460998	0.3704688	0.2896393	0.5901609	0.1134423	0.5205438	0.9642124	0.8143768	1.0564172	0.9833182	0.6086090	0.5120151	0.2513075
