YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.9292003	0.3302257	0.0283289	0.1221411	0.3656258	0.9623357	1.0000000	0.2253259	0.0848307	0.8721860	0.9823290	1.0000000	0.8057249	0.6337387	0.0020952	0.8289200	0.7477287	1.0000000	0.6689581	0.7277143	0.7774197	0.1554947	0.9483100	1.0000000	0.4770743	0.0362123	0.0100731	0.4832212	0.0000000	0.2588939	0.8106831	0.8406916	0.3799567	0.9361703	0.0822767	0.5080354	0.0703617	0.5255124	0.4365114	0.2318862	0.5979915	0.2420916	0.4374029	0.9118340	0.5946265	0.9868962	0.9760280	0.6229155	0.4896611	0.1350922
0.9126246	0.2855797	0.9492975	0.2804227	0.6164561	1.0000000	0.6618213	0.0015323	0.0481433	0.5625798	0.9184235	1.0000000	0.9943603	0.3429247	0.0022629	0.4120622	0.1440385	1.0000000	0.2791056	0.4363288	1.0000000	0.9576903	0.9801081	0.9804890	1.0000000	0.6595429	0.0278000	0.9752827	0.2066324	0.0099304	0.2501969	0.8123338	0.8961826	0.9383441	0.0958144	0.4141709	0.0264333	0.6014716	0.1174375	0.3052511	0.7229901	0.0881227	0.4560074	0.9812632	0.7212560	0.9990268	0.9759939	0.6090240	0.5076192	0.2070835
0.9879354	0.0630558	0.0341748	0.3014121	0.0238842	1.0000000	0.6408300	0.2281360	0.0827842	0.8807763	0.7248638	0.8000806	0.9896420	0.2275919	0.4399632	0.4486900	0.0802870	0.6488540	0.1181663	0.4328864	1.0000000	0.7933964	0.8410882	0.6202516	0.8996627	0.0921734	0.0224585	0.9042197	0.9986444	0.0859878	0.2035426	0.6057997	0.9592822	0.9383441	0.3715755	0.5731567	0.0667178	0.7675065	0.5393758	0.4067805	0.5555435	0.1468792	0.5039579	0.9522285	0.3516714	0.9588376	0.9436274	0.4491745	0.5076192	0.7050016
0.9255231	0.6208945	0.8121233	0.3700631	0.8030806	1.0000000	1.0000000	0.0047244	0.0838532	0.9344365	1.0000000	0.7622914	0.7573082	0.6178367	0.0021310	0.6293269	0.1498159	1.0000000	0.4723331	0.6454599	1.0000000	0.3697064	0.8979591	1.0000000	1.0000000	0.0138452	0.0150087	0.1964005	0.0613788	0.1296376	0.3732070	0.8157281	0.5666682	0.9383441	0.1315615	0.3985640	0.0243578	0.5239243	0.6249476	0.3093353	0.6713828	0.2661715	0.8221439	0.9838952	0.9492746	0.9989798	0.9853907	0.6944047	0.7248859	0.0676120
0.9351996	0.4690309	0.2714947	0.2409033	0.2697510	0.5444422	0.7530971	0.2182047	0.0256736	1.0000000	0.9611669	1.0000000	1.0000000	0.1371356	0.1012661	0.3531585	0.0623053	1.0000000	0.5298845	0.9031453	0.7631605	0.1531330	1.0000000	0.7474410	1.0000000	0.3826390	0.0110736	0.3286527	0.3457751	0.7367622	0.7099859	0.6712702	0.9010690	0.8931934	0.2672413	0.4796573	0.0271063	0.6751422	0.2574159	0.3370829	0.3565915	0.1228863	0.5660770	0.9118340	0.3797104	0.9990218	0.9822384	0.5351258	0.4382244	0.4543755
0.9274755	0.1513464	0.0374810	0.9050937	0.0110099	0.9376305	0.4978622	0.2249195	0.0375971	0.8719973	1.0000000	0.6099051	1.0000000	0.2388466	0.1501711	0.7126144	0.7220868	1.0000000	0.4089528	0.7247492	0.7558279	0.1616658	1.0000000	1.0000000	0.8837540	0.2819957	0.0265440	0.5720560	0.7140241	0.7084672	0.8020264	0.6380762	0.7191075	0.9475503	0.1323199	0.2519618	0.0237704	0.8308502	0.1955351	0.3370829	0.6516076	0.1217763	0.4366431	0.9118340	0.9245034	0.9991261	0.9391568	0.7343037	0.4774987	0.6278067
0.9302367	0.6334631	0.0530866	0.1569782	0.5300960	0.8665642	0.9862279	0.2268744	0.0849234	1.0000000	0.9894477	0.8671999	0.6365105	0.3212307	0.0980653	0.9399168	0.2207763	1.0000000	0.0590150	0.8507671	0.5399774	0.2319855	0.9654582	0.9560612	0.9625420	0.2067825	0.0138240	0.3392253	0.2534055	0.4867236	0.7071931	0.7212573	0.4527965	0.9411674	0.0973768	0.4984012	0.0281392	0.4970125	0.0937213	0.3507335	0.5608991	0.4491998	0.5172642	0.9821331	0.6911795	0.9990222	0.9393855	0.0801073	0.4408062	0.7790561
0.9942946	0.1659967	0.1424925	0.4787544	0.0691839	0.7416130	0.9866162	0.2254964	0.0102479	0.8742642	1.0000000	1.0000000	1.0000000	0.1361729	0.2602825	0.6699662	0.4909264	1.0000000	0.3413165	0.8277764	1.0000000	0.6100911	1.0000000	1.0000000	0.7782358	0.3346097	0.0221075	0.7977353	0.9756801	0.1124655	0.3818070	0.8404858	0.8176278	0.9371664	0.1368832	0.3994671	0.0663632	0.5310427	0.3570831	0.2395911	0.6548988	0.0775784	0.5109248	0.9118340	0.3347212	0.9588543	0.9812734	0.6192830	0.5799950	0.4392412
0.9968250	0.9039160	0.9395069	0.1143628	0.5105366	0.9468218	1.0000000	0.0022560	0.0157609	0.9192893	1.0000000	0.8995004	0.7539035	0.6430185	0.0664245	0.9121954	0.4597992	1.0000000	0.1673962	0.7328723	1.0000000	0.4642585	1.0000000	1.0000000	0.8278440	0.5879673	0.0098695	0.4587871	0.0873839	0.1284919	0.2414295	0.5470169	0.4096319	0.9476478	0.0877545	0.4796573	0.0662241	0.4257924	0.3884483	0.3123422	0.5979915	0.2930011	0.5136804	0.9796751	0.9339800	0.9588608	0.9808585	0.6720250	0.4820549	0.2444082
0.9289217	0.3684285	0.0224881	0.0735799	0.0053481	1.0000000	1.0000000	0.2224305	0.0838532	1.0000000	1.0000000	0.2516319	1.0000000	0.2579341	0.1989500	0.8059526	0.4646085	1.0000000	0.3830094	0.5762153	1.0000000	0.7342590	1.0000000	1.0000000	0.7493381	0.5758944	0.0130424	0.9013851	0.9144321	0.0920815	0.3236548	0.8606060	0.8714124	0.9564514	0.0820906	0.4796573	0.0703813	0.2417623	0.2023864	0.2650920	0.7456411	0.0942127	0.6860030	0.9816030	0.9459196	0.9586589	0.9392766	0.7893956	0.6600316	0.3593688
