YBR182C	YOR140W	YGR044C	YGL254W	YCR018C	YLR131C	YPL038W	YCL067C	YIR017C	YJL056C	YNL103W	YLR013W	YOL067C	YCL066W	YKL185W	YIL101C	YMR019W	YJL110C	YPL177C	YJR147W	YMR021C	YGR249W	YDR421W	YKL043W	YOL089C	YMR017W	YPL176C	YDR371W	YDL071C	YDR370C	YPR107C	YNL336W	YBL074C	YNL327W	YDR525WA	YDR381CA	YDR351W	YLL033W	YGR271W	YDR380W	YOR276W	YNR049C	YDL060W	YDR416W	YGL097W	YLR394W	YLR389C	YEL070W	YER087CA	YHR193C
0.8112048	0.1704473	0.0716585	0.1920695	0.0857644	0.8097039	0.8667088	0.2040583	0.0732479	0.6716134	0.6378169	0.7065080	0.6551338	0.2463146	0.0106975	0.3962447	0.2180434	0.6599604	0.5110840	0.4670403	0.0000000	0.4608029	0.7214650	0.6121453	0.8010248	0.2556913	0.0403820	0.5156194	0.0692407	0.1038201	0.2764349	0.6597921	0.6474863	0.7224040	0.1167956	0.3492199	0.0847606	0.4309920	0.3761758	0.2127818	0.3755431	0.0746345	0.3653521	0.6383509	0.5891663	0.7807485	0.6807895	0.4360060	0.4326196	0.5775159
0.9214732	0.1857160	0.0322459	0.2224997	0.0183620	0.7837240	0.6713866	0.1761959	0.0748780	0.7053228	0.7156908	0.6523491	0.6946717	0.2076947	0.0153186	0.5339557	0.1802309	0.8198323	0.2819426	0.5410927	0.6789606	0.0000000	0.6393069	0.8753567	0.6651101	0.3564953	0.0118613	0.0329491	0.0129317	0.7142915	0.6758904	0.6937630	0.4625136	0.6242210	0.0684291	0.2922449	0.0549375	0.3608282	0.2761917	0.2206791	0.3592320	0.0599702	0.4801817	0.9251613	0.5540724	0.7649317	0.6393291	0.4456516	0.3565227	0.3059760
0.6606110	0.2317741	0.1551625	0.2451172	0.0504006	0.5322763	0.8350969	0.0661783	0.0310927	0.6657807	0.6475957	0.5943176	0.7644348	0.2490768	0.0346944	0.4423730	0.1430838	0.5829489	0.2190977	0.4930853	0.7419351	0.4435299	0.0000000	0.8627426	0.6409330	0.2945652	0.0261828	0.4177200	0.0410255	0.0748264	0.2367133	0.6960125	0.5634089	0.7289061	0.0833274	0.7461690	0.0469370	0.4404801	0.3608785	0.8361864	0.4352993	0.0874334	0.3982478	0.7343229	0.5482572	0.7407084	0.6189763	0.4794444	0.3276742	0.2884132
0.6395174	0.2114706	0.0399678	0.2433986	0.0382969	0.8713769	0.5967153	0.1639728	0.0990246	0.6803233	0.7490393	0.7834169	0.6016308	0.2287685	0.0464484	0.4797928	0.0603475	0.6962041	0.0090853	0.4419113	0.7115204	0.2696310	0.7880441	0.0000000	0.6349415	0.6289942	0.0369469	0.1077459	0.0293538	0.2195960	0.5271773	0.7649276	0.5352771	0.6895804	0.7514976	0.3141466	0.0474459	0.3232043	0.3436633	0.2019580	0.0014932	0.0788273	0.3000003	0.6083980	0.6067294	0.6195422	0.7487985	0.0500611	0.2838114	0.2684705
0.8058081	0.2983938	0.0332023	0.2639058	0.0543939	0.7133975	0.6641857	0.1145111	0.0712219	0.8079900	0.7777772	0.7527537	0.9378027	0.1851287	0.0339578	0.5846938	0.3759204	0.8473865	0.2046956	0.5210012	0.8095755	0.3926571	0.7511676	0.7540753	0.0000000	0.3026791	0.0122133	0.4231674	0.0086073	0.0915726	0.2640713	0.8025200	0.2866003	0.6629498	0.0996129	0.3222339	0.0636666	0.3166064	0.4307105	0.2567200	0.4206428	0.0746254	0.4614782	0.7266293	0.2167617	0.7200740	0.7678456	0.5583614	0.2301201	0.2751179
0.7114787	0.1616842	0.0338915	0.2607019	0.0425260	0.7482597	0.6667639	0.1546496	0.0614652	0.6693634	0.7121151	0.8337774	0.6385778	0.1481869	0.0173953	0.5834949	0.2049859	0.8011557	0.1934727	0.4484218	0.7591823	0.4046225	0.6978432	0.7927229	0.7839807	0.0000000	0.0242021	0.4505948	0.0474142	0.0926187	0.2953729	0.5474674	0.5388508	0.6158744	0.0755746	0.4916753	0.0506011	0.4917441	0.2927788	0.2821188	0.5024306	0.0897792	0.3645698	0.6337580	0.6118880	0.7772353	0.5875217	0.4299284	0.3835593	0.2379088
0.7006525	0.1152879	0.0226814	0.2094277	0.0587820	0.7007641	0.7809667	0.1519775	0.0725539	0.6632811	0.8104776	0.8024123	0.6546796	0.1976420	0.0141571	0.5442895	0.2094811	0.6353021	0.1644613	0.6692624	0.6514096	0.3943757	0.7266140	0.7115424	0.6400249	0.3041218	0.0000000	0.4488589	0.0357824	0.1438687	0.3097551	0.5613881	0.6057725	0.7383300	0.0704398	0.3106927	0.0688838	0.2734547	0.2382252	0.2726479	0.3373087	0.1531517	0.2973881	0.5450948	0.5396869	0.6205261	0.8320408	0.5075849	0.3027884	0.2574306
0.6253836	0.1669046	0.0177241	0.2932770	0.0337211	0.9380578	0.6832665	0.1764896	0.0802120	0.7914316	0.7959831	0.6792603	0.7653851	0.2217783	0.0110626	0.5863627	0.2210073	0.7260093	0.2524208	0.3573420	0.7145047	0.2646063	0.6797517	0.6847080	0.6584757	0.2412500	0.0180599	0.0000000	0.0421556	0.0896451	0.3134706	0.7129052	0.5230081	0.6111094	0.0541984	0.3213328	0.0399303	0.3313744	0.2969563	0.3082999	0.4222705	0.0895248	0.3097571	0.8004319	0.6056672	0.8058496	0.6703956	0.4744541	0.2992106	0.2878476
0.7391066	0.1606589	0.0258113	0.3022541	0.0535477	0.6541808	0.8331459	0.2064922	0.0759337	0.6796112	0.6359537	0.7382839	0.6201207	0.1323692	0.0185007	0.5037004	0.1119840	0.6598179	0.2107425	0.4032238	0.6805664	0.3433507	0.7375403	0.8752683	0.6955102	0.3157133	0.0184704	0.5339648	0.0000000	0.0795189	0.2387048	0.6394408	0.5622088	0.7308926	0.0948677	0.3202985	0.0782009	0.3022890	0.2554973	0.2398566	0.4023358	0.1291707	0.3476750	0.6795006	0.6073521	0.6113875	0.6613597	0.4659567	0.3819071	0.2339451
0.7515826	0.2153020	0.0262568	0.2101031	0.0333789	0.6315459	0.6779942	0.1260449	0.1070833	0.7089392	0.8015086	0.7092436	0.7107669	0.1945589	0.0281716	0.4620011	0.1235202	0.7916587	0.1921183	0.4816787	0.6323379	0.3552664	0.6994093	0.7281062	0.7399870	0.3642858	0.0101783	0.4144859	0.0230330	0.0000000	0.2420638	0.5519523	0.4993539	0.5718523	0.1116157	0.3381567	0.0421804	0.3328211	0.2874739	0.2017343	0.4552601	0.1158849	0.3119581	0.7511803	0.4712081	0.5992676	0.6185031	0.5108511	0.4794862	0.2331787
