YNL216W	YCL067C	YLR013W	YJL089W	YMR280C	YGL035C	YCR040W	YHR006W	YLR098C	YCR097W	YPL248C	YPR199C	YOR032C	YJL056C	YOR140W	YJL110C	YFL021W	YOL089C	YDR421W	YML099C	YKR099W	YGL209W	YLR131C	YKL109W	YKL185W	YDR024W	YHR015W	YEL074W	YDR078C	YPR020W	YKR097W	YJL077WB	YHR195W	YDL184C	YLL065W	YDR100W	YNL054WB	YBR093C	YOR120W	YBL001C	YNL142W	YFL059W	YNL296W	YGR296W	YNL038W	YMR283C	YCR083W	YBR266C	YDL149W	YKR040C
0.5108545	0.1492438	0.7867399	0.1231474	0.5345332	0.5948543	0.4366590	0.0168687	0.6417357	0.5507937	0.6792007	0.6866300	0.6719232	0.5771889	0.0503392	0.6867033	0.7696117	0.7234539	0.6882008	0.5781413	0.5216735	0.6888726	0.7627945	0.6519094	0.3002024	0.8187469	0.5613133	0.2833555	0.1016027	0.0296341	0.4954016	0.7092657	0.3293467	0.7004691	0.3928978	0.7396156	0.5922062	0.4305733	0.7440138	0.5099247	0.7166091	0.5207105	0.7452921	0.2268346	0.3046341	0.7719311	0.3512519	0.2181434	0.0362721	0.1952780
0.4319547	0.1199820	0.7944522	0.2164893	0.2885918	0.4260802	0.4108454	0.0471551	0.7403744	0.7264144	0.4834596	0.7348890	0.8802025	0.5826758	0.1530624	0.6667933	0.5735753	0.8158252	0.7417613	0.5521174	0.4131161	0.7628621	0.8240679	0.5161493	0.3431928	0.6947006	0.6968647	0.2231252	0.0898381	0.0706703	0.5467424	0.4191871	0.2764519	0.6914852	0.4090858	0.7177781	0.5958059	0.2473437	0.5852459	0.5497372	0.7575417	0.5797797	0.7968503	0.2537122	0.3729295	0.7179971	0.4998216	0.3083322	0.1520515	0.4300165
0.5797444	0.2171047	0.5916291	0.2063117	0.3060568	0.5095561	0.3391498	0.0057272	0.7839600	0.6365729	0.5926800	0.5484904	0.7288531	0.5336033	0.1512529	0.7243777	0.6097382	0.4969857	0.6486591	0.6089340	0.2840625	0.7394961	0.5052146	0.4353672	0.4014297	0.6247895	0.5127843	0.3461593	0.0561982	0.0448296	0.6316628	0.4570063	0.1853107	0.5662351	0.2714873	0.7063678	0.5496058	0.2563563	0.5679207	0.5919081	0.8537106	0.5030625	0.7742137	0.2507841	0.6130024	0.7609454	0.4844486	0.5169019	0.1479002	0.2479166
0.5419161	0.2243418	0.8169001	0.2134024	0.2756516	0.5967847	0.5273218	0.0537689	0.3763108	0.7648300	0.5135280	0.8345853	0.5863061	0.5833415	0.1282932	0.6552944	0.6009055	0.4866977	0.6207926	0.6257926	0.2471546	0.6806365	0.8193033	0.6434779	0.2595763	0.7276681	0.6139405	0.5365697	0.0946564	0.0969013	0.5607108	0.5281689	0.2987105	0.6014020	0.4211209	0.8189355	0.6065798	0.2362922	0.7385463	0.6048546	0.9369982	0.4687932	0.6484824	0.2975859	0.4007142	0.6747613	0.6082590	0.2481343	0.1115534	0.5413118
0.6926198	0.2134548	0.5729405	0.1612229	0.3230890	0.7035081	0.3410787	0.0231225	0.3706605	0.6550117	0.4920832	0.6891940	0.7373762	0.7051538	0.0678683	0.6156662	0.6558426	0.7153145	0.5402849	0.7179855	0.3416638	0.7711298	0.6308729	0.5679966	0.3119039	0.6458156	0.4012963	0.3778288	0.0574063	0.0220335	0.4552146	0.5175085	0.0671606	0.7172548	0.5512361	0.6367361	0.5458458	0.1699550	0.6330539	0.6910004	0.7017419	0.6993129	0.5419811	0.3669679	0.3255834	0.6775104	0.4533316	0.3365764	0.0650431	0.2338617
0.7135340	0.2284918	0.6859108	0.1562799	0.3015918	0.6840641	0.4665899	0.0308193	0.5975584	0.7706829	0.5328355	0.5040650	0.7483740	0.6423994	0.0997844	0.6609764	0.7127773	0.4832402	0.5535457	0.5528436	0.3703523	0.6883956	0.6041515	0.7468279	0.3522165	0.5990119	0.4950482	0.3930147	0.1059970	0.0922520	0.5985638	0.4694281	0.1232554	0.7457879	0.6834333	0.5835063	0.5471111	0.0896735	0.5881681	0.4759056	0.7879133	0.6140483	0.7092797	0.3229240	0.2539291	0.9383743	0.5078013	0.4239539	0.1151384	0.5138752
0.6953866	0.2215203	0.5888427	0.3849809	0.2679693	0.7404822	0.2996591	0.0811462	0.6222446	0.7515176	0.6928260	0.7227601	0.5650549	0.7673241	0.1378456	0.6342908	0.6625933	0.6546107	0.6809793	0.5249026	0.3071503	0.8338133	0.6640432	0.6995130	0.3252905	0.8349791	0.5444835	0.3094778	0.1048771	0.0654902	0.7303676	0.5384622	0.2378785	0.5679621	0.4338917	0.6948236	0.5481368	0.3616737	0.5487448	0.3411348	0.5580106	0.6922037	0.6452728	0.2834937	0.3590081	0.7234423	0.1754146	0.4625126	0.0570416	0.2115476
0.8193661	0.1503301	0.5955918	0.1318374	0.5746236	0.2039675	0.4733174	0.0869131	0.6357135	0.7558650	0.7479173	0.6784211	0.7948334	0.6699469	0.0626447	0.7285178	0.7881513	0.6734266	0.4525669	0.5864667	0.5093795	0.3691875	0.7850791	0.4052525	0.3234815	0.7177834	0.4558115	0.3073347	0.0855930	0.0567745	0.6705292	0.5361063	0.0157254	0.6020484	0.3068105	0.6841553	0.3666265	0.1684316	0.8444699	0.6332967	0.6748786	0.5781062	0.6826044	0.4142362	0.4050036	0.7779578	0.5451706	0.3226155	0.2111273	0.2642228
0.6657398	0.2203320	0.8163425	0.2597239	0.1862438	0.6806897	0.5329915	0.0267330	0.4671978	0.6084293	0.6768715	0.6846487	0.4832742	0.4851699	0.1141168	0.7603806	0.7067552	0.8040357	0.3705893	0.5980852	0.1850631	0.7707268	0.6895504	0.3886002	0.2667081	0.7127804	0.2883359	0.3688236	0.1178840	0.1649342	0.4333279	0.4257049	0.1717373	0.5121700	0.2313822	0.6856434	0.3415822	0.1497467	0.6410075	0.7442062	0.8050483	0.1517178	0.6719089	0.2949139	0.4578498	0.7825761	0.5019544	0.3313470	0.0797491	0.5205090
0.6804789	0.0414233	0.7866435	0.2586230	0.4495746	0.6585222	0.5966600	0.0805340	0.4717673	0.6902051	0.6810548	0.6256701	0.6048562	0.9028705	0.1051220	0.6801794	0.7375459	0.6654104	0.7479060	0.4804141	0.3923586	0.6809898	0.9308776	0.6544299	0.2378784	0.5711363	0.4517761	0.1510329	0.0145716	0.1001643	0.5302218	0.4993383	0.3642779	0.7057070	0.3013766	0.6596676	0.5831854	0.2201597	0.6311498	0.5598585	0.7301137	0.5906098	0.8525791	0.2208541	0.4884220	0.6800752	0.6182969	0.3589456	0.0522760	0.2688369
