YNL216W	YCL067C	YLR013W	YJL089W	YMR280C	YGL035C	YCR040W	YHR006W	YLR098C	YCR097W	YPL248C	YPR199C	YOR032C	YJL056C	YOR140W	YJL110C	YFL021W	YOL089C	YDR421W	YML099C	YKR099W	YGL209W	YLR131C	YKL109W	YKL185W	YDR024W	YHR015W	YEL074W	YDR078C	YPR020W	YKR097W	YJL077WB	YHR195W	YDL184C	YLL065W	YDR100W	YNL054WB	YBR093C	YOR120W	YBL001C	YNL142W	YFL059W	YNL296W	YGR296W	YNL038W	YMR283C	YCR083W	YBR266C	YDL149W	YKR040C
0.0000000	0.2322934	0.7339863	0.3919849	0.2787968	0.6788232	0.7558909	0.0285258	0.8084141	0.8227299	0.7735723	0.7921457	0.7819923	0.6508321	0.1328687	0.5461326	0.4043269	0.7280574	0.6405560	0.4939545	0.3029144	0.6518657	0.7267567	0.6600100	0.3987121	0.0649385	0.6378354	0.0738395	0.1617413	0.0520834	0.6626324	0.5119901	0.2110847	0.8497221	0.3373109	0.0439718	0.6080293	0.6465268	0.7967845	0.5558142	0.5640756	0.5345141	0.7297634	0.3618074	0.4906736	0.8102138	0.6105768	0.4813178	0.1416002	0.4449430
0.7407717	0.0000000	0.7002689	0.1655070	0.4406813	0.6898966	0.3691932	0.0805628	0.7497861	0.5916218	0.5728283	0.7842177	0.8080021	0.7038312	0.1789646	0.6301044	0.7676430	0.7182138	0.8571806	0.4899076	0.4957145	0.8155290	0.7719415	0.7139624	0.3342757	0.6649025	0.4747522	0.2303256	0.0725860	0.0926638	0.4273461	0.4919042	0.1218855	0.7338109	0.3354923	0.7351939	0.5516338	0.1714752	0.6893242	0.4609627	0.6530653	0.6526700	0.6929469	0.2518227	0.3315106	0.6850738	0.4126338	0.3148236	0.1245196	0.4498608
0.7500974	0.3942529	0.0000000	0.1311753	0.4236975	0.6338123	0.6009846	0.0428058	0.8086249	0.8162930	0.6465915	0.6184676	0.8025857	0.6882955	0.0555801	0.6535968	0.7464611	0.7873670	0.9244484	0.5284492	0.4368402	0.7376839	0.6755243	0.5695799	0.2958683	0.6310960	0.6235759	0.3994599	0.0625788	0.0726079	0.5256644	0.3948796	0.1270642	0.7710249	0.3093703	0.6039990	0.6132574	0.1569794	0.7196225	0.5555834	0.8059280	0.6169490	0.8136020	0.6014260	0.4529155	0.7081220	0.5134003	0.4069398	0.0799639	0.6065230
0.6426737	0.1920620	0.7336657	0.0000000	0.3597670	0.7756593	0.3219305	0.0606172	0.7855804	0.7564811	0.6029251	0.7337981	0.7224934	0.6588494	0.1070686	0.6877708	0.7878707	0.7127884	0.5490030	0.4511532	0.4130867	0.7497793	0.6572230	0.8403212	0.3655758	0.6738754	0.5928181	0.2779405	0.0731788	0.0683782	0.4546138	0.5855857	0.2040128	0.6235245	0.4130287	0.7103311	0.6204433	0.2071261	0.6504968	0.5984151	0.8350773	0.4856451	0.6608271	0.3671692	0.3644773	0.6572594	0.2633793	0.3357505	0.0786733	0.4720188
0.7054750	0.1787102	0.8305798	0.4776787	0.0000000	0.6251648	0.3377064	0.0675463	0.8364313	0.6378539	0.5695946	0.8069807	0.6372183	0.6440045	0.0983725	0.7101660	0.7137450	0.8897345	0.7745462	0.4647657	0.3126704	0.7257687	0.8212702	0.6358077	0.3636773	0.6147241	0.5818725	0.2084306	0.0810029	0.0686886	0.5010099	0.4714216	0.1604816	0.6778626	0.3931406	0.6639228	0.5651706	0.2449352	0.5895395	0.5865812	0.6841176	0.5476758	0.6769958	0.3487594	0.3083196	0.7195351	0.4933388	0.3224539	0.1536630	0.5246858
0.6603728	0.1416508	0.7010582	0.1553812	0.6317191	0.0000000	0.3045359	0.0339855	0.6868458	0.6451253	0.3355146	0.7619135	0.6966914	0.6350744	0.2390844	0.6058986	0.6359097	0.7044836	0.6730267	0.5002970	0.5056663	0.7288520	0.7060924	0.7597500	0.3638267	0.7850851	0.5707814	0.3049169	0.0748219	0.0622307	0.5737780	0.4899376	0.1707356	0.5717714	0.3257458	0.6053854	0.5592915	0.2329707	0.1935619	0.5224880	0.6974239	0.6301735	0.7324109	0.3332405	0.3805795	0.6946314	0.3895263	0.4229398	0.7179246	0.4927035
0.8101630	0.2028693	0.7688163	0.1897846	0.4206132	0.6458681	0.0000000	0.0944011	0.9550401	0.7392878	0.5278061	0.6167557	0.7030550	0.7084516	0.1241936	0.7271557	0.6456555	0.7387354	0.6746985	0.5908825	0.4838586	0.9070538	0.7569808	0.6587116	0.2495163	0.6253766	0.5885580	0.1983918	0.1282363	0.0526507	0.6148093	0.5171514	0.0992219	0.7914902	0.2712556	0.7904272	0.5597306	0.2147347	0.6983069	0.5736359	0.7095912	0.7565437	0.7815777	0.2257480	0.4103228	0.6278348	0.0271238	0.3511968	0.1332537	0.5007968
0.5795802	0.1182724	0.6855077	0.1843659	0.3895785	0.6502527	0.3562679	0.0000000	0.6562462	0.7369134	0.5494996	0.7083235	0.7123921	0.7588090	0.1128732	0.6784536	0.7936679	0.6117808	0.7716874	0.4726651	0.3366808	0.7731577	0.7912592	0.7216556	0.4263951	0.6988650	0.5436252	0.1655370	0.0671003	0.0897215	0.6075561	0.5289550	0.1381249	0.5611956	0.3076481	0.6109661	0.5629812	0.2039824	0.7520019	0.5550457	0.7881430	0.5544942	0.7256553	0.2952636	0.3615133	0.7703880	0.3996543	0.4256796	0.1298625	0.4226833
0.7450834	0.2341367	0.6743881	0.2266287	0.4125205	0.7703238	0.4122381	0.0663274	0.0000000	0.8166432	0.6373084	0.7311644	0.7944036	0.7828433	0.0693785	0.6332018	0.7583896	0.7426528	0.6812040	0.6290445	0.4158127	0.7899010	0.6572193	0.6937454	0.3448852	0.7636411	0.5618879	0.1764720	0.0909994	0.0751685	0.4720393	0.5119587	0.1500943	0.7284656	0.3697399	0.6760936	0.5055105	0.1608564	0.6794843	0.5685832	0.6416731	0.6603005	0.0577103	0.3097735	0.3516130	0.8098329	0.4874941	0.3960033	0.1163858	0.3617583
0.6246685	0.2447437	0.8254446	0.2403789	0.3480202	0.6417748	0.2220664	0.0365265	0.6747675	0.0000000	0.5498445	0.7731870	0.6410665	0.7635226	0.0749847	0.7794431	0.6075123	0.7309713	0.6325970	0.5635934	0.4847501	0.7529001	0.5898059	0.6729715	0.3807709	0.7344486	0.5943281	0.2172354	0.0541038	0.1060616	0.7956203	0.4819685	0.2061290	0.6971702	0.3231865	0.8391916	0.5548093	0.1487497	0.6228918	0.5978568	0.7246344	0.6953779	0.7726933	0.3055346	0.3260751	0.6842649	0.2169789	0.4146152	0.0995661	0.4451861
