YNL216W	YCL067C	YLR013W	YJL089W	YMR280C	YGL035C	YCR040W	YHR006W	YLR098C	YCR097W	YPL248C	YPR199C	YOR032C	YJL056C	YOR140W	YJL110C	YFL021W	YOL089C	YDR421W	YML099C	YKR099W	YGL209W	YLR131C	YKL109W	YKL185W	YDR024W	YHR015W	YEL074W	YDR078C	YPR020W	YKR097W	YJL077WB	YHR195W	YDL184C	YLL065W	YDR100W	YNL054WB	YBR093C	YOR120W	YBL001C	YNL142W	YFL059W	YNL296W	YGR296W	YNL038W	YMR283C	YCR083W	YBR266C	YDL149W	YKR040C
0.0000000	0.2949964	0.9914004	0.7031557	0.4956238	0.9543386	1.0190355	0.0697013	0.9694047	0.9640586	0.7972370	1.0727714	1.0677706	1.0586507	0.1380345	0.6059695	0.5413908	1.0048754	0.9850711	0.5894133	0.5332949	0.9869401	1.0722810	0.9730703	0.4930519	0.0609024	0.7888015	0.0615622	0.3757393	0.1056795	0.9468114	0.7313070	0.1976969	0.8527161	0.5623945	0.0756766	0.8179007	0.9592397	0.9169594	0.8203798	0.7229019	1.0032483	1.0050763	0.4976858	0.7141135	1.0783377	0.9556760	0.7600849	0.1740059	0.6289747
1.0387935	0.0000000	1.0750502	0.2347490	0.5497159	0.9413678	0.4937728	0.1085180	1.1496645	1.0273603	0.7643918	1.0878312	1.0282818	1.0100689	0.1577711	0.9348752	0.9705993	1.0924287	0.9825791	0.8391327	0.6144910	0.9747927	0.9802841	1.0249314	0.4424656	0.9909903	0.7444482	0.3945185	0.1515031	0.0920788	0.7428101	0.7918867	0.2079066	0.9686076	0.5070310	1.0359274	0.8282054	0.2561757	0.8325648	0.7378419	1.0780765	0.9039844	1.0199342	0.3942848	0.4723662	0.9541851	0.5767712	0.4461017	0.2155664	0.5610121
0.9995588	0.6312141	0.0000000	0.2370226	0.4477491	0.9664645	0.6791165	0.0969610	1.0079559	0.9429124	0.8334248	1.0294191	1.0189810	0.9949528	0.1501268	0.9429640	0.9353002	1.0338986	1.0354004	0.8502957	0.5644791	0.9645157	0.9644853	0.9487575	0.4396253	0.9734366	0.7713213	0.6233659	0.1144381	0.0537919	0.7626595	0.7366189	0.2304566	0.9882496	0.4786298	1.0476105	0.8323437	0.2810066	0.9313301	0.7443528	0.9747254	0.9851938	0.9747371	0.9659716	0.4831547	0.9854310	0.8259058	0.5328487	0.1126570	0.7464488
0.9154337	0.2410371	1.0437309	0.0000000	0.4981921	0.9953651	0.4558510	0.0686676	0.9851211	1.0008572	0.8922300	0.9844836	1.0795342	1.0435054	0.1254061	0.8944130	1.0445979	0.9977853	1.0237746	0.8106637	0.5760687	0.9982133	1.0201344	0.9782847	0.4409642	1.0535273	0.8627356	0.2986085	0.1036429	0.1067243	0.7058852	0.7160640	0.2478983	0.9613222	0.5052109	0.9143261	0.8618248	0.2353848	0.8880438	0.8157080	1.0006254	0.8373726	1.0301772	0.4530886	0.4970152	1.0489832	0.4527552	0.5060331	0.1683668	0.5393425
0.9921754	0.2561052	1.0345638	0.6520692	0.0000000	0.9674617	0.4929580	0.0867647	0.9968609	0.9970197	0.7270998	0.9261322	0.9689286	0.9896897	0.1300320	0.9750799	0.9591463	0.9902893	1.0560300	0.7937106	0.3546712	1.0228466	0.9997541	0.9180790	0.4470536	0.9759077	0.7710218	0.2471809	0.1330319	0.1076512	0.8674108	0.7087797	0.1734348	1.0482738	0.4792631	0.9099819	0.7917206	0.3063052	0.8673003	0.7154478	1.0041488	0.7825924	1.0109173	0.4116861	0.4546614	1.0781728	0.5234535	0.5235198	0.1782919	0.5742760
0.9860215	0.2848610	1.0579075	0.1997905	0.9911091	0.0000000	0.4875733	0.0949439	0.9183942	1.0582606	0.3787391	1.0538001	1.0130205	1.0553935	0.3133398	0.8660861	0.9594554	0.9503449	0.9748935	0.7517445	0.6174824	0.9439063	1.0780586	1.0563781	0.4591340	0.9939160	0.7714050	0.3583803	0.1571034	0.0988113	0.7288718	0.7622766	0.1455976	0.9426549	0.5159881	0.9435787	0.7728167	0.3346348	0.3072606	0.7588877	0.9471632	0.9833347	0.9763258	0.4358563	0.5066053	1.0308378	0.4544091	0.6004153	0.9322272	0.6012161
1.0952968	0.2434589	0.9628012	0.2069020	0.5219371	0.9601815	0.0000000	0.0685281	1.0341485	0.9927558	0.8245140	0.9272620	0.9977974	1.0191362	0.1480467	0.9222705	0.9345973	0.9840387	1.0037413	0.9293231	0.6060909	1.0319176	1.0082768	0.9728234	0.4803080	0.8993545	0.7307789	0.3166360	0.1509595	0.0813858	0.8424302	0.6817467	0.2367915	0.9600163	0.4957264	0.9820612	0.8056528	0.3278372	0.8648896	0.7228647	1.0496315	0.9681894	1.0360709	0.3451263	0.4977983	0.9756734	0.0700133	0.5191698	0.1362728	0.7679823
1.0109963	0.2329858	0.9943906	0.2298057	0.5236801	0.9237067	0.4960055	0.0000000	0.9940240	0.9714639	0.8012916	1.0902115	0.9621204	1.0856320	0.1425484	0.9572795	0.9575638	0.9482568	1.0058704	0.7577295	0.6096983	1.0272131	0.9766896	0.9633521	0.4691377	1.0559812	0.8040242	0.3173141	0.1302680	0.0829025	0.9203611	0.6945210	0.1879926	0.9852264	0.4632918	1.0530696	0.7747095	0.3231078	0.9639091	0.7916807	1.0251881	0.8629534	1.0749945	0.4144589	0.5295368	0.9711287	0.5805267	0.5288285	0.1870644	0.6047286
0.9188498	0.2851025	1.0467805	0.2792346	0.4864854	0.9335482	0.7274705	0.0796930	0.0000000	0.9730631	0.8364803	0.9656657	0.9636196	1.0419706	0.1376956	0.8522446	0.9510887	1.0585684	1.0175023	0.8050529	0.5188035	1.0541261	1.0047497	0.9994307	0.4408111	1.0615874	0.7162903	0.3345624	0.1499121	0.0817602	0.6968800	0.7449731	0.2440123	0.9909813	0.5333432	0.9882354	0.7615035	0.2807609	0.9224078	0.7750556	1.0559377	0.9014751	0.0772724	0.4381152	0.4809529	1.0261422	0.7621977	0.5302434	0.1358423	0.5821065
1.0528452	0.2659554	0.9454378	0.2525094	0.4922046	0.9067820	0.4006049	0.0724457	0.9119972	0.0000000	0.7773263	1.0319602	0.9623419	1.0062662	0.1491372	0.9689476	0.9898497	0.9648393	1.0296735	0.8418098	0.5695775	0.9917179	0.9784099	0.9877566	0.4977291	1.0866609	0.7048742	0.2961891	0.1119038	0.1192319	0.9320607	0.7128402	0.2481949	0.9511752	0.5554637	0.9623644	0.7905250	0.2954129	0.9011652	0.7486406	0.9930086	0.8607176	1.0452652	0.4601314	0.4453873	1.0328116	0.2320492	0.5407395	0.1432159	0.5585934
