YNL216W	YCL067C	YLR013W	YJL089W	YMR280C	YGL035C	YCR040W	YHR006W	YLR098C	YCR097W	YPL248C	YPR199C	YOR032C	YJL056C	YOR140W	YJL110C	YFL021W	YOL089C	YDR421W	YML099C	YKR099W	YGL209W	YLR131C	YKL109W	YKL185W	YDR024W	YHR015W	YEL074W	YDR078C	YPR020W	YKR097W	YJL077WB	YHR195W	YDL184C	YLL065W	YDR100W	YNL054WB	YBR093C	YOR120W	YBL001C	YNL142W	YFL059W	YNL296W	YGR296W	YNL038W	YMR283C	YCR083W	YBR266C	YDL149W	YKR040C
0.6925843	0.2542839	1.0630615	0.1722196	0.7049315	0.9074038	0.6411560	0.0201422	0.9764846	0.9167412	0.8965978	0.9382613	0.9781730	0.7197967	0.1069448	0.9496650	1.0979921	0.9252432	0.9910416	0.8307566	0.5702523	0.9420672	0.9923247	0.9774396	0.3676668	0.9983138	0.7428422	0.3955556	0.1125284	0.0307785	0.6887303	0.9441901	0.3821675	1.0052869	0.4666767	1.0049781	0.8661969	0.5417564	1.0573629	0.6561907	0.9990090	0.8785816	0.9284932	0.2441232	0.4050202	1.0911853	0.5205820	0.3278454	0.0776859	0.2871053
0.5740172	0.2253618	0.9740482	0.2771392	0.4847567	0.6814029	0.6506157	0.0730870	1.1075686	1.0085168	0.6862360	0.9891144	1.0570236	0.9062944	0.1318803	0.9346220	0.8831788	1.0440146	1.0024884	0.7609076	0.5368885	0.8870820	0.9477246	0.7892074	0.4838303	0.9313873	0.7969420	0.2672379	0.1302172	0.1053925	0.7986833	0.6639344	0.3635090	0.9483786	0.6970173	0.8585691	0.7409333	0.4293361	0.7916472	0.7624585	1.0292046	0.8113202	1.0192790	0.2479583	0.5191469	1.0723353	0.7642137	0.3966669	0.2677094	0.6899534
0.8120103	0.3037027	0.7714472	0.3129925	0.5009503	0.7086033	0.5985676	0.0168308	1.0541850	0.9441159	0.8264379	0.8289082	1.0603325	0.9085893	0.2160034	0.9069081	0.8807866	0.7741673	1.0278704	0.8506657	0.3687994	0.9223305	0.6621071	0.6179663	0.5794422	1.0020713	0.7191833	0.4889686	0.0510795	0.1013625	0.8311717	0.6675154	0.2959231	0.8599955	0.3967215	0.9550486	0.6553437	0.3929602	0.9481423	0.7942106	1.0408984	0.6834295	1.0357942	0.3701344	0.6901090	1.0638728	0.7851737	0.6528642	0.2043527	0.3106082
0.7980282	0.3004374	1.0210765	0.2820411	0.3403297	0.8815612	0.7858700	0.1125905	0.5104505	1.0726701	0.8283105	1.0238602	0.8006710	0.8654350	0.1316244	0.9544002	0.8957748	0.8481402	0.8681399	0.9667475	0.3925979	1.0263733	1.0064355	0.8761850	0.3957302	0.9382801	0.7934375	0.7926277	0.1203174	0.1125098	0.7488468	0.7887732	0.4395290	0.9445270	0.4846590	1.0196758	0.8366559	0.3675560	0.9840180	0.8157571	1.0233861	0.7468855	0.9683344	0.3817046	0.5797384	0.9328992	0.9825823	0.3507705	0.2001300	0.7352720
0.9359770	0.3453595	0.8228684	0.2058192	0.5174436	0.8464861	0.5232768	0.0280193	0.6513323	0.9939552	0.8081670	1.0523892	0.8945231	0.8693421	0.0731750	0.9179196	0.9515835	0.9463193	0.7749897	0.8660034	0.5115150	1.0382126	0.8754453	0.8943653	0.3833691	1.0087263	0.6128943	0.4964181	0.0705737	0.0414770	0.5685797	0.6823554	0.1333257	0.8946801	0.9204045	0.8798047	0.7639632	0.1730079	0.9085937	0.9141420	0.8985943	0.9096812	0.9516744	0.4479816	0.4535263	0.8838122	0.5458007	0.4888339	0.1149714	0.3794693
1.0116182	0.3091066	0.9304562	0.2246527	0.5013079	0.9548530	0.5888042	0.0542992	0.9359939	1.0662076	0.7882430	0.7300945	0.9121742	0.9598244	0.1696565	0.8942651	1.0224340	0.7652014	0.7254151	0.7547539	0.5716519	1.0176713	0.8821248	0.9784183	0.5163454	0.9284980	0.7645669	0.4866671	0.1384542	0.0865533	0.9283885	0.7306408	0.2132787	1.0153542	0.9088814	0.8956448	0.7077894	0.1476694	0.8520805	0.6801242	0.9499380	0.8040622	0.9378476	0.4849244	0.4450714	1.0850344	0.6565150	0.5368862	0.1717123	0.7218653
0.8793907	0.3362376	0.8000255	0.3465994	0.3465022	0.9180819	0.4217918	0.1088569	0.9768750	1.1353529	0.8720611	1.0275814	0.7619697	0.8514136	0.1570127	0.9569062	0.9846438	0.8905554	1.0644180	0.7380314	0.5139184	1.0606657	0.9858463	1.0292848	0.3836996	1.0720726	0.7224340	0.4614531	0.1440982	0.0873832	0.9398665	0.7473936	0.2570457	0.8572196	0.6276284	0.9825090	0.8748526	0.3869212	0.9285069	0.4468838	0.9698603	0.9748445	1.1024293	0.3897356	0.5106972	1.0530076	0.2307109	0.5352793	0.1139309	0.3837314
1.0478651	0.2295924	0.8458369	0.1641123	0.8136219	0.3145639	0.6589099	0.0807069	0.8116892	1.0511835	0.9777766	0.9598882	1.0767532	1.0019094	0.1161757	1.0075115	1.0518129	0.9464029	0.6119945	0.7971275	0.5188983	0.6085269	1.1162069	0.5836954	0.4842268	0.9752107	0.6552888	0.4689681	0.0640288	0.1179225	0.8764942	0.6818262	0.0330394	0.8180035	0.3757356	0.9538990	0.4959425	0.2574328	0.9448555	0.8666720	0.9488399	0.7179427	1.0233021	0.5819123	0.5868312	0.9899911	0.8368201	0.4540430	0.3316896	0.4224658
1.0491368	0.3102897	1.1313944	0.4261873	0.2632786	0.9301195	0.6033037	0.0416453	0.7728500	0.8839690	0.8624249	0.9234465	0.6147829	0.6852985	0.1664962	0.9843009	0.8736652	1.0346852	0.5434983	0.8355713	0.2508946	1.0229802	0.9303027	0.6153099	0.3857946	1.1224999	0.3737958	0.4657452	0.1606728	0.2032063	0.5822309	0.6352154	0.2747607	0.6821991	0.3605662	0.9519885	0.4723208	0.1952764	0.8601994	0.8100073	1.1650518	0.1783660	0.9969073	0.3485674	0.6273462	1.0500963	0.7612756	0.4987437	0.1324044	0.7069987
0.7077457	0.0999558	1.1125027	0.3064960	0.5368545	0.8998071	0.8457577	0.0859252	0.6638971	0.9548393	0.9708709	0.8410281	0.9089278	1.1046321	0.1035319	0.9328556	0.9786889	0.9661800	0.9432353	0.8399558	0.6013779	0.9766597	1.0668233	0.9512467	0.4400576	0.9380687	0.6402167	0.2225959	0.0224027	0.1332777	0.7255820	0.7059766	0.5206009	0.9784584	0.4727742	0.9243369	0.8655371	0.3286060	0.9091983	0.8489597	0.9854649	0.8630100	1.0648763	0.3975659	0.6151044	1.0512581	0.9413256	0.4642819	0.0842424	0.4105876
