YNL216W	YCL067C	YLR013W	YJL089W	YMR280C	YGL035C	YCR040W	YHR006W	YLR098C	YCR097W	YPL248C	YPR199C	YOR032C	YJL056C	YOR140W	YJL110C	YFL021W	YOL089C	YDR421W	YML099C	YKR099W	YGL209W	YLR131C	YKL109W	YKL185W	YDR024W	YHR015W	YEL074W	YDR078C	YPR020W	YKR097W	YJL077WB	YHR195W	YDL184C	YLL065W	YDR100W	YNL054WB	YBR093C	YOR120W	YBL001C	YNL142W	YFL059W	YNL296W	YGR296W	YNL038W	YMR283C	YCR083W	YBR266C	YDL149W	YKR040C
0.0000001	0.2679708	1.0000000	0.6094088	0.5305284	0.8950866	0.8790320	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.6681852	0.5573057	1.0000000	1.0000000	0.5951337	0.5266635	1.0000000	1.0000000	0.9557750	0.4545942	0.0717255	0.7646965	0.0643820	0.3008525	0.0933673	0.9131178	0.7186817	0.2054049	0.8667274	0.5032195	0.0707831	0.8108566	1.0000000	0.9081131	0.7603821	0.6475814	0.8901893	1.0000000	0.4843652	0.6898594	0.9957506	0.9085450	0.7399312	0.1599745	0.6306246
1.0000000	0.0000028	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.6310995	0.0000052	0.2620908	0.5305284	0.8950866	0.7051394	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.6181677	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.9999073	0.4957919	0.9957506	0.8074555	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.0000028	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5904498	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.3294292	0.1292684	0.0933673	0.6887485	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9260232	1.0000000	0.4305109	0.4957919	0.9957506	0.4528680	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.6464708	0.0000000	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.3829479	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7579770	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.7079577	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.2647178	1.0000000	0.1697849	0.9999995	0.0000000	0.4565004	0.0740081	1.0000000	0.9941672	0.3703756	1.0000000	1.0000000	1.0000000	0.3135107	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5783188	1.0000000	1.0000000	1.0000000	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0880812	0.7850229	0.7186817	0.2115943	0.9647251	0.5185880	0.9827712	0.8307037	0.2728295	0.3011094	0.7507811	0.9952345	0.9204386	1.0000000	0.4262061	0.4957919	0.9957506	0.4427855	0.5355820	0.9647267	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.0000000	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.0431150	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4549585	0.0000056	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4396913	0.5355820	0.1599745	0.6306246
1.0000000	0.2657932	1.0000000	0.2620908	0.5305284	0.8950866	0.6272467	0.0740081	0.0000001	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	0.0484796	0.4305109	0.4957919	0.9957506	0.7270719	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.3954823	0.0740081	1.0000000	0.0000068	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.3202536	0.5355820	0.1599745	0.6306246
1.0000000	0.0450231	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.0000026	1.0000000	1.0000000	1.0000000	0.9999987	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.8730131	0.9827712	0.8108566	0.2728295	0.0431588	0.7603821	0.9952345	0.9090313	1.0000000	0.9999121	0.4957919	0.9957506	0.4528679	0.5355820	0.3732496	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.7051396	0.0740081	1.0000000	0.9941672	0.8108899	0.0000035	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.5462960	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.8074381	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.8440078	0.9995445	1.0000000	0.9941672	0.8108899	1.0000000	0.0000003	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.8939000	0.5355820	0.1599745	0.6306246
1.0000000	0.0802358	1.0000000	0.2620908	0.5305284	0.8950866	0.3943977	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	0.0000020	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.3182541	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.0000017	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528680	0.5355820	0.1599745	0.6306246
1.0000000	0.2679699	1.0000000	0.2620908	0.5305284	0.8950866	0.4549585	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.0000001	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5027526	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.9993141	0.4957919	0.9957506	0.4397209	0.5355820	0.1599745	0.6306246
1.0000000	0.2679706	1.0000000	0.2620908	0.5305284	0.8950866	0.4549658	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.0050161	0.0000003	1.0000000	1.0000000	0.0181756	0.9467260	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.5691258	0.0933673	0.7702759	0.7186817	0.1921938	0.9647251	0.5027526	0.9827712	0.8108566	0.9999205	0.9081131	0.7603821	0.7692507	0.9869749	1.0000000	0.9981164	0.9522551	0.9957506	0.4397115	0.9999949	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.3955211	0.0740081	1.0000000	0.0170546	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	0.0000001	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.0425343	0.9957506	0.3203430	0.5355820	0.1599745	0.6306246
1.0000000	0.4880182	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	0.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.0455356	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.6817595	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	1.0000000	0.9952345	0.0276870	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.0000029	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.1921932	0.9647251	0.5034401	0.9827712	0.8108566	0.9999964	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.0000000	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.0276951	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.0440408	1.0000000	0.1697829	1.0000000	0.0244714	0.4565011	0.0740081	1.0000000	0.9941672	0.0085592	1.0000000	1.0000000	1.0000000	0.9965967	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5783211	0.0000003	1.0000000	0.9999929	0.4545942	0.9998128	0.7646965	0.3294292	0.2469873	0.0880819	0.7850106	0.7186817	0.2115943	0.9647251	0.8745436	0.9827712	0.8307007	0.2728295	0.0431589	0.7507826	0.9952345	0.9204703	1.0000000	0.9998580	0.4957919	0.0147679	0.4427878	0.5355820	0.9999769	0.6306246
1.0000000	0.2667122	1.0000000	0.2620908	0.5305284	0.8950866	0.4584767	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	1.0000000	0.5619988	0.4779641	1.0000000	1.0000000	0.5343980	0.7601765	1.0000000	0.0000000	0.9557750	0.9999998	0.9998128	0.7646965	0.3294292	0.3603656	0.0933673	0.9413324	0.0197493	0.3703626	0.9647251	0.5030844	0.9827712	0.8108566	0.3271576	0.9081131	0.7603821	0.9559403	0.9703281	1.0000000	0.5196012	0.7341131	0.9957506	0.4468076	0.7856113	0.1599745	0.4769619
1.0000000	0.2657929	1.0000000	0.2620908	0.5305284	0.8950866	0.7051396	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.0000000	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.9999904	0.7702759	0.7186817	0.2115943	0.9647251	0.0794780	0.9827712	0.0359266	0.2728295	0.9081131	0.9999988	0.9952345	0.9090313	1.0000000	0.9999219	0.4957919	0.9957506	0.8074520	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.0000020	0.9998127	0.7646965	0.3294292	0.1292684	0.0933673	0.5360299	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528680	0.5355820	0.1599745	0.6614161
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.0000073	0.7646965	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.0000024	0.3294292	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.0000014	0.1292684	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528680	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.3294292	0.0000013	0.0933673	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528681	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998127	0.7646965	0.3294292	0.1292684	0.0000015	0.7702759	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528680	0.5355820	0.1599745	0.6306246
1.0000000	0.2657393	1.0000000	0.2620908	0.5305284	0.8950866	0.4615353	0.0740081	1.0000000	0.9941672	0.8108899	1.0000000	1.0000000	1.0000000	0.1362225	0.9118472	0.9722234	1.0000000	1.0000000	0.7837907	0.5564382	1.0000000	1.0000000	0.9557750	0.4545942	0.9998128	0.7646965	0.3294292	0.1292684	0.0933673	0.0000019	0.7186817	0.2115943	0.9647251	0.5034401	0.9827712	0.8108566	0.2728295	0.9081131	0.7603821	0.9952345	0.9090313	1.0000000	0.4305109	0.4957919	0.9957506	0.4528679	0.5355820	0.1599745	0.6306246
