YCR065W	YLR228C	YGL209W	YGL035C	YMR280C	YKL109W	YKL043W	YGR288W	YCL067C	YKL032C	YPL248C	YDR421W	YPL177C	YGR044C	YCR040W	YMR042W	YBR112C	YCL066W	YJL089W	YML099C	YMR019W	YER045C	YOR140W	YDL170W	YOL067C	YCR039C	YDR006C	YIR019C	YIL175W	YNR081W	YDR143C	YFR006W	YDR210WD	YPR020W	YPR187W	YOR303W	YMR250W	YGL230C	YHL049C	YLR037C	YKR102W	YIL166C	YAL064CA	YDR356W	YJR159W	YEL058W	YGL089C	YCR105W	YGR102C	YGL210W
0.7828187	0.5108229	1.0633028	0.2665768	1.0137835	0.9643359	0.0075639	0.5103056	0.9583644	1.0105080	0.6441232	1.0640669	1.0394051	0.7229790	0.9362539	0.9411222	0.2345761	0.6654953	0.9774366	0.9714993	0.2554239	1.1145459	0.6907246	1.0303046	0.6163340	0.7426173	0.1126504	0.0113935	0.7978351	0.9841843	1.0307323	0.9966370	0.0225145	0.3416066	0.9191402	0.5103424	0.3615914	0.7718155	0.5345187	0.7257924	0.0142718	0.6742159	0.6826831	0.6187038	0.0253936	0.7072588	0.1663185	0.7117445	0.8679666	0.5999648
1.0569027	0.9459250	1.0567495	0.2868313	0.8020087	1.0092015	0.0048637	0.7054239	0.9527389	0.8805858	0.7694896	0.9177451	0.9600468	0.6281549	0.5329520	1.0080585	0.0011545	0.7287091	0.9715021	0.9755803	0.1189788	0.8732841	0.6254795	0.9809164	0.9569925	0.1280033	0.0297055	0.0115456	0.5246934	0.9821468	0.9544542	0.8593910	0.3003008	0.2489243	0.9964930	0.7791171	0.5855669	0.9037109	0.3357584	0.5055599	0.4094661	1.0608501	0.4015702	0.6646103	0.3200943	0.8923861	0.2320869	0.6413867	0.8969972	0.7421588
1.0322634	0.8688626	0.8884141	0.3171795	0.8379146	0.6663537	0.0074783	0.7604845	0.8478538	1.0061359	1.0238506	0.7841213	1.0021214	0.6101396	0.9015757	1.0195444	0.0303177	0.6985496	0.9577742	1.1008334	0.6956740	1.0204774	0.9034370	0.9148379	0.9934485	0.4372630	0.0542613	0.0231138	0.8476618	0.9065356	0.9872912	1.0113194	0.6186404	0.4810796	0.9408825	0.4519622	0.6169456	0.7333170	0.2574032	0.2796616	0.6691721	0.7975834	0.0014290	0.8008704	0.1351355	0.8613479	0.0340507	0.8557986	0.8611795	0.7269293
0.9964742	0.6867581	0.9184893	0.1423673	0.9431682	0.8740721	0.0706358	0.6560670	0.9865706	0.7956115	0.8607663	0.9451414	1.0323379	0.7932637	0.4023896	1.1378025	0.0019790	0.7407651	1.0893316	0.7138374	0.4305870	0.9590796	0.7541131	0.8078313	0.9001017	0.0860483	0.0276316	0.1355713	0.7064779	0.9679382	0.8802582	1.0141955	0.2790672	0.4135835	0.9478599	0.5582455	0.5300457	0.8403484	0.4120173	0.6769940	0.0813324	0.9009438	0.2360273	0.8023047	0.1951455	0.8321987	0.2110654	0.8679906	0.8992074	0.6282661
1.1149613	0.7386948	1.0603269	0.1644078	0.8730609	1.0440589	0.0904760	0.8364061	1.0839561	0.8918367	0.9898610	0.5995048	0.8995454	0.7286390	0.9247278	1.0074660	0.0851943	0.6472851	0.9893301	0.9341599	0.0469058	1.0863187	0.8090082	1.0041493	0.9430853	0.3514455	0.0769203	0.1829644	0.3098617	1.0857859	0.9976120	1.0218215	0.7465709	0.3178963	1.0310513	0.2554913	0.6348381	0.8316723	0.3389389	0.5236497	0.0079376	0.7864409	0.0311846	0.7170978	0.0050496	0.7765234	0.0709837	0.9261464	0.9547204	0.6484649
0.8243068	0.7024857	0.9809246	0.3412783	1.0095879	0.9250254	0.0290268	0.7143464	1.0912586	0.5718164	0.7863195	0.9961621	0.7575342	0.7396946	0.8459318	1.0639506	0.3585236	0.6347057	0.9412760	0.8425214	0.0015819	0.6434086	0.9584577	0.9736964	1.1391083	0.4870670	0.0390062	0.4919487	0.7886611	1.0050762	0.9150732	1.0736442	0.4671465	0.4406975	0.9377646	0.5602417	0.4479808	0.8287731	0.6587530	0.7390141	0.0070361	0.8857225	0.2102978	0.6723654	0.1797394	0.7221824	0.0856307	0.8250288	0.8933999	0.5938442
1.0478862	0.8649108	0.9544772	0.2204472	1.1080772	1.0628135	0.0021312	0.9512152	0.9656230	0.9719484	0.9931686	1.0320854	0.8319995	0.6376771	0.8116131	0.1046749	0.0003921	0.7703685	1.0030341	1.0373040	0.3751636	0.9052855	0.7798277	0.9325832	0.9832207	0.2829500	0.0476984	0.0740898	0.5001600	0.9890376	0.9123250	0.9252058	0.3391755	0.2453721	1.0448275	0.0225286	0.4917251	0.8095934	0.2975237	0.6057423	0.2819729	0.7119524	0.0082114	0.8879296	0.0062297	0.9363179	0.1606763	0.5616271	0.9525741	0.6331573
0.7986192	0.5979533	1.0033707	0.3188902	0.8305189	0.9330021	0.0033560	0.5480467	0.8638308	1.0508847	1.0813346	1.0212456	0.9161127	0.6227517	0.4217423	1.0096984	0.0011476	0.6639038	1.0426297	1.0650221	0.4013148	1.0388688	0.9636232	0.9226681	0.9610670	0.5628097	0.0096086	0.0057966	0.7429832	0.9651542	1.0036938	1.0535717	0.7559518	0.4026363	1.1214586	0.2267342	0.3856195	0.8159042	0.6239701	0.6361125	0.0110500	0.8997906	0.0029172	0.6788379	0.4517130	0.6258931	0.4216655	0.8678771	1.0295701	0.6787946
0.8322674	0.8674542	0.9726779	0.1965239	0.9401284	1.1753794	0.0746035	0.6707123	0.9672715	1.0474669	0.7869997	0.9678345	1.0692398	0.6261405	0.6375266	0.9639068	0.0863144	0.7469028	1.0055308	1.0284881	0.0076129	0.6562719	0.7826070	0.9732448	1.0601387	0.4102940	0.0857757	0.1317971	0.7685818	1.0291055	1.0286988	0.9517417	0.3233680	0.3303085	0.9579059	0.4198723	0.4226636	0.8420903	0.4737355	0.5729755	0.2575329	1.1074060	0.0245609	0.8120585	0.0017164	0.7120327	0.1446057	0.8368061	0.9979409	0.7634799
1.0344307	0.8539111	0.9531533	0.1680476	0.8326935	0.9827660	0.0705171	0.7100545	0.9815430	1.0202273	0.9232677	1.0009511	1.1072109	0.7107621	0.8297447	0.9693165	0.0008581	0.7140554	1.0066109	0.9795179	0.0632070	0.8545383	0.9115411	0.6973938	0.9382564	0.6777540	0.0759893	0.2393909	0.6963392	1.0199932	0.8735218	0.9030051	0.2081266	0.2712688	0.9788359	0.3701610	0.6389773	0.6571211	0.2544020	0.4257099	0.5197708	0.8215560	0.1614517	0.6378633	0.2196762	0.8779821	0.0289494	0.7900485	0.9030565	0.6327480
