YCR065W	YLR228C	YGL209W	YGL035C	YMR280C	YKL109W	YKL043W	YGR288W	YCL067C	YKL032C	YPL248C	YDR421W	YPL177C	YGR044C	YCR040W	YMR042W	YBR112C	YCL066W	YJL089W	YML099C	YMR019W	YER045C	YOR140W	YDL170W	YOL067C	YCR039C	YDR006C	YIR019C	YIL175W	YNR081W	YDR143C	YFR006W	YDR210WD	YPR020W	YPR187W	YOR303W	YMR250W	YGL230C	YHL049C	YLR037C	YKR102W	YIL166C	YAL064CA	YDR356W	YJR159W	YEL058W	YGL089C	YCR105W	YGR102C	YGL210W
0.9958031	0.7750449	0.9971671	0.2551514	0.9156315	0.9997917	0.0704952	0.6706131	0.9989276	1.0000000	0.9769731	1.0000000	0.9998322	0.6964205	0.8952445	1.0000000	0.1059133	0.7815344	0.9772952	1.0000000	0.0127447	0.9992654	0.8382110	1.0000000	1.0000000	0.3734744	0.0539106	0.1952878	0.7202572	0.9903690	0.9999996	0.9956436	0.3464740	0.3814766	0.9579220	0.3387659	0.5507503	0.7817809	0.3247408	0.5848083	0.0983541	0.9999998	0.1622912	0.7694893	0.0048554	0.8205258	0.1270361	0.8440789	0.9879687	0.7008046
