YCR065W	YLR228C	YGL209W	YGL035C	YMR280C	YKL109W	YKL043W	YGR288W	YCL067C	YKL032C	YPL248C	YDR421W	YPL177C	YGR044C	YCR040W	YMR042W	YBR112C	YCL066W	YJL089W	YML099C	YMR019W	YER045C	YOR140W	YDL170W	YOL067C	YCR039C	YDR006C	YIR019C	YIL175W	YNR081W	YDR143C	YFR006W	YDR210WD	YPR020W	YPR187W	YOR303W	YMR250W	YGL230C	YHL049C	YLR037C	YKR102W	YIL166C	YAL064CA	YDR356W	YJR159W	YEL058W	YGL089C	YCR105W	YGR102C	YGL210W
0.3494130	0.1605129	0.6500230	0.1549605	0.6425983	0.8379889	0.0359573	0.2932347	0.7587081	0.5557293	0.6972891	0.7712319	0.5616567	0.5295942	0.6644291	0.6613246	0.1021430	0.6017344	0.8018300	0.6436001	0.0079122	0.6318554	0.5474324	0.7289632	0.7678002	0.2675688	0.0413192	0.1125622	0.4417840	0.6685857	0.7399856	0.7262709	0.2132427	0.2747992	0.6273037	0.2779729	0.3573349	0.5208429	0.7646550	0.7172381	0.0559826	0.7887210	0.0756902	0.4900640	0.0036931	0.2527600	0.0812284	0.6634832	0.6938367	0.3746098
0.6681532	0.2996486	0.6285817	0.2133428	0.6164389	0.6061698	0.0576405	0.4510042	0.7472955	0.6534015	0.5985799	0.6564008	0.7023195	0.4882857	0.6349608	0.7522935	0.0733397	0.6669660	0.7324792	0.6527727	0.0090315	0.6525938	0.6131619	0.7601573	0.7313455	0.2400881	0.0296420	0.1144222	0.5463727	0.6433051	0.7575416	0.7834975	0.2754934	0.2709892	0.7164906	0.2856176	0.4248318	0.4826530	0.2246243	0.5142011	0.0908111	0.6821074	0.1556600	0.5051046	0.0017497	0.6056292	0.0862126	0.5332588	0.6576231	0.5459355
0.6990358	0.5330752	0.3466497	0.3209485	0.5184264	0.7509587	0.0813026	0.4072774	0.6041703	0.7192994	0.6645477	0.7756028	0.6323257	0.4675627	0.6691801	0.6705225	0.0624057	0.4715170	0.6856597	0.7048766	0.0056486	0.7266248	0.5545676	0.7683593	0.7036934	0.3357155	0.0435596	0.1237533	0.4504351	0.7028029	0.5805035	0.7158675	0.1811303	0.3156381	0.6468290	0.2138227	0.3899272	0.5603666	0.2637994	0.4206272	0.0441970	0.8263042	0.1214254	0.5084641	0.0025712	0.5336032	0.1325158	0.4502546	0.7132442	0.4078735
0.8544546	0.5399879	0.6702226	0.1326675	0.7982812	0.6464739	0.0489456	0.5140134	0.6839595	0.6683069	0.7218055	0.6616626	0.6259973	0.4665181	0.5242930	0.6711595	0.0572754	0.6328385	0.7344582	0.8393114	0.0030247	0.6642119	0.6519996	0.6599678	0.6612198	0.2405657	0.0247085	0.1498207	0.6791462	0.7107500	0.7207762	0.7647841	0.2300184	0.2661974	0.7755641	0.3417413	0.4240579	0.5579659	0.2273728	0.4701846	0.0584486	0.6524795	0.1372331	0.5083360	0.0289729	0.6359245	0.1247109	0.5465411	0.6994972	0.4918792
0.6692898	0.5392609	0.7130545	0.1712832	0.3600002	0.6881924	0.0253162	0.5195735	0.6915232	0.6726747	0.6683804	0.7413962	0.7890861	0.5109019	0.6404045	0.7963622	0.0661235	0.5588742	0.6783972	0.7221820	0.0118089	0.7928608	0.5947708	0.6833982	0.8976316	0.3547673	0.0518877	0.1300404	0.5506549	0.7806636	0.7806645	0.9052410	0.3282604	0.2377189	0.6203287	0.2513363	0.4035735	0.4829670	0.1834327	0.2895941	0.0636214	0.7324305	0.0738699	0.6434251	0.0057965	0.6269851	0.0798828	0.5821283	0.7189077	0.5146097
0.7618500	0.6040967	0.7246235	0.1567180	0.6655469	0.3969639	0.0826401	0.4840675	0.6291286	0.7293337	0.6452201	0.6489261	0.6370823	0.5187305	0.7218927	0.7746122	0.0909991	0.6920519	0.7898268	0.6825522	0.0071753	0.7829417	0.7112893	0.6850379	0.8296676	0.4483974	0.0433456	0.1822023	0.6442578	0.7823511	0.8085514	0.6890767	0.2667096	0.5249569	0.6371841	0.2641682	0.3451181	0.4967977	0.3121822	0.5465577	0.0699415	0.8683059	0.0898565	0.4979445	0.0049903	0.6937130	0.0949192	0.6598055	0.8359311	0.5509407
0.7358958	0.6060722	0.7221156	0.1781029	0.7556183	0.8181452	0.0407524	0.5356065	0.7669916	0.6728473	0.7875041	0.7327623	0.7709464	0.4889712	0.6057672	0.7328664	0.0407470	0.5449809	0.6452129	0.6913623	0.0067571	0.6580144	0.6738434	0.6571421	0.7443698	0.3215336	0.0335633	0.1485298	0.4947541	0.6530711	0.6992323	0.8702505	0.2701659	0.2173214	0.6330037	0.2431387	0.4113595	0.6064250	0.2379205	0.3892612	0.0541063	0.6990883	0.0912002	0.5970221	0.0064305	0.6355545	0.0793707	0.6301078	0.8539910	0.4845180
0.6914074	0.5596695	0.7850495	0.1960242	0.6465673	0.5908974	0.0675439	0.2042898	0.7163474	0.6485879	0.5911631	0.7514170	0.7314142	0.5070099	0.6480166	0.6733219	0.0604443	0.6487835	0.7178724	0.7750252	0.0097717	0.6325525	0.5296640	0.7229173	0.8131466	0.2477707	0.0483408	0.1260658	0.5399209	0.6613050	0.7727909	0.7674298	0.2512916	0.3750479	0.6975539	0.2856937	0.4622937	0.5149272	0.1695950	0.3222386	0.0792018	0.8108564	0.1456128	0.4625913	0.0015484	0.5976114	0.1283996	0.5148909	0.7445658	0.5002722
0.8529389	0.4500157	0.8088691	0.2098605	0.6450396	0.7265992	0.0625627	0.5380626	0.4026380	0.7600096	0.5886436	0.7467843	0.8281383	0.0752644	0.6371947	0.8661983	0.1035041	0.5545218	0.6607355	0.5910553	0.0124904	0.6343980	0.5373415	0.6040388	0.6550611	0.2528127	0.0300018	0.1274069	0.5537591	0.7333626	0.7402258	0.7537094	0.3059770	0.1903487	0.7121666	0.3059215	0.3962776	0.5690241	0.2514006	0.3882091	0.0841687	0.6872053	0.1240123	0.5133980	0.0102532	0.5932766	0.1636552	0.5409292	0.7449449	0.5721328
0.7834076	0.5346296	0.6747968	0.1896464	0.6065927	0.6778874	0.0651765	0.4777207	0.7984085	0.3249631	0.6462136	0.7243708	0.7032597	0.5526391	0.6486814	0.6888947	0.0730518	0.5720840	0.7006857	0.7434496	0.0108348	0.8144900	0.5204122	0.6859679	0.6716168	0.2634957	0.0503360	0.1617599	0.5341051	0.6597684	0.7208228	0.6983013	0.2570852	0.1956598	0.6900110	0.2536847	0.3309424	0.5811818	0.2340370	0.3820437	0.0896851	0.6207073	0.1384303	0.5474813	0.0034973	0.5762299	0.0968594	0.5904623	0.7557511	0.6203505
