YCR065W	YLR228C	YGL209W	YGL035C	YMR280C	YKL109W	YKL043W	YGR288W	YCL067C	YKL032C	YPL248C	YDR421W	YPL177C	YGR044C	YCR040W	YMR042W	YBR112C	YCL066W	YJL089W	YML099C	YMR019W	YER045C	YOR140W	YDL170W	YOL067C	YCR039C	YDR006C	YIR019C	YIL175W	YNR081W	YDR143C	YFR006W	YDR210WD	YPR020W	YPR187W	YOR303W	YMR250W	YGL230C	YHL049C	YLR037C	YKR102W	YIL166C	YAL064CA	YDR356W	YJR159W	YEL058W	YGL089C	YCR105W	YGR102C	YGL210W
0.5833715	0.4385257	0.7606287	0.1303031	0.8667247	0.7285541	0.0032334	0.3303931	0.6626646	0.7465072	0.5509089	0.6410654	0.6653830	0.4949891	0.6712374	0.6662714	0.2182776	0.4409392	0.7575567	0.6215393	0.1931063	0.8899434	0.4894248	0.7120388	0.5787819	0.5124955	0.0659873	0.0040312	0.4949983	0.6313963	0.7198853	0.6541406	0.0155877	0.2395811	0.5707625	0.3780019	0.3610007	0.6153560	0.3220732	0.5601475	0.0116326	0.5357753	0.4426575	0.4166698	0.0192704	0.5363920	0.1169326	0.5018333	0.6641510	0.4118628
0.7962087	0.7032282	0.7634845	0.1899318	0.6490450	0.6625916	0.0025594	0.5577773	0.6769751	0.6606111	0.4893791	0.5686393	0.7970260	0.4444975	0.3624094	0.6940837	0.0011508	0.5098317	0.5621580	0.6866522	0.0687095	0.5348035	0.4030631	0.7560950	0.7746477	0.0944777	0.0227091	0.0196427	0.3749479	0.7372750	0.6369044	0.5100988	0.2246908	0.1392306	0.7411837	0.5223530	0.4471515	0.6529008	0.2117581	0.3436189	0.2614217	0.8016634	0.3225543	0.4581581	0.2215906	0.6181887	0.1387454	0.4463706	0.7102430	0.5210272
0.7693775	0.6913103	0.6928422	0.2088797	0.5799596	0.4901782	0.0035259	0.5286391	0.5825839	0.8487335	0.7560372	0.5412728	0.7518596	0.4665316	0.5825957	0.7310481	0.0221124	0.5393162	0.7244291	0.8173270	0.4515674	0.7499286	0.6782589	0.6024706	0.8236253	0.3170467	0.0559452	0.0224896	0.6159191	0.6071427	0.6873979	0.6099682	0.4138433	0.3433811	0.6624857	0.3058182	0.3682481	0.4818552	0.2290338	0.2243737	0.4786861	0.5473408	0.0004698	0.5967034	0.1154470	0.7073133	0.0198564	0.5834835	0.5804953	0.5724240
0.6707779	0.5090965	0.6164744	0.0767831	0.6547967	0.5879326	0.0594633	0.4054034	0.7654610	0.5973369	0.6053356	0.6991854	0.6284738	0.5757475	0.2820410	0.8319506	0.0019987	0.5423447	0.8635609	0.5355600	0.2845198	0.6561970	0.4881836	0.5192217	0.5599024	0.1165790	0.0261008	0.1389860	0.5149699	0.7180547	0.6697896	0.7303612	0.2144473	0.3837678	0.5730518	0.3622232	0.3765332	0.6784198	0.3394522	0.4282798	0.0378576	0.5641445	0.1721218	0.6128503	0.0952201	0.7305460	0.1600256	0.6066129	0.5467501	0.4303322
0.7282744	0.5904127	0.7766729	0.1274485	0.5190382	0.6944064	0.0480181	0.5929927	0.7031118	0.7266812	0.7539497	0.4605152	0.6743938	0.5487985	0.6288066	0.7880703	0.0354812	0.4892885	0.7403680	0.5686041	0.0365896	0.8218127	0.5476251	0.6925061	0.6758191	0.1934537	0.0706373	0.1180160	0.2220066	0.7204250	0.6664829	0.7867639	0.5425878	0.1696972	0.8356904	0.1984828	0.4497843	0.5848104	0.2168486	0.3362270	0.0119178	0.6082904	0.0381612	0.4528930	0.0009142	0.5580169	0.0511331	0.6787482	0.6843347	0.4921610
0.5959507	0.5634917	0.6528883	0.2589323	0.7354605	0.8646702	0.0178532	0.4758289	0.6855954	0.3970259	0.5982042	0.7854268	0.5822286	0.4925642	0.5265373	0.8105699	0.2125445	0.3527882	0.6624974	0.6506238	0.0020778	0.4202955	0.6755229	0.6683542	0.7894272	0.3751023	0.0512881	0.3169606	0.5767896	0.7224250	0.5735495	0.7752492	0.3038350	0.3509330	0.6702761	0.4605226	0.2931764	0.5401255	0.5594950	0.5357453	0.0010938	0.6238877	0.1333660	0.5004244	0.1418904	0.5121614	0.0531999	0.5633291	0.6699083	0.4821579
0.6670904	0.6852658	0.7932680	0.1631677	0.9292922	0.7266786	0.0021715	0.6979009	0.6238526	0.6648285	0.7427411	0.7517011	0.6200413	0.4128930	0.5944217	0.0721009	0.0005271	0.5981402	0.8229819	0.7343817	0.2842089	0.7255657	0.5407329	0.6142275	0.6163851	0.2220050	0.0319643	0.0495062	0.4358235	0.5827722	0.6010339	0.6477924	0.2631284	0.2521784	0.7792420	0.0089778	0.2792645	0.5199636	0.1924485	0.5214047	0.2546604	0.5837616	0.0066658	0.6530047	0.0093742	0.6708529	0.1091524	0.3784909	0.6225480	0.4954164
0.5094657	0.4199946	0.6683421	0.2571174	0.7049212	0.6066192	0.0055239	0.3790377	0.6110639	0.8524132	0.8671576	0.7336975	0.6093602	0.4206282	0.3494118	0.8138148	0.0010870	0.5180687	0.7057397	0.8352380	0.2603046	0.6650554	0.7425270	0.6680715	0.6830553	0.4056948	0.0117061	0.0068000	0.5720679	0.6397030	0.7524766	0.8158232	0.5399373	0.2487062	0.8789262	0.1085136	0.2860344	0.6351149	0.4777702	0.4509134	0.0137005	0.6765836	0.0038703	0.5033010	0.3861973	0.4784459	0.3263486	0.6644094	0.7931987	0.5092468
0.6553140	0.6509163	0.6220715	0.1240572	0.6220316	0.9038642	0.0367910	0.4991820	0.6245031	0.7567740	0.5311140	0.6786570	0.8404321	0.4520816	0.5125018	0.6411389	0.0955648	0.5261205	0.6535566	0.6463600	0.0119012	0.4749710	0.4759429	0.6929624	0.7028675	0.3543932	0.0629613	0.1095424	0.5427556	0.8237472	0.7864311	0.5779302	0.1965306	0.2912068	0.6566915	0.2778706	0.2933519	0.5633249	0.3135125	0.4122758	0.1650948	0.8373148	0.0305582	0.5372637	0.0007128	0.5170392	0.0771837	0.5863395	0.7622507	0.5439129
0.7138374	0.6709369	0.6533946	0.1721695	0.5540968	0.7608345	0.0494170	0.5349754	0.7140335	0.6237916	0.7739577	0.7168443	0.7560118	0.6037533	0.6024233	0.7622690	0.0012925	0.5392400	0.6480847	0.7242729	0.0337344	0.4964419	0.6191818	0.5409149	0.8292350	0.5377629	0.0449532	0.2035797	0.4701931	0.8014765	0.6710480	0.6508960	0.1533101	0.1469241	0.7982511	0.2124304	0.4823986	0.4101792	0.2053159	0.3218764	0.3893411	0.5495134	0.1455154	0.4496587	0.1846652	0.6461210	0.0266848	0.5580327	0.7553262	0.4843878
