YPL075W	YDR310C	YLR098C	YCL067C	YCL066W	YDR421W	YLR013W	YGR044C	YCR018C	YCR097W	YDR146C	YOL089C	YGL035C	YJL110C	YDR123C	YOR140W	YKL109W	YCR040W	YMR280C	YOL108C	YLR131C	YKL185W	YBL103C	YGL254W	YMR070W	YGL140C	YIL099W	YGR238C	YMR027W	YCL041C	YHR135C	YGL077C	YMR272C	YGR260W	YBR093C	YDR278C	YNL130CA	YOR257W	YML125C	YNL182C	YER127W	YDL068W	YDR279W	YNL327W	YJL078C	YMR251WA	YBL112C	YNL269W	YKR042W	YEL070W
0.0000000	0.0308719	0.6529632	0.1865763	0.5782480	0.8142294	0.6317534	0.6722997	0.1829926	0.3549557	0.0659178	0.6983295	0.8445859	0.7597357	0.7567375	0.2685959	0.6047338	0.2158455	0.7043485	0.7174860	0.6774056	0.0266032	0.7000436	0.7153566	0.0829540	0.1216278	0.1086959	0.2711505	0.3011059	0.0368718	0.0720084	0.6365966	0.6909294	0.0061072	0.2343318	0.5378199	0.3746690	0.0397874	0.0577109	0.6832801	0.0326228	0.1596240	0.5420113	0.7177856	0.0926843	0.1655449	0.0481117	0.0451287	0.1229214	0.4232997
0.8329997	0.0003898	0.7362428	0.2123020	0.6692009	0.7964115	0.5620041	0.7855868	0.2141011	0.3199009	0.0673646	0.5554345	0.6647356	0.8412335	0.8571954	0.3578118	0.7087902	0.1953806	0.7927388	0.7932809	0.8488574	0.1107207	0.7378516	0.5864590	0.0940639	0.1121060	0.0886292	0.2221629	0.2626357	0.0358644	0.0822324	0.7048979	0.8853417	0.0021309	0.2639928	0.5037389	0.2139694	0.0634078	0.0214795	0.6783982	0.0584753	0.0654255	0.4763444	0.6351161	0.1515981	0.1524611	0.0991452	0.0169584	0.1391006	0.3626161
0.2324906	0.7146559	0.0000000	0.2983346	0.7005060	0.7465668	0.5896021	0.6400500	0.1695129	0.3603270	0.0547126	0.8805775	0.7727120	0.6070445	0.7387243	0.3541117	0.6675906	0.2925135	0.6603625	0.8484664	0.7647245	0.0716106	0.8718367	0.8221495	0.0925335	0.1038416	0.1387467	0.2330216	0.3556229	0.0258057	0.0489036	0.5632982	0.1928875	0.4719988	0.1848380	0.4745397	0.3025646	0.0567318	0.0304930	0.5393527	0.0693985	0.0849577	0.6033595	0.7589735	0.0842056	0.1567427	0.0503667	0.0293962	0.1175745	0.3756814
0.6954404	0.0083790	0.6856223	0.0000000	0.6005915	0.6104194	0.6037499	0.7123534	0.1937777	0.2759306	0.0612622	0.7859959	0.7019840	0.7219124	0.8400650	0.2272126	0.6187814	0.2814263	0.7220002	0.7822696	0.7156973	0.0626180	0.6805895	0.7155717	0.1284076	0.1333424	0.1937887	0.1589946	0.3387940	0.0093306	0.0724781	0.6524072	0.7127296	0.0196996	0.2946000	0.4916201	0.3471498	0.0801398	0.0552316	0.7335130	0.0594743	0.0901030	0.5165864	0.6842781	0.0813983	0.1716934	0.0891887	0.0309214	0.1420621	0.4820388
0.7853383	0.0282096	0.9336397	0.2089841	0.0000000	0.7548067	0.6300893	0.7742373	0.2209210	0.3792456	0.0668413	0.9068177	0.7595707	0.6520875	0.6782510	0.3874627	0.6535483	0.2460809	0.5952122	0.6169853	0.6338588	0.1316544	0.5832284	0.8799028	0.0542346	0.1151803	0.0331257	0.2036027	0.2631841	0.0275972	0.0961564	0.5527751	0.7887682	0.0020254	0.2154777	0.4137714	0.2998629	0.0508063	0.0390609	0.7451650	0.0613666	0.0741178	0.4634467	0.7109072	0.0599902	0.1440237	0.0729004	0.0159723	0.0625099	0.4223852
0.7004623	0.0119818	0.7797377	0.2419219	0.7096845	0.0000000	0.6227105	0.5953302	0.2346444	0.3552949	0.0604288	0.7842002	0.7932081	0.8576681	0.8708437	0.3167558	0.6156628	0.2355573	0.6106649	0.6960379	0.6766596	0.0753377	0.6586412	0.8259742	0.1077940	0.1124565	0.1248699	0.1917258	0.7801288	0.0570512	0.5809737	0.5734161	0.8171893	0.0160225	0.2152118	0.5210993	0.3226014	0.0364815	0.0327631	0.0155060	0.0329095	0.0678613	0.4901521	0.7059717	0.1023488	0.2481533	0.0960153	0.0215808	0.0941798	0.4828321
0.7465258	0.0227666	0.7888460	0.0125273	0.5833851	0.7319635	0.0000000	0.6929105	0.2573973	0.2763413	0.0401855	0.6860827	0.7061298	0.6769962	0.8601883	0.4472949	0.6779203	0.2747836	0.8444474	0.6643637	0.7172763	0.0631293	0.7937907	0.6750383	0.0531868	0.1161353	0.0175520	0.1343418	0.2713393	0.0191104	0.0675550	0.7058766	0.7124759	0.0123855	0.2745985	0.6343191	0.2778541	0.0529771	0.0319786	0.7788313	0.0437646	0.0604547	0.6395171	0.6675398	0.0794890	0.2040476	0.5072192	0.0315980	0.0881334	0.3534616
0.8300003	0.0307684	0.7144247	0.2529632	0.8159119	0.7148598	0.4804317	0.0000000	0.4124658	0.3997509	0.0646072	0.8676710	0.6388208	0.7820998	0.8273267	0.7786058	0.6705635	0.1876142	0.7398317	0.6777186	0.6992426	0.1015538	0.6086841	0.8720468	0.0838568	0.0639103	0.1112823	0.2137412	0.1900019	0.0349400	0.0544186	0.7292765	0.7694552	0.0037099	0.1864404	0.5679291	0.2498783	0.0529817	0.3640738	0.7640938	0.0706909	0.0811252	0.4635749	0.6068638	0.0337890	0.2073212	0.0575007	0.0284969	0.1774820	0.4692287
0.6357582	0.0237562	0.7659879	0.3096702	0.8525176	0.6186098	0.6001061	0.6993891	0.0000000	0.4560726	0.0337789	0.6799345	0.7840638	0.7444358	0.7615471	0.3205178	0.5760050	0.1641886	0.6610410	0.7048682	0.6302876	0.1009385	0.7143899	0.7287158	0.0341509	0.1545824	0.1364850	0.2073062	0.3152443	0.0260018	0.0663569	0.7800821	0.7486439	0.0034967	0.2606990	0.4544487	0.2629838	0.0637121	0.0110192	0.6183278	0.0384954	0.1147753	0.5428591	0.7719762	0.0597865	0.1985840	0.0427956	0.0357652	0.0785292	0.3127945
0.6153565	0.0316528	0.5983248	0.2388662	0.5504175	0.7202304	0.4635912	0.7411833	0.2524695	0.0000000	0.0474478	0.8142836	0.7602465	0.7767658	0.7200727	0.3874336	0.5863516	0.6030624	0.7228547	0.8583360	0.7584660	0.0867759	0.6757117	0.8437949	0.0705802	0.1244547	0.0777162	0.1443845	0.2510095	0.0254556	0.0758534	0.4936534	0.8452833	0.0173881	0.2489540	0.5531293	0.2618993	0.0784115	0.0243767	0.6099423	0.0411464	0.1277851	0.5713104	0.7045649	0.0485008	0.2040536	0.0513473	0.0300456	0.1366743	0.2905840
