YPL075W	YDR310C	YLR098C	YCL067C	YCL066W	YDR421W	YLR013W	YGR044C	YCR018C	YCR097W	YDR146C	YOL089C	YGL035C	YJL110C	YDR123C	YOR140W	YKL109W	YCR040W	YMR280C	YOL108C	YLR131C	YKL185W	YBL103C	YGL254W	YMR070W	YGL140C	YIL099W	YGR238C	YMR027W	YCL041C	YHR135C	YGL077C	YMR272C	YGR260W	YBR093C	YDR278C	YNL130CA	YOR257W	YML125C	YNL182C	YER127W	YDL068W	YDR279W	YNL327W	YJL078C	YMR251WA	YBL112C	YNL269W	YKR042W	YEL070W
0.0000000	0.0142072	0.7089803	0.2747124	0.6803095	0.7794583	0.6887889	0.8299828	0.1965147	0.4265479	0.0270195	0.7364916	0.7931982	0.7014256	0.7041698	0.4565964	0.6874421	0.2530134	0.6841584	0.8848361	0.6428319	0.0904623	0.7656492	0.8055295	0.0996636	0.1230969	0.0996460	0.1538307	0.1972790	0.0064444	0.0514050	0.6056842	0.7735854	0.0194578	0.2375457	0.3851652	0.2290234	0.0776261	0.0301886	0.6774038	0.0659603	0.0848089	0.4906838	0.6392650	0.0674050	0.2070034	0.0726886	0.0172673	0.1446062	0.4127687
0.7811658	0.0000000	0.7114270	0.1592575	0.6189353	0.6025758	0.5033331	0.6153182	0.2202010	0.3490208	0.0776544	0.6571411	0.7374734	0.6978047	0.8344068	0.3681369	0.6212666	0.1807779	0.6453358	0.7115257	0.7063659	0.0755551	0.7452703	0.7113991	0.0633379	0.0920722	0.1319130	0.1897578	0.2858047	0.0168778	0.0492165	0.6468336	0.8663668	0.0084329	0.2427101	0.3842370	0.2279175	0.0401628	0.0365615	0.7267548	0.0761453	0.0823809	0.5157025	0.7053464	0.0760077	0.1919845	0.0854100	0.0225632	0.1345827	0.4526627
0.2552766	0.6698248	0.0000000	0.3273865	0.6593211	0.6921873	0.4804954	0.7722083	0.1480189	0.4044924	0.0700406	0.6935310	0.7818892	0.7210286	0.8291721	0.4149291	0.6212996	0.2990157	0.7482135	0.7988985	0.6897709	0.0884225	0.6419609	0.8228829	0.0668243	0.0934405	0.0874405	0.2087826	0.3511486	0.0129368	0.0585530	0.6670763	0.1789021	0.4365433	0.2618024	0.4063504	0.2902131	0.0418435	0.0205614	0.7349004	0.0544863	0.0523348	0.4970488	0.8004166	0.1652580	0.0838133	0.0504435	0.0175436	0.2058832	0.2943642
0.7440071	0.0188294	0.6619143	0.0000000	0.6318725	0.7537106	0.4980444	0.7309388	0.1664895	0.3556290	0.1024265	0.6244073	0.7204710	0.6257746	0.7369464	0.2715072	0.6046580	0.1901726	0.7270233	0.7809446	0.6541933	0.0773406	0.7488070	0.6865423	0.1070443	0.0814071	0.1464074	0.2448063	0.2921533	0.0052667	0.0903430	0.6512391	0.7382712	0.0060007	0.2242389	0.4636333	0.2773837	0.0927548	0.0352360	0.5861208	0.0388857	0.1374590	0.5227029	0.7203146	0.1221760	0.1086099	0.0684855	0.0162151	0.1616210	0.5429713
0.6815037	0.0525364	0.7101272	0.1920963	0.0000000	0.8076328	0.5783981	0.5450141	0.1867068	0.3633785	0.0359062	0.8801031	0.6566920	0.6345649	0.6804583	0.3447251	0.7019467	0.2236582	0.5934212	0.7924453	0.7045926	0.0823127	0.7517961	0.7853676	0.0598691	0.0900767	0.0314584	0.2084785	0.2552326	0.0240488	0.0723422	0.4938254	0.6929177	0.0122760	0.2715835	0.4912726	0.3232702	0.0478763	0.0376439	0.6439278	0.0348690	0.1307456	0.5539711	0.6396149	0.1153517	0.1340205	0.1004026	0.0319286	0.1188765	0.3400910
0.6681253	0.0255916	0.6999970	0.2452430	0.4990615	0.0000000	0.5085669	0.5844470	0.2186647	0.3699988	0.0780789	0.7075574	0.7986428	0.6460586	0.6882791	0.3797941	0.6899246	0.2250181	0.7325609	0.8425903	0.6879534	0.0826493	0.6783404	0.6645840	0.0583128	0.1078432	0.1184526	0.1418278	0.7737728	0.0180292	0.8231582	0.4829593	0.7874037	0.0048612	0.2667989	0.5429016	0.3180549	0.0804877	0.0225688	0.0103434	0.0505890	0.0988546	0.3544734	0.7758726	0.0771390	0.2011434	0.0844801	0.0354995	0.1493247	0.5076055
0.7578771	0.0587505	0.8241396	0.0236725	0.5897632	0.7193305	0.0000000	0.6837083	0.3313289	0.3738563	0.0535210	0.8704599	0.6672838	0.8300186	0.9757260	0.3646809	0.5765734	0.2469321	0.8703499	0.7331996	0.6874008	0.0712729	0.7267900	0.6293856	0.0865126	0.0988966	0.0305235	0.1620629	0.2041642	0.0250310	0.0497430	0.6546104	0.8030422	0.0506017	0.2689111	0.4599812	0.2282379	0.0888253	0.0097505	0.8287151	0.0701020	0.0835685	0.4640075	0.7304788	0.1192553	0.1013071	0.5018654	0.0677782	0.1817570	0.3662970
0.6260828	0.0408224	0.6180792	0.1834717	0.6498114	0.7035399	0.5246872	0.0000000	0.4665594	0.3981659	0.0330546	0.8617111	0.6726256	0.7358627	0.7063172	0.6829740	0.6357252	0.1920361	0.6655252	0.6807544	0.6991437	0.0692726	0.6665635	0.8094160	0.0448609	0.0871117	0.1537502	0.1504599	0.2647153	0.0375719	0.0599897	0.5899241	0.8853781	0.0065533	0.1836943	0.4296981	0.2508174	0.0542553	0.4149264	0.6521980	0.0946629	0.0610955	0.6417737	0.6898184	0.0658752	0.1544240	0.0685619	0.0334139	0.1193674	0.5045379
0.6711321	0.0176242	0.7629859	0.2957205	0.6877758	0.6533201	0.6810456	0.8876300	0.0000000	0.3275293	0.0561863	0.7475986	0.7269250	0.7334254	0.6973861	0.2983895	0.6219051	0.2006112	0.6364475	0.7920803	0.6280590	0.0561463	0.8854646	0.6474785	0.0399231	0.1146194	0.0942185	0.1916786	0.3463494	0.0246343	0.0737539	0.6804121	0.7503110	0.0043933	0.2264887	0.4632387	0.2211412	0.0498897	0.0075725	0.8310382	0.0264666	0.0649239	0.4330751	0.7178755	0.0717025	0.2351045	0.0751368	0.0219723	0.0896637	0.3128874
0.7204798	0.0278868	0.6936184	0.3190901	0.6234249	0.7175331	0.5147143	0.7198453	0.2037982	0.0000000	0.0920781	0.7727479	0.5847907	0.6004810	0.5933103	0.3942939	0.6372780	0.4541823	0.6456463	0.8312080	0.7366937	0.0749818	0.7067505	0.7389193	0.0804126	0.0551359	0.0893992	0.1663926	0.2490830	0.0158567	0.0709774	0.6156138	0.7440707	0.0200692	0.2280278	0.5063455	0.2912977	0.0381132	0.0197331	0.5971878	0.0455530	0.0549445	0.4904426	0.6059541	0.0839093	0.2015501	0.0743061	0.0288420	0.1766385	0.3833624
0.8881445	0.0194450	0.7266220	0.2943835	0.7272545	0.7159488	0.5811280	0.6773025	0.1596859	0.4025030	0.0000000	0.7298095	0.6332004	0.6266017	0.7468234	0.0257818	0.5796764	0.2285877	0.7537714	0.7385668	0.6748826	0.1029129	0.8297459	0.6766984	0.1292875	0.0893864	0.1794117	0.1901093	0.2801221	0.0170459	0.0762388	0.5031931	0.8251106	0.0139671	0.2651331	0.3905529	0.3199071	0.0440752	0.0214855	0.6996791	0.0373886	0.0690402	0.5307545	0.4422994	0.0660224	0.6686050	0.0725689	0.0289272	0.1407559	0.5832363
0.8098784	0.0361311	0.5693382	0.1686684	0.6565261	0.6139609	0.5815946	0.8402004	0.1494200	0.6972464	0.1140724	0.0000000	0.7421178	0.8043082	0.6847511	0.3299927	0.6451293	0.1887674	0.7341581	0.7552758	0.7635244	0.0814027	0.7134608	0.6460238	0.0636927	0.0888118	0.2156978	0.1987651	0.3036022	0.0122382	0.0474755	0.6368435	0.7083736	0.0217168	0.1789706	0.4563110	0.3336644	0.0419892	0.0393279	0.7381845	0.0576732	0.3078927	0.5336107	0.7037609	0.0610327	0.2004653	0.0851631	0.0127759	0.1989084	0.4696406
0.7589779	0.0385911	0.7504123	0.4003801	0.6981086	0.6917083	0.5830491	0.6581055	0.2566719	0.3304880	0.0048676	0.7454535	0.0000000	0.6780655	0.7702986	0.1047212	0.0217023	0.1230510	0.0475104	0.7762520	0.7399467	0.0653215	0.7814411	0.6965142	0.0491300	0.1142732	0.0792629	0.1547291	0.2157955	0.0130611	0.0533251	0.6196328	0.7697785	0.0203170	0.2877093	0.4732107	0.2749222	0.0868538	0.0143105	0.6669274	0.0552788	0.0673593	0.5792120	0.7196322	0.0360056	0.8198815	0.1403314	0.0248943	0.1390392	0.7676586
