YPL075W	YDR310C	YLR098C	YCL067C	YCL066W	YDR421W	YLR013W	YGR044C	YCR018C	YCR097W	YDR146C	YOL089C	YGL035C	YJL110C	YDR123C	YOR140W	YKL109W	YCR040W	YMR280C	YOL108C	YLR131C	YKL185W	YBL103C	YGL254W	YMR070W	YGL140C	YIL099W	YGR238C	YMR027W	YCL041C	YHR135C	YGL077C	YMR272C	YGR260W	YBR093C	YDR278C	YNL130CA	YOR257W	YML125C	YNL182C	YER127W	YDL068W	YDR279W	YNL327W	YJL078C	YMR251WA	YBL112C	YNL269W	YKR042W	YEL070W
0.3730342	0.0293905	0.7420717	0.1898139	0.6431924	0.7752264	0.5650279	0.6559295	0.2307018	0.3126061	0.0569616	0.6128931	0.6310314	0.8382485	0.7010720	0.4517221	0.6313323	0.2514721	0.7886711	0.6719124	0.7408804	0.1626007	0.7051348	0.7650986	0.0689728	0.0969313	0.0756471	0.1097666	0.2275372	0.0397029	0.0433520	0.6684876	0.8573132	0.0090788	0.2258219	0.4231726	0.3191831	0.0673597	0.0508963	0.7406337	0.0555156	0.0803040	0.4397104	0.8123605	0.1660364	0.1507893	0.0817685	0.0426521	0.1273520	0.3740196
0.7415410	0.0066035	0.8086274	0.2228077	0.6158438	0.7380768	0.5198341	0.6695102	0.1637583	0.4145490	0.0476473	0.9026273	0.7932689	0.6014990	0.6566915	0.3013084	0.7344967	0.1781107	0.6208934	0.7076888	0.7367035	0.1363927	0.7407514	0.7510625	0.0668599	0.0416075	0.0998480	0.1841925	0.2521258	0.0148835	0.0556963	0.6868693	0.5756393	0.0094027	0.2973794	0.5094754	0.2912790	0.0523996	0.0275845	0.7145122	0.0519463	0.0891306	0.5646906	0.7958504	0.0584052	0.2338623	0.0475570	0.0081426	0.1373376	0.3336853
0.6917334	0.0375056	0.2621936	0.1532548	0.6061039	0.8133182	0.5092060	0.6478585	0.1372002	0.3160266	0.0683723	0.7234306	0.8416596	0.7999111	0.6587321	0.3872707	0.7018539	0.2328911	0.8378755	0.6701628	0.6837772	0.1215804	0.6342954	0.7175692	0.0593752	0.0586777	0.0658498	0.1936000	0.2244626	0.0160913	0.0314075	0.5465845	0.7788262	0.0159217	0.2513520	0.3965418	0.1771232	0.0460445	0.0252574	0.6314705	0.0471818	0.0845489	0.6029364	0.6574858	0.1373467	0.1707037	0.0742090	0.0228789	0.0859722	0.3694002
0.7031601	0.0266175	0.7273139	0.1403717	0.7660733	0.5744563	0.5609436	0.6670659	0.2049057	0.3479796	0.0472343	0.7016382	0.8689052	0.6076214	0.6559136	0.3363304	0.5923882	0.2195573	0.8725673	0.7541789	0.8757205	0.0914761	0.7451804	0.8554696	0.0510372	0.0874084	0.1585162	0.1611506	0.2644295	0.0104582	0.0691537	0.6130878	0.8711477	0.0099440	0.2109441	0.4172665	0.3251253	0.0406943	0.0369197	0.8913486	0.0389639	0.1424936	0.6328089	0.8140745	0.0772439	0.3882816	0.0648723	0.0354299	0.2101893	0.4669293
0.7665164	0.0336323	0.7468504	0.1578043	0.3032247	0.6486275	0.4967997	0.6291249	0.1734788	0.3944106	0.0406439	0.6794499	0.7171539	0.7263059	0.6411770	0.3029155	0.7103004	0.2501626	0.8138052	0.6213272	0.7390541	0.0718718	0.7393946	0.7395247	0.0688519	0.0722515	0.1117624	0.1199113	0.2620840	0.0257169	0.0449791	0.6308275	0.7857955	0.0111802	0.2099337	0.4483728	0.3024175	0.0334105	0.0495500	0.7000185	0.0499373	0.0659799	0.5298776	0.6812530	0.1029915	0.1506614	0.0494594	0.0146452	0.1787047	0.5354042
0.6513336	0.0238489	0.8651379	0.1625459	0.6953148	0.4058070	0.5938180	0.6380282	0.2134856	0.4029947	0.0973948	0.5954320	0.7450645	0.8790435	0.6720534	0.3806784	0.6033040	0.1274309	0.7424205	0.7341069	0.7536389	0.0948758	0.6590113	0.6913141	0.1170635	0.0993245	0.1286178	0.1970122	0.6438825	0.0213305	0.1768622	0.5202775	0.8086165	0.0060656	0.2290473	0.4682091	0.2690035	0.1115659	0.0314246	0.5448790	0.0724338	0.1197194	0.4989648	0.7668880	0.0628088	0.1926280	0.0933946	0.0299627	0.1507108	0.3951669
0.8214996	0.0168624	0.6381470	0.0651412	0.6676092	0.7237651	0.2914320	0.7449534	0.2182683	0.4883802	0.0460075	0.6535180	0.7462541	0.7057237	0.6617329	0.2249173	0.6435209	0.2106031	0.6057763	0.7096622	0.7045456	0.0756960	0.6304204	0.7252671	0.0570852	0.0972736	0.1687702	0.2181589	0.2990002	0.0293226	0.0414625	0.6427170	0.7608607	0.0038274	0.2401704	0.4753741	0.2075190	0.0728518	0.0235852	0.6605487	0.0381913	0.0733835	0.5092413	0.7121530	0.0329028	0.3664726	0.1917403	0.0092743	0.2905058	0.4738783
0.7053948	0.0102956	0.6626134	0.2827851	0.6519308	0.7693163	0.5880884	0.4171553	0.3413456	0.4728199	0.0402525	0.6925376	0.8536124	0.6312915	0.6530337	0.4817508	0.6690528	0.1978067	0.6771918	0.6898448	0.7462342	0.0637125	0.7199544	0.7539586	0.0613230	0.0419878	0.1141157	0.1255756	0.3021375	0.0286370	0.0401473	0.6255055	0.6368574	0.0194379	0.2130883	0.4825916	0.2554593	0.1334857	0.0475393	0.6794110	0.0488692	0.1520170	0.5285332	0.8901798	0.0445044	0.2889167	0.0727608	0.0115251	0.0952843	0.4034013
0.6890529	0.0435417	0.7180825	0.3625744	0.7652163	0.4853558	0.6507957	0.7580758	0.1033198	0.3141141	0.0334728	0.7722959	0.9442748	0.7439013	0.7001544	0.3070976	0.9607994	0.1822081	0.7759364	0.8323818	0.6749638	0.0754379	0.6860747	0.6734271	0.0577798	0.0932164	0.1196058	0.1646120	0.1878164	0.0437023	0.0851802	0.6011165	0.6968032	0.0178671	0.2151577	0.5628295	0.2556317	0.0602373	0.0299675	0.7715701	0.0471779	0.0546996	0.4654200	0.7270774	0.0731635	0.3348056	0.0461761	0.0408159	0.0945565	0.3308531
0.6905797	0.0572022	0.8056065	0.2292448	0.6705405	0.7903252	0.4854233	0.7209058	0.1784168	0.1662519	0.0803974	0.6587842	0.6697602	0.7211692	0.8210707	0.3372053	0.7015040	0.2838754	0.9130248	0.7960175	0.7709917	0.0696023	0.7066513	0.7838035	0.1022535	0.1214073	0.1429701	0.2379584	0.1864841	0.0161048	0.0639059	0.7876972	0.7486544	0.0043033	0.2482969	0.3877802	0.2265267	0.0946581	0.0203791	0.7778063	0.0312358	0.0594205	0.4807415	0.8599494	0.0751943	0.1497506	0.1126720	0.0288990	0.1224206	0.3028105
