YMR037C	YGL162W	YMR070W	YPL177C	YIL101C	YCR096C	YML113W	YGR249W	YDR123C	YMR021C	YBR297W	YJL110C	YMR042W	YER045C	YDR520C	YCL066W	YMR019W	YCL067C	YKL043W	YPR199C	YNL167C	YOR113W	YCR097W	YOL067C	YGL254W	YGL231C	YJR150C	YMR135WA	YMR169C	YNL001W	YLR042C	YMR136W	YLR171W	YJR044C	YAL062W	YLR023C	YCR107W	YDR309C	YPR123C	YDR544C	YER189W	YMR170C	YER145C	YAR050W	YGR073C	YJR050W	YBR013C	YBR292C	YGR136W	YGL001C
0.0665589	0.6626068	0.7089063	0.0048618	0.6782941	0.6719610	0.7452110	0.3739646	0.6175959	0.4143302	0.1359096	0.4361350	0.4074830	0.0389357	0.3281380	0.2930823	0.8749436	0.4533978	0.6498361	0.6602926	0.7251638	0.6011293	0.6554856	0.5607037	0.3119047	0.0619716	0.0011234	0.2679101	0.4386435	0.4777327	0.4494594	0.2238163	0.1966159	0.5037996	0.2963765	0.0806263	0.7095222	0.2393732	0.7263690	0.4966303	0.7122443	0.0152148	0.2759624	0.0233111	0.5717222	0.7100635	0.0031602	0.3671363	0.3182933	0.3772096
0.0908840	0.6642549	0.4043276	0.0207657	0.7789740	0.6048872	0.7744352	0.5124870	0.4602835	0.7935432	0.0569405	0.8105590	0.7881719	0.2693181	0.2663957	0.0459422	0.4383546	0.0387417	0.7532274	0.3312664	0.5177770	0.4335658	0.7560316	0.6401084	0.4640362	0.0215232	0.1290587	0.2867074	0.0963189	0.5776330	0.5261811	0.3091344	0.4818677	0.3395166	0.1163716	0.4636545	0.4168913	0.3122573	0.7773085	0.5060753	0.6658493	0.0650732	0.6785819	0.0210062	0.6542545	0.7917976	0.0000594	0.6358205	0.3585781	0.2909008
0.2292244	0.5423395	0.4355756	0.0109282	0.3500663	0.5235499	0.7263664	0.5841370	0.4658571	0.7187016	0.0236146	0.5388713	0.7189076	0.4931333	0.2301986	0.0618678	0.6823287	0.1984238	0.2836448	0.8872522	0.9166591	0.6933057	0.4778901	0.7745402	0.5513901	0.3105463	0.1836694	0.5602758	0.4050066	0.4619131	0.3723616	0.4073948	0.5563122	0.6150808	0.2349738	0.3179221	0.6518417	0.1840269	0.7887511	0.5598002	0.7432235	0.4605519	0.3531169	0.3432767	0.6913208	0.7427505	0.1077091	0.4109947	0.1439176	0.2168521
0.0444979	0.6786717	0.6479531	0.1350269	0.4599347	0.5613983	0.3570844	0.1432781	0.6093549	0.5976795	0.0775352	0.7570015	0.5550395	0.0046411	0.6334387	0.1785453	0.7449299	0.1080011	0.7133946	0.5716382	0.6527803	0.8073214	0.7351527	0.6707182	0.4160598	0.0041367	0.0970509	0.1466994	0.1928117	0.6612470	0.7976462	0.0885946	0.1380161	0.2344249	0.6937540	0.5066693	0.6803866	0.2964531	0.7767239	0.3106437	0.6398484	0.0012408	0.3705386	0.0757973	0.0657004	0.8907197	0.0004675	0.1531728	0.3404189	0.4958893
0.1761644	0.5849257	0.4136991	0.0432293	0.8398259	0.5787217	0.8145685	0.4074686	0.5891502	0.7314568	0.0673149	0.4315361	0.6543697	0.2152821	0.3496712	0.0579374	0.6623047	0.4644492	0.6865874	0.8447039	0.6417297	0.7562075	0.7439829	0.7259622	0.5714460	0.1295403	0.0000820	0.4244677	0.3953550	0.5961433	0.5868951	0.3128404	0.1831510	0.3133906	0.2726397	0.0538056	0.7032019	0.2747009	0.6869838	0.3699506	0.6309226	0.1423476	0.6000674	0.0433046	0.6206562	0.6381129	0.0018487	0.1951553	0.2434688	0.2640291
0.1813013	0.4438432	0.3567973	0.0485278	0.7711663	0.3378589	0.6628053	0.4396271	0.6844396	0.6144608	0.0875133	0.2499057	0.7474214	0.3256771	0.3207449	0.2828278	0.6219472	0.6631671	0.6321886	0.5508817	0.7257812	0.8262049	0.1924499	0.7263794	0.5342764	0.0322651	0.0032611	0.3061601	0.3262460	0.3759706	0.3800561	0.1493635	0.2197772	0.4874727	0.1999787	0.1990363	0.7073231	0.2227584	0.8350381	0.4493242	0.6501717	0.0286949	0.4869529	0.0119942	0.6864739	0.6837949	0.3184827	0.3277793	0.2980766	0.2622517
0.0866646	0.6930030	0.6246291	0.0413289	0.4803133	0.4945045	0.6506143	0.2316542	0.6801399	0.6972934	0.0650980	0.4756095	0.6560189	0.0074882	0.3248746	0.0101076	0.7813265	0.1504232	0.7471603	0.8353666	0.8674266	0.6640795	0.8666780	0.6675245	0.3574272	0.0822484	0.1487861	0.1039811	0.3922740	0.6326998	0.6823759	0.3308168	0.1642920	0.3638304	0.3469642	0.3313590	0.6422335	0.2897400	0.7869523	0.5202304	0.7433981	0.0080663	0.5085059	0.0059833	0.2252746	0.7267017	0.1762464	0.2392933	0.1591940	0.4652052
0.0663332	0.7051320	0.4995516	0.2080804	0.1952502	0.7864021	0.4588693	0.3789055	0.5604212	0.7554327	0.0531929	0.6647329	0.4776064	0.0904390	0.5435593	0.0998318	0.6048315	0.1384861	0.5165020	0.7678731	0.7455144	0.7341894	0.6051807	0.5900905	0.2344650	0.0630223	0.1048262	0.4150306	0.1697850	0.2759738	0.7221534	0.3058200	0.1168438	0.4269629	0.2939166	0.3460324	0.7519337	0.3456067	0.8445055	0.7471148	0.6428640	0.0736681	0.5415940	0.0685390	0.6639919	0.5834086	0.0016334	0.2760015	0.2442290	0.4301773
0.1170769	0.6042092	0.6546994	0.0685323	0.7342701	0.6921810	0.6941215	0.3742556	0.8614820	0.4005560	0.1822817	0.5971790	0.5400490	0.3720946	0.3686626	0.3215156	0.8453698	0.3129496	0.5573693	0.8010933	0.7296986	0.5782707	0.5863601	0.7157678	0.3779748	0.0177985	0.2113366	0.1086629	0.1321881	0.4796231	0.6717806	0.4656267	0.1474798	0.4698348	0.2109106	0.4101666	0.8225729	0.2180752	0.5601733	0.4928549	0.6732049	0.0217550	0.1905260	0.1486123	0.6119905	0.7095600	0.2021176	0.1885634	0.4672609	0.4789424
0.0640521	0.7798807	0.3659591	0.0029287	0.7979943	0.4203150	0.8493601	0.7629984	0.4987129	0.6709913	0.0887951	0.4925450	0.5687191	0.1309073	0.3619971	0.0857512	0.6378448	0.2254787	0.4916251	0.7498174	0.6692920	0.4994069	0.6514807	0.5996517	0.1573139	0.2433236	0.0000729	0.2163249	0.3944926	0.4045447	0.6010589	0.3135894	0.3865204	0.3992742	0.1613953	0.4696166	0.4884853	0.3552511	0.6944063	0.4126927	0.7655301	0.1038340	0.6716338	0.0698184	0.6412161	0.8938757	0.0063550	0.1463735	0.2994283	0.4428117
