YMR037C	YGL162W	YMR070W	YPL177C	YIL101C	YCR096C	YML113W	YGR249W	YDR123C	YMR021C	YBR297W	YJL110C	YMR042W	YER045C	YDR520C	YCL066W	YMR019W	YCL067C	YKL043W	YPR199C	YNL167C	YOR113W	YCR097W	YOL067C	YGL254W	YGL231C	YJR150C	YMR135WA	YMR169C	YNL001W	YLR042C	YMR136W	YLR171W	YJR044C	YAL062W	YLR023C	YCR107W	YDR309C	YPR123C	YDR544C	YER189W	YMR170C	YER145C	YAR050W	YGR073C	YJR050W	YBR013C	YBR292C	YGR136W	YGL001C
0.1377742	1.0401307	0.9002194	0.0433785	1.0182338	0.8565968	1.0647449	0.4710671	0.9808167	1.0390186	0.0863141	1.0452167	1.0217357	0.0800909	0.4485396	0.0837962	1.0429962	0.1359831	0.9474926	0.9858951	0.9688998	0.9363953	0.9813183	1.1221527	0.6132482	0.0452160	0.2157737	0.3174980	0.2806720	0.8091791	0.8668903	0.4555472	0.2091774	0.5495637	0.2332674	0.6183395	1.0055745	0.4125288	1.0734581	0.5078178	0.9614825	0.0471216	0.7701980	0.0956377	0.4479953	1.0489574	0.0072819	0.4640913	0.4756247	0.4677355
