YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.2906881	0.6538760	0.0310353	0.7701603	0.7405267	0.0463058	0.7585131	0.5104104	0.8019236	0.6925582	0.7314411	0.6191177	0.7093648	0.5187684	0.2935327	0.0600216	0.1094038	0.4447503	0.1892619	0.2632182	0.4696697	0.4531999	0.6839342	0.1902285	0.5542918	0.6525633	0.7338394	0.0679111	0.3362195	0.4120404	0.3686452	0.5838896	0.0321327	0.2412567	0.1559651	0.2563634	0.1038082	0.3298105	0.3169103	0.0022784	0.1356964	0.4068513	0.2612540	0.0469067	0.4105221	0.8100916	0.3159692	0.6011157	0.0574018	0.1016349
0.6659139	0.3470614	0.0081543	0.7901444	0.8489191	0.0296567	0.6219661	0.4299349	0.7231725	0.7553330	0.7279466	0.7140122	0.7182065	0.4063825	0.2836565	0.1522319	0.2016277	0.3559029	0.2343581	0.2683888	0.4519998	0.3417717	0.7820304	0.1774609	0.5421651	0.6274300	0.6220818	0.0397010	0.3409962	0.4426640	0.4813185	0.7782356	0.0215301	0.2357981	0.1810198	0.2747258	0.1063710	0.2395305	0.2096893	0.0059350	0.1382629	0.3022089	0.2711126	0.1078497	0.2683313	0.6405067	0.4562175	0.5210629	0.0714360	0.1237649
0.6294730	0.6662401	0.0312445	0.6740484	0.7092662	0.0269815	0.6688863	0.5301591	0.7342503	0.8046374	0.6973587	0.8109859	0.6685571	0.4356743	0.3290694	0.0398735	0.1436084	0.4579465	0.1393940	0.3093063	0.5172411	0.2958665	0.6340661	0.2289788	0.6072926	0.7019300	0.7488570	0.0819792	0.3842637	0.4287942	0.5392096	0.7140899	0.0209975	0.2523838	0.2135773	0.3107939	0.0957508	0.2104029	0.2842298	0.0129752	0.1474088	0.3236844	0.2216164	0.0623199	0.3665536	0.6391726	0.4092224	0.7082432	0.0571986	0.1435042
0.8006342	0.5766758	0.1888758	0.3750793	0.7655197	0.0174317	0.7292115	0.4735141	0.7523675	0.5643883	0.5913020	0.7935630	0.6517906	0.4019600	0.5161883	0.0384587	0.0939610	0.5447352	0.5807700	0.2418988	0.4132666	0.3676474	0.7085058	0.0869071	0.4067403	0.5599032	0.7907716	0.2675439	0.3735073	0.4224032	0.3863850	0.5079924	0.1073479	0.3211484	0.4123618	0.2634802	0.0616548	0.2477753	0.1652787	0.0207865	0.2041051	0.3449197	0.1830538	0.2518170	0.5419270	0.7269934	0.2269079	0.5903467	0.2172740	0.3582917
0.7134852	0.8448863	0.0135919	0.6711593	0.4464777	0.0108384	0.6123225	0.5265631	0.7647413	0.7950351	0.7031536	0.8022598	0.7096289	0.5159689	0.2567861	0.0311271	0.1403604	0.3682820	0.1007370	0.3846945	0.4855622	0.3616945	0.6617188	0.2374784	0.4785636	0.5857364	0.6862404	0.0415015	0.3689519	0.5063174	0.3550090	0.6380172	0.0078621	0.2150688	0.2011016	0.2889144	0.1530663	0.2280313	0.2083937	0.0100333	0.1770200	0.4115875	0.2016901	0.0473527	0.3864216	0.5686969	0.4867962	0.6336545	0.0484169	0.1439607
0.6700314	0.6532125	0.0196678	0.6735035	0.7661606	0.0336037	0.6460765	0.4838655	0.7141381	0.6429011	0.8362670	0.6442225	0.7477055	0.4804398	0.2689435	0.0921543	0.1443729	0.3481575	0.1993222	0.2512605	0.4198245	0.2715449	0.7305123	0.1808504	0.5114433	0.5608512	0.6933226	0.0792478	0.4157061	0.4391460	0.4439348	0.5452725	0.0142728	0.2697858	0.1345451	0.2364524	0.1078854	0.2186716	0.2123357	0.0058020	0.2424860	0.4895896	0.1574386	0.0990322	0.3881610	0.6734740	0.4823572	0.7248999	0.0757237	0.1118266
0.7335580	0.7628363	0.0155188	0.6499595	0.7148738	0.0503219	0.3658583	0.4910652	0.7364381	0.8288788	0.7114377	0.7108200	0.7913495	0.7165680	0.2404764	0.0898468	0.0648566	0.4523129	0.2089622	0.3334247	0.5262808	0.3196054	0.5789279	0.2115301	0.2014884	0.5233002	0.7253687	0.1039049	0.3063681	0.2243771	0.3381077	0.7106198	0.0284388	0.3187235	0.1768290	0.3249087	0.0850360	0.3223599	0.1969166	0.0021369	0.1428226	0.4662490	0.1532190	0.1114008	0.3781285	0.7350011	0.4621204	0.6610489	0.1728688	0.1265368
0.7822955	0.6487487	0.0267852	0.7457048	0.6210990	0.0158069	0.6260617	0.2746852	0.6383458	0.6898726	0.6397017	0.7568450	0.7259360	0.4086127	0.2586283	0.0549125	0.1071660	0.4250284	0.1656056	0.2624246	0.5896805	0.3244891	0.6062227	0.2522039	0.4428721	0.4201558	0.6846330	0.0626043	0.3021636	0.3925888	0.4613993	0.6548264	0.0062218	0.3742975	0.1541338	0.2733946	0.1405954	0.2428264	0.2653141	0.0137420	0.1573670	0.3604115	0.1960676	0.0622515	0.3783441	0.6332860	0.4830415	0.6285794	0.1221901	0.1491067
0.7255616	0.6669856	0.0324783	0.7501083	0.7081348	0.0439623	0.6396716	0.5524148	0.3304168	0.6224070	0.7995954	0.7559082	0.6518890	0.2070063	0.2939943	0.1070408	0.2799405	0.4734511	0.2346781	0.3242566	0.6032867	0.3560928	0.6890888	0.2201442	0.4495394	0.5595520	0.6126567	0.0625834	0.2997076	0.4064221	0.4186813	0.6620159	0.0071531	0.2662222	0.2197634	0.2434612	0.1020937	0.2016365	0.3198087	0.0015172	0.1538022	0.3495346	0.2833456	0.0679279	0.3284491	0.6505265	0.5784659	0.7030240	0.0348618	0.1248829
0.6828810	0.7563309	0.0160473	0.7610949	0.7714126	0.0287631	0.6067963	0.5806847	0.8718425	0.4742948	0.7998544	0.8285807	0.6488908	0.4515317	0.2499038	0.0622129	0.1330317	0.3799389	0.1469040	0.2482533	0.5992117	0.3480493	0.6525384	0.2408597	0.4729199	0.6739858	0.6883912	0.0376427	0.3215439	0.3792748	0.3197812	0.5523752	0.0302577	0.3572233	0.1371762	0.1766420	0.2660199	0.2311399	0.2935456	0.0148326	0.1143460	0.4430488	0.1938175	0.0316070	0.3793362	0.6047788	0.5186406	0.6429363	0.0386851	0.1223275
