YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.4670574	1.0272981	0.0251987	1.0134504	0.9331567	0.0436097	0.9279391	0.7120678	1.0638174	1.0088560	1.0518423	1.0878301	1.0107398	0.6904893	0.3777328	0.0720602	0.1678220	0.5838551	0.2945542	0.3819517	0.7963482	0.4508471	0.9987109	0.2607924	0.6928720	0.8492730	0.8319919	0.1057654	0.4439454	0.6836917	0.5295458	0.9344273	0.0333212	0.3466064	0.2435338	0.3390264	0.1464794	0.5139243	0.4366877	0.0085836	0.2143002	0.5822764	0.2819502	0.0641432	0.5515393	0.9532867	0.5483017	0.9248934	0.0838633	0.1692163
0.9047433	0.5043471	0.0190526	0.9900992	1.0126042	0.0479598	0.9467201	0.7501851	0.9616559	1.0756685	0.9449781	1.0719548	0.9993951	0.5358759	0.3790262	0.0865462	0.2345651	0.6294323	0.3071433	0.3955805	0.6667595	0.4602125	0.9984021	0.2993395	0.6323766	0.7697460	0.9738741	0.0891051	0.5266493	0.6322838	0.5646085	1.0178546	0.0208399	0.3346942	0.1796603	0.3504341	0.1962238	0.3717995	0.3039739	0.0041001	0.2916868	0.5135710	0.3857783	0.1781114	0.4699762	1.0344688	0.7409719	0.9525722	0.1062181	0.1737172
1.0281864	1.0555879	0.0224245	1.0217535	0.9631745	0.0483508	1.0490313	0.6957595	1.0895773	1.0007194	1.0066931	0.9882537	0.9938248	0.5826093	0.4211550	0.0814099	0.1892865	0.5867371	0.2264312	0.3922417	0.6594552	0.4544225	1.0825912	0.3015236	0.6981913	0.8095193	0.9675880	0.1056908	0.4845655	0.6920555	0.5728200	0.9801433	0.0334406	0.3465787	0.2688244	0.3879143	0.2196718	0.3135982	0.3211514	0.0141644	0.2266108	0.4871190	0.2618987	0.0902848	0.5632789	0.8500260	0.5286330	0.8662859	0.1134284	0.1935956
0.9181661	0.9730483	0.2078602	0.5430360	1.0894016	0.0474726	1.0177169	0.7245908	1.0008189	1.0081168	0.9238308	1.0001743	0.9623248	0.5677279	0.6135465	0.0710227	0.2324773	0.7170883	0.6973269	0.3894482	0.6201165	0.5030912	1.0664065	0.1074698	0.6104509	0.7611491	0.9230757	0.3413987	0.5279320	0.5711316	0.6551362	0.8444892	0.0743506	0.3698130	0.4570972	0.3992554	0.0768494	0.3248215	0.2545051	0.0457315	0.3104710	0.5249770	0.2388512	0.4757925	0.8548840	0.9604930	0.3181316	0.7065474	0.1767515	0.5089999
0.9344122	1.0126250	0.0152634	0.9776850	0.4722732	0.0400422	1.0347685	0.6548889	1.0028984	0.9827811	1.0628455	0.9654260	0.9660941	0.6117154	0.3711911	0.0664033	0.2310321	0.5748042	0.1843263	0.3940859	0.7057763	0.4953788	0.9585082	0.3064917	0.6961621	0.8773533	0.9651059	0.0832096	0.4630112	0.6436293	0.5525539	1.0075447	0.0178406	0.3434556	0.2171957	0.3606159	0.2508735	0.3765979	0.3532444	0.0138757	0.2375051	0.4906699	0.3074594	0.0547215	0.5406920	1.0171358	0.6304638	0.9400456	0.1169703	0.1851721
0.9633159	1.0048849	0.0224400	0.9584439	0.9878680	0.0253946	1.0040587	0.7345705	1.1037812	1.0064167	1.0759871	0.9603054	1.0338719	0.5979556	0.4126038	0.0985820	0.2020967	0.5724222	0.2293946	0.3791888	0.6963726	0.4814302	1.0375060	0.2289881	0.6927598	0.8940788	0.9772344	0.0932953	0.4082490	0.6456322	0.6217733	0.9983107	0.0153839	0.3572615	0.1970192	0.4055517	0.1504844	0.3083258	0.3713790	0.0096312	0.2319834	0.5300297	0.2630034	0.1089543	0.4998115	1.0430265	0.6117389	0.8902698	0.1044348	0.1550871
0.9826755	0.9852285	0.0305506	0.9648005	0.9303233	0.0738826	0.5017633	0.6677524	1.0464777	1.0391651	0.9954749	0.9956780	0.9775494	0.8178478	0.3911401	0.1215256	0.0623645	0.6194868	0.2384619	0.4216882	0.7346810	0.5183205	0.8774326	0.3066600	0.2746128	0.9078715	0.9010556	0.1356354	0.5128402	0.2993066	0.6123369	0.9777515	0.0352020	0.4148238	0.2542604	0.3542521	0.1844318	0.4073574	0.3712702	0.0103661	0.2475095	0.5203460	0.2530303	0.1207084	0.5442512	0.9647919	0.5917332	1.0041749	0.1995370	0.1860283
0.9835748	0.9560745	0.0360654	1.0295568	1.0935697	0.0571465	1.0524255	0.4055535	0.9519480	0.9038477	1.0618706	1.0491012	0.9721001	0.5913238	0.3682746	0.1115275	0.1648652	0.6225835	0.2150864	0.4235288	0.7331160	0.4206950	0.9875624	0.3250810	0.6508245	0.8455143	0.9315468	0.0896941	0.4693330	0.5110913	0.6251139	0.9777038	0.0203718	0.4234903	0.2187543	0.3942120	0.1816878	0.3619561	0.3390411	0.0087412	0.2479311	0.4833853	0.2312289	0.0919302	0.4617321	0.9000193	0.6645735	0.9000485	0.0761932	0.1832635
0.8869048	1.0605303	0.0308215	1.0276357	1.0276707	0.0258654	1.0029870	0.7801808	0.5524482	1.0706492	0.9658737	1.0395063	0.9573815	0.2123670	0.3992604	0.0716653	0.2099912	0.5572379	0.2612297	0.5272921	0.7160647	0.4802283	1.0377620	0.2453570	0.6057656	0.8435832	0.8639282	0.1186954	0.5307327	0.5599713	0.6693339	0.9562998	0.0258534	0.3989947	0.3519933	0.3203137	0.1585990	0.3819057	0.4628395	0.0090837	0.2146882	0.5342773	0.2737778	0.0717283	0.5014469	0.9641583	0.6700259	0.9871207	0.0947756	0.2062259
0.9776021	1.0640956	0.0276226	1.0581610	0.9910334	0.0272758	1.1139107	0.7584127	1.0408255	0.5822063	1.0444757	0.9850923	1.0189603	0.6554895	0.3691388	0.0881736	0.2285433	0.5797475	0.2992401	0.4102863	0.7318717	0.4489728	1.1480794	0.2673224	0.5863394	0.9028279	0.9562598	0.0759799	0.4541416	0.6620535	0.5693169	0.9319254	0.0221376	0.4437297	0.1763300	0.3276080	0.2138680	0.3259844	0.3126530	0.0044611	0.2318965	0.5108415	0.2806695	0.0805457	0.4738506	0.9700350	0.6861653	0.9555964	0.0726717	0.1710661
