YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.0000000	1.1604283	0.0362077	1.0264006	1.0373706	0.0336391	1.0449428	0.7318124	1.0213165	1.0819798	1.0649040	1.0388310	1.0100206	0.6385539	0.3657863	0.0623923	0.2281817	0.5482869	0.2277672	0.3812853	0.6423032	0.4005003	1.1125323	0.2747466	0.7841007	0.8683953	0.9020125	0.0735726	0.4057967	0.5807184	0.6264302	0.9144483	0.0297548	0.3554395	0.2174537	0.3817185	0.1527481	0.3178202	0.4109728	0.0101242	0.2010237	0.4873366	0.2213138	0.0889882	0.5236877	0.9529852	0.6360549	0.9759190	0.0985984	0.1313057
0.0621003	0.0000000	0.0085317	1.0655674	0.9504508	0.0553214	1.1278640	0.8444024	1.0185953	0.9921008	0.9564197	0.8490488	1.0005421	0.6000536	0.2793829	0.0486039	0.1024314	0.5550525	0.1062740	0.4022528	0.8064195	0.3945624	1.0937019	0.3123039	0.6930882	0.8818081	0.8601918	0.0915546	0.5312347	0.7090527	0.5989109	0.9873595	0.0372386	0.9117594	0.1629024	0.3628359	0.1590798	0.3283814	0.3863559	0.2866594	0.2364245	0.4733801	1.0918782	0.0650083	0.3897445	1.0138027	0.7589160	0.9229143	0.0849939	0.1653185
1.0548227	1.0984547	0.0000000	0.9346280	1.0141749	0.0299447	1.0385302	0.8385189	1.0427485	1.0092776	0.9854365	1.0163719	0.9303188	0.5987929	0.3773916	0.0722494	0.2166067	0.6031311	0.3774292	0.3998618	0.6822113	0.3735870	1.0919611	0.2253740	0.6561638	0.9089930	0.9321453	0.1108796	0.4673094	0.5563862	0.6459958	0.9414363	0.0503353	0.4023374	0.2284345	0.4063370	0.1375179	0.3549077	0.3260524	0.0123758	0.1518619	0.4888099	0.2408754	0.2029041	0.4900271	0.9848366	0.6425742	1.0581649	0.0780658	0.1966235
0.9179227	0.9277005	0.8811423	0.0000000	0.9804302	0.0430455	1.0035317	0.6540216	1.0108497	0.9848367	1.1059768	0.9824831	1.0200578	0.6784293	1.0864945	0.0932556	0.0766945	1.0501406	1.0875620	0.4046630	0.3881259	0.4224377	1.0173902	0.0321969	0.7153150	0.3308995	0.9246038	0.9942760	0.5654418	0.5606183	0.6407364	0.7324231	1.0395309	0.3813179	0.4669758	0.4061321	0.0461195	0.3560242	0.1418271	0.5066351	0.5790116	0.5098594	0.2234529	0.5991531	1.0680838	1.0349821	0.0668050	0.0028004	0.3505547	0.9405983
1.0781460	1.0757749	0.0380171	0.9450914	0.0000000	0.0358333	1.0572873	0.7129264	1.0435643	1.1103754	0.9862606	1.0545060	1.0285436	0.5955803	0.4363032	0.0622152	0.1675743	0.6430588	0.3971716	0.4156419	0.6398541	0.4880434	1.0818504	0.2692724	0.7010613	0.9040997	0.8493476	0.1196379	0.5056098	0.6260399	0.6121495	1.0124094	0.0321071	0.4038963	0.2630835	0.3525559	0.1535268	0.3199850	0.2478962	0.0087309	0.2235698	0.4997118	0.2315145	0.1632221	0.6026310	0.8793086	0.5420556	0.9639848	0.0880758	0.2071900
0.8575385	1.1173287	0.0267127	1.0410095	1.0538927	0.0000000	1.0670158	0.8010178	0.9707415	1.0411876	0.9804426	1.0523000	0.9762882	0.6388489	0.5063595	0.1018904	0.2562731	0.6050078	0.2581058	0.3496739	0.7556554	0.4338126	1.0078905	0.2642441	0.7793716	0.8408854	0.9202719	0.0977577	0.4987533	0.5762515	0.6310739	0.9521890	0.0259602	0.4116480	0.2186451	0.3855151	0.2390424	0.3482725	0.3622236	0.0198743	0.1938158	0.5156419	0.2637259	0.0662416	0.5030451	0.9007551	0.6560688	1.0183066	0.1085363	0.2310792
1.0223800	1.0310281	0.0165399	0.9727314	0.6488674	0.9109313	0.0000000	0.4944601	0.8991854	1.0078399	1.0332178	1.0012599	1.0690565	0.9702877	0.3705426	1.0396727	0.0008402	0.5391578	0.2419557	0.4739803	0.6487300	0.4320028	1.0091367	0.4993584	0.0982001	0.9452089	0.9736910	0.0957481	0.4663989	0.1680904	0.6330126	0.9133030	0.0275334	0.0045317	0.2092689	0.7585872	0.5421345	0.3065106	0.2717387	0.0099915	0.1813217	0.5066226	0.2525643	0.0538837	0.4285340	1.0140681	0.6733222	0.9516058	0.0764855	0.1692292
0.9166356	0.9548005	0.0147738	1.0639932	0.9594890	0.0353154	0.9944941	0.0000000	0.9725688	1.0177510	1.0041589	1.0567466	1.0443000	0.5814297	0.3388292	0.0888742	0.2494620	0.5436148	0.2390586	0.3773371	0.7048991	0.4848443	1.0295039	0.2582571	0.6402531	0.9034160	0.8744304	0.0755392	0.6078946	0.7003037	0.6429623	0.8668191	0.0387189	0.3574490	0.1950732	0.3375552	0.1425178	0.3992314	0.2903833	0.0134278	0.1952324	0.5362846	0.2630951	0.0871768	0.5738502	0.9105124	0.7235612	1.0177191	0.0898573	0.1632579
1.0328884	1.0006925	0.0298548	0.9973665	0.9903126	0.0592504	0.9526633	0.7871959	0.0000000	1.0264770	0.9765345	0.8969968	1.0104874	0.2334498	0.3232363	0.0932895	0.1909750	0.5749618	0.1759474	0.4098807	0.7377783	0.3792694	0.9706731	0.2796834	0.6056202	1.0292286	0.9426344	0.0934607	0.4923756	0.6134948	0.6818469	0.9922988	0.0431771	0.3409218	0.7133070	0.0028684	0.1434019	0.2479796	0.3240755	0.0090011	0.1982039	0.5396816	0.2428981	0.0753041	0.5114280	1.1062697	0.6277486	0.9071078	0.0956236	0.1702435
0.9182361	0.9686827	0.0257578	1.0504872	0.9556304	0.0359952	1.0529125	0.7726213	0.9724891	0.0000000	0.9069764	0.9913420	1.0240128	0.6346699	0.3982062	0.0711171	0.1878197	0.5807296	0.3381734	0.3827436	0.7305565	0.4716282	0.9961938	0.2659263	0.7330130	0.9876788	0.8824227	0.1045747	0.4981165	0.6383490	0.5951455	0.8617151	0.0405415	0.4699649	0.2162062	0.3282755	0.1879158	0.2909868	0.4221457	0.0066826	0.2273114	0.5960625	0.3027106	0.1158983	0.5248894	0.9273719	0.5851487	0.8945431	0.0997503	0.1685891
