YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.9410579	0.7690336	0.0163457	1.0000000	0.9993238	0.0166230	0.8334438	0.7575402	1.0000000	0.8626820	0.9662149	0.5449000	0.9136197	0.5679446	0.3732806	0.0915616	0.0676651	0.5700114	0.2488850	0.4957921	0.5069394	0.4400936	0.6513086	0.5442487	0.7463735	0.7847402	0.7256262	0.0209823	0.2460441	0.6607341	0.6777856	0.9953505	0.0103826	0.4733835	0.0930374	0.2377692	0.5985323	0.4287735	0.4415606	0.0067793	0.1507456	0.4111707	0.0825835	0.1266265	0.4938639	0.9253432	0.8120384	0.9354327	0.1244796	0.0517080
0.9666615	0.9402128	0.0251269	1.0000000	0.9301820	0.0352003	1.0000000	0.8380005	0.9094372	0.8791982	0.8074021	0.7373839	1.0000000	0.6146539	0.1467559	0.0410429	0.2000996	0.5378000	0.1967730	0.4356594	0.7265120	0.2690918	0.8602168	0.4312605	0.5730911	0.7040781	0.9380912	0.0262861	0.2834477	0.5627474	0.6466851	0.9249124	0.0157428	0.4051736	0.0630446	0.4748525	0.3706739	0.1920033	0.3012788	0.0056422	0.2570709	0.3744584	0.8386438	0.3738454	0.4938639	0.9414697	0.8222987	0.9354327	0.0195966	0.1724470
0.9636208	1.0000000	0.0159954	1.0000000	0.5548793	0.0416973	0.6892324	0.5309060	0.7274592	0.9813373	1.0000000	0.6022180	1.0000000	0.7599550	0.3732806	0.1082028	0.1627506	0.4878365	0.2377614	0.7182516	0.7154487	0.3887873	1.0000000	0.0570319	0.6856970	0.7386272	0.9408217	0.0273678	0.3778233	0.6175708	0.6068134	0.6846879	0.0144883	0.2725186	0.1196651	0.4710884	0.3468375	0.5518057	0.3609586	0.0000007	0.5886981	0.5042053	0.0392937	0.3878865	0.4076361	0.9874181	0.6711665	0.9354327	0.1390996	0.0613778
0.9676317	1.0000000	0.0289995	0.9540483	0.9456256	0.0024767	0.9831952	0.6686219	0.7031938	1.0000000	0.9143414	1.0000000	1.0000000	0.4004095	0.3886235	0.0627539	0.1472439	0.5795197	0.2711366	0.3009097	0.7028808	0.4343552	0.7444852	0.6721519	0.8103732	0.7147475	0.9173611	0.0376357	0.4664438	0.6496770	0.7135936	0.9503644	0.0274620	0.4216855	0.2398511	0.3979609	0.6007179	0.3488490	0.2785476	0.0091659	0.7205923	0.6049923	0.0309397	0.0879173	0.4302426	0.9292891	0.5382431	0.9432108	0.0559241	0.1837539
0.9183078	1.0000000	0.0646189	0.7440890	0.9726010	0.0020735	0.7198586	0.8412396	1.0000000	1.0000000	1.0000000	1.0000000	0.6805256	0.7294316	0.2974208	0.1041639	0.0000001	0.6532623	0.1434478	0.2837588	0.7458785	0.5311143	1.0000000	0.2408858	0.3965837	0.7699103	0.8526905	0.0739496	0.6911008	0.4263089	0.6068134	0.8900306	0.0313517	0.3147181	0.3417064	0.1634457	0.5458315	0.5129774	0.4626941	0.0078965	0.2116322	0.4238052	0.3207736	0.0222494	0.6977338	0.8822554	0.5397043	0.8826809	0.1672877	0.2698329
0.9658841	0.9377006	0.0176891	1.0000000	0.9996381	0.0023088	1.0000000	0.7242006	1.0000000	0.8432204	0.9025696	0.9430607	0.8121936	0.5174389	0.1739991	0.0779317	0.2441607	0.5807217	0.0082770	0.4267009	0.8932891	0.4864591	0.7699234	0.2571147	0.5730914	0.2900911	0.8849669	0.0913172	0.5918689	0.6091926	0.5919184	0.8958726	0.0144328	0.7380945	0.1777320	0.6775415	0.0362598	0.5690957	0.5344999	0.0082058	0.2332156	0.5933685	0.3681140	0.3749129	0.4457185	0.9837503	0.5624175	0.9354327	0.0128900	0.0753803
0.9095641	0.8952483	0.0727375	0.7178718	0.9991746	0.0352003	1.0000000	0.6756133	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.5723609	0.4867634	0.0779317	0.1742153	0.6451842	0.4741406	0.1651652	0.6289388	0.4343552	0.7392944	0.0987834	0.5730910	0.7437766	0.9173611	0.1715464	0.4280914	0.5304009	0.4975567	0.9469607	0.0424480	0.3690127	0.3562706	0.5441017	0.0012252	0.2106435	0.6255748	0.0179548	0.3862279	0.6074112	0.2310129	0.2540890	0.6239483	0.8527826	0.5427225	0.8741812	0.1336416	0.2042700
0.9632384	1.0000000	0.1423697	0.5838156	0.9996371	0.0024508	1.0000000	0.7857685	1.0000000	1.0000000	1.0000000	1.0000000	0.8617122	0.6465270	0.5605971	0.0568837	0.1280754	0.6250924	0.6441573	0.6419844	0.4356839	0.4715460	0.3593245	0.1138047	0.8607683	0.6750812	0.8948179	0.2682326	0.5565648	0.6575744	0.2538863	0.9080554	0.0403504	0.5687649	0.4259109	0.5962102	0.5608918	0.2694720	0.2159880	0.0055132	0.6035934	0.8250016	0.2053164	0.4319093	0.8401714	0.7035013	0.4251028	0.8144671	0.0430535	0.2749980
0.9144438	0.9496319	0.0334010	0.9118194	0.9995485	0.0020608	0.9334851	0.7850125	1.0000000	0.5107509	0.4265947	1.0000000	0.8228367	0.8827178	0.4036806	0.0828347	0.2441608	0.5274277	0.5326300	0.2228166	0.6908033	0.4677677	0.7918162	0.1644510	0.5561815	0.7942777	0.8972654	0.1136088	0.3788098	0.7520223	0.5228099	0.8421021	0.0211427	0.3809382	0.0011530	0.4301759	0.0086325	0.4006098	0.2670427	0.0052370	0.4624553	0.5439196	0.2482065	0.4184880	0.5550473	0.8611586	0.6721840	0.9219317	0.0424418	0.1959812
0.9183078	1.0000000	0.0186334	1.0000000	0.9996383	0.0014453	1.0000000	0.7733041	0.8351953	1.0000000	0.9232209	0.8621770	1.0000000	0.1610698	0.2351838	0.0779317	0.2441607	0.5687476	0.3695242	0.9500547	0.8377419	0.4343552	0.9480050	0.2107047	0.5730933	0.7215584	0.5976305	0.1011681	0.4664438	0.5304568	0.8517799	0.9427838	0.0256866	0.4187805	0.0959665	0.4048705	0.2120719	0.3641698	0.7324982	0.0081946	0.4005000	0.2542320	0.3208003	0.5839047	0.4938639	0.8782933	0.7094836	0.9354327	0.0522031	0.1724470
