YBR033W	YER169W	YIL085C	YML027W	YCR096C	YJL110C	YFL021W	YCR040W	YML113W	YPR199C	YCR097W	YDL170W	YLR098C	YDR520C	YGL162W	YML099C	YCL067C	YPL075W	YMR070W	YCL066W	YPL230W	YDR310C	YPL248C	YPL177C	YKR099W	YBR196CA	YGR258C	YDR014W	YER047C	YMR243C	YDR493W	YBL029W	YBR290W	YDR067C	YJL203W	YLR465C	YIL099W	YDR402C	YGL206C	YBL075C	YBR196CB	YBR211C	YLL033W	YKR003W	YJL081C	YAR002W	YML006C	YEL049W	YCR019W	YNL209W
0.0000000	1.1163092	0.0360546	1.0003322	1.0385466	0.0421793	1.0167117	0.7923314	1.0306024	0.9949055	1.0332593	0.9514620	0.9983434	0.6186039	0.4110902	0.0745771	0.2301994	0.5556752	0.2324345	0.3745588	0.6733252	0.4648269	1.1166136	0.2871380	0.6588352	1.0172561	0.9484328	0.1054110	0.4595892	0.6095993	0.6130018	1.0437565	0.0214870	0.3729696	0.2399123	0.3794942	0.2017948	0.2841429	0.3347602	0.0057694	0.1995221	0.4472776	0.2172899	0.0837080	0.5261218	0.9707647	0.6286957	0.9864447	0.0946840	0.1404817
0.0431077	0.0000000	0.0129025	0.9463495	0.9874221	0.0409162	1.0312015	0.7802714	0.9919935	0.9471466	1.0383815	0.9983839	0.9849343	0.6139736	0.3119668	0.0830546	0.0760821	0.5354951	0.1008073	0.4557340	0.7932201	0.4023475	1.0471585	0.3650055	0.7161145	0.8155447	0.8139538	0.0931947	0.4730779	0.6501986	0.5552734	0.9691398	0.0209947	0.9580960	0.1829944	0.3488105	0.1729339	0.2950616	0.4424689	0.2751947	0.2468146	0.5380582	1.0621337	0.0518805	0.3963928	0.9553031	0.6609476	0.9475962	0.0887490	0.1627227
1.0925381	1.0998683	0.0000000	0.9684898	1.0361143	0.0319931	0.9649572	0.7655328	1.0709223	0.9701605	1.0160893	0.9825144	0.9862355	0.6354392	0.3987851	0.0660484	0.2281210	0.6233616	0.3220627	0.4737824	0.6207652	0.4209839	1.1229246	0.2328875	0.6657465	0.8735669	0.8904620	0.1132591	0.5190691	0.6059516	0.6464453	0.9861723	0.0387365	0.4137153	0.2196614	0.4484983	0.1397730	0.3180100	0.3026179	0.0135592	0.2241944	0.5315315	0.2335602	0.1883018	0.5135647	0.9634938	0.5937548	1.0333343	0.0921366	0.2095800
1.0262287	0.9626877	1.0259439	0.0000000	0.9427052	0.0358051	1.0236311	0.6571249	0.9779003	1.0811177	1.0547650	0.9786707	1.0287183	0.6650882	1.0103283	0.0527051	0.0752473	1.1027173	1.1109587	0.4104347	0.3805004	0.4489087	1.0511726	0.0298752	0.6858322	0.3369449	0.9376386	0.9401590	0.4672107	0.6372892	0.6574650	0.7347658	1.0223737	0.3624338	0.4638171	0.3629620	0.0676058	0.2985184	0.0878870	0.4417518	0.5132944	0.5419530	0.2586958	0.6986490	0.9536408	1.0047672	0.0917616	0.0013999	0.4002603	1.0128928
0.9880577	1.0481921	0.0301147	1.0110785	0.0000000	0.0318887	0.9804754	0.7391875	0.9625862	1.1084642	1.0344479	1.0422954	0.9586441	0.6037562	0.3879967	0.0703195	0.2092769	0.5873096	0.3421269	0.4072417	0.6952954	0.4527991	1.0048982	0.2639995	0.6815533	0.8470707	0.8586439	0.0916792	0.5050520	0.6239039	0.6218621	0.9775820	0.0258894	0.3583044	0.2105076	0.3894649	0.1722723	0.3663260	0.2214238	0.0072100	0.2376690	0.5575452	0.2137907	0.1710002	0.5499877	0.9007257	0.6634740	0.9679876	0.0966265	0.2077819
0.9585976	1.0652630	0.0282554	0.9800905	1.0270896	0.0000000	1.1157768	0.7802082	0.9861582	1.0194454	1.0109279	1.0868971	0.9166675	0.6241014	0.4024321	0.0836970	0.2705007	0.5494301	0.3789192	0.3667264	0.6753623	0.4931610	0.9458145	0.2342622	0.7824181	0.8196171	0.9714674	0.1137540	0.4726657	0.5888624	0.5777149	0.9928642	0.0180282	0.4209474	0.2216578	0.3727171	0.1845374	0.3258510	0.3932097	0.0103867	0.2155783	0.5043929	0.2276422	0.1113453	0.5295391	0.8837644	0.6181923	0.9303907	0.0858458	0.1814603
0.8983775	1.0491567	0.0164070	1.0970309	0.6020827	0.9923090	0.0000000	0.4535746	0.9936496	0.9839919	0.9921911	0.9635167	0.9883459	0.9595649	0.3290119	0.9764137	0.0000212	0.6265645	0.2223651	0.4490143	0.7449810	0.4903364	1.0052406	0.4869423	0.0779163	0.9477073	0.9901041	0.1063446	0.4543843	0.1106080	0.7299413	0.8567335	0.0246842	0.0008143	0.1807476	0.7263599	0.5432633	0.2951854	0.2890254	0.0077250	0.2094960	0.4854149	0.2702354	0.0833333	0.3922149	0.9393423	0.7031368	1.0065652	0.0676769	0.1783952
0.9121273	0.9842605	0.0163920	1.0459038	1.0017448	0.0430480	0.9906040	0.0000000	1.0650018	0.9840908	0.9556748	0.9949821	0.9773263	0.6244679	0.3312196	0.0766472	0.2873051	0.5704935	0.1870859	0.3965908	0.7034007	0.4638694	1.0461496	0.2966153	0.5971508	0.9617719	0.8791824	0.0944732	0.5138006	0.6344516	0.6105455	0.9574803	0.0348066	0.3885270	0.1844198	0.3328443	0.1292840	0.4349241	0.3484022	0.0092111	0.2193805	0.4775146	0.2641013	0.0921247	0.5226442	0.9880653	0.6266473	1.0377291	0.1003435	0.1911115
1.0269900	1.0226100	0.0241658	1.0210916	0.9632268	0.0441749	1.0574900	0.7279610	0.0000000	1.0277602	0.9681768	0.9267401	0.9757005	0.2651039	0.3858372	0.1079489	0.1907161	0.5889302	0.1914463	0.4143968	0.7061445	0.4131310	0.9725765	0.3393160	0.6106884	0.8358072	0.9447320	0.0773852	0.5051184	0.5963027	0.6420003	0.9879475	0.0424956	0.3788507	0.6680582	0.0002145	0.1451685	0.2241524	0.3271743	0.0107979	0.1944547	0.5787355	0.2632805	0.0657281	0.5098824	0.9543486	0.6707168	0.9299520	0.0792854	0.1736633
0.9942755	0.9837197	0.0216329	0.8852609	1.0240922	0.0280833	1.0293860	0.7987325	1.0317413	0.0000000	0.9522450	0.9855256	0.9662016	0.6667937	0.3332964	0.0832594	0.2050612	0.5988669	0.3119299	0.4655680	0.7482420	0.4343454	0.9958482	0.2314595	0.6414904	0.9487504	0.8953835	0.0929065	0.4422763	0.6785574	0.6352291	0.8836222	0.0252647	0.3925169	0.2020844	0.3978627	0.1324902	0.3583093	0.3873105	0.0104459	0.2544397	0.5239498	0.2583398	0.1666760	0.5234302	0.9596910	0.6470262	0.9230868	0.0763819	0.1897571
