YCR097W	YCR040W	YPR199C	YJL056C	YHR006W	YCL066W	YKL109W	YDL170W	YLR013W	YGR044C	YOR032C	YCR018C	YLR098C	YOR140W	YJL110C	YDR146C	YKR034W	YGL162W	YMR070W	YHL027W	YLR131C	YGL035C	YDR123C	YOR344C	YER045C	YJL166W	YNL253W	YDR275W	YKL141W	YMR086CA	YPL026C	YHR111W	YHR145C	YIR006C	YDR129C	YOL042W	YDR210WD	YEL001C	YFL022C	YER177W	YMR136W	YIL099W	YOL157C	YNL254C	YGR073C	YGR019W	YPL251W	YPL078C	YLR463C	YFR017C
0.0000000	0.5165371	0.8027671	0.7308715	0.0176494	0.1290720	0.5921670	0.7095868	0.4341612	0.3112825	0.6615929	0.1214471	0.7749340	0.0333264	0.7932648	0.5289450	0.0478227	0.7998592	0.6858370	0.4512849	0.7368564	0.8078538	0.8018810	0.6193131	0.6244064	0.1200251	0.2223093	0.2681918	0.0630300	0.6652068	0.1781799	0.4158213	0.0260732	0.6778794	0.5300826	0.7101356	0.6405954	0.8020386	0.4655260	0.1355425	0.3528951	0.2131948	0.5832425	0.6800095	0.3374065	0.0585612	0.0526104	0.4058605	0.1052243	0.6164994
0.6554667	0.0000000	0.7242312	0.6101668	0.0280673	0.2897318	0.7208415	0.7820994	0.3795607	0.1697431	0.8023621	0.1631933	0.7732370	0.3380899	0.6881293	0.5973275	0.0160510	0.8680280	0.6300884	0.4313808	0.8332144	0.7524092	0.6597098	0.7692923	0.8262388	0.1149837	0.1711384	0.3627699	0.0259537	0.7180330	0.2445900	0.4345058	0.0195899	0.7280773	0.4180746	0.8041571	0.5739022	0.7497214	0.4370650	0.1588213	0.4059000	0.1746770	0.5364743	0.7499882	0.4034241	0.1082989	0.0701701	0.3601482	0.1087973	0.5368248
0.8527586	0.2892949	0.0000000	0.7396070	0.0483275	0.3711152	0.7304986	0.7647360	0.4217325	0.1814216	0.8420246	0.2707159	0.8074298	0.2559398	0.7346401	0.5285431	0.0384738	0.7897120	0.6467125	0.4072678	0.5228570	0.6277545	0.7486614	0.7379155	0.7455800	0.1990867	0.3046025	0.3762833	0.0526547	0.0206358	0.1979717	0.4882422	0.0502544	0.6581273	0.2578887	0.7564276	0.0758749	0.7212907	0.4333698	0.1281046	0.4620434	0.1483104	0.5550519	0.7465424	0.2799038	0.0736807	0.1104043	0.3238465	0.1085892	0.4557909
0.7725609	0.0608206	0.6435614	0.0000000	0.0269639	0.1639683	0.6950891	0.7209120	0.4835878	0.2197803	0.7735327	0.3734879	0.6889699	0.2066039	0.6944581	0.5676216	0.0416465	0.7929380	0.7594924	0.6159160	0.6729119	0.7147056	0.7701308	0.8073484	0.8180880	0.2175571	0.7428793	0.2727261	0.0842210	0.8016758	0.1710250	0.4423902	0.3918460	0.7645228	0.3174052	0.7751827	0.4980895	0.8516811	0.4798189	0.1456998	0.3340726	0.1417218	0.6135163	0.0116547	0.2666002	0.1023431	0.1134707	0.4018730	0.1114701	0.5192035
0.6865440	0.3182818	0.8523438	0.8174075	0.0000000	0.3811216	0.6890024	0.7549592	0.4700162	0.1446317	0.7770897	0.2924001	0.8176962	0.2621570	0.8387540	0.4889451	0.0651954	0.8210987	0.6545864	0.5616667	0.5730410	0.9193796	0.7511617	0.7668654	0.8332146	0.1509926	0.2436552	0.2035730	0.0354898	0.5779108	0.2527273	0.4857822	0.0252309	0.6877652	0.3261459	0.8481646	0.5278621	0.6872389	0.3662279	0.1545957	0.3638730	0.1441483	0.5588311	0.8106633	0.2272078	0.0732290	0.0336853	0.3595672	0.0932357	0.5796504
0.7367493	0.2703573	0.8092012	0.8604744	0.0115083	0.0000000	0.7262626	0.6712214	0.3901617	0.1563770	0.7208115	0.3187809	0.7954566	0.2767705	0.5620419	0.5527267	0.0413791	0.6301698	0.6121807	0.4690148	0.6787667	0.8965577	0.7006913	0.7901747	0.6419339	0.2191768	0.1873313	0.2736780	0.1031893	0.6139058	0.2437918	0.4084470	0.0061105	0.7941845	0.3503092	0.7287995	0.5453245	0.6044485	0.3254550	0.1301810	0.3103578	0.2119750	0.5045117	0.6753945	0.2834080	0.1131392	0.1025366	0.4559280	0.0881804	0.4406868
0.7410915	0.2711928	0.8101900	0.7133161	0.0177266	0.5950346	0.0000000	0.6811237	0.3961311	0.1663725	0.8359275	0.2791105	0.7665087	0.2123515	0.7841040	0.5695531	0.0347158	0.6610036	0.6295186	0.4785689	0.6396765	0.7648379	0.6879218	0.8465960	0.7358092	0.6596762	0.3220869	0.4995799	0.5707123	0.7266048	0.2140172	0.0157255	0.2939513	0.5574980	0.2911593	0.7259701	0.4387753	0.4662837	0.4350623	0.1288966	0.3743794	0.1011479	0.5831071	0.8439407	0.3273733	0.1441501	0.0413335	0.4062645	0.1566451	0.4730601
0.7615400	0.2722959	0.8106545	0.7881561	0.0131271	0.3731201	0.6462684	0.0000000	0.3931565	0.2638633	0.6792757	0.3413690	0.6620186	0.2746308	0.6599649	0.4958184	0.0246764	0.7374755	0.7049969	0.4537016	0.7178520	0.7099664	0.7800092	0.8004794	0.7620941	0.2409750	0.1752042	0.4201451	0.0533629	0.6433769	0.2250838	0.4644414	0.0144241	0.7313504	0.0230548	0.7171434	0.1034137	0.7183312	0.3977852	0.1767199	0.4484110	0.1103977	0.5862554	0.7055787	0.2408097	0.4802563	0.3702895	0.4311527	0.4330881	0.6046181
0.6958945	0.3941283	0.8232823	0.8679905	0.0215354	0.6093056	0.6602850	0.7805928	0.0000000	0.1320144	0.7159529	0.3175118	0.7177349	0.2715742	0.7250982	0.3716086	0.0363251	0.8133014	0.8137733	0.4544131	0.7580543	0.7413989	0.8612858	0.9197427	0.6912831	0.2313902	0.1791493	0.2290710	0.0364432	0.6257818	0.1806770	0.5865421	0.0112924	0.7933799	0.4407930	0.8497532	0.3994270	0.5195858	0.3791561	0.1294576	0.5009175	0.1324296	0.5506898	0.7144992	0.2900658	0.0994531	0.0964849	0.4272739	0.5952867	0.5188157
0.7765712	0.4390450	0.6947113	0.8394882	0.0297951	0.4481088	0.7178437	0.7599419	0.3324972	0.0000000	0.7346506	0.3838929	0.7766437	0.2042848	0.8929969	0.5408162	0.0113173	0.7764363	0.7672225	0.3656123	0.8122352	0.7165225	0.8142731	0.7126973	0.8111772	0.1703470	0.2271002	0.4654869	0.0527802	0.6419401	0.2111767	0.4316594	0.0221647	0.7539121	0.4206551	0.6692242	0.4446624	0.5689923	0.4042396	0.1156556	0.4211635	0.1462400	0.6137114	0.7797778	0.2714138	0.0467739	0.0851999	0.3745320	0.1351029	0.3902000
