YCR097W	YCR040W	YPR199C	YJL056C	YHR006W	YCL066W	YKL109W	YDL170W	YLR013W	YGR044C	YOR032C	YCR018C	YLR098C	YOR140W	YJL110C	YDR146C	YKR034W	YGL162W	YMR070W	YHL027W	YLR131C	YGL035C	YDR123C	YOR344C	YER045C	YJL166W	YNL253W	YDR275W	YKL141W	YMR086CA	YPL026C	YHR111W	YHR145C	YIR006C	YDR129C	YOL042W	YDR210WD	YEL001C	YFL022C	YER177W	YMR136W	YIL099W	YOL157C	YNL254C	YGR073C	YGR019W	YPL251W	YPL078C	YLR463C	YFR017C
0.4786537	0.5621491	0.6438236	0.8428087	0.0128614	0.4261905	0.6281548	0.8437121	0.4863044	0.3779189	0.8171425	0.1576901	0.9041986	0.1892680	0.7445611	0.4983934	0.0465283	0.6977133	0.7322712	0.5200281	0.7248961	0.8087891	0.7822355	0.7747035	0.6896302	0.2211408	0.2244693	0.3267605	0.1097928	0.7715373	0.1703395	0.5924788	0.0150792	0.6666892	0.3739018	0.8179761	0.4471324	0.6552326	0.4110251	0.1530945	0.3790519	0.1227669	0.5386501	0.7980363	0.2593981	0.0728911	0.0579576	0.4896312	0.0909574	0.5613112
0.7992468	0.1702996	0.6371908	0.8400424	0.0254976	0.4061794	0.6940739	0.8122937	0.3625410	0.1839551	0.6891749	0.3399335	0.6875755	0.2294150	0.6357513	0.5803820	0.0631199	0.7175110	0.7150561	0.4398913	0.8353835	0.8558891	0.7663226	0.7111802	0.8163961	0.1378835	0.2142005	0.2813009	0.0288701	0.8503798	0.1790798	0.4574759	0.0210695	0.8578852	0.4427769	0.6641841	0.5474898	0.8689359	0.3503338	0.1583136	0.4127639	0.2363267	0.6520704	0.7270016	0.1552550	0.0733016	0.0905554	0.4474938	0.0581789	0.4953251
0.7011817	0.3018177	0.3239133	0.9066420	0.0529915	0.5940164	0.6746722	0.9703254	0.3835653	0.1581898	0.7454813	0.3030133	0.7851460	0.2418435	0.7126945	0.5842484	0.0795232	0.6010591	0.6995841	0.5364043	0.9157868	0.7029900	0.6293860	0.7695300	0.7274441	0.1943073	0.1893791	0.4056475	0.0564939	0.3542217	0.1979785	0.5305329	0.0099343	0.7767659	0.3313807	0.7272593	0.3795184	0.7012396	0.3880186	0.1125066	0.3356372	0.1485153	0.7611952	0.7584108	0.3034729	0.0484532	0.0583861	0.4481635	0.0865954	0.5136995
0.8153485	0.3068128	0.6735454	0.3000995	0.0270119	0.5242997	0.8190857	0.7571822	0.3486409	0.1727392	0.7399815	0.3255093	0.7733323	0.2279698	0.8818307	0.5059871	0.0359146	0.8200830	0.7580578	0.4615347	0.7003394	0.6544867	0.7602799	0.6562176	0.7952889	0.1428957	0.3877404	0.3737193	0.0973987	0.8307667	0.2506657	0.4277791	0.1552680	0.6457167	0.4366403	0.6966858	0.5390757	0.6331365	0.3789761	0.1200831	0.4451404	0.1244709	0.6297321	0.7143600	0.3498625	0.0899416	0.0705291	0.3979577	0.1189111	0.6603280
0.7587139	0.3643817	0.8299042	0.7966800	0.0294373	0.4223138	0.6087187	0.6909202	0.3665229	0.1483962	0.9461799	0.2817618	0.7750617	0.2161593	0.8786087	0.4944038	0.0244942	0.6496930	0.7342138	0.5846412	0.7209994	0.9238202	0.8800233	0.8088043	0.7171165	0.1390156	0.3232366	0.3250207	0.0681636	0.6857866	0.2593305	0.5851760	0.0224993	0.6975496	0.4922272	0.8233375	0.4259287	0.8619663	0.3358886	0.2074199	0.4412148	0.1607790	0.5660740	0.6286643	0.1847840	0.0593765	0.1106228	0.3461518	0.1401791	0.6234130
0.8726296	0.3258059	0.7505002	0.8136439	0.0254960	0.1694947	0.8326615	0.7599745	0.3117727	0.1666422	0.6757336	0.2563635	0.6532923	0.2504779	0.7951839	0.5431523	0.0286026	0.7100677	0.7779086	0.4421806	0.6816921	0.7143516	0.8573059	0.7517977	0.7145971	0.1235208	0.2876836	0.2400272	0.0645055	0.7153929	0.1989317	0.4892365	0.0264316	0.7269829	0.4185656	0.7027825	0.5333715	0.5963444	0.3968361	0.1434628	0.3803948	0.2199322	0.6464099	0.6957307	0.2587960	0.0655319	0.0916819	0.4161632	0.1204568	0.5213755
0.8121789	0.2989593	0.7584555	0.8870085	0.0238066	0.4580424	0.4007701	0.7220261	0.4134977	0.1711260	0.7092814	0.3738722	0.6539790	0.2063654	0.7512855	0.6134541	0.0267229	0.7751886	0.8079174	0.4267144	0.7192254	0.7769886	0.9199590	0.7047165	0.6622878	0.4271363	0.2204216	0.3337017	0.5129689	0.5200617	0.2481390	0.1850195	0.0598012	0.6842720	0.5165078	0.7370345	0.4824394	0.4993995	0.4071644	0.1267593	0.4416600	0.1296964	0.6534714	0.6472403	0.2075232	0.0793868	0.0838616	0.3426682	0.1680880	0.4748563
0.7881451	0.3243331	0.7269642	0.6474170	0.0294266	0.4457478	0.7990706	0.4177896	0.4128179	0.1779830	0.8598520	0.3307647	0.7789295	0.2429647	0.6771097	0.4834462	0.0601625	0.7091044	0.7449620	0.4644777	0.7149566	0.8524706	0.8539878	0.8134809	0.7070817	0.2110117	0.3163529	0.3625687	0.0514893	0.7040792	0.1810326	0.4033519	0.0156246	0.7126891	0.4273670	0.8648342	0.3416205	0.6783619	0.4995934	0.1565372	0.3406934	0.1763045	0.5015003	0.7077795	0.1787964	0.1083689	0.2715231	0.3531203	0.1064628	0.4555008
0.5378817	0.4005618	0.6842639	0.8512294	0.0302599	0.6080320	0.7205167	0.7401113	0.1043392	0.1750689	0.7134237	0.2450397	0.7693929	0.2407443	0.7412963	0.6307955	0.0206759	0.7768925	0.7013753	0.4756709	0.7786430	0.7209998	0.7168216	0.8217464	0.6842971	0.2129859	0.1683688	0.3828531	0.0794900	0.7492921	0.1936433	0.4428764	0.0088910	0.8194831	0.2976888	0.7179210	0.6584613	0.6501650	0.4588314	0.1449761	0.3846236	0.1251647	0.5679641	0.7157246	0.2234880	0.0483727	0.0883871	0.4323564	0.1226021	0.4451545
0.7255295	0.2796801	0.7270336	0.7627173	0.0383946	0.4590058	0.6057966	0.7892561	0.4641898	0.1063159	0.7458982	0.4260515	0.7471515	0.2478560	0.5808436	0.6809382	0.0196319	0.6393337	0.6971251	0.6257710	0.7619510	0.8206857	0.7336895	0.8228868	0.8043020	0.2084898	0.1772903	0.3620535	0.0633515	0.5583127	0.2169220	0.4457035	0.0143630	0.7317014	0.3577774	0.8327079	0.4987855	0.6415844	0.4380458	0.1200985	0.3387169	0.1642309	0.6434301	0.6677383	0.2471760	0.0582219	0.1234929	0.4402587	0.1017966	0.3792482
0.7349846	0.2790729	0.6587404	0.6413624	0.0113228	0.3394452	0.6282322	0.7856463	0.4370586	0.1187307	0.4473139	0.2791892	0.7496861	0.1963848	0.8611497	0.5300960	0.0379030	0.7109330	0.6836253	0.4521650	0.7512540	0.7013977	0.5969105	0.6608458	0.7685213	0.1931381	0.2330247	0.3944622	0.0574893	0.7313385	0.1962738	0.3183877	0.0105781	0.8848600	0.4318951	0.7576033	0.5211378	0.7942664	0.5279644	0.1059686	0.4235804	0.1764157	0.5811129	0.6674035	0.3953414	0.0560862	0.0650673	0.4440422	0.1663972	0.4779177
0.8228084	0.2820992	0.7250148	0.6814191	0.0317262	0.4123324	0.8368920	0.6000447	0.4540903	0.1919383	0.7773788	0.1696554	0.7491749	0.2714171	0.8178639	0.5730615	0.0460751	0.7580012	0.6154840	0.5946856	0.5712091	0.8969096	0.7866551	0.8004546	0.8077524	0.1341185	0.1667368	0.3335514	0.0376222	0.6707313	0.1313685	0.6148155	0.0309526	0.6578858	0.5112370	0.7330540	0.4919284	0.5444896	0.4735178	0.1760665	0.4288955	0.1545029	0.5999365	0.6559926	0.2983423	0.0623905	0.0855728	0.3283469	0.1437188	0.4672386
0.6971654	0.2888748	0.7186404	0.8337709	0.0236712	0.4623999	0.6532460	0.7786806	0.4004183	0.1669516	0.7200816	0.3125884	0.4382168	0.2673691	0.7708496	0.5458582	0.0282181	0.5270311	0.6778128	0.4108191	0.8058185	0.6410613	0.6499856	0.7424697	0.7477921	0.2002470	0.2285621	0.3122403	0.1089645	0.7741456	0.2914859	0.5693305	0.0216882	0.8538243	0.3468859	0.7337884	0.5834578	0.5702050	0.4622364	0.0899817	0.2694469	0.0984232	0.5562762	0.8618762	0.2560338	0.0769343	0.0911250	0.3442560	0.1164377	0.4978447
0.8275514	0.2906117	0.7676093	0.6547337	0.0141212	0.3890326	0.8219820	0.9636341	0.3612848	0.1514440	0.7278787	0.3061680	0.7649852	0.1098049	0.7315369	0.5299964	0.0052329	0.7540498	0.6106437	0.4549097	0.7810819	0.7390566	0.5633977	0.7807226	0.8345074	0.1770180	0.2197722	0.2670840	0.0538937	0.7449715	0.2072918	0.4559019	0.0515884	0.7427337	0.3888734	0.7343437	0.4072599	0.7622778	0.4545267	0.0945609	0.4330940	0.1780557	0.7074027	0.7942701	0.2802955	0.0696893	0.0529426	0.3375495	0.1289520	0.7152860
0.7242806	0.3573168	0.7469418	0.9612371	0.0510532	0.4466622	0.7193167	0.6341037	0.3472167	0.1582355	0.8266536	0.2742949	0.7038828	0.2798700	0.3843461	0.6137911	0.0227009	0.7847992	0.6332247	0.5351688	0.9249876	0.7514238	0.6751470	0.8251504	0.6867663	0.2091296	0.2254645	0.3819948	0.0560246	0.7682757	0.1867844	0.5634648	0.0263266	0.7410725	0.4558717	0.8470158	0.5632575	0.6408115	0.5015788	0.1756095	0.3379659	0.1479307	0.6303571	0.7982042	0.1990484	0.1381837	0.1382426	0.3319003	0.0692973	0.6508973
0.7973640	0.2597410	0.7414572	0.8286130	0.0901681	0.4798910	0.8289141	0.7897701	0.2256174	0.3070007	0.7438317	0.1921218	0.7621377	0.1556838	0.6608854	0.2569802	0.0423201	0.7136629	0.5486966	0.4007854	0.7262599	0.7321426	0.7254409	0.9781797	0.8313533	0.1390780	0.1031515	0.3572827	0.0270750	0.7567387	0.3099568	0.5075433	0.0474485	0.8086323	0.3591490	0.7078025	0.4544837	0.8563694	0.2582398	0.1331098	0.3891788	0.1299151	0.5814261	0.7551194	0.2617009	0.1057965	0.0948674	0.3832341	0.0810306	0.7753274
0.7148831	0.3291438	0.7744473	0.7568626	0.0060032	0.3795436	0.7048958	0.7353242	0.4389572	0.1944662	0.8460246	0.2263011	0.8546921	0.2072366	0.8088108	0.6406517	0.0361723	0.9609256	0.7426597	0.3371020	0.8124961	0.7164918	0.7614164	0.8534688	0.6397665	0.2031526	0.1962342	0.4195545	0.0226257	0.6814985	0.1735868	0.4725202	0.0420861	0.9129478	0.4829189	0.6804387	0.5001125	0.6690793	0.4749983	0.1557048	0.3132206	0.1537418	0.6071499	0.5980131	0.3390333	0.0808207	0.0436941	0.4176511	0.1157021	0.6019009
