YCR097W	YCR040W	YPR199C	YJL056C	YHR006W	YCL066W	YKL109W	YDL170W	YLR013W	YGR044C	YOR032C	YCR018C	YLR098C	YOR140W	YJL110C	YDR146C	YKR034W	YGL162W	YMR070W	YHL027W	YLR131C	YGL035C	YDR123C	YOR344C	YER045C	YJL166W	YNL253W	YDR275W	YKL141W	YMR086CA	YPL026C	YHR111W	YHR145C	YIR006C	YDR129C	YOL042W	YDR210WD	YEL001C	YFL022C	YER177W	YMR136W	YIL099W	YOL157C	YNL254C	YGR073C	YGR019W	YPL251W	YPL078C	YLR463C	YFR017C
0.3805140	0.4558837	0.7247661	0.7628895	0.0227274	0.6111474	0.5917360	0.7017176	0.4801900	0.1883102	0.8694284	0.2135640	0.7641255	0.2076868	0.7207429	0.5933113	0.0739362	0.7202308	0.7772691	0.5299263	0.8181832	0.6995872	0.7945806	0.7644509	0.7451635	0.2170748	0.2748701	0.2879076	0.0950311	0.7116709	0.2320605	0.4703697	0.0316633	0.6298203	0.3325729	0.7321268	0.4901831	0.6745353	0.3165076	0.1495203	0.3570467	0.1416888	0.6377545	0.6721459	0.2160164	0.0478847	0.0751864	0.4412725	0.0804731	0.6222337
0.8154507	0.1789087	0.6323902	0.8564350	0.0250068	0.4503483	0.6113506	0.7526330	0.4116467	0.1672177	0.6859207	0.3302863	0.7209026	0.2873085	0.7200224	0.5668038	0.0469008	0.8592521	0.7370235	0.6433287	0.6796121	0.6488812	0.7284458	0.7510882	0.8215924	0.1718558	0.2102203	0.2271146	0.0181382	0.6204841	0.1116068	0.5461374	0.0201422	0.8039957	0.3094203	0.6786583	0.5866060	0.7144399	0.4438816	0.0823116	0.4472848	0.1671908	0.6022849	0.9452686	0.2528138	0.1248359	0.0743848	0.4383165	0.0903832	0.6374321
0.7622710	0.2854118	0.4044032	0.6653051	0.0235134	0.4286159	0.7867873	0.7357077	0.3797897	0.1424319	0.8458709	0.2974070	0.5790058	0.2676439	0.7119591	0.5580424	0.0259035	0.8147893	0.6868739	0.4473861	0.7705111	0.7146926	0.6522574	0.5662897	0.7934359	0.1945930	0.2633915	0.3656286	0.0536089	0.3327132	0.1998829	0.4950388	0.0194957	0.7352553	0.3775064	0.7670616	0.3521675	0.6456300	0.3732933	0.1250235	0.3927204	0.1426322	0.6542577	0.7851213	0.1889996	0.0777707	0.0551021	0.4641925	0.1073705	0.5514140
0.7602798	0.3089352	0.5984387	0.3502617	0.0362195	0.4919514	0.7678006	0.7351046	0.3930182	0.1643696	0.6964822	0.2732292	0.8429188	0.2588458	0.6970882	0.5255830	0.0256575	0.7030890	0.7773036	0.5144011	0.7518305	0.7432016	0.7184015	0.7528659	0.8198697	0.2337971	0.3585018	0.3680364	0.1005626	0.6841933	0.2733570	0.3767016	0.1784943	0.6445902	0.3241815	0.8016779	0.4590710	0.5942959	0.5104445	0.0879485	0.3216566	0.1323677	0.5877592	0.7537210	0.2728698	0.1092901	0.0992190	0.4429253	0.1228344	0.5712564
0.6785274	0.3030052	0.8170091	0.7730279	0.0073429	0.4496515	0.6175694	0.6874227	0.3958657	0.2287257	0.9000738	0.3152486	0.7671470	0.1660071	0.6301114	0.5177543	0.0124828	0.7393853	0.6899016	0.5899946	0.8344464	0.7222333	0.8957074	0.6792958	0.6065653	0.3122283	0.2607979	0.2154604	0.0544167	0.6747592	0.2578749	0.5714649	0.0340800	0.7044278	0.4349661	0.5547087	0.4997326	0.5646390	0.3908364	0.0921124	0.3709268	0.1451573	0.5635563	0.7016951	0.2643263	0.1097878	0.0829108	0.4059885	0.1248072	0.5830957
0.5923052	0.3097505	0.6766297	0.7432296	0.0300440	0.1837812	0.8098709	0.6211766	0.3769368	0.2476105	0.7376906	0.3929470	0.6640459	0.3013222	0.6285567	0.5328463	0.0185717	0.7288150	0.7447454	0.4333066	0.7842478	0.7566486	0.7467301	0.8320791	0.7395337	0.1674948	0.3163104	0.2726804	0.0535802	0.6858027	0.1580069	0.5012732	0.0280996	0.8457532	0.3851980	0.8534513	0.5638189	0.7853005	0.3902700	0.1377066	0.3477906	0.1673460	0.6062726	0.7519158	0.2426033	0.1206658	0.1232596	0.2335090	0.0750752	0.6118048
0.6256402	0.2958408	0.7091626	0.7836585	0.0384950	0.6481422	0.3160380	0.7948311	0.3752876	0.1147747	0.6808869	0.3358532	0.7014923	0.2215807	0.8125680	0.4926559	0.0360243	0.7013680	0.6288801	0.4891317	0.7979878	0.8127557	0.8960824	0.6673307	0.6342455	0.4282866	0.1490549	0.4341328	0.3322817	0.5672621	0.1724898	0.1559914	0.0412140	0.6758133	0.3743112	0.8680713	0.6602436	0.5061325	0.4268406	0.1297725	0.3918142	0.1345708	0.6811935	0.5917375	0.2341787	0.1008194	0.1017100	0.3485010	0.2133336	0.4843571
0.7544642	0.3423289	0.6433229	0.6724082	0.0398903	0.4133552	0.6965140	0.3664841	0.4503423	0.1619691	0.8165606	0.3179365	0.7899328	0.2754975	0.8196580	0.4876818	0.0327802	0.7639979	0.6646912	0.4445997	0.8172574	0.7378083	0.8461119	0.8253705	0.7821515	0.1341502	0.2704138	0.3074475	0.0865845	0.5786741	0.2016624	0.4399418	0.0419642	0.7475139	0.3063607	0.7816305	0.3594619	0.7067369	0.4984807	0.1242047	0.4035360	0.1526247	0.8202663	0.7129460	0.2158893	0.1002494	0.3508699	0.2876857	0.1252862	0.5312993
0.6844738	0.2847045	0.7687535	0.7118091	0.0080401	0.5354464	0.7083879	0.7888463	0.1900425	0.2123233	0.5722838	0.2679510	0.7644909	0.2374258	0.7872779	0.5671550	0.0257867	0.7797174	0.6884774	0.3842457	0.7180445	0.6710296	0.8275991	0.6910885	0.7254614	0.1843737	0.1681090	0.3717191	0.0957221	0.7852061	0.2499164	0.4083413	0.0283297	0.7303530	0.3759241	0.7512756	0.4868845	0.6719914	0.4508201	0.1295806	0.3117427	0.1732973	0.7260318	0.7414174	0.3523613	0.0917975	0.0530138	0.3977852	0.1515812	0.4418972
0.6095058	0.3231624	0.7755417	0.7980932	0.0207340	0.4478767	0.8307835	0.7943998	0.4655472	0.0582602	0.7616364	0.4616097	0.7663784	0.2481326	0.7837295	0.5699479	0.0403890	0.7340503	0.7440258	0.4536814	0.7534592	0.7653670	0.7322635	0.7309777	0.7764856	0.1828575	0.2739097	0.3001024	0.0344757	0.6121647	0.2397455	0.4483961	0.0109123	0.7342540	0.3948306	0.8934958	0.5558515	0.6481118	0.4843415	0.1264271	0.4442633	0.1334195	0.6255501	0.8749693	0.2991714	0.0939011	0.0554586	0.3555706	0.1430872	0.4296196
