YOR363C	YIL101C	YJR147W	YER045C	YOR113W	YHL027W	YBR297W	YGL162W	YBR182C	YMR021C	YPL230W	YOR140W	YKL043W	YPR065W	YER184C	YMR070W	YGR249W	YOR032C	YDR043C	YPL248C	YKL032C	YHR006W	YNL167C	YGL013C	YDL106C	YAL062W	YBR057C	YPR124W	YPR108WA	YGL234W	YLR413W	YOR024W	YML053C	YGR106C	YBL111C	YJR158W	YOR318C	MEL1	YLL065W	YOR269W	YLR410WB	YMR195W	YGL134W	YOR268C	YOL078W	YKL110C	YBR018C	YDL148C	YOL121C	YCR021C
0.7718030	0.2169218	0.4429061	0.4093594	0.7123167	0.0398256	0.0504202	0.1848556	0.4693635	0.7983147	0.0555992	0.6906603	0.6515356	0.1782429	0.1389380	0.0022922	0.5919579	0.2382973	0.3539847	0.6111942	0.8251123	0.3244935	0.7742906	0.2061247	0.7208041	0.3812609	0.5707592	0.1032029	0.6499803	0.5161539	0.1400749	0.0735845	0.2257658	0.3678213	0.3363465	0.0135124	0.2921194	0.1560144	0.7360008	0.5357950	0.4879186	0.4039485	0.7371576	0.4512309	0.3058170	0.0422034	0.2658028	0.0891873	0.2503250	0.7238649
0.7046056	0.2628999	0.6040060	0.5484584	0.7012406	0.0321251	0.0044079	0.1213268	0.6116988	0.6729224	0.4956177	0.4790088	0.2735905	0.0050653	0.6702802	0.0008081	0.2669399	0.5196877	0.5158421	0.6976201	0.7838643	0.5069816	0.7066189	0.3093051	0.6603484	0.3529454	0.4213087	0.2028763	0.3548847	0.5163362	0.5077065	0.0986312	0.0735608	0.2405711	0.4140291	0.0359587	0.5735164	0.3881725	0.5746136	0.4756195	0.4939410	0.3355522	0.0027722	0.2355823	0.4388560	0.1472682	0.1278686	0.4376543	0.1856611	0.7037902
0.7244321	0.1829900	0.7140800	0.2131120	0.8168153	0.4004495	0.0059776	0.0442549	0.5368738	0.5773265	0.3954907	0.5557024	0.3072176	0.2073082	0.0061630	0.0022609	0.7787529	0.1175025	0.8025826	0.7259191	0.6257372	0.0000326	0.5779641	0.6478046	0.5538263	0.2160574	0.3795095	0.4514271	0.6293173	0.6406002	0.4604947	0.0513635	0.3007900	0.5188013	0.7006298	0.2170075	0.4939752	0.3029389	0.5421926	0.4861405	0.4137654	0.2334592	0.7035626	0.0645945	0.2023114	0.1814424	0.1244141	0.6201970	0.1353834	0.5314302
0.7641972	0.1818064	0.7319945	0.3098437	0.6394526	0.3365505	0.0015094	0.1458437	0.4385212	0.5538510	0.1106982	0.6055330	0.2458575	0.1750915	0.2543966	0.0001307	0.6389885	0.2969958	0.5705260	0.3208256	0.7995237	0.2408048	0.6855365	0.4747684	0.4076223	0.2476809	0.1542542	0.2370056	0.6810004	1.0230626	0.5622658	0.0190185	0.3321857	0.2415888	0.3782039	0.2373392	0.4674551	0.5411010	0.6316659	0.4415155	0.4252143	0.4064129	0.4103817	0.2361240	0.2120054	0.0063160	0.1302347	0.4647364	0.1879074	0.5860303
0.7273047	0.1072621	0.7844993	0.1917612	0.7075932	0.0551054	0.0021852	0.0067524	0.8006401	0.8332566	0.7100851	0.6187660	0.2032304	0.0051536	0.5887714	0.0011642	0.2100433	0.6066145	0.6819522	0.5677159	0.4772246	0.4198035	0.4561965	0.4184095	0.5835660	0.1685526	0.4049656	0.2417172	0.1810440	0.4325784	0.2741118	0.1985959	0.1162599	0.1442886	0.3197880	0.0002448	0.6628099	0.3986347	0.5403272	0.3507207	0.3560817	0.2453226	0.1792735	0.4374642	0.5700302	0.1753723	0.0562358	0.3810633	0.2030522	0.6294402
0.7351265	0.6027740	0.2222086	0.0861049	0.7594759	0.3291119	0.0765387	0.0425725	0.1592802	0.5019798	0.0529104	0.5546002	0.1389005	0.1928482	0.1267012	0.1781337	0.4799799	0.1231034	0.8367195	0.3758677	0.7948406	0.2225609	0.5322259	0.5539583	0.7118229	0.5532983	0.6325391	0.0446456	0.6667585	0.4867453	0.4132625	0.0749218	0.5246600	0.2385660	0.7215052	0.0938181	0.0545535	0.5081957	0.8257524	0.6227744	0.4234564	0.2712305	0.4820897	0.1408256	0.0614358	0.1257829	0.4096185	0.5936173	0.5817530	0.3316550
0.6792170	0.4455402	0.2965052	0.4700669	0.4505299	0.0466919	0.0761682	0.1757332	0.1776179	0.7792214	0.7499486	0.4895520	0.2870166	0.0012753	0.7394371	0.1043193	0.2538431	0.6616034	0.7843653	0.6624932	0.7208229	0.7866693	0.6671392	0.4153794	0.6658468	0.2447856	0.4244768	0.2488321	0.3114042	0.3149800	0.2650890	0.0635847	0.1224372	0.3000706	0.1341862	0.0184555	0.7899621	0.3387637	0.6660289	0.7565999	0.3074278	0.3769377	0.1020995	0.0781853	0.6301020	0.0998834	0.0908985	0.5421325	0.8139716	0.3897417
0.7755765	0.3406599	0.3750920	0.5721615	0.4041198	0.0733687	0.0614421	0.0653684	0.5352177	0.4127229	0.3599181	0.7078392	0.4190302	0.0981014	0.1163812	0.0013238	0.5224003	0.2386669	0.6823441	0.7025047	0.7237064	0.4268624	0.5110605	0.4507467	0.7271154	0.0860132	0.5087267	0.3919434	0.7513750	0.6060910	0.2759632	0.1219511	0.1638711	0.2128975	0.4999557	0.2774774	0.5584291	0.3580360	0.4847220	0.5224763	0.4064920	0.2362410	0.6558161	0.2750594	0.0079007	0.0183593	0.1798231	0.3887564	0.4817027	0.4722147
0.5405088	0.4381515	0.2668843	0.2922881	0.5261233	0.1706504	0.0044494	0.1990416	0.3200954	0.6365175	0.0791588	0.6901978	0.2111422	0.3024988	0.0083828	0.0003828	0.6981226	0.0049142	0.6883399	0.3795719	0.5080319	0.1901027	0.4645289	0.5967708	0.6813196	0.3712276	0.5074795	0.3162035	0.7994494	0.5770334	0.5859406	0.1450424	0.4930282	0.4191614	0.6002938	0.0403131	0.7878512	0.6815595	0.6409863	0.3695968	0.3945371	0.4790971	0.5784941	0.2223864	0.1984957	0.1289707	0.3017932	0.4366526	0.6299642	0.6329002
0.7775380	0.0105228	0.5150060	0.6150411	0.5633680	0.0040154	0.0148930	0.0007319	0.7607928	0.6669243	0.5324480	0.5530537	0.5238949	0.0010918	0.4826035	0.2010303	0.0047904	0.5845942	0.5691702	0.8406152	0.7949718	0.4740666	0.8191347	0.3808417	0.7674510	0.3413836	0.0340812	0.5005971	0.2258724	0.5932095	0.1671014	0.1327238	0.5285019	0.3881661	0.0033243	0.1134384	0.6910651	0.3021738	0.6789516	0.0850254	0.4780609	0.3905824	0.0076517	0.3934832	0.4294764	0.2886790	0.1401296	0.2319695	0.2009452	0.6193584
