YOR363C	YIL101C	YJR147W	YER045C	YOR113W	YHL027W	YBR297W	YGL162W	YBR182C	YMR021C	YPL230W	YOR140W	YKL043W	YPR065W	YER184C	YMR070W	YGR249W	YOR032C	YDR043C	YPL248C	YKL032C	YHR006W	YNL167C	YGL013C	YDL106C	YAL062W	YBR057C	YPR124W	YPR108WA	YGL234W	YLR413W	YOR024W	YML053C	YGR106C	YBL111C	YJR158W	YOR318C	MEL1	YLL065W	YOR269W	YLR410WB	YMR195W	YGL134W	YOR268C	YOL078W	YKL110C	YBR018C	YDL148C	YOL121C	YCR021C
0.0000000	0.2326262	0.4720873	0.4320773	0.7283984	0.0442595	0.0695580	0.0549306	0.4350664	0.7895957	0.1705367	0.6102605	0.3342361	0.0192821	0.5391713	0.0008831	0.4603009	0.6418736	0.8503261	0.6932498	0.7822205	0.7913086	0.8572463	0.5419761	0.7637067	0.2861435	0.3789911	0.1395562	0.6112911	0.3985269	0.2680799	0.0952968	0.2425693	0.3577038	0.3772569	0.1536271	0.7311538	0.4275829	0.5670396	0.6182753	0.4418289	0.3340682	0.4099094	0.1978939	0.2469509	0.0079140	0.1250182	0.5279546	0.2850775	0.8097841
0.7267182	0.0000000	0.7337634	0.6295170	0.7428783	0.0195671	0.0425510	0.0565135	0.8146413	0.6884986	0.1666498	0.7628287	0.2852995	0.0459861	0.4594715	0.0000265	0.0353739	0.5386560	0.7419971	0.7309504	0.7985304	0.6531975	0.6885583	0.5155517	0.8487477	0.1532457	0.0103030	0.4456728	0.4916464	0.4718582	0.2166006	0.0949696	0.2249393	0.3406082	0.2536517	0.0983358	0.7373308	0.3917610	0.6438469	0.3954058	0.3330653	0.2673830	0.4928146	0.2605979	0.2449123	0.0134645	0.1463500	0.4054074	0.1480753	0.7507541
0.7931092	0.3550930	0.0000000	0.4076340	0.6906764	0.0491886	0.0527286	0.0674370	0.4191974	0.8839905	0.1298693	0.7197165	0.3317453	0.0281315	0.5750967	0.0002138	0.5650682	0.5644929	0.6910979	0.7998653	0.6009854	0.7100188	0.7406332	0.5212158	0.6670644	0.2960099	0.3622965	0.1872500	0.4111034	0.4553013	0.2759924	0.0766642	0.2586930	0.3777336	0.3810999	0.1185434	0.6824313	0.3286822	0.5545341	0.6026385	0.4544167	0.2793165	0.2824079	0.1720484	0.2653065	0.0044924	0.1184831	0.5081066	0.2969659	0.7578360
0.7292525	0.2281442	0.4603538	0.0000000	0.6972487	0.0254087	0.0381157	0.0578856	0.4930109	0.7464064	0.2283268	0.6608869	0.3758447	0.0683223	0.5223190	0.0001572	0.6147255	0.7715029	0.7995257	0.6730421	0.7554190	0.6224591	0.6789652	0.4894232	0.8076665	0.1823388	0.3594817	0.2197154	0.3685883	0.3946424	0.1868887	0.1043589	0.2563921	0.3335930	0.3695957	0.1127272	0.7458011	0.2975081	0.5233356	0.5801513	0.3431939	0.2346367	0.1836022	0.2383199	0.2869908	0.0002801	0.1312772	0.3526710	0.2666922	0.7160838
0.7364187	0.2473364	0.5566007	0.3448368	0.0000000	0.0082532	0.0312791	0.0426699	0.4751942	0.7345330	0.1240724	0.6103983	0.2372760	0.0469060	0.5449314	0.0000782	0.4192093	0.7477277	0.6091261	0.7754637	0.6165730	0.6504541	0.8363984	0.5244781	0.7135581	0.1729861	0.2783339	0.2202571	0.4472250	0.3843843	0.1920287	0.1580894	0.1977856	0.3045643	0.3262457	0.1152037	0.6431189	0.2721774	0.5156372	0.6014611	0.3638374	0.3478288	0.3897171	0.1955970	0.1952927	0.0132753	0.1631901	0.4723479	0.8556338	0.7598283
0.7722275	0.2517580	0.4157238	0.5567584	0.6277292	0.0000000	0.0269432	0.0554534	0.3534051	0.7400403	0.2273492	0.8679622	0.2802903	0.0388393	0.4424007	0.0002605	0.0165786	0.7529942	0.8710866	0.7414725	0.7066550	0.6197509	0.7921398	0.5211338	0.8213184	0.1745153	0.5479127	0.1866848	0.4520097	0.4851936	0.1895904	0.0946096	0.3006514	0.3281551	0.4174820	0.1632147	0.5516430	0.4354613	0.6795257	0.6167656	0.3914627	0.4045949	0.4288706	0.1941886	0.2486852	0.0125231	0.1246015	0.4220266	0.3429327	0.7194192
0.8113204	0.3234096	0.4113237	0.4610487	0.7469903	0.0431743	0.0000000	0.0533580	0.4146207	0.6917337	0.1590572	0.7738267	0.3144374	0.0556187	0.4520721	0.0000816	0.5784882	0.7248286	0.6768934	0.6122570	0.7539800	0.7349311	0.6458091	0.5222977	0.5671256	0.2486201	0.3687458	0.1624438	0.4993585	0.3783138	0.2212552	0.1364990	0.3266440	0.4353250	0.4662926	0.1433142	0.6429273	0.2856391	0.6724670	0.6138223	0.3856696	0.3175355	0.4178438	0.2106590	0.1966228	0.0089822	0.0734475	0.5464863	0.1933670	0.8329024
0.6525487	0.2512072	0.4355310	0.3935075	0.6296488	0.0238769	0.0226534	0.0000000	0.3265371	0.6798887	0.2412156	0.7060404	0.2298094	0.0477099	0.6308896	0.0001899	0.5418454	0.7348511	0.7788514	0.6261515	0.8343518	0.6284105	0.6621624	0.4760275	0.7508480	0.1856538	0.4658801	0.1290160	0.5058160	0.4916468	0.3057563	0.0517813	0.2793120	0.3592916	0.4405313	0.1079575	0.7327708	0.3145977	0.6207296	0.6974371	0.4297360	0.3135238	0.3257800	0.1769726	0.1871350	0.0189973	0.0976953	0.4243042	0.3171038	0.9474618
0.6491137	0.1998462	0.2713448	0.2632089	0.6733167	0.4227688	0.0447513	0.1267234	0.0000000	0.7558168	0.2158603	0.5850843	0.4222584	0.2428138	0.0654846	0.0005134	0.7167338	0.0354463	0.6758303	0.7291585	0.7727282	0.0472063	0.8539391	0.4991017	0.9243818	0.1452331	0.6188555	0.0258868	0.8842094	0.6238066	0.4276448	0.0767038	0.3420875	0.3311343	0.6650840	0.0951380	0.4909377	0.3370456	0.5919869	0.7728270	0.4604605	0.2364865	0.6350608	0.0586803	0.1288426	0.0390246	0.1143420	0.5596379	0.8074639	0.4369791
0.6847175	0.2381513	0.5438273	0.3555101	0.7749796	0.0192969	0.7866762	0.0726282	0.5772498	0.0000000	0.2484305	0.6286436	0.3065923	0.0436776	0.5327576	0.0001032	0.4639017	0.7305969	0.6706829	0.6910123	0.7099411	0.6760851	0.7003779	0.5570460	0.6501830	0.0150547	0.3194018	0.5764184	0.4109209	0.4799508	0.2220503	0.1135605	0.3001554	0.3031362	0.4329193	0.0833577	0.7040037	0.3251227	0.5525811	0.5573057	0.8079906	0.3680786	0.2824343	0.2822196	0.2375061	0.0091517	0.1331233	0.5751408	0.1957860	0.8495748
