YPL089C	YBL037W	YBR182C	YKL185W	YOR140W	YGR044C	YCR097W	YCL067C	YPL248C	YJL056C	YCR040W	YPR199C	YCR096C	YCL066W	YJL110C	YKR034W	YDR421W	YGL254W	YDL170W	YFL021W	YCR018C	YGL035C	YOL089C	YHR006W	YLR013W	YER189W	YGR103W	YBR040W	YNL253W	YDR379CA	YBR182CA	YCL041C	YML132W	YHR193C	YIL174W	YJR161C	YKR105C	MEL1	YDR441C	YBR006W	YLR023C	YMR086CA	YHR081W	YBL111C	YMR014W	YER188CA	YCR104W	YHR156C	YIL002WA	YAL025C
0.0000000	0.0309944	1.0208399	0.0883437	0.2052784	0.1623279	0.3704393	1.0039317	0.5913788	1.0225712	0.1661010	1.0269230	1.1018168	0.6892334	0.3060065	0.4910126	1.0810142	0.9651884	0.9819345	0.2890848	0.2096497	0.9182790	1.0509150	0.9736357	0.9836908	0.4034512	0.5585845	0.2990227	0.9683252	0.9355990	0.6516851	0.3467251	0.5154987	0.0339739	0.7281342	0.7846912	0.1148123	0.4948101	0.6705293	0.2378858	1.0387812	0.7198293	0.9778634	0.5266929	1.0351066	0.4508693	1.0938339	0.5181159	0.3083767	0.0648207
0.9572787	0.0004152	0.9870322	0.1007442	0.2471765	0.1394832	0.4091754	0.9455630	0.6740301	0.9788628	0.1600536	1.0455474	1.0652370	0.6017289	0.3281243	0.5583970	1.0460518	0.9702708	1.0278568	0.3212831	0.2148375	1.0065262	0.9942367	1.0512973	1.0690332	0.4366441	0.5189582	0.3040171	1.1516755	0.8451150	0.5843222	0.3047168	0.4563649	0.7580579	0.8385286	0.7556981	0.1114267	0.6320727	0.8137289	0.3456939	0.9700175	0.6661370	0.8716403	0.5523733	0.2331181	0.3525471	1.0026472	0.5915393	0.2548074	0.1196533
0.9147577	0.9624195	0.0000000	1.1066905	0.5280162	0.1328138	0.3494141	1.0209287	0.7573081	1.0366895	0.1497454	0.9183475	0.9570894	0.6405007	0.3863990	0.5731717	1.0672165	0.9241392	1.1296621	0.3418049	0.1778418	1.0377042	1.0501648	1.0366976	1.1237768	0.0441288	0.6247294	0.3599441	0.8750664	0.9077061	0.0101139	0.2751663	0.0492266	0.0361967	0.9745581	0.8974131	0.9030863	0.6303076	0.9492051	0.2454382	1.0437266	0.6063480	0.0100883	0.8371994	1.0092597	1.0077217	1.0465564	0.5800125	0.1126934	0.1105523
0.9444178	0.0421264	1.0124775	0.0000000	0.1909436	0.1540128	0.3403424	0.9234477	0.7391162	1.0311520	0.1870930	1.0707693	0.8858523	0.6006184	0.3077974	0.6020064	1.0030490	0.9848864	0.8582103	0.3077463	0.2169500	0.9658729	0.9870554	1.0198705	0.9269501	0.4433348	0.6092264	0.3210572	1.1012090	1.0158032	0.5918587	0.3360170	0.5409327	0.7422990	0.7514230	0.7418977	0.1455785	0.5880249	0.0293962	0.2942144	0.8817139	0.6593967	0.9803482	0.5103212	0.2040586	0.2915021	1.1232347	0.5670159	0.2975958	0.0792399
1.0989045	0.0359001	1.1175016	0.0837590	0.0000000	0.2161241	0.3545017	0.9579443	0.6761882	0.9406088	0.1678603	0.9318014	1.1683381	0.6344919	0.3091117	0.5814724	1.0621008	0.9627058	1.0583404	0.3416048	0.2069081	1.0129399	1.0559651	1.0192820	0.9420601	0.4148974	0.5355543	0.3249864	0.9758786	0.8827537	0.6152988	0.2841591	0.5615614	0.7285920	0.7526640	0.7726137	0.1206106	0.5237047	0.7235199	0.2077888	0.9711745	0.5738689	0.8861684	0.5324146	0.1932488	0.3497131	1.0112324	0.6328455	0.3311439	0.0692834
1.0370967	0.0316886	0.8993837	0.1032165	0.1031695	0.0000000	0.3604602	0.9281151	0.6689881	1.0713129	0.1904025	1.0762754	1.0045396	0.6099603	0.2889160	0.5811361	0.9385954	0.9729785	0.9567645	0.3056393	0.0447935	0.9822324	0.9978463	0.9246449	1.0643012	0.3948744	0.4483901	0.2974108	1.0781220	0.8630611	0.5924519	0.3343804	0.5207275	0.7971842	0.7311480	0.8862459	0.1140440	0.5200078	0.6370635	0.3058895	0.9654981	0.6598118	0.9729309	0.5488220	0.2355369	0.3254333	0.8996549	0.4551005	0.3552024	0.0691606
1.1261163	0.0291152	0.9220211	0.1001586	0.6147767	0.9517482	0.0000000	0.9899544	0.6777865	0.9735705	0.1397762	0.9672226	0.9953057	0.2365503	0.3979188	0.6403287	0.9633749	1.1216508	0.8632415	0.3388072	0.8005696	1.0240736	0.9483809	1.0826484	1.0731914	0.3555413	0.5311741	0.3179800	1.1171453	1.0243740	0.6682066	0.3078424	0.4981454	0.7957275	0.8092843	0.8333055	0.1369817	0.6227341	0.7443939	0.2078265	0.9529774	0.5734402	1.0140381	0.5670318	0.2272478	0.3636008	0.9931596	0.5855668	0.2772399	0.1043580
1.0077455	0.0366973	0.9925032	0.1082802	0.6150219	1.0316569	0.4534456	0.0000000	0.5859731	1.0151263	0.2192457	1.0503170	1.0510641	0.8486180	0.2991442	0.6754102	1.0283322	1.0204030	0.9004650	0.3993241	0.9106639	0.9861167	1.0083242	1.0726542	1.0766135	0.4699232	0.4346730	0.3025116	1.0114744	0.9885894	0.5674057	0.3371659	0.5034226	0.8344090	0.6953885	0.7774290	0.1001848	0.4924176	0.7326432	0.2785852	0.9927280	0.5728297	1.0317741	0.5595101	0.2364668	0.3476706	1.0555685	0.6273332	0.2563671	0.1072882
1.0126961	0.0217011	1.0223646	0.0766426	0.3648590	0.4173438	0.3699814	0.6201203	0.0000000	0.9407478	0.1369892	0.9443536	0.9471090	0.9718438	0.3447763	0.5166274	1.0875196	1.0290810	0.9689468	0.3129922	0.4559466	0.9426931	1.0705946	0.9578796	1.0604699	0.0176747	0.0195433	0.3333460	1.0493050	0.9866450	0.6171489	0.3088471	0.5483672	0.8502313	0.8282423	0.9058129	0.1124916	0.0799423	0.5647056	0.2071813	1.0763545	0.6696919	0.9274467	0.2927257	0.2024707	0.3926842	1.0480268	0.5647757	0.3341928	0.0947192
0.9471172	0.0337534	1.0118764	0.0719602	0.2261231	0.1586949	0.3351635	1.1020355	0.8085618	0.0000000	0.1628312	0.9896704	1.0226158	0.2393002	0.3051168	0.5110142	0.9900900	1.0344301	1.0738030	0.2676991	0.1809116	0.9514698	0.9909812	0.8945859	1.0001211	0.0422628	0.5816998	0.3588359	0.0201951	0.9539229	0.6669643	0.2883641	0.5664200	0.0288328	0.7664727	0.7919827	0.1077579	0.4986867	0.5987354	0.1964416	1.0437470	0.5034978	0.9982388	0.5830017	0.2109731	0.1263851	0.9846174	0.5251190	0.2479466	0.0790501
